index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,accountant,architect,artist,attorney,banker,bartender,broadcaster,builder,businessman,butcher,captain,carpenter,chef,coach,cook,dancer,designer,doctor,economist,editor,engineer,farmer,filmmaker,housekeeper,journalist,judge,lawyer,librarian,magician,mechanic,musician,nurse,painter,philosopher,photographer,pilot,policeman,politician,professor,programmer,psychologist,scientist,scholar,secretary,server,singer,soldier,surgeon,teacher,therapist,translator,waiter,waitress,warrior,writer
Gregory,-0.10424738143766402,-0.7899138288956723,-0.6318050462629441,-0.14173405372078202,-0.5630826687492615,-0.22884401707314153,-0.14797290822266956,-0.5577579912743663,-0.4835435773973405,-0.1286332681746768,-0.21297188483702204,-0.5001009360378503,-0.024035658098286488,-0.8207866326107861,0.46071127548702423,-0.5837867975081074,-0.44129791370560423,-0.2672174890307077,1.0224383204369398,0.7388789692769276,0.5581312709541442,0.3215955062079839,0.4796529970497197,0.139503031779414,-0.7223723237995451,0.38880337508259544,0.7816183527044973,1.0735398553135707,0.1916899436925624,1.001919669586546,0.34878463500303963,-0.8659851853697719,0.3146149711461361,-0.5283920068130309,-0.5644054629972655,0.604979658511056,-0.14215248741530967,-0.14348303159596035,0.8897104463154588,0.8669113216096036,0.1788463388246257,-0.2698328382580811,-0.5167166333230352,-0.12424445828757935,0.21788266777161877,0.012476045262257485,0.4606442770139618,1.6494213787188152,0.17837038336216038,-0.5517566952596878,0.48565014145775875,0.43673352005731864,0.09084617220502546,0.34563785501270666,1.0618154052829993,-0.4971255297959801,0.25196664896615883,0.13006151907537208,0.02356551769917321,0.5111409433711364,0.4931582079226121,-0.13598361852710614,-0.3949459569387853,-0.48154438547709605,-0.2516904856418116,0.6332455736202717,-0.05922251395131502,-0.006370327575369763,-0.6230058280806153,0.7161904077860561,-0.832880433777052,-1.4899886695046793,-0.16783595698274664
Joe,-0.4750597835680145,-0.07399880743633386,-0.611396957864934,-1.1172831790731204,-0.6253384385401555,0.21265910017171988,-0.4214664072640412,-0.004404362548277626,-0.5082528113543489,-0.0903810440001309,0.39531318797992365,0.6948937977069355,-0.8082489988734236,-0.22540480258625212,-0.09391020563667167,0.3532980647832647,0.44084920482958445,-1.2408886180461982,0.7704458334237491,-0.4008249459143371,-0.31153599198098225,0.31556497588960375,0.07732326243958099,2.2430144649781423,-1.3628153541852617,0.5266444568095763,0.056662698730749576,2.087565038629653,0.4899549937812351,1.5223342981508379,-0.08556213934123427,-1.691731825052582,0.9117285764588339,-0.43566899516652674,-1.3671139194784434,-0.23513638336398268,-1.9897344966822208,-0.7130890545889527,0.5666729860686109,1.0521936066008502,-0.8550025859048368,-0.18344441409116616,-1.6897026899026428,-0.4000422758430353,-0.4407411171870777,-0.8522108795961211,0.448320069680782,3.299894173555192,-0.44822122047980323,-1.0802382844745753,-0.652477520332164,-0.8486679072598476,-0.5855498308052055,0.4558005448697401,1.7961386755425393,-0.9670250228142827,-0.8694487480700682,-0.3798162726196622,-1.2271977346061325,-0.36314100542377925,-1.2200887871649169,-0.25716643017479235,-0.5759189557622629,-1.1156846813038788,0.5812073567336856,-0.16576451586493102,-0.9755339504113384,-1.5815703774214596,-1.826116986271325,1.5713015898903484,0.37553472835003726,-0.4344288737633479,-0.893228490991194
David,-0.9003324872399527,0.17073283414856283,-0.2948901614655857,-0.3783851876031664,-1.0509505599668616,-0.577954324156861,-0.7704318798954214,-0.6621531228884744,-0.6057225799015911,-0.21537734276754783,-0.13249939952442333,-0.08234809073884009,-0.10321548871301528,-0.47309475920872157,0.09719162565438301,-0.18553917586112076,-0.1646697470980442,-0.5396632804011167,1.075858083459937,0.47003481892407195,0.2889484501741379,0.35646396037876354,0.5460535318720587,0.5983475336938479,-0.3055882477056528,0.7856088528167401,0.7579339945773521,1.7111300297525815,0.5342580372223419,1.2399416339518394,0.2774811293547318,-0.9124006258955013,0.22125237062542383,-0.645478905307005,-0.25386222429603705,0.5392991961796824,-0.6285917158675587,-0.18911969126539274,0.8100951885896173,0.9275416192545264,-0.04980302521489219,-0.6737792727231565,-0.5294781907247904,0.11444459612630653,0.3199235110338894,-0.28011827444446874,0.6480095864974552,1.9852354350458497,0.09177469706214454,-0.9198569185860522,0.23837740474213995,0.42947425039068376,-0.007199012757722356,0.5483784823911237,1.346601168911287,-0.33948191434900454,-0.027888832396979698,0.2089036136715536,-0.2685172734433573,0.3030248975359344,0.14733628930764947,-0.2963831815368406,-0.11991959630821522,-0.8030282715848689,0.7372707963706985,0.6264174823952047,-0.21728076577625982,-0.4107809752009746,-0.49396186315246043,0.9929376853952038,-0.936098830773406,-0.1466923823639423,-0.170199733685324
Paige,-0.12336803072124963,-0.054844189052811534,-0.24758134377638497,0.2887873588097416,-0.3599224975168927,0.4989879793720031,0.31398534547182405,0.06243909129269954,0.5594374170785321,0.19604617267336938,-0.20724669250035196,-0.1354247256117883,-0.5885437415439685,-0.6101137536096639,-0.3803762527853907,-0.267674772362935,-0.39555016699308626,-0.22952331171350526,-0.17701034532749127,-1.531678197418808,-0.29068279672200786,0.04336795635132698,-1.6322965066260167,1.394440092095894,-2.13907183096207,-1.4685109193196408,-2.7825076549123096,-1.040460504784967,-0.7675929770628126,-1.6485925481964887,-0.22186268557097266,-1.9006589844181399,0.39305532097968177,0.9843362970784605,-0.3796264536287928,-0.5670731628781953,-2.6160024144312706,-0.469758131244135,-1.7966385935579916,-2.4053288546185154,-1.4210503149638176,1.956636480385143,-1.5021001112086154,-1.4941031244125667,-0.8326847065800417,0.6321811455177355,-1.044291998794872,-0.1713388484425833,-1.099634557114741,1.4420835108035779,-1.0926225384663713,-1.3130230136126495,-0.6500911295940868,-0.714097653030895,-2.218795455361061,-1.856798238836853,-0.9833469820935995,-0.6404264612899472,-0.48912806362840316,-0.8078644277657244,-0.7125712522283599,1.2244245422234532,0.4338688070616753,-0.8719544118528371,-0.7508040015870208,-0.9800637048412632,-0.3243605583396615,0.9700529902247198,-1.8786851765145747,-0.8780049917550602,2.811099204250482,-0.3239362044566197,-0.6933213188982559
Marjorie,-0.24944025785551324,0.876641890938304,1.3787878621718803,-0.3037770491884494,0.39728204565659486,-0.04287006975792134,-1.0258965326781362,0.5455778589817989,0.3243056047619944,-0.568111998094271,-0.6151395370260127,-0.4636385831753376,0.5198957255231024,0.7938140233790764,0.08909576518272438,0.013513564183841269,0.14922105193534435,0.7181331195015024,0.28427392454908257,-0.8755112290781235,0.7290021762192654,0.3775452876987097,-0.47937884645321865,0.15823863560643486,-0.9671112464673232,-0.8789494052507014,-1.6806435967989053,-0.22520539838838916,-0.489101161413084,-1.1817261757265656,-0.0009535573847770174,-1.6489474047205117,1.5653429607705311,0.6382816641793166,-0.2856167531902569,-0.3725878309561679,-1.434004266458322,-0.03730021721897064,-1.2622796870405262,-0.8394525501350933,-0.7446662421445093,3.0056891182651,-1.0063283671360614,-0.573326030309369,-0.3774773278932885,1.3780090811893357,-0.9603776045268013,-0.1322022120108021,-0.5127807151079403,1.6471368893348353,0.4033733473193723,-0.6724270110243556,-0.5277908068926709,-0.29701506195450705,-1.4239586125450605,-1.2173887485492587,-0.37320411402483616,-0.9152055112787844,-0.1384595646262298,-0.26501212833931653,-0.0406919522954032,2.069244183467577,0.2880468124176335,-0.003929520530764576,-0.9668639752057369,-0.4447807691814487,0.41810432363068084,0.09579148838420573,-0.6540756553933451,-0.9547906483267142,2.585867585928693,-2.1860823340765227,0.31470944513625143
Helen,-0.7549605943347549,0.3717868640822371,0.7699354321422648,-0.11155505952306571,0.13613887162863106,-0.4617652453604917,-0.6244784945572517,0.16495069845940627,-0.35859861375563973,-0.48938318999609076,-0.5591645700935645,-0.4133733898781115,0.3596826194647709,0.14831747183160485,0.0409687245134536,-0.0855235709876455,0.13580130827634126,0.5515426972477614,0.3525522656417389,-0.5220887626427008,0.952056636529209,0.3618543122366889,-0.5250374733767532,0.1454975657091682,-0.9125240270592738,-0.5643524041830971,-1.7546053194157945,-0.31420203275663866,-0.6963759295839864,-0.947523902650204,0.03726381505519833,-1.6555628136008966,1.4480001106217844,0.9298053632757516,-0.06691080452624641,-0.16217422898142167,-1.343596298252796,0.029439982378895866,-1.0625828376639928,-0.9572197690525831,-0.30403915127189574,2.6634076222254546,-1.0393629969671805,-0.7599943869572566,-0.3626827605037195,1.4119302992968321,-0.6266683111507881,-0.04947847350024487,-0.22300374175857796,1.7185718874021914,0.5913930694747915,-0.6522053435512338,-0.24600494109260906,-0.2888750911421685,-1.5807388328017697,-1.3479908824656843,-0.5052752663693917,-0.785098979187666,0.07214317670558859,-0.21832430572759315,-0.026336480708685127,1.7943186726205893,0.10519393890540178,0.21660562087911758,-1.3471086721426397,-0.21240923052146227,0.3746133323600541,0.6131640107820222,-0.6797772517573516,-1.0678398085278982,2.3257095027403563,-2.2101607011228803,0.2604255867326052
Genesis,0.39456905221154936,-1.0609646030502278,-1.6022163350503882,0.9707106187599222,-0.09954436452879965,-0.06905666886697327,1.4256509380173168,-0.4662202938547393,-0.3893074042209319,0.2761422055661526,-0.14145639257778342,-0.834552026423671,-0.7315099227805051,-1.1406540449459017,-0.28898576459579833,-0.517211735278419,-1.0211144168256152,-0.8336958057122853,-1.7569181257374864,-1.2379680621955564,-1.2886221417957733,-1.9120152156659018,-1.4759182973292404,-1.808177491024422,-1.9044765918194273,-0.8555997846646587,-0.9768193964746937,-0.6840831907286992,-0.5014908126592401,-0.3532140167655867,-2.5268343284600063,-2.5789360503826186,-1.3148559171956609,-1.365526057487483,-2.147910946432619,-0.5969288705202792,-2.777607665319596,-1.7250693985397847,-0.5667907787880218,-0.038615840508141624,-1.705947608081907,-0.4413046379086768,-2.5717480177410486,-0.34022978583047875,-2.403947165846064,-0.869224654661241,1.9058137555915766,0.3534825431219476,-1.4503294075587354,-1.3644327051307859,-1.6627291691564265,-0.18177771592078332,-2.490244404385481,0.3032050428608027,-0.4861286798852625,-1.1301027841372064,-0.8062396821967491,-0.7869651911728038,-0.5538665306259503,1.7943346485354779,-0.8532238142546273,-2.1132876268185226,-0.9122925097282071,-2.0600178611388533,0.1086872151525797,0.1450227062340272,-1.5607319590678372,-0.48339055929236896,-0.7215232541740723,-1.9663394712752114,-1.3687926999060824,0.6813730011073201,-1.8947442396795708
Asher,-0.3851866857585738,-0.4726430388217639,-0.6171379423432977,-0.2754152395815696,-0.9663179323461925,-0.4404743097461923,0.13079384930202007,-0.7743348389527271,0.1331882854387271,0.1256757036193186,-0.27435832252363995,-0.5026975888545236,-0.011874585922031434,-0.7376021598441783,-0.04600324134369552,-0.6833157241469164,-0.7675741615644188,-0.14652365075402604,0.6055641332422572,0.05675821529307758,-0.03193627320541647,0.10219512306369903,0.2713040545155664,0.9029513556174088,-1.0255680042624236,-0.17438310587737418,0.05494563637521675,0.9676126682593095,-0.5128280988735179,1.0052599450294035,-0.008623650714779534,-1.2820142493647155,-0.30600659129872504,-0.2107477874470489,-0.412380314942372,0.14316468079409617,-0.6352038478332329,-0.33602794387154106,0.455113109477923,0.21632463330514493,-0.15824316604479063,-0.39000509218716656,-0.5959863483803115,-0.11491988777988235,0.14650778778563173,-0.5944537688102214,0.3106870404723642,1.6958892182266831,0.36091742509779734,-0.9620142487106068,0.21677177955859503,-0.33701119002745733,0.2391096133374373,0.31359089558549125,0.19746254520935963,-0.7887977613109913,-0.09825780454595674,0.12553227151507787,-0.22276193068416936,-0.5070787350330553,-0.8149382197401319,-0.4303364094107745,-0.18820799418969822,-0.388594745985257,0.41300076263553614,0.4273030938935401,-0.540322885592953,0.24611919428260548,-0.27594783180813115,0.9078246075289513,-0.3748409808109924,0.049351465791420815,-0.6857074642099873
Ray,-0.49410377775429415,0.12478490258646745,-0.5924787829743124,0.005426718921212989,-0.6889651955373147,0.15466294572043737,0.118598131278726,-0.22687616086235124,-0.17076215084017207,0.06198705534715322,0.10560606973881086,0.24103193994005986,-0.6157406778112045,-0.9228964263647572,-0.023893976599030083,-0.1414171766428144,-0.19377481681584444,-0.9680432615380196,0.9851311574200966,0.29255659509568027,0.7635848427048285,0.9224810787819242,0.4375507135253855,1.3859139481958547,-0.5944854074901728,0.6400245663425919,0.8968056748570602,1.1504096209753238,-0.11312289459361145,1.3201993354363109,0.38936959565937235,-1.0330836306623474,0.49871141743773845,0.25146743851010755,-0.40127911692681817,-0.07305217513869927,-1.044710779683669,-0.2600998687800773,0.6340492964315355,0.8371202915129186,0.590683410118104,-0.14867246962090458,-0.8149300770389063,-0.22295971210240492,0.17180069704233877,-0.34222106862658913,0.6294430955280799,2.140627520714477,0.4112328253164161,-0.5023790040071494,0.36550218317748706,-0.6905245141290469,0.39617743639987013,0.7184696898900279,0.9131016579161176,-0.72060132457246,-0.3503077041721154,0.4045784641082836,-0.12215832142754475,-0.12744860494950308,-0.6492576509499037,-0.16803908590074057,-0.3701755928610411,-0.24961972468663843,-0.6823807566833962,0.4384033302070011,-0.4948738997047105,-0.14407218403510372,-1.1425011689738132,1.2483092982725348,0.3467354960085845,-1.9713606424749297,-0.11824269422531872
Warren,-0.31635389729740127,-0.12507420186004806,-0.5765636482024016,-0.7499006743819894,-1.1024404375631613,0.000949973044111911,0.0881452750350065,-0.541790839586148,-0.4959323458311594,0.12146948597041361,0.18098293437444318,0.33714459035864186,-0.6253342486314329,-0.2702137319822375,-0.43257222229488834,-0.058934662297910466,0.40669678063702625,-0.46889581227670507,1.0175469433456183,0.3130591944681981,0.589553827566225,1.188242334554032,0.32271040530889367,1.665411969204842,-0.40975833379631516,0.7091421765747117,1.2002230815270052,0.9312865931879737,-0.4273812130814468,1.4942822840248942,0.35218330672525344,-1.0405228899850985,0.5108991438510994,-0.22562835462182995,-0.7188806043656414,-0.16830811900871767,-0.9315377691488237,-0.5902914434884073,0.45267985460457355,0.9335108552872434,0.5310295170707953,0.41727520845452537,-1.050530756006919,-0.26323612314877304,0.24259615018742506,-0.03618705851638321,0.43961217348762066,2.301448442477624,0.4102877178038209,-0.09266567558261585,0.23919630535228564,-0.9329701347085692,0.25231189157005385,0.784112756056746,0.6149886899230625,-0.6726746678039954,-0.45718732815507085,0.32642780740968513,-0.0662248001818397,-0.32514422305322815,-0.41945050501079584,-0.18666846284004113,-0.33890883524834786,-0.6121252551771038,-1.0358658416482998,0.383895635253373,-0.44542382066246605,0.20118707854656329,-1.592653962987162,0.9648661632825263,0.7087696933686312,-2.5923842480398074,-0.021928499878495718
Natalia,-0.06399680748734685,-0.4005484435759779,-0.2248305816213047,-0.048001538697103614,-0.394327678735677,-0.5104578177315396,0.4368658310299122,-0.29028010524664577,0.5591832850048948,0.09138529280562885,-0.47300150958022646,-0.9225994033732732,0.3820805442800495,-1.1236389561242943,1.0973628287044879,-0.3108341967430339,-0.9594290232508756,1.158045612338707,0.05880045933500287,-0.37325630527242964,1.118306844874716,-0.046790725427903926,-0.787659653539608,0.24385024378997963,-1.2717184961058121,-1.2587872008979328,-1.0632094142335167,-1.1138389370888906,-0.6583574674149748,-1.4414242731035727,-0.09065870289142074,-0.8458610580916021,0.45288526164544346,1.1856293941993388,0.45832927433831483,-0.11536579652762757,-0.22997902727076744,0.027818637545114495,-0.4115627367027388,-1.6335542268224406,-0.16867010549631412,1.5094516923017598,-0.34262647299049187,-1.1818569260470198,-0.15373322419985935,0.37786804520955036,-1.2299734043542436,-0.2085604060224742,0.3010877328054696,0.9649013004903312,0.4017953971349922,-1.0943785294579293,0.05646049966946786,-0.15081170434875715,-1.7886750310836408,-0.905439108898798,-0.6006104277498054,-0.3048317203564563,-0.003764683062965952,-0.21969658480469753,-0.5730084544820062,1.1195162188654326,0.3320286315669914,0.7490779647216381,-0.9201534513264263,-0.6937643363417528,-0.2935294505333504,0.36875579791834545,0.328359972683177,-1.2142257710924407,1.2220213352163392,-1.949205822821976,0.03474192876953748
Katrina,0.28299857601481043,0.0053755683954792325,-0.6686489103227367,0.09259508547533532,-1.171626604539201,-0.10754260694804967,0.23700140609366632,-0.43953702356938384,0.44725142815849284,0.047465679492583096,-0.2475706985021151,-0.49828974371631646,0.2335793251674021,-0.7812787504470656,0.019335858323368593,-0.09215445317151852,-0.13823244603569254,0.5919306969116319,-0.7089439512574898,-1.3843959634119674,-0.3806114381951361,-0.581757214031507,-1.541388679091072,1.2509751488931589,-3.144792504582846,-1.6595362945254961,-2.8623794161437934,-0.4589557962549597,-1.3725079150885802,-1.276941609311851,-0.030059489935920027,-2.625944900389896,0.8177028652467807,0.9318388166284453,-0.9632195393165497,-0.6808055807625151,-2.7990979715376296,-1.0306442152972612,-1.574628724322368,-2.2523548067779147,-1.6369235602762566,2.4086470558814694,-1.9207046903658487,-1.4206924552382691,-1.3996239675816171,-0.0924538432850726,-0.9567849822579613,0.12701218646937953,-1.1689397528414525,1.0487058660267259,-1.0502309801307046,-1.494851466152078,-0.869853877518312,-1.325638490050332,-1.6929970044717413,-1.9918956050033503,-1.1907641739382238,-1.2349879729589763,-0.8166858084150723,-1.0804894905565576,-1.663045815019737,0.8805661824602379,0.200338612183729,-0.9183962897037128,-0.6831934979477763,-1.099283422813019,-0.7859521186435722,0.6382516958079198,-1.3575349522443496,-0.22618375489350934,2.9645893310877023,-0.4953092323510336,-1.0627597954944346
Seth,0.6830857395115292,-0.4816428704579303,-0.8959481182658906,-0.1342053683781288,-0.4930201843597673,0.1442422054585794,0.14856254771358912,-0.2224396740126209,-0.12108606960042635,0.06748128340871029,0.007201415936633207,0.28385575914088346,-0.6384627229476159,-0.6056117423225902,0.05183667774566393,-0.5180698594150155,-0.3421201262686901,-0.719255338126829,0.3772623847655996,-0.6151649045591229,-0.7035408686017922,-0.3989519855143494,-0.43799062112544024,1.876712830821461,-1.7269134287628718,0.010377029287347808,-0.853830217593542,1.208105415472793,-0.4461388696483253,1.1819535895735849,0.040653769258943144,-1.3414344671170542,0.5484141739078514,-0.5647608124196933,-1.3844738429254446,0.07741800683220336,-2.225268336996779,-0.6660386246550895,0.12625584727737085,0.32232689689735367,-1.19430179839459,0.37607152677186556,-1.5942169826912853,-0.6984333823087031,-0.6137125522104644,-0.20551961432118973,0.533422672353856,2.7313381218800177,-0.5038603764493997,-0.26483692549682736,-1.0482927214477415,-0.6911739280795022,-0.7819598700479353,0.43041540472192297,1.0667908555253252,-1.1595106686095455,-0.7551194946831193,-0.0585206390148013,-0.6564551449343695,-0.63827027049017,-1.1129631576582424,-0.1918036660214628,0.31633776132763947,-1.5434524941868273,0.5417377841257598,-0.1785910094558657,-0.5442036633332806,0.1667910024071051,-1.3491405278794504,1.490494501360797,0.7593850180316135,0.23851159685981746,-0.8878282721075671
Todd,-0.45051445746228097,-0.16299365539907545,-1.0867152445731338,-0.6965657560197512,-0.9609731667794144,-0.16019175048894263,-0.2703081639021602,-0.36136037684112843,-0.24981348641723916,0.04271615919888368,-0.010883503581285555,0.25411859111178176,-0.7088854639274988,-0.5418407097478671,-0.5749404185468304,-0.11210466030404077,-0.0716117844227931,-0.8893468698491661,0.9219692480853073,0.04404657488956679,0.1882340426337865,1.2147834833021136,0.3104778160532675,1.7424008062496616,-0.66657998511658,0.6966632996385287,0.7448099607004556,1.3501997236827314,0.37241944085225703,1.3775650966989188,0.338455710308328,-0.9078800932683688,0.44396128573631766,-0.215881823671272,-0.6383041046577205,0.11977542217030307,-1.2960188150456582,-0.44679135506168477,0.3432272086645864,0.9616889342029912,0.08636924866033713,-0.13710116192562047,-0.9447986087977178,-0.21820664003391121,0.38827844213952817,-0.2925158580224012,0.62902753312555,2.2432940500478082,0.1615608766795725,-0.265442804943475,-0.1864761788649474,-0.6899684172514615,0.13351299537492478,0.8129162176836737,0.967402528432873,-0.7825260477502358,-0.41707608359693144,0.3688643007720101,-0.09039289553550275,-0.16587802800178647,-0.6274816340608672,-0.3917012762827765,-0.32114455086220806,-0.8392506873321087,0.006003728990450277,0.5217455523739518,-0.4174097262342705,0.14819656177312238,-1.8205977630054662,1.0715788227724354,0.4707740100491778,-1.1768836595619205,-0.18779217279404078
Isabelle,-0.17356018610511387,-0.4809133882121902,-0.2266324924313419,0.02589879150391925,-0.5610203812240483,-0.8162639023410324,-0.7564988031272646,-0.3444735937295665,-0.3832171871350407,-0.20405194358196885,-0.4911701566166367,-0.6947368619332531,0.9292492210720721,0.03359530453168286,0.01782420254040383,-0.012493742820597162,-0.17808762597038783,1.1172982471642383,-0.10872479522759375,-0.8457259118875803,-0.3161170271735372,-0.9039309126095024,-0.8115453894896654,0.43264671987580255,-1.6788004872254783,-1.5597807235820225,-2.3410794231854393,0.13722958792222323,-0.8187288147129405,-1.114711380656895,0.7365198410482613,-1.645918325288311,0.8525921651341628,0.5774836443973794,-0.0861985847553389,-0.30623063160760844,-1.4483100136527316,-0.2576775617141587,-1.199472788069072,-1.5356156159520877,-1.47848211382094,2.2877423017915306,-0.6620949018106458,-1.1101670185990256,-0.892740633212677,0.8324769829953467,-0.6417236762177397,0.22688754662432437,-1.0250740130420082,1.245212861377297,-0.2536345124217339,-0.4800019778690798,-0.7300216079999122,-0.7647402195407325,-1.4316106482345807,-1.4635539556440655,-0.9469134037433338,-0.9014222890498268,-1.1445496069857095,-0.8455748416898808,-0.6324011049336316,1.5115111954885998,0.5609256715258538,-0.18839728443495538,0.3891859587416862,-0.764155447157686,-0.3404254278262539,-0.11411878300250347,-0.13346117568157914,-0.30071273199810644,2.099154059925815,0.5514880396003935,-0.6657840182049336
Jon,-0.3670520241568543,-0.1604519809104132,-1.6272628662450435,-1.0891136459187605,-1.5354563245377795,-0.15129634612789783,-0.5176364620762448,-0.9072939550805929,-0.2551451464077064,0.016940506575269895,0.01872829035288257,0.5566017270121082,-0.09544304300296275,-0.07271749172464807,0.006651780300478815,-0.34028837696440795,-0.1911805456921814,-0.7627648053678924,0.5982763612360462,0.020250097635858524,0.08155695996715329,0.02212877134503872,-0.07444069900921699,1.8411069852388324,-0.960285896759215,0.367994524556925,0.17367490463448257,1.4808741649305883,-0.02492187082327036,1.283477905015703,0.7701205869953952,-1.1951789211325128,0.5028764055342969,-0.35232415276364054,-0.41264202293522256,0.03168829323398035,-1.4467122444929859,-0.3123114062502952,0.7376611644329392,0.3617242884722305,-0.5515838139028427,-0.2534042752662705,-1.0971430957774015,-0.5292873521741951,-0.3885957784157641,-0.7379700465145538,0.708216189259141,2.4933867670152536,0.2415629308430554,-0.9277559251155273,-0.23242423700689932,-0.47380201678605494,-0.07944703181632605,0.5462648706571656,1.0128738788310718,-0.654483491737412,-0.6378187059090972,0.387854688465713,-0.8486715948661026,-0.3095803147076795,-0.6901026914729723,-0.5524556389470596,0.2257431260839267,-0.6860254757036578,0.8933244170135933,0.22874805307082946,-1.014166511864425,-0.580441810940837,-0.9031763292424585,1.3535547695298338,0.060839106362459705,0.5641154578311914,-0.5896720856711926
Gordon,-1.0720931820786723,-0.19987695019423288,-0.07528566018416266,-0.6483333978343396,-0.6447515078516765,-0.7761494535974416,-0.4430474140175453,-0.24061162089290242,-0.5735321209258208,-0.2550177333784402,0.0215539820383471,-0.022871850680767507,-0.31426746756224977,0.18342481199021216,-0.19992236402491823,0.7101196068744613,0.42186562888606244,-0.033939672161384216,1.2879090668611421,0.2555654091978604,0.10999988788944608,0.9564928476810713,0.578472984007334,1.114427140738703,0.3168023417387316,1.018758522554459,1.4381158491870896,1.0808130759561572,-0.6902045489547424,1.2058804064054418,0.36307076588505305,-0.6144813270260179,0.38598643497717056,-0.4490326300523955,-0.4619164930050429,-0.21697860017611384,-0.35145430750433665,-0.34106871897058716,0.7761138016124629,1.1975416368741694,0.2782337787340275,-0.051099973486139184,-0.6775278015914036,-0.448865353421799,0.259208799838387,-0.18692273111534188,0.15631320785778136,1.9828851004270722,0.42497907546855473,-0.256019941732281,0.03749048178644605,-1.2159412268928689,0.15024760033333012,0.9262953022370305,0.8421500785193022,-0.787729548615026,-0.676751038382556,0.38070092604766675,-0.2851611716471476,-0.5212022086891595,-0.5295810991820226,-0.21690224688487933,-0.4217481965265545,-0.4553384831616351,-1.0240264314159224,0.39021159280285056,-0.3686003091668659,-0.3367530955319762,-1.2106417986861888,0.9146305215530667,0.2522645121698035,-2.9110243654738976,-0.3051558268386815
Derek,-0.7549483872640288,-0.35208903616480225,-0.4272705620903309,-0.21550962087659226,-1.343399063168787,-0.16925526278771777,-0.49325589971019695,-0.7175714908341564,-0.14650418797465817,0.09509123156183417,-0.15352775882614403,-0.07400323012539982,-0.3342232995436704,-0.13672602704311163,-0.1523314692010791,-0.3241875693942206,-0.22698024226051522,0.14663208967366764,1.155475574601654,0.37293629868749495,-0.30551308109180375,0.016630342533731305,0.42041756608577746,0.9220929825248766,-0.5219954187864798,0.9300340936507729,0.3457421272221668,1.6279474962595895,0.2401801984193766,1.1700020125375405,0.4784629060470169,-1.064507555975062,0.21474947796484492,-0.5797344442860547,-0.5876256262380138,0.370864209338597,-1.477902764264908,-0.5418610865861899,0.5509414279813173,0.7032368296610004,-0.44778591716909,-0.2099827288534866,-0.701321972582043,-0.32148662510605414,-0.03241759367572154,-0.20993136972833382,0.42124957211852615,2.2740974023544087,-0.24364177044934848,-0.7339172448815882,-0.5277274502341955,-0.8068207238294928,-0.006185173620635282,0.4986184907191489,1.6037518298710751,-0.9175922394367214,-0.5831452831712413,0.15133646397251035,-0.7093118485497394,-0.27835635755803606,-0.7416295122494532,-0.1859131816067109,-0.03639308397870448,-1.2192122022514627,0.4383004252965056,0.23982556068138464,-0.48007711171614975,-0.5392774935138628,-1.3689362126731062,1.2472903028041185,-0.3759462052927426,-0.29055807114002624,-0.6992182903800362
Jonathan,-0.1304710256652919,-0.05031118374847038,-0.6806751755552641,-0.5882654330541068,-1.7272906965882646,-0.5288564290439741,-0.9068713500333668,-1.1110806297785272,-0.3553672159737716,-0.07532159015410757,-0.08771552673948384,-0.20114000883589528,0.17054531246139595,-0.06702092591218871,-0.2742908143888334,-0.4193207319911113,-0.17570854894002255,-0.3210547360124955,1.0665898683040151,0.6689844666486512,1.1308102508912583,0.6842240722977451,0.5654506392072263,0.6442334345807091,-0.6856130328538639,0.6841680435162345,1.106417733821149,1.4464740799685356,0.4339872178673724,1.326959247421059,0.5800431382745279,-1.0300621317765577,0.30894077966686234,-0.33906863613317767,-0.2070746665188047,0.5301140559513347,-0.2591756983531831,-0.21638782048807464,1.0245429819901735,0.9970462681727538,0.583833206622394,-0.6631688873048227,-0.4823087365661871,-0.15111730877312804,0.4562168041150122,-0.32423824145288527,0.63874832998678,1.9401014356195858,0.5673243466442506,-0.9513675925506335,0.7872242319572433,0.3798142680130195,0.28522142683004303,0.6856454219788544,1.1870317728462183,-0.3142735178497877,0.035273402591783805,0.2929338234605471,-0.06607465776234925,0.4533987097220574,0.5755929104966322,-0.3180264873598829,-0.15863185186334833,-0.42210992821351007,0.030293299857942407,0.7531508608012615,-0.3037155467494533,-0.25462456741562717,-0.5168369230150073,1.067083083720815,-0.7664271573517565,-1.371234001543513,0.04177128796766155
