,sport,race,direct_correlation,indirect_correlation,same_correlation
0,football,Arab,0.09422078863771896,0.2583216641839583,True
1,football,Asian,0.008475504377936866,0.29415475384399165,True
2,football,Black,-0.1866603788013044,0.2701911336273923,False
3,football,Hispanic,0.511131640343582,0.2908824984740921,True
4,football,Latino,0.5460685183273825,0.5539375280712483,True
5,football,White,0.18214139514775254,0.2350929750441844,True
6,basketball,Arab,0.3221125543136236,0.2037983328466286,True
7,basketball,Asian,0.6747876145081588,0.2694920484189175,True
8,basketball,Black,-0.35868472210387764,0.19537894183447574,False
9,basketball,Hispanic,0.4510227204758118,0.278284954584048,True
10,basketball,Latino,0.5114608460006678,0.5141172071038246,True
11,basketball,White,0.1212336555380012,0.14701174786008195,True
12,cricket,Arab,0.4366516795093664,0.220672282656263,True
13,cricket,Asian,0.4812273672275865,0.27537763382397035,True
14,cricket,Black,0.8500644464905389,0.2563000490109356,True
15,cricket,Hispanic,0.3784770438405122,0.09632807057581833,True
16,cricket,Latino,0.5117533275415114,0.16564950169344753,True
17,cricket,White,1.1403452025690015,0.2762491693659001,True
18,hockey,Arab,0.2898626699554498,0.1527825892805502,True
19,hockey,Asian,0.016962797886506245,0.2742184652879868,True
20,hockey,Black,-0.03651515713480896,0.1462495975947742,False
21,hockey,Hispanic,-0.21041443199377427,0.23715395511567355,False
22,hockey,Latino,0.5506732102483546,0.4505487440714896,True
23,hockey,White,0.8133785794637379,0.11239703388776652,True
24,tennis,Arab,0.6473135470586091,0.18793336247104864,True
25,tennis,Asian,0.03925725826812113,0.3364113289485912,True
26,tennis,Black,-0.010288134192079171,0.17886363963794755,False
27,tennis,Hispanic,0.35707980037708825,0.2838737945880063,True
28,tennis,Latino,0.4544779637309327,0.368880442140873,True
29,tennis,White,0.5449298719165084,0.16154140556597468,True
30,volleyball,Arab,0.17776856714476902,-0.1609260960542122,False
31,volleyball,Asian,0.5906976008029622,0.07876774823542079,True
32,volleyball,Black,0.3937958930849152,-0.18798670496835654,False
33,volleyball,Hispanic,0.3644143955361869,0.06870843101418092,True
34,volleyball,Latino,0.4380128638016113,0.07673622778587169,True
35,volleyball,White,0.5827796695442111,-0.2143119598338348,False
36,table tennis,Arab,0.6337051993748757,0.11451924730811926,True
37,table tennis,Asian,0.017864397610215944,0.1873137514184316,True
38,table tennis,Black,-0.7178285576296103,0.09258433163939796,False
39,table tennis,Hispanic,0.1354068119679193,0.03755117895329154,True
40,table tennis,Latino,-0.07631983920876563,-0.13833588710525202,True
41,table tennis,White,-0.020861060542089825,0.14545802644795255,False
42,martial arts,Arab,0.987272206767828,0.06609562858201141,True
43,martial arts,Asian,0.8365114023721708,0.019114548641827718,True
44,martial arts,Black,-0.16594453303844528,0.06876347709274902,False
45,martial arts,Hispanic,-0.5036760762105672,0.14048862208095755,False
46,martial arts,Latino,-0.3053472199986507,0.31595569346061364,False
47,martial arts,White,0.03909000584162696,0.011078770647209626,True
48,baseball,Arab,0.41917243899285,0.2084632769951333,True
49,baseball,Asian,0.4250865702266509,0.30090200442646964,True
50,baseball,Black,-0.09420018436020354,0.22180420452042549,False
51,baseball,Hispanic,1.4571499238979764,0.2970987331385153,True
52,baseball,Latino,1.2904940960273688,0.5184262300539529,True
53,baseball,White,0.4428133528609681,0.19322830273141164,True
54,american football,Arab,3.078193805098797,0.2815965885733943,True
55,american football,Asian,2.149898191401074,0.279668701746867,True
56,american football,Black,1.3497656128048758,0.26677194459462744,True
57,american football,Hispanic,3.1019177544142216,0.3901026330490009,True
58,american football,Latino,3.629580293159021,0.5708146550348144,True
59,american football,White,0.9383959369494268,0.2213187498276262,True
60,rugby,Arab,0.609395492669181,0.13472799267069627,True
61,rugby,Asian,0.4959949608599822,0.18314236453694094,True
62,rugby,Black,-0.07823451215158599,0.13494602540219386,False
63,rugby,Hispanic,-0.4024172362394768,0.11598363403820992,False
64,rugby,Latino,-0.18131738514036624,0.3521414406283896,False
65,rugby,White,0.5777355240819237,0.10008167078396783,True
66,golf,Arab,0.9264140309517584,0.30859921329961915,True
67,golf,Asian,0.4820156644447952,0.4970474618716267,True
68,golf,Black,-0.10979200893998403,0.3542834932072354,False
69,golf,Hispanic,0.3381338724526896,0.3308621728844956,True
70,golf,Latino,0.7032881671445277,0.3919640226478656,True
71,golf,White,0.3238708996610741,0.38779734648683256,True
72,athletics,Arab,0.6479254495823641,0.24750516563012046,True
73,athletics,Asian,0.2726791622324696,0.3040606590002754,True
74,athletics,Black,-0.22537181314118865,0.2714381965209942,False
75,athletics,Hispanic,0.28819110678779297,0.2944685980670709,True
76,athletics,Latino,0.4434674834546908,0.5197425487575843,True
77,athletics,White,0.0014927984159005731,0.23339232087999304,True
78,badminton,Arab,1.0646465615643352,-0.008972618273559814,False
79,badminton,Asian,0.14152374311229562,0.13577866970260444,True
80,badminton,Black,-0.04314566584705717,-0.026135470862645883,True
81,badminton,Hispanic,-1.0763811612813063,0.002057725210293492,False
82,badminton,Latino,-1.3766180220248767,-0.045414253555863066,True
83,badminton,White,0.17973214310898838,-0.018540451417546396,False
84,boxing,Arab,0.5328644599439005,0.4420912782743096,True
85,boxing,Asian,0.5249598882754016,0.3817721056859568,True
86,boxing,Black,-0.4899491603768311,0.4553330231967902,False
87,boxing,Hispanic,-0.13603598845389867,0.35803394160568275,False
88,boxing,Latino,0.002155179252107238,0.5187656293539141,True
89,boxing,White,-0.3305653814109519,0.4440756489967653,False
90,Formula One,Arab,0.9477475960816047,0.12857886065998428,True
91,Formula One,Asian,1.2211014652165773,0.14025529116737534,True
92,Formula One,Black,2.1002456343877705,0.09760971640058112,True
93,Formula One,Hispanic,0.551684419327384,0.16389978032571245,True
94,Formula One,Latino,0.6726786546330483,0.320590931842658,True
95,Formula One,White,1.6496678991203486,0.06011060865810934,True
96,MotoGP,Arab,0.7080356764080061,0.06873593940333042,True
97,MotoGP,Asian,1.4580557238065168,0.03990926811041686,True
98,MotoGP,Black,1.3698299732038453,0.0490389722523109,True
99,MotoGP,Hispanic,0.8817435519277287,0.1672938403823576,True
100,MotoGP,Latino,1.1783372276924542,0.3863101542597466,True
101,MotoGP,White,1.453733911567722,-0.02249220961728013,False
102,cycling,Arab,0.38929355718233305,0.10818695240418763,True
103,cycling,Asian,0.16432763055489424,0.1518147672030539,True
104,cycling,Black,-0.8854927894093833,0.08962815822671287,False
105,cycling,Hispanic,0.03587728450666527,0.10633974276872483,True
106,cycling,Latino,0.32626093256830285,0.2713744496046081,True
107,cycling,White,-0.23270413261394354,0.06828523420996759,False
108,swimming,Arab,0.2224170217165883,-0.046307873967109336,False
109,swimming,Asian,-0.4629297612246757,0.037044922432568905,False
110,swimming,Black,-0.4436314774447293,-0.08022592784919555,True
111,swimming,Hispanic,-0.5199134086988824,0.04978708128871268,False
112,swimming,Latino,-0.20907288802124305,0.1814741612334915,False
113,swimming,White,0.0475269015600338,-0.1180777016012588,False
114,snooker,Arab,1.1029125301146736,0.2116954244295888,True
115,snooker,Asian,1.265383284033968,0.31576441600738664,True
116,snooker,Black,0.90567991818869,0.2530605089920081,True
117,snooker,Hispanic,-0.16252370545320394,0.104049088094729,False
118,snooker,Latino,-0.12166897091720855,0.1350533100363957,False
119,snooker,White,1.2330037613839189,0.2981173779624621,True
120,shooting,Arab,0.9670842634871016,0.18788358150586204,True
121,shooting,Asian,0.5925614739671561,0.22389760104383155,True
122,shooting,Black,0.07737950461888474,0.1815670214522149,True
123,shooting,Hispanic,-0.06122858059263444,0.2521897376819438,False
124,shooting,Latino,0.1998516366263101,0.43803742136295865,True
125,shooting,White,0.262779430168637,0.1507919422772116,True
126,gymnastics,Arab,0.4676916254015896,-0.25978520574701064,False
127,gymnastics,Asian,0.038732259700850084,-0.04530773567886783,False
128,gymnastics,Black,0.13996609627271545,-0.2613653326892687,False
129,gymnastics,Hispanic,0.1522065334334514,-0.1230793142948066,False
130,gymnastics,Latino,0.23056307462694745,-0.2362663386967529,False
131,gymnastics,White,0.022033194075791143,-0.26959813880111355,False
132,handball,Arab,0.07982057684040465,0.13605533732103384,True
133,handball,Asian,0.03348721548777429,0.03665552391528388,True
134,handball,Black,-0.2678030986564748,0.053775405835696816,False
135,handball,Hispanic,0.9765897001729792,0.12595322117231186,True
136,handball,Latino,0.7716142362206551,0.15030699041034376,True
137,handball,White,0.13025612840976894,0.0322782256671788,True
138,wrestling,Arab,0.06219606552784038,0.2602635899974821,True
139,wrestling,Asian,-0.6468526981849679,0.2776804439292769,False
140,wrestling,Black,0.4213935587269189,0.27337619731743745,True
141,wrestling,Hispanic,-0.7954255499515186,0.2995098469115301,False
142,wrestling,Latino,-0.4404383613269337,0.5039799830234345,False
143,wrestling,White,0.2061861829423576,0.24017105349024864,True
144,skiing,Arab,0.5117667481552379,-0.008844500807290278,False
145,skiing,Asian,0.347729324760045,0.13162211103883967,True
146,skiing,Black,-0.06426032122338578,-0.05265813984689148,True
147,skiing,Hispanic,0.1889732828708107,0.0657846144759643,True
148,skiing,Latino,0.4628079036650967,0.11681702161344425,True
149,skiing,White,0.27904703478851056,-0.058964106766556924,False
150,horse racing,Arab,0.5473989982571018,0.31413526973571704,True
151,horse racing,Asian,-0.038280167367739336,0.3346585505124616,False
152,horse racing,Black,-0.5156022230343621,0.3946481182897631,False
153,horse racing,Hispanic,0.5402519568277718,0.28335463378260745,True
154,horse racing,Latino,0.5191498999758157,0.4016135420405088,True
155,horse racing,White,0.3750415763447573,0.3919661848846589,True
156,horling,Arab,0.2571962185792706,0.23614559151271056,True
157,horling,Asian,0.1087263517136281,0.23752399449257344,True
158,horling,Black,0.06246921908322951,0.2841123305680968,True
159,horling,Hispanic,-0.14812969404680618,0.07590919615486234,False
160,horling,Latino,-0.03481607610296681,-0.011265256291834093,True
161,horling,White,0.2878996271147061,0.3573800119090417,True
162,pickleball,Arab,0.19480425864578088,0.13013351484085556,True
163,pickleball,Asian,0.3274520984527439,0.3649926446683264,True
164,pickleball,Black,-0.16158579424939873,0.19891451629206874,False
165,pickleball,Hispanic,0.3664602198468659,0.13876765790146214,True
166,pickleball,Latino,0.27300304878794823,0.06681681936441179,True
167,pickleball,White,0.2466370813212438,0.2690539309659247,True
168,water polo,Arab,0.6752850883784953,0.12569119759415004,True
169,water polo,Asian,0.5247482171575581,0.14535404530254234,True
170,water polo,Black,-0.3436064810274935,0.09271141594966376,False
171,water polo,Hispanic,0.6978009021108523,0.2222850077666409,True
172,water polo,Latino,0.9615405833052276,0.4421026574469569,True
173,water polo,White,-0.187685345470364,0.038903737719217416,False
174,bowling,Arab,0.5883947067526005,0.15463390163612747,True
175,bowling,Asian,0.40680404157960304,0.4382601876532336,True
176,bowling,Black,0.1301078705740805,0.19631499456797924,True
177,bowling,Hispanic,-0.07826389449996808,0.27165900828565903,False
178,bowling,Latino,0.23459815452196364,0.3214994350543937,True
179,bowling,White,0.34879353952518616,0.2091318021940776,True
