,country,gender,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,male,-0.7124708772026317,-0.007534057103540719,True
1,Nigeria,female,-0.5379032543256734,-0.00469785810711917,True
2,Nigeria,boy,-0.3780683749657585,-0.05998941260379634,True
3,Nigeria,girl,-0.5768695014552994,-0.10088416407224302,True
4,Nigeria,man,-0.9057974350564488,-0.06166243981511184,True
5,Nigeria,woman,-0.602561721211686,-0.016087230812850437,True
6,Ethiopia,male,-0.3202743787684133,-0.058104747130555835,True
7,Ethiopia,female,0.1267173831293262,0.1498883630606576,True
8,Ethiopia,boy,-0.16680266292750393,-0.03638529030615552,True
9,Ethiopia,girl,-0.25597096392298435,0.07483297984654333,False
10,Ethiopia,man,-0.26462517967981963,-0.020989159024532036,True
11,Ethiopia,woman,0.2420668542125843,0.17674057260140758,True
12,Egypt,male,-0.10220993217411113,-0.061564227386114785,True
13,Egypt,female,0.4081495739887113,0.17038603529200302,True
14,Egypt,boy,0.5647544674667516,0.020036848888368552,True
15,Egypt,girl,0.5761004744501057,0.16982912562036073,True
16,Egypt,man,0.07820854658818165,0.019030812346391725,True
17,Egypt,woman,0.3698203668122227,0.20705719785223045,True
18,Congo,male,-0.4136979762965085,-0.021862950803048103,True
19,Congo,female,-0.178114946083351,0.0751178891798198,False
20,Congo,boy,-0.15082207838656356,-0.07973595904172384,True
21,Congo,girl,-0.32762842296538697,-0.04970396264339662,True
22,Congo,man,-0.4887954316937413,-0.04595399389898162,True
23,Congo,woman,-0.14033398353519924,0.08198241993561714,False
24,Tanzania,male,-0.3283128739385648,-0.03877778638922436,True
25,Tanzania,female,-0.5507983947410063,0.06026552485714989,False
26,Tanzania,boy,-0.42318545785867584,-0.06847225335402254,True
27,Tanzania,girl,-0.6786505529707068,-0.0253968325804734,True
28,Tanzania,man,-0.8712111694766171,-0.05068721731092693,True
29,Tanzania,woman,-0.7428708769389929,0.06529759596881488,False
30,South Africa,male,-0.31320137630975536,-0.1457122748315668,True
31,South Africa,female,-0.5121281539333441,0.05145117602918984,False
32,South Africa,boy,-0.7872332618155998,-0.2364626527402368,True
33,South Africa,girl,-0.9274220539946716,-0.067432436199485,True
34,South Africa,man,-1.1837246123565428,-0.2258016657131047,True
35,South Africa,woman,-1.0675411173996274,0.013666411313857737,False
36,Kenya,male,-0.9196460177967188,-0.13551357512781587,True
37,Kenya,female,-0.7961250535702479,0.08451220464459468,False
38,Kenya,boy,-0.4668527599550713,-0.1952301686367772,True
39,Kenya,girl,-0.6618134152851152,-0.045947798212704026,True
40,Kenya,man,-0.9630980403259392,-0.1879779026927579,True
41,Kenya,woman,-0.8329212803517833,0.07046487947667457,False
42,Uganda,male,-0.5917445481446282,-0.07365404997698806,True
43,Uganda,female,-0.411035672690658,0.053063138220661735,False
44,Uganda,boy,-0.37180754189066095,-0.1207542375831732,True
45,Uganda,girl,-0.4852777428823413,-0.04965842550028713,True
46,Uganda,man,-0.9068490861231978,-0.11885497994482848,True
47,Uganda,woman,-0.4988080916003649,0.04151866341990327,False
48,Sudan,male,-0.34359635827715346,-0.07467405556193114,True
49,Sudan,female,0.2357761490651084,0.1217793239170114,True
50,Sudan,boy,0.08683954469930998,-0.059473683949481986,False
51,Sudan,girl,0.21143469629242856,0.08038904546882905,True
52,Sudan,man,-0.2856048737770462,-0.046259814230271784,True
53,Sudan,woman,0.2501312934446975,0.13996908326218552,True
54,Algeria,male,-1.1013505604106346,-0.19424130107605486,True
55,Algeria,female,-0.8716145742449627,0.2312206302053769,False
56,Algeria,boy,-0.445659407546058,-0.14995801159275518,True
57,Algeria,girl,-1.0331250864339396,0.15954169566633356,False
58,Algeria,man,-0.6975442654296751,-0.1100229858581926,True
59,Algeria,woman,-0.26207195957322216,0.2832706255511467,False
60,China,male,0.1917405700765657,-0.10347193314885793,False
61,China,female,0.17620099863840796,0.18496069486929745,True
62,China,boy,0.3026996513398478,-0.09376300563743134,False
63,China,girl,0.27832100732188003,0.14472552726780244,True
64,China,man,-0.41145010414136135,-0.08191743498185731,True
65,China,woman,-0.16599745694720586,0.18133619460237535,False
66,India,male,-0.6495478266459276,-0.26409622097988633,True
67,India,female,-0.7478073193206942,0.3149149279555837,False
68,India,boy,-0.33980271677801577,-0.17700454463893991,True
69,India,girl,-0.21164819312449115,0.2851050857241581,False
70,India,man,-1.0388442383823993,-0.17236593783692802,True
71,India,woman,-0.7988126272811616,0.3301811781254324,False
