index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
Nigeria,-1.5297293693708507,-0.025424236506356182,59.056583,455.30634,0.8379199,3.0234196
Ethiopia,-0.8035659295779743,0.609798101628481,-38.411594,170.40952,6.0922174,8.316968
Egypt,2.1863162621907883,-0.430271610793707,50.96054,-381.4906,18.523436,0.7160967
Congo,-1.4920479678692042,0.14334578556538824,44.8773,488.9158,0.6178165,2.7959802
Tanzania,-1.4631747342185397,0.39547095524996045,15.146105,484.85257,0.53356737,2.7128065
South Africa,-1.5675435749461621,-0.34243479225655366,84.07878,335.20438,5.872741,11.049099
Kenya,-2.290068767562864,-0.6226902031575974,419.76544,105.33949,-4.5935354,0.9883044
Uganda,-1.5410631015676328,0.18636009272689733,29.301767,459.1546,0.45956743,2.6393197
Sudan,0.8921350484357097,0.30039334272014523,-153.38237,-141.24648,10.921621,6.59313
Algeria,-0.5199453219083169,0.5473670943849768,-167.90709,271.99426,6.634576,8.406329
China,0.5588228002035931,0.09860730925037281,-73.7517,-110.25165,10.466759,6.9470077
India,0.7976242142487472,0.1443390218630131,-104.32789,-137.29031,10.635664,6.412156
Indonesia,-0.7313746589565883,-0.12047786411390335,-59.178513,271.3801,6.841738,10.209229
Pakistan,0.9234531993864232,0.0001674247561734477,-98.07778,-194.68352,10.371711,6.19192
Bangladesh,0.657988065313656,0.18789250082412187,-130.3147,-126.23016,10.863828,6.588905
Japan,2.535878424212626,-0.6500674824176182,3.6456652,-487.43604,17.71781,0.11358039
Philippines,0.5864649292252253,0.19147468304844076,-42.2108,-45.99063,9.242385,7.0915756
Vietnam,-1.9099612999808906,-0.4915042461342095,366.6349,136.16986,-4.040255,1.5428908
Iran,1.690156648269811,-0.3322924399025628,-7.56459,-356.03723,18.675802,0.9543829
Turkey,0.850600165230437,-0.12961111983184487,-31.390047,-213.84752,9.767299,6.0739503
Russia,2.0917391269633603,-0.497716521000086,-12.953914,-446.52267,17.839367,0.518718
Germany,-0.45245171412057034,0.5191552063322769,-187.76952,254.63644,6.435963,8.242892
United Kingdom,0.29748838014238344,0.908748857069099,69.64592,-2.4161112,7.8498588,7.177895
France,-0.23970773806728435,0.9158585811561962,-219.54407,239.15454,6.762508,8.053356
Italy,1.274580670184337,-0.20745882442891886,-8.625364,-281.3018,18.957054,1.3162773
Spain,0.5570232325248369,-0.05835290946178477,-17.619797,-132.45454,9.795121,6.9033437
Ukraine,2.0936263487060724,-0.4985081438552444,11.840783,-441.39603,18.226202,0.29831752
Poland,-0.5427417377714696,0.5593267987507318,-63.559002,180.73666,6.245867,8.415866
Romania,1.6612904091666392,-0.34943037679843103,14.385361,-377.23264,18.749144,1.0404545
Netherlands,-2.3410198177080725,-0.6366654799212472,393.1046,93.701866,-4.4309006,1.1510816
Austria,-0.2950151280546255,0.40182773179962794,-171.0195,232.55267,6.664741,8.496432
United States,1.0604295765464298,0.6113465663708842,129.82866,-79.821,8.430412,6.5242767
Mexico,2.0201675445871707,-0.46125792378143904,-25.838264,-409.9386,18.116035,0.48880062
Canada,-1.4733100792394551,0.1836373024351583,90.09927,302.2411,5.8032293,10.896116
Guatemala,-0.15755119382658533,0.004484673471643289,-151.46753,175.49983,7.701923,9.621726
Haiti,-1.1619653514038473,-0.22375645958921642,31.943666,344.91574,6.1867313,10.8003025
Cuba,-1.1675102677318505,-0.2555632572468436,3.446134,343.5924,6.3211446,10.682857
Dominican Republic,0.474755477787638,-0.020455311475364023,0.18097007,-95.83894,9.449108,7.291737
Honduras,-0.7865672365023949,-0.17695332999574098,-78.60811,289.2607,6.5232754,10.231697
Nicaragua,-0.20940709657211493,0.011862278244380187,-127.623764,184.34541,7.5012097,9.934303
El Salvador,-0.5067733471789436,-0.07610296847309597,-95.41729,246.50926,7.1386347,10.033661
Brazil,0.6302690557504488,-0.10147976876052078,12.064935,-137.1826,9.486077,6.771722
Columbia,0.7334200919174992,0.7923680154082243,111.67313,-26.160633,7.9727435,6.9153624
Argentina,0.33827680022283774,-0.005270187094999504,-300.88507,82.20356,9.400046,7.672521
Peru,1.9073042908990174,-0.43144944913993744,0.18397357,-404.328,18.380798,0.73681873
Venezuela,0.9211015734304249,-0.16921388189309147,-12.586264,-239.19966,9.610742,5.8868237
Chile,0.39862295522829455,-0.02628253760895207,-30.762087,-94.642784,9.638875,7.3981624
Ecuador,0.752367195158565,-0.06694262129354805,-38.014107,-185.99234,9.908987,6.2999516
Bolivia,0.7677084146265544,0.07048284251883538,-62.0872,-169.62212,10.467497,6.5837607
Paraguay,0.06304222438634464,0.01158521273516566,-159.65724,144.50647,8.066953,9.356536
Uruguay,-0.35539232363074,-0.0641985027312103,-112.26504,222.43317,7.2722993,9.878267
Australia,0.9476337939516937,1.0409426181042283,124.30065,-53.548027,8.182273,6.662076
Papua New Guinea,-2.0779563163576853,-0.5418776028635235,383.48914,157.15785,-4.055081,1.5279812
New Zealand,0.31741604351747593,1.1227108663017062,90.92255,7.5875006,8.002096,6.938644
Fiji,-0.9102087637512284,0.2507461227177492,-128.33345,305.4964,6.289621,9.757825
Solomon Islands,-2.3748738844031965,-0.6518969736476747,432.56702,133.32727,-4.3739476,1.2081314
Vanuatu,-1.440089758015516,-0.3214532546320726,61.26277,346.59195,5.9961557,11.00508
Samoa,-2.1905058031318583,-0.5867538059619147,401.31445,133.92596,-4.1530714,1.4300194
Kiribati,0.28330098840189205,0.24850187692207873,16.738775,-37.061317,9.039636,7.7176805
Micronesia,2.797008100325853,-0.738242943149366,-18.218048,-501.80124,17.768097,0.19009997
Tonga,-1.5364897677163327,-0.14674483243736774,52.379234,429.0971,0.86981857,3.0572443
