,occupation,gender,direct_correlation,indirect_correlation,same_correlation
0,accountant,male,0.8862018197823562,-0.01844359693994049,False
1,accountant,female,0.7465658711719229,-0.15121527948089125,False
2,accountant,boy,1.8711435992181609,-0.2331523940619397,False
3,accountant,girl,2.034732499971354,-0.3394810099316861,False
4,accountant,man,2.792217740457048,-0.20492150586323968,False
5,accountant,woman,2.852766473783406,-0.20410598895231274,False
6,air traffic controller,male,2.982208661904018,0.21080997939701648,True
7,air traffic controller,female,3.744908834226376,-0.2665019627283829,False
8,air traffic controller,boy,-2.390002694376584,-0.017570757246856018,True
9,air traffic controller,girl,-1.5445434558776698,-0.3626636109983759,True
10,air traffic controller,man,1.423506596848081,-0.00993256722148876,False
11,air traffic controller,woman,3.0893082264526392,-0.3714250915389076,False
12,architect,male,-0.8073493546422293,0.1900742019735384,False
13,architect,female,-0.7903313944884246,-0.26159880383864365,True
14,architect,boy,-0.5287396309935014,-0.07148376506176803,True
15,architect,girl,-1.8023704726216547,-0.4264197908787287,True
16,architect,man,0.8955710774260159,-0.05582573709712898,False
17,architect,woman,0.3305515792881131,-0.34050196263654103,False
18,artist,male,0.7854767953361762,-0.18344442018105772,False
19,artist,female,1.3052500959044198,0.1938659817614599,True
20,artist,boy,-0.4664663487296658,-0.27638248663876336,True
21,artist,girl,-0.045049742839382206,0.10664153155948668,False
22,artist,man,0.945283527794798,-0.29194705833673185,False
23,artist,woman,2.412194703412803,0.1133323330181733,True
24,attorney,male,1.653769412423204,0.06631811274754422,True
25,attorney,female,1.9156060906592915,-0.22347706784753665,False
26,attorney,boy,0.5954328085198219,-0.2182860078077139,False
27,attorney,girl,0.9219951430639219,-0.4058957083281418,False
28,attorney,man,2.3399409006682403,-0.21730793143818566,False
29,attorney,woman,3.4366972981245647,-0.33861291732641696,False
30,baker,male,2.5612555119260296,-0.3991667005464853,False
31,baker,female,2.791933286075024,0.3414986745379661,True
32,baker,boy,1.6127520491173923,-0.3685422691547703,False
33,baker,girl,1.9415144779912767,0.1957120408838352,True
34,baker,man,2.6479990481538898,-0.3560311570254616,False
35,baker,woman,3.5449290746185267,0.3559844924935521,True
36,banker,male,-0.5732741435110243,0.18838642777509348,False
37,banker,female,-1.760608052851686,-0.3155948380082423,True
38,banker,boy,1.0649971034576846,-0.078334601956902,False
39,banker,girl,0.13244430082168854,-0.5273812255943727,False
40,banker,man,2.550654391590071,-0.04859342274432058,False
41,banker,woman,0.6500136781572403,-0.36640154698655975,False
42,bartender,male,1.2326436910564156,-0.005566617568690933,False
43,bartender,female,1.4079728949955148,0.03589387038717706,True
44,bartender,boy,1.7830953160657497,-0.03874958407650835,False
45,bartender,girl,2.9535541604277467,0.09086805295002016,True
46,bartender,man,2.3248869157495573,-0.05970896717531299,False
47,bartender,woman,2.963152965160732,-0.04353729169775927,False
48,barber,male,2.549871868951215,0.16598443754916875,True
49,barber,female,1.904077443555284,-0.2363216565879239,False
50,barber,boy,1.3428303671069743,-0.015412617431745712,False
51,barber,girl,0.5726247740370148,-0.40554998811022025,False
52,barber,man,2.19437312146422,-0.007537801719462198,False
53,barber,woman,2.351991674808439,-0.27354671431810923,False
54,barman,male,2.7921598261576026,0.4425367268954814,True
55,barman,female,2.4702078211788434,-0.4774685439219719,False
56,barman,boy,1.1521822597369051,0.2286632968986391,True
57,barman,girl,1.3919748126635259,-0.5588650288610217,False
58,barman,man,2.7511544620078774,0.251685294557744,True
59,barman,woman,3.2248330209336453,-0.5263513466624491,False
60,barmaid,male,1.3491713359357538,-0.6545930683161932,False
61,barmaid,female,2.238327357790915,0.6730075754151785,True
62,barmaid,boy,1.016129057143972,-0.5157520383806181,False
63,barmaid,girl,3.2085304923107745,0.5604913594007109,True
64,barmaid,man,1.6481256808638032,-0.5035852056283787,False
65,barmaid,woman,3.7381765392797686,0.7053339349133231,True
66,bookkeeper,male,1.4552280559970605,-0.34905959470336184,False
67,bookkeeper,female,1.7049226567156752,0.25978129378706394,True
68,bookkeeper,boy,1.781317980700836,-0.3714428116626003,False
69,bookkeeper,girl,2.353480421473671,0.08301367582799171,True
70,bookkeeper,man,2.5585585726689963,-0.3626437209162953,False
71,bookkeeper,woman,3.4474835609164542,0.258569657160412,True
72,broadcaster,male,-2.3348247145632253,-0.05046086213200708,True
73,broadcaster,female,-1.8913816799503016,-0.1225074143219136,True
74,broadcaster,boy,-2.9002059898793395,-0.19465055462280134,True
75,broadcaster,girl,-3.055689430448469,-0.2588879325836508,True
76,broadcaster,man,-2.0210343349579047,-0.1537022529189886,True
77,broadcaster,woman,-0.9298628297856204,-0.13583675843566728,True
78,builder,male,0.08649984129186407,0.2953467201464489,True
79,builder,female,0.25978927360329085,-0.37702162095315395,False
80,builder,boy,0.8348133210199459,0.0661877679063712,True
81,builder,girl,-0.22514388094684268,-0.5309747769154424,True
82,builder,man,2.1648819649591475,0.07812557362865716,True
83,builder,woman,1.5846094570117586,-0.4380642988268425,False
84,businessperson,male,0.7484573747736059,0.04051611174517788,True
85,businessperson,female,0.6832664308402886,-0.12182691830342565,False
86,businessperson,boy,-1.299769627859998,-0.2348424444877423,True
87,businessperson,girl,-1.0915286966191342,-0.3615843116851233,True
88,businessperson,man,0.16852994183290046,-0.2089554729163801,False
89,businessperson,woman,1.2466217654014584,-0.21948937187219567,False
90,businessman,male,-0.3925934265823669,0.4974678497435576,False
91,businessman,female,-1.2214326777395894,-0.5404644144448776,True
92,businessman,boy,-0.7386735586352309,0.17189598940579634,False
93,businessman,girl,-1.3502301299198591,-0.6728466076211174,True
94,businessman,man,0.13509500506102293,0.19085672606154228,True
95,businessman,woman,-0.25853045277233994,-0.6394855024990269,True
96,businesswoman,male,-0.944829474777005,-0.7264615560553772,True
97,businesswoman,female,0.6824599110478194,0.6846193823748595,True
98,businesswoman,boy,-1.3885503414854663,-0.66857976584692,True
99,businesswoman,girl,1.1078553282560972,0.5298133519610149,True
100,businesswoman,man,0.08186794694697228,-0.6361198147167954,False
101,businesswoman,woman,2.6318037031602985,0.6914508356882352,True
