,country,occupation,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,accountant,0.13570565182201458,0.10124785464962904,True
1,Nigeria,architect,-0.6325694533753959,0.09422762902076827,False
2,Nigeria,artist,-0.24161218757753686,0.08316926589722143,False
3,Nigeria,attorney,-0.4866210239121772,0.0010645433048864152,False
4,Nigeria,banker,0.2487249350670109,0.17145216398960827,True
5,Nigeria,bartender,-1.0804963360437652,-0.31271923984181604,True
6,Nigeria,broadcaster,0.8889214146396808,0.08578257036996778,True
7,Nigeria,builder,0.11753989927715618,0.113222835590224,True
8,Nigeria,businessman,0.5383892540417979,0.07631798456636807,True
9,Nigeria,butcher,-1.0417480328222706,0.12086085788074555,False
10,Nigeria,captain,-0.6989134306835616,0.015031624254163822,False
11,Nigeria,carpenter,-0.18904342268380803,0.03732891474652463,False
12,Nigeria,chef,-0.05508736924203125,-0.15836900901895498,True
13,Nigeria,coach,-0.023853087860089918,-0.04969165795345192,True
14,Nigeria,cook,-0.494512451409278,0.06038205457336555,False
15,Nigeria,dancer,-0.16993762419913744,-0.1150320190458392,True
16,Nigeria,designer,-0.34737113745891285,-0.08655781272589144,True
17,Nigeria,doctor,-0.06455680948775701,0.1493531358871146,False
18,Nigeria,economist,0.2004861885245037,0.1398974032682313,True
19,Nigeria,editor,-0.4928304909676368,-0.035246371036300496,True
20,Nigeria,engineer,-0.13212310946815328,0.07260507476788987,False
21,Nigeria,farmer,0.15533718617964146,0.12550420434027645,True
22,Nigeria,filmmaker,0.3512154453272328,0.06758087092736849,True
23,Nigeria,housekeeper,-1.5715259689605283,-0.02612138624901461,True
24,Nigeria,journalist,-0.0477658506870096,0.11462824866084925,False
25,Nigeria,judge,-0.15602981530635784,0.14436280190055178,False
26,Nigeria,lawyer,0.3285322726576946,0.0911934793350759,True
27,Nigeria,librarian,-1.3244138365359857,-0.008788613096083621,True
28,Nigeria,magician,-0.524689587436918,0.03442559695512107,False
29,Nigeria,mechanic,-0.762681505352241,-0.007114737786253605,True
30,Nigeria,musician,0.668157945088136,-0.020979344907471813,False
31,Nigeria,nurse,0.034403501493989484,-0.07338576723731075,False
32,Nigeria,painter,-0.7163512081538991,0.12652101136389002,False
33,Nigeria,philosopher,-0.9461256721910324,0.10854829472411212,False
34,Nigeria,photographer,-0.271330001560855,-0.04689834877491873,True
35,Nigeria,pilot,-0.15323979621318612,0.0026819917826065303,False
36,Nigeria,policeman,-0.4176875836550693,0.09692808698451008,False
37,Nigeria,politician,0.2491832021026797,0.08498032888849127,True
38,Nigeria,professor,-0.5380318587563016,0.057761022541719075,False
39,Nigeria,programmer,-0.43140654027963743,-0.1565693699005363,True
40,Nigeria,psychologist,-0.34346431848563275,0.0006855736387084692,False
41,Nigeria,scientist,-1.0052853196935707,0.18709321542885804,False
42,Nigeria,scholar,-0.02505715489314076,0.16875817412334282,False
43,Nigeria,secretary,-0.8398641781331816,0.011607165918298749,False
44,Nigeria,server,-1.0332893063328232,-0.20756349850136968,True
45,Nigeria,singer,0.32311041074526503,0.013246036529169409,True
46,Nigeria,soldier,-1.321402037633438,-0.011033412380590055,True
47,Nigeria,surgeon,-0.5589559487601528,0.11497884794784485,False
48,Nigeria,teacher,-0.07245910934339493,0.094626519610859,False
