index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
Nigeria,3.0348536854333252,-2.203254568360933,-0.1895275,173.61455,5.2766953,5.4395075
Ethiopia,0.5648209372441618,-1.6850694705709537,-39.20373,175.02599,5.0163765,7.3837285
Egypt,-1.4622721489406454,-0.41751174966083554,-10.015117,24.26133,6.976869,10.583014
Congo,1.4895828909593072,-2.037435095348135,-31.695272,165.62845,5.3146725,6.8960543
Tanzania,2.4803082364415463,-1.7173022338722614,-13.357671,165.91351,5.3828087,5.738087
South Africa,3.284121540357355,0.24465720367469285,21.137354,104.88395,6.9655485,5.0056615
Kenya,3.376874302099131,-1.8538361573932531,8.65537,156.52667,5.647883,5.174305
Uganda,3.086849089146845,-1.8763819744860153,-2.3478117,162.51878,5.3635035,5.4752297
Sudan,-0.24360332270102925,-0.15920826617457648,-15.532222,31.199614,7.3210506,10.06473
Algeria,-1.380516656745105,-1.685728846023188,93.37217,-26.463335,5.407793,9.462366
China,-0.15689355153331103,1.2867718242247,-19.50925,-29.833822,7.9766226,9.648487
India,-1.029898450069198,1.0911374730693906,-39.754135,-48.773605,8.332507,10.238417
Indonesia,1.0368651037308627,-2.438885705400482,-62.673546,163.33945,5.503681,7.1166325
Pakistan,-0.9100664251316791,1.7712709490696679,-46.909267,-58.20006,8.201899,10.481316
Bangladesh,-0.6120594970610546,1.1706771532648004,-49.32603,-45.797024,8.241684,10.106536
Japan,-0.6768091895920182,2.8997346589052664,-87.59787,40.099766,8.943633,5.6902385
Philippines,-0.39208562806880065,0.4527204908806042,-7.3735437,-29.65109,7.4178944,9.50199
Vietnam,1.747860648087565,-0.3960042840906602,-35.018143,125.28756,6.525734,6.612084
Iran,-2.510091382291884,1.8602802156191138,-38.19253,-86.438095,7.701565,11.41525
Turkey,-1.874938669875755,-0.16976594707877804,76.855545,-68.936,5.8151264,10.917363
Russia,-2.4836985181554216,0.6149974671110496,-28.772738,-102.576324,7.3903537,11.786945
Germany,-1.5396926011553334,-1.9466795986407222,119.14549,-12.677695,4.8472147,8.710224
United Kingdom,0.23110558028522188,2.7344184976543513,-85.47568,4.394937,8.293161,5.613196
France,-1.79172584288928,-1.547826015615202,105.23855,-5.9881463,4.9520545,9.154499
Italy,-3.01867114984109,-0.4329398324828893,-0.2195783,-130.61198,6.382784,11.795501
