index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,accountant,architect,artist,attorney,banker,bartender,broadcaster,builder,businessman,butcher,captain,carpenter,chef,coach,cook,dancer,designer,doctor,economist,editor,engineer,farmer,filmmaker,housekeeper,journalist,judge,lawyer,librarian,magician,mechanic,musician,nurse,painter,philosopher,photographer,pilot,policeman,politician,professor,programmer,psychologist,scientist,scholar,secretary,server,singer,soldier,surgeon,teacher,therapist,translator,waiter,waitress,warrior,writer
Travis,0.9808635896606117,1.0252032306548873,-0.6679495788590265,0.9986428683237061,0.5723541588532424,0.2911509533360104,-0.6490270650789147,0.1004025369858675,1.311423868782662,1.4177786916519923,-0.13318579359836516,0.9643432581009425,0.7781480643769498,-0.6401543032662173,-0.015874623299025923,0.3726154932564964,0.3396351298166076,0.02393267343138552,0.5686321689167552,-0.6356599078386528,0.8994940217059455,-0.3538519834578267,-0.2952095441104368,0.6910341125361701,0.541406482421578,0.7145923207394231,-0.36761614809552257,0.36210629696548446,0.6721320434143611,0.5181767076909225,0.5330387803213076,-0.246005456283234,-0.46358667472780024,0.3801937583670024,-0.3791936723109395,2.4254161293300744,-1.5387808354115373,0.3940971098364127,-0.006544453405223998,0.7383290599480269,-0.024252429684487303,1.2636297605922047,0.6042106161799164,-0.8188689796641965,0.32286376951737206,-0.18585877414920926,-0.9506417541806587,-0.29463881547839976,-2.172460269807817,-0.880625788368534,0.25565370740106047,-0.05356444587139574,-0.8284118925699729,0.005078504750587289,-1.5932250201231342,-0.8076568642676285,-0.277859825002021,-0.8059675493439747,0.050395932016702644,2.6865429498525963,0.023746176835873926,-0.499216857529055,-0.8786068003841435,-1.0984966707647874,-0.17464431434914504,0.5379963322406456,0.591049155955762,-1.2019457074680742,-0.9328872137322403,0.03910143450205338,-1.0172767225043027,-0.8014158955740439,-0.9272371950141883,-0.43887442365468415,0.14758578884634904,-1.0890450015917619,0.1587134105973931,-0.18880812246586837,-0.7572237739444464,-0.29297028444741413,-1.9953300436966037,1.4037704643731317,0.8388511676300675,-0.18315147416371863,-0.8283240131523661
Hadley,0.01972284796544728,-0.07033227267995883,0.2085923023259802,0.21908948845260046,0.22487460861739536,0.19289193786181263,0.2860127151542584,-0.21260352266421934,0.24092785227880276,0.6175638667634644,0.339377685162691,0.4576243013141553,0.17148592731111784,-0.032573473692016075,-0.010652390683827817,0.2917217335560869,-0.5530751941953809,0.29198076546655755,0.17858660294400808,-0.02715518639038689,-0.04686192119972396,0.5623548095496246,0.03580318866626841,-0.31149623187038766,0.7437241127499936,0.2115759231903168,0.3530107633486556,0.12445801527753841,-0.0349874455671348,0.36623345257304807,0.7054416917078287,0.07539611915378992,0.3471248763615829,0.6887254652044869,0.2724404933184247,0.45579695722208846,1.036379881887834,0.26665584307870616,0.778540270826279,-0.3557986878280853,-0.537238179521006,0.2314758770928509,0.45927316901074966,-0.26551541822560426,-0.1146333959769407,-0.16869641436781707,0.11786791896751397,-0.7612798030476723,-0.40536919678291045,0.1269139419008157,-0.17011494589873843,0.5027742003322409,0.3852003482833292,0.41437128941398016,-0.04008188244147361,-0.04254682661743291,-0.011168937275143792,0.4154036307065071,-0.2421365580652298,0.05796852927876861,-0.0057388028104939145,0.31927172539318727,-0.00334363626711255,-0.9912095599694865,0.18571429211307902,0.5171878726286802,-0.692165438786808,-0.7420816348276881,-0.4657415912859689,0.2903826845615648,-0.1473399323008408,-0.576499510532613,-0.1488760475288591,0.27361574811699463,-0.13900694063079655,-0.39568283814651783,-2.0827921801135485,0.03398493128969331,-0.23053296653552097,0.4929267605277045,-0.7076691919376127,-0.10532795812006117,0.5259139927974436,-3.3286929370936695,-0.07003011074601993
Allen,0.7504799024845483,0.912714520048443,0.17251946705804572,0.6350751456236366,0.3761556605662996,0.008361747017248598,-0.0450122828605969,0.3464329890039538,0.6619574845449219,1.4406651177293852,0.09672878223517667,0.8492370579346985,0.7263880633807537,-0.16793291502689,0.5205981692490688,-0.11248434452605409,-0.19726589323603624,-0.1293095334497686,-0.0031604038287622034,0.25537385719108724,0.3765580125149906,-0.3077219658207057,-0.15598866394112124,0.7558688584391593,-0.2183573448452493,0.5017150655605833,0.3956272062362716,0.31733898646400527,0.24662760891842278,0.6844443686286292,0.8333588614573161,0.030657410710603624,0.18517102741402613,1.0004736506022331,0.22134239077680187,0.7742548186676347,0.7885211067192315,0.7291342797766187,0.9744314462395356,0.1391975383536336,-1.4641750212593,0.7936235335955322,0.49298085005164693,-0.48794422360878165,0.057643132718627414,-0.24166293147091228,-0.05516095093041857,-0.7071119520473028,-0.24238602344119634,-0.13361473190640888,0.2119839276927649,0.8384869626530923,0.6213693580071482,-0.14697180382020472,-0.268877776112173,-0.4551132852665803,0.1477443840263814,0.06714857664217712,-0.17579108421778006,0.5338610451903218,0.5205944415161667,-0.035533800265961146,0.19520284320975487,-1.223308221896049,0.2780454657626278,0.3958919787784927,-0.3374283523520288,-0.9870550093233658,-0.6008518277501135,0.3479207777670827,-0.11384428471963176,-0.8321843079834881,-0.35549676187799506,-0.16269089303624631,-0.441866559663863,-0.24065548326324573,-1.9315180976413295,0.09860652016006481,-0.21687909916385628,0.24882023998965325,-1.0407728488479404,0.2119034832022913,0.30883349406149374,-3.614964642966306,-0.1175437680058466
Lance,0.9372051047188564,0.41313279763407584,0.33396463516204833,0.6087932117326398,0.2855103492452275,0.16147567433987067,-0.24587070648923898,0.9483221093296641,0.4815543531092126,0.05723079084942479,0.4829364170816018,0.7130851040309045,0.612941301096662,-0.3204392434977373,0.28412840599384925,0.582723364675828,0.45106318226022807,0.43888694497466096,0.16969516473564655,0.22866561863016846,0.5644086549737041,-0.01939610751392016,-0.2844223050895329,0.976744556295335,0.386633222748156,0.7305116897923283,-0.3770290895971032,0.22407190272983035,0.3633919829741268,0.49651103666335933,0.7620532396766826,-0.020249379446280646,0.020278015610430293,0.6263144296442333,-0.04813943031215709,1.8048941059132826,-1.5095307247730418,0.29793973301191795,0.21033411276414496,1.3848135289198107,0.8184350512069465,0.9194518481103982,0.007468724086272475,-1.490414093603033,0.1535367479197362,-0.44075419688583883,-0.7357545194185718,0.1115383209710428,-1.8284870371288768,-0.47608612021059027,0.7665697317878373,0.46365137442994686,-0.5705087834565991,-0.3415333561309699,-1.2985719130263327,-0.693542037839555,-0.1800676469865577,-0.5458865270511774,0.5754416871233842,3.0716278352337976,-0.3137246618066536,-0.5009860274292454,-0.6139999375612064,-0.6570487827731407,-0.2939674537544569,0.9986418943141473,1.5042739064142334,-0.8621542736004508,-0.3912437978279089,0.34127857178371296,-0.5222092790281627,0.09518612799472093,-0.7272477047193149,-0.5577461625494828,-0.21476528974187833,-1.3255188223637107,0.7993935981523372,0.5672985221299865,-0.811969272737177,-0.5575849235518037,-1.6902322583163187,1.1234912192833826,0.2091718409292064,0.06153334502684635,-0.4849519447555594
Mabel,-1.2020317895510109,-1.3936980715685834,-0.3887391013196099,-1.3600543957136786,-0.6281356998551076,-1.0183054988103821,0.013110125702406123,-0.8465345069443488,-1.0312501692286646,-1.0014563880419325,-0.8488136603388149,-0.12449548914021467,-0.654055556976891,-0.8310264883275708,-0.15989461925950788,-1.2162024208131728,-1.3693497799043075,-0.6176638911736031,-0.6069103632613938,0.03673400865354942,-0.7201104595474948,-0.37432680983984995,-0.9572605710800319,0.012392949729526438,-0.6765244119078068,0.9250370491728783,0.7164980985592753,0.5709078409937002,-1.053587173307436,-0.16653532286323944,0.24235740817633436,-1.2227735737848255,0.624960270668712,-0.2804386227813412,-0.7934602860147882,-0.027184715126380033,-1.3977005171194399,-0.7529219584792038,-2.1466586591262473,0.2735894538492943,-0.602730137688754,-0.7098670825560618,-0.3887176506684775,-1.9507150101222424,2.166819244357086,0.9404220374526092,-0.9832480211712236,-0.6898737624517924,-2.1724020796658143,-0.5066826072720692,-1.2255197255317138,-0.5233671175876159,-1.4864489121458742,3.383506319228407,-1.5087596847828209,-1.0668446583391258,-1.1161995531568176,1.0075904642254554,-0.6933302528730527,0.548918816939615,-0.5792857767203436,1.595363775826082,0.1588301237514922,-1.3911784756915768,-0.7046304299210814,-0.7932174520785635,-0.9784397247127418,-1.6175564895436216,-1.165748057377573,-1.9501699935617485,-0.9486558469876408,-0.6403121617123756,-0.7391529351848517,2.184893130024968,-0.08254880736898103,0.34883184659225364,-1.066669710841111,-0.7850340298454964,0.1604932606630325,-0.8618458753422754,-1.311917502184073,-0.7573146141646899,2.62837763163437,-2.158026753169146,-0.3727034315207983
Lisa,-0.6644598962673675,-0.3599422702848238,-0.4169311403982897,-0.2381663428053814,0.18134498547066535,0.40078725476504845,0.15077078252973247,-0.865058012652567,-0.7044986029988367,-0.07471159743718575,-0.613065503084803,-0.28303015678081217,-0.16942998809887289,0.20025954550599034,-0.9226990668517889,-0.28815282211139503,-0.44687773174827566,-0.0006135514000767401,0.10416041684928187,-0.5293548882448451,0.009541124825359357,0.28754874418506476,0.1705571275355419,-0.7783742644586581,0.3149446772023834,-0.7306950537414685,-0.20719261287591687,0.17389144046950417,0.027559885382053253,-0.03868718155875999,0.30393905333632304,-0.7725163672638777,0.5526920075570944,0.28641342648050483,-0.9094951618112174,0.9736530003607613,-1.7743302910101435,-1.2166554596919723,-2.110947698612567,0.00395617371552486,-0.732089493001987,-0.9130760608628194,0.44536316365522854,-2.0925778886650197,1.1179403836328703,0.965941243384942,0.08825826136304621,-0.15689808570491529,-1.5749066196814843,0.050822671678923535,-0.941989122803617,-1.47077485310482,-0.9212739137893695,2.158583084232802,-1.1893353524112482,-0.8050033534498363,-0.5822865533718224,1.1707671434687634,-0.3309274268322586,0.319874777908894,-0.4534160070302718,1.1756592642654107,-0.027880148680778045,-0.49698928552560606,-0.2190200701798992,-0.8095397601409633,-1.5089078454017155,-1.2545822607811172,-0.23168028572624325,-0.31033524541997837,-0.04449659723993533,-0.2066322380152423,-0.4269908400226263,1.4104620660325855,0.3797754809168964,0.0031769834876116338,-0.6411394734415272,-0.4471102777863576,-0.2574264637409348,0.6966008286215672,-1.0762639128182667,-0.3210498485329448,2.653776486851339,-0.8710379771304534,-0.19100498944321356
Curtis,1.2402731795359756,0.6661274772078426,0.1647111172438655,0.9125225628505822,0.41165424975632686,-0.08788088543802977,-0.1916606118093009,0.3493872849735624,1.1905669741935185,1.208736288091015,0.7914188257127353,1.4993435309909307,0.9342043991970026,-0.3872521230673132,1.1460314343369418,0.3332680955222039,0.2684941325948551,0.02074928099010297,-0.08763217601732766,0.1662542241869522,0.39038916204490726,-0.14279927812640889,-0.43066505234623925,1.0517191570913569,0.029245728189873994,0.9160555421876382,0.2548226423158553,0.30388020082012185,0.3133370418570546,0.5074807133713459,1.0337861772909742,0.22106313942471723,0.5251247459663433,1.4293750378814367,0.4308669811631847,0.9043860163521454,0.7960194680602425,0.8627063844676415,1.4732165188194282,0.15831043493273464,-0.8512770016118382,0.9962727821139511,0.5463118523077384,-0.212501423640161,-0.04193225048064622,0.060000008139500086,-0.23859275630570184,-0.750231978507112,-0.42529665674121414,-0.23872282227208577,0.5827140270128859,0.8062075255988651,0.7357648224538037,-0.7658509321483146,-0.3711854769535356,-0.18190595993261183,0.3280691697380379,-0.25949555661615276,0.34896364187140394,0.6524969190207488,1.008094069112758,-0.46935007140692825,0.2341570136242352,-1.3139403083759587,0.46664830796270507,0.5439812470389013,-0.18252549614810665,-0.5726167506919801,-0.7173966271861679,0.2924948888557607,-0.1991923314904242,-0.7203585671511863,-0.6294074543110503,-0.4330366872520941,-0.8341666357434138,0.21075221377845565,-1.8275908382667931,0.27990126626093365,-0.41864987591742736,-0.0822328751269964,-1.5376927299486942,0.11343136365613384,-0.2582848245235673,-3.2721300446884922,-0.10488957285842479
Carole,-1.2582768623491016,-1.2237200203457188,-0.009348872111765244,-1.0224990059914527,-0.01462785452950402,-0.5932857568215184,0.3420942443620542,-1.7937418097870066,-0.9564767124086005,-0.9158207330997448,-0.7655805704646955,0.25885198638686585,-0.5565878736655681,0.08276551728564013,-0.7313593416478109,-0.5243017647453726,-1.5374050386174989,-0.07465601439325353,-0.4584690212308823,0.026116139879397145,-0.8194233173773665,-0.01124906076365893,-0.37623929808502815,-0.9577829331896709,-0.10172909495859772,-0.07882901144574994,0.13109355882765558,0.17024650269875646,-0.8260004053006619,-0.13047518876644618,0.17834111577364353,-0.8272465270149542,0.5658196828596663,0.2594936229384836,-0.5046544291117959,0.6294293350489001,-0.9299433968077544,-1.0192375541763676,-1.7058940708069894,-0.0598092502409534,-0.5850021584210051,-1.0639814893649275,0.5697828796726657,-1.3987500847409478,1.0990148052561788,1.0711015646907414,0.31745516787167205,-0.3771085239405312,-1.5676727667828094,0.2253572887493698,-1.0539565724391706,-1.289596905492522,-0.5843071491107509,2.0439446260612604,-0.7962651981603835,-0.6067185373064654,-0.37517042502370695,1.14377331917716,-0.4276162893952051,0.03304719187685597,-0.37865909778111206,1.2019973117332585,0.27089763858423327,-0.42347544530331305,-0.318624454066901,-0.4529008381109459,-1.6118184049933661,-1.2787132653145328,-0.33270258864396174,-0.248277218403274,-0.3433785493587653,-0.35184191883690047,-0.34088997870549104,1.6833185437304643,0.5211535561082062,0.3447357167392968,-0.7404681023510076,-0.44083813862191934,-0.02664362649871415,0.3747240302746041,-0.5501118669435623,-0.580587564429075,2.2000366355691097,-1.0493399353224082,0.2595417304737132
Isabella,-1.1758058829438416,-1.2882734091750374,-0.4851501448720433,-0.8868433495907041,-0.3861276173426323,-0.4443758772470132,0.013009987594472196,-0.0592644919995258,-1.313923566677006,-0.47320505995550083,-0.5020227033510467,-0.8335331830016678,-0.8799025983657209,-0.15762371264801595,-0.7284647908862308,0.08236222959999229,0.13165250497577055,-0.2438672389700148,-0.3837829669511755,-0.7772512066250955,-0.28392371402911887,-0.2815550420926148,-0.4437817605279983,-0.9259105032632308,0.13457476245225397,0.12069364135913531,0.003734127504659104,-0.30964727675348663,-0.35776106513845585,-0.5948103402937186,-0.024792063646754257,-0.6920456451032211,0.5056231457317244,-0.38042972768982897,-0.9278109813187929,0.4310184501261951,-2.315382597977705,-1.1490650046257587,-1.977986809392151,-0.1157894838725181,-0.3239701246866441,-1.089260939718855,0.4816795584648126,-1.9112081671468557,1.169821924898262,1.0544379812352591,-0.00436066535659748,-0.2196280230044443,-1.4642765511858264,-0.3114298269867098,-0.8831904058913777,-1.1863277551198328,-1.6112850721841105,2.563242735636389,-1.2147662859356907,-0.5590748852139713,-0.7286365254600823,0.9312761118640798,0.12736764532541822,0.2841743714401957,-0.45623834138627717,1.140979212018534,-0.11302875802991035,-0.16062681121019293,-0.85612201230064,-0.842863888066016,-1.6227075685016743,-1.33870795356238,-0.554576300216816,-0.8357710841134927,-0.8122069555683724,-0.505657099764559,0.05681512666058882,1.380791503805637,0.5213148536020744,0.16737475855522504,-0.42611587220551655,-0.7674542719657982,-0.20284639371499757,-0.058510879741057974,-0.43658117335949403,-0.7018181942707767,2.096047299565199,0.09014804439513,-0.40789074585557256
Aubrey,0.32909747494492125,0.22691294005879747,0.6333629380023343,-0.23083012798621547,0.41111179542274423,0.209168403915173,0.2517663076055013,-0.8902745040681246,0.14851959273917723,0.5794983200774587,0.4656565205943428,0.7386521384090287,0.225540964454022,0.08324337018905151,-0.2617230600461608,0.30195334130365636,-0.11841618914417248,0.169791533866972,0.32878869119534837,0.7213537148308055,-0.30495425937794707,-0.3206976843033791,-0.14823215918179974,-0.4573142858520569,-0.2143687370861871,0.6472904431724744,-0.059643618074259316,0.2289252653579943,0.41846124903639037,0.37477667584505664,0.730252820665213,-0.008737145051427513,0.3306623859511916,0.5007315774431471,0.05678920242331871,1.1839299872506148,-1.2480227856895583,0.041686011481238495,-0.22254822619247175,0.9532053033269277,-0.05506098601386806,0.7989303848254377,0.6743345762594601,-1.3183267592156553,1.0815421782228904,0.29475318927754357,-0.6194013113140489,0.1935137952278994,-1.5362697067392068,-0.588845366223314,-0.19309531995309426,0.23566087991191512,-0.7725331386147798,1.489526890922605,-0.9570749912974638,-0.42684107487887024,-0.1677009251014624,0.26959819425798304,0.26990729944688246,1.8516660578717903,-0.20164701114620745,0.49613313806812026,-0.09689528780497068,-0.9589624611142679,-0.016645884306453227,0.5146547302830078,0.7872376987367942,-1.0500309144409183,-0.42901548664425704,-0.6644946121083669,-0.3807991481811626,-0.325299428244308,-0.4894872409748613,0.5995077708751338,0.14692483892362612,-0.4308877014287391,-0.40908247528166575,0.30041809820231796,-0.45268403183203487,-0.1285999951571714,-1.4093091298096487,1.4498956012540134,1.2969683661591476,-1.5630556087551308,-0.34517063213985755
