index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,football,basketball,cricket,hockey,tennis,volleyball,baseball,rugby,golf,athletics,badminton,boxing,cycling,swimming,shooting,gymnastics,handball,wrestling,skiing,bowling
Travis,-0.5370941057076689,-0.3479800023504093,-1.3275194445000382,-0.0035147595183102017,-1.4372046218236978,0.3742922273043822,-0.1422858489235567,-0.27359545197275126,0.16701755747216893,0.4606777207253979,0.4561816049336119,0.3298632231014276,-0.6214799067369375,-0.5211794283046874,-0.23170124851637594,-0.08309266648645912,0.3853997115624918,-0.41675634545990436,1.0777653911183889,1.598565286240126,0.5366311329966611,0.40900485177001794,1.4924653158818526,-0.039881057111165054,1.1838509198928446,1.6865705220846101,2.133340651419873,2.26325875241059,1.6319686005069456,1.585360178145758,0.5055977000686669,2.6414013123332816,0.7370502742436132,2.69358135628613,1.0337573437609426,1.1859236874670518,1.4827020402402367,0.5369452397964369
Hadley,-0.5754942942920038,-0.0018892350088035618,0.2981252734246595,-0.5469105418667324,-0.4010721789826538,-0.011596687575071969,-0.3520540076425491,-0.19668743438718245,0.22703575204955517,-0.2863954715861468,-0.6092192204601381,-0.30367388628006464,0.19156163813700974,0.24668971224851277,-0.1897348583614226,-0.0719064699965927,-0.16318380598047585,0.5515051215801875,-1.1271418917350091,-1.3771767589986028,-0.25012530787940496,-1.8736922254334518,-0.5512519651629411,-2.4647613408179256,-1.1552815416878588,-0.5395203288751257,1.0750710892066113,1.2388480352678508,0.34819582820801576,-0.3760786996732502,-0.34396368571094316,1.399907079040581,-0.9553329882523968,0.8457066752344418,-0.7521232390816363,-1.190332615113665,-0.13878326313507697,-1.2341829496934105
Allen,-0.08810285175358534,0.05188466243928987,-0.4511729449218386,-0.3555098755926618,-0.9499094430142301,-0.021319789776423147,-0.2230833704784813,-0.46703453201481004,-0.3692299951864709,-0.0008218827209553369,0.27507683418795736,0.19412661672291195,-0.4828167849748319,0.0987022573196054,-0.681425249574165,0.06195672724586936,0.35497723374938,-0.9068961274810013,-0.25129822765744153,0.33663507472950194,0.186172834042771,-0.5978245132096287,0.5810680033359222,-1.0213385318109034,0.2974068588513199,0.2778560503114175,1.5884970035231265,2.3300751080361413,1.2700738384212948,0.55184202235633,0.1079108511679738,2.1867321345568,0.2069002222272805,1.79914500753698,0.11364574068478961,0.34115165835117983,0.4414162679057463,0.4078780909523909
Lance,-0.20559957280863317,-0.2520926555214047,-0.7164507869643599,0.02395669990092331,-1.04401852207166,0.11016713635147152,-0.08254747526050696,-0.4801778606298422,-0.28936112408912773,0.06497970356156842,0.034488002057899286,0.08132226867034309,-0.8652312029289173,-0.5419269409500644,-0.7764899579496582,-0.22294112933150054,-0.14032224637198576,-0.814833678773279,0.5340154650501573,0.42625617424949863,0.768174911864048,-0.20279596886341184,0.8241750458164679,-0.6841364795136591,-0.0006277821847376453,1.2554213187971361,1.5320144772845692,2.023553804709147,1.5954664690610318,1.4886938095504536,0.6388219473621232,2.479677309674457,0.6508813104022652,2.3509583268690535,0.697280731386037,0.9489416682860816,1.0391899142444423,-0.11513125316776143
Mabel,-0.37406357775663546,0.8648678930403263,1.108031379251349,0.1735633814660547,0.7865308530513336,0.09840301884472882,-0.7080558186614146,0.38246455892949477,-0.0663698407480516,-0.3272663891068421,-0.131447226146335,-0.09006995648775466,0.3538142748006948,1.0695859827106708,-0.5616066233077279,0.7400695163020045,0.7060284610006505,0.5595408040363851,-1.5727953482883035,-1.3591731732569672,-0.24215751151873224,-2.2885919990433963,0.41891665264921496,-1.6642426442890486,-1.9557550395879881,-1.1763329852149715,-0.30843052767457213,0.8124196337236885,1.2085866877901328,0.6365450138183901,-0.3851362819015369,2.101936058927762,-0.14793853854376401,3.2557528352848313,0.23409807644520134,-0.3155463995947688,-0.021213911296341124,-1.256782903455035
Lisa,0.040745385658120865,0.5327985748016366,-0.10721791672488136,0.5651249058772709,-0.08098508266370219,0.3018923675857168,-0.31703836169845995,0.2778664135862862,0.4487915757972091,0.01600324864901136,-0.3399488172012913,-0.21904777879847095,0.298416625243253,-0.18164006333224328,-0.06371148674763676,-0.2830206090048559,-0.5790337747082703,0.18528755678412187,-1.0979807698895623,-0.16380065728505852,-0.5877302465595635,-1.2617602805685162,1.1381762530768111,-0.07071922267876285,-1.3646315338703576,-0.46432204732032817,0.3689320859650061,1.698547981775246,1.6307576546741447,1.1906048626814223,0.3905313447669858,3.002677807728522,0.5723793453633321,4.206476397534852,1.17722416722288,0.4161984911901341,1.4810039328248965,-0.8193909576217462
Curtis,-0.899784437587823,-0.005955761802311141,-0.23535762767178056,-0.8847534237122257,-1.0703101846319265,0.1936846525742736,-0.26177799130335466,-0.41203705016567843,-0.6038061083655947,-0.082985532243669,0.08444056534490707,0.24204622732742953,-1.151704627937027,-0.325501237733377,-0.7293834080583348,0.21131038014743328,0.4013781289280243,-0.8987233599313956,1.126068333707436,1.4935605959366087,1.2666212301617887,0.4892516507626216,1.7819005203235823,-0.28329010163575286,1.2448132706840345,1.7966605933412445,2.362319672845838,2.7507965703489616,2.116499537698273,1.5543806148974146,0.8738471941689551,2.876184202246791,0.46807372928138097,3.1161570403333627,1.104208867146189,1.2177338581007164,1.266959154701759,0.7386026629837578
Carole,-0.7532064140995197,0.6174141284752338,0.33553853374248926,-0.14062799513956684,0.010994549807093705,0.04330817088134582,-0.7234614483912353,0.2098477584504536,0.19911678328739227,-0.41326543639738783,-0.5523168349201272,-0.2592654339481766,0.24128548112656273,0.6048274028574415,-0.2226674603674421,-0.08362283998927197,-0.40999606919669096,0.4829063398715047,-1.4908112756198253,-0.3387762837615244,-0.9527096463733278,-1.525914313226723,1.1681260197346583,-0.5047254562475604,-1.492623529493524,-0.7371255306849067,0.38305099881873145,1.3996563314094068,1.6022924987681917,0.6897742847752433,0.1885289953996975,2.6525222082946613,0.19047297124578424,3.392399685977629,0.9454682915165502,-0.06940516165711852,1.1627041120093196,-0.6837253037958736
Isabella,-0.26566218698413085,-0.23911394977344708,0.3124986711381347,0.06346143857394612,-0.21872629444202554,-0.915759452154687,-0.5433752162504253,-0.31142758472919,-0.0967690529357155,-0.2554298293056617,-0.4365048081271045,-0.9854623669988329,0.658640838391404,0.6538958640239595,-0.35488443285296695,0.013540159310088562,0.22732476635241078,0.9598660472404681,-2.0982329185152553,-1.651953122467944,-1.8783609652062419,-2.881804690838181,-0.13468216677355754,-1.6199124533943652,-2.6887246713324435,-1.6740670306978305,-0.8151311117345315,0.7891431497373155,0.051680981111266386,-0.16546479664052657,-0.6412534063818109,1.483901993377946,-1.2783567698426506,2.208961306243201,0.4165134423057492,-0.7465968477135481,-0.3887827360016845,-2.0380335984776736
Aubrey,-0.32351278870757455,0.3974528265232023,-0.013919342316511627,-0.36018045635284457,-0.7129900600684422,0.17271599963399248,-0.6802438391543202,-0.07865607221394083,0.17288107852473744,0.223837997622536,0.11765723852001159,-0.2023278359112673,0.13067442310305571,0.1101102055561969,-0.25027101573026905,0.16359190606637314,0.4651833599139841,0.23129317112007186,-0.719776940833699,-0.5232913974231004,0.1352829583280825,-1.4633842155903298,0.4368782093464339,-1.6265483369238392,-0.8298603271059257,0.5581395774840394,0.857731573868219,1.4137944812659264,1.1058747578440435,0.954798013941468,-0.29296448170708417,2.449532711469396,0.10776117307971705,2.2006316902781813,0.206975043250402,-0.029485017084633913,0.4839631515604106,-0.42503084113324496
Nathaniel,-0.20486993653059268,-0.7614393724828658,-0.2580910488007017,-0.41226209406325176,-0.8536278083746219,-0.7972905548541535,-0.3606216148231318,-0.6970728260270711,-0.45108139298707794,0.09238486990086761,0.005517315277112382,-0.48126276562314935,0.45314529136954673,0.03652157145336659,-0.19346521719567866,0.1696148740375128,0.36826829008680856,0.25781451456487114,-2.35085214416624,-2.5534889385914297,-1.1939862635009642,-3.2075386833745547,-1.9547727610504757,-3.8827333091827456,-2.6095332834290397,-1.0169891394863242,-2.0636959701947597,-0.33718388527829124,-1.6437379669414467,-0.47993597291316553,-1.8289032336008737,1.027316517913864,-0.9073341229922165,1.0824897913431886,-1.3815977064519045,-0.3250672302169947,-2.213621620711724,-2.5527688408201703
