index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,male,female,boy,girl,man,woman
Shelby,0.06645833216664651,0.3171986468578102,-0.9567070701410392,0.2548292222572787,0.28119108712366414,0.5419741295810653,-0.47704315606627345,-0.14559102028873913,0.5036862015477784,1.0179657307832783,-0.5779992834003952,0.3422260730594772,0.20012003041009704,-0.9986380319518374,-0.506534695425524,0.7052426680081154,0.7029356774890134,0.06372372588925254,0.12065738477803283,-0.5671853384310278,0.3122638289167684,0.42044135281746403,-0.6949676872632463,0.0806599978355008,0.4666249934922715,0.8453434024706061,-0.20710740296373784,0.5067348412383348,0.006364387276261425,0.7114473708720603,-2.267119582591008,-0.1008775332560117,-2.225717227260899,0.21105740737697629,-2.4061223755138443,-0.07107480925329186
Olivia,-0.4143383377870283,-0.07291346845339196,-0.3654834139167349,-0.24725981718788864,0.1756692755747221,0.42228258878288116,0.041404709017898673,-0.9332310273101857,-0.5507385250976302,0.0957646674504832,-0.1259340119628009,-0.5469433850566533,-0.16214509077757508,0.09933718449105812,-0.8854058927754499,0.3067829730525699,-0.02659190513115005,0.04561577722906772,0.4141758086677668,-0.5230219650882344,-0.6915020937787516,0.30297416276274786,-0.1224971081761324,-0.7796069346899049,0.06894090374189528,-0.3184427657827059,-0.5211403406343055,-0.2676522745349443,0.3059935490684183,-0.24989663652743163,-2.489417601933817,-0.2077745533777279,-2.674407392354617,-0.1630329162548978,-2.580872933195705,-0.08741245132494559
Calvin,0.36923719816448825,0.6336413214909411,-0.2726579116024801,0.5755125784221381,0.010766657386161643,-0.3087898513267229,-0.3813824460123871,-0.253747357325309,0.28099864384696344,0.7241002902403441,0.11940184079723759,0.004849027636864148,0.20350599528852273,-0.4499677338051182,0.005829357082907724,-0.4584669298165841,-0.0771066032304019,0.15748955094666198,-0.26528826157925084,-0.16337104887306278,-0.04020287350328359,-0.3383318882441289,-0.43407966623945893,0.02785865090809964,0.3076543038175063,-0.24400822419481455,0.1597767932715108,0.05824432314126869,-0.14851943646106802,0.16202193488422056,0.09710809937789533,-1.5945156525743747,0.16896555929147583,-1.9335624334340447,-0.5100924280902948,-2.251196286283269
Mateo,-0.6062095022368337,-0.052756022920095534,-1.180274892199201,-0.5426231466971679,-0.2512533743378762,0.2879076458675261,-0.51698930476107,-0.1576154352096409,-0.2003125788432141,-0.09018094095100525,-1.1573125846948387,-1.3137670294610726,0.025299768558565233,-0.5332633847077228,-0.8151016870659982,-0.795150944166668,0.1846705034879057,-0.10751491941668603,0.430870500932815,-2.2972673431220416,-0.041838909496945624,0.1268366263697084,0.4770357809713372,-0.5182110784829335,0.03932613570475032,-1.0335291933263175,-0.9037617788452768,-0.6329154034054424,0.4319061957120098,-0.13367918333139106,0.02676809424072055,-1.5496831601615568,-0.4405447656984606,-2.118078380781699,-0.7706114169091586,-2.1422269742252014
Ethan,-0.058672694283209655,0.27577164085300143,-0.4142447864318838,0.1494226990662344,0.005957022952484133,0.06323243735418567,-0.6937081089415007,0.3193712094634609,0.30994608474821506,0.02112411116928185,0.04976920058464486,-0.41001303127192523,0.057828045462601646,-0.25527997072100383,-0.5101115009976719,-0.4669495299020941,-0.24859862195898877,-0.34385554712206834,0.12870203785226578,-1.1563369889406954,-0.08550385832166103,-0.14195585967579152,-0.35828633897520235,-0.13023234294915564,-0.1231459740960328,-0.51820053378832,-1.2516988336183308,-0.19274482047739602,0.026969845192123826,-0.1274068449945309,-0.37225043360581755,-3.097831082340022,-0.008135618603693585,-2.424725410188065,0.4775863874155775,-2.5739069328497823
Dominic,-0.29458235171421165,-0.19209896956034336,0.13378172604972435,-0.33332621689760356,0.058137182881818364,-0.0989455231071095,0.05036277203733036,0.15421467063768884,-0.4801820339415173,-0.11411304332634152,0.25515333100133963,-0.6788270116579405,-0.11498566041174542,0.2986513750326607,-0.2975189892149995,0.5718848734966779,0.25377570689943035,-0.002272217274748665,0.08720555025019314,-0.3353617379048614,-0.06717713600421853,-0.3898979699033222,-0.09901614498433203,-0.3062707397462709,-0.348639458614703,-0.2831549305632317,-1.1069157816010797,-0.48999666442515877,0.33802638388526707,-0.29875681446533436,-0.36748658126590855,-2.4632163789571675,-0.5072163842922167,-2.6505609361437017,-0.5167403902619805,-2.8258954996313004
Riley,0.6581470637952443,0.9188842891807022,0.11072213741997584,0.8379722719435924,0.33704178355769226,0.8783405685758079,-0.3115967667489637,0.12099268928898162,0.7685777591540696,0.2855559895574472,0.737851323529959,0.14661576489347744,0.7017611689315444,0.17933250961300407,-0.12057947167309295,0.2933678037984609,0.5037019358710171,0.5775836110300095,0.6211866898359591,-0.15511089811396628,0.32225006662975625,0.4631456785224484,-0.03564604259158111,0.09257502279085764,0.38503940562417543,0.19850887600093067,-0.7641050648104356,0.05162493348530625,0.5232755640651591,0.7821170383922676,-0.12897986190816607,-0.6900946412686784,-0.10335177401403589,-0.18188971339402382,-0.2409583549036987,-0.8762743537442981
Dominique,-0.3927321849470966,-0.016889613711830172,-1.0474060495330864,-0.45988796701627543,0.17632047492373423,0.26851415548979574,0.10047772270479861,0.0039282538488842255,-0.5680087054956218,0.22615340923351288,-0.6507177849350915,-0.7593669419108041,-0.28766325745282345,-0.4235144849037902,0.16117366806236877,-0.034157528609574904,-0.5339207608099746,-0.22739149462550917,-0.054585650373765955,-1.2541500312938378,-0.020320068820832694,0.43703479172497706,0.12372919707826761,-0.030817397824030864,-0.004606417161050322,-0.24905948938400854,-0.29128045041976025,-0.47396664455246973,0.09466972158308014,-0.25512901362710494,-0.8722261713111135,-0.35780464839899695,-2.1981924331146154,-1.6805623731053072,-2.099102768199314,-0.8073510409999136
Ellie,0.1809107644778998,0.1441632751704986,0.17344938278505526,-0.008357676430338051,0.43076642049799696,0.5297985102402731,0.07587158908553931,-1.1469036024777963,0.3436078107641388,-0.04837693507141648,0.44138360839555857,0.20963676890174615,0.08465057659206542,0.25405798582630024,-0.6597217312684043,-0.055434058261262395,-0.18853806198174475,0.1977946317896121,0.44750341906988733,0.1911421962464096,0.12201981458109763,0.2019587441755284,-0.09499134721865965,-0.5950210199329383,0.38254505743096695,-0.15221708608214968,-0.034437652290326776,0.1963490898636727,0.1475807370091611,0.07107461927056218,-3.9674151150043593,-1.2131350476170903,-2.636294246013133,0.8388573292130634,-2.5613815712778862,-0.2068413779732783
Vera,-0.41442776810951953,-0.4463042310420463,-0.07837049845786523,-0.5001247907158181,0.11941845924181357,0.08747054231854236,0.5158157854241945,-0.30575957265177073,-0.3259719567660522,-0.7308455988947243,-0.6416183130997591,-0.5497373129263149,-0.12292522352600746,0.05702459456018266,0.2671372311136235,-0.7059166208965348,-0.4569316928955548,-0.11500646650909782,-0.15652196085531175,-0.27309383312951563,0.0578143831936281,0.5479617424744303,0.5025320284909937,-0.3220045884059072,0.3488724698858382,-0.1977140002567759,0.4610846753406755,0.09015550082060914,-0.3262812126000629,-0.1826020503837972,-1.9214518021243712,0.13828549562277698,-2.7600724454230603,-0.41327347614589316,-2.564058459016332,0.14390531391598058
Carter,1.0646580881324095,1.1407974030750943,0.05587663242723802,0.9907659244453368,0.5997643353787415,0.5041572580565484,-0.1829031963747387,0.29983166677286144,1.1344634327385614,0.6286005410260671,0.3964108946317353,0.5157401000250749,0.8846381034039678,0.06724005788771334,0.6568668476854097,0.2966495742864421,0.07670498964802762,0.3703506869528167,0.1989084258392534,-0.04779697290956022,0.6969830682693612,0.33665641196534596,0.10379250977632119,0.6020739629170094,0.650492337563224,0.7853424314867058,-0.36140122508379474,0.12937264019988576,0.3996000241296659,0.4570010222236878,-1.101349382934894,-1.5872264678961996,-3.2394452253428256,-3.3724537164837582,-3.2437099349032756,-2.6422110481692704
Herman,-0.13213561741358376,-0.18453433780895415,-0.4009120882351573,-0.22818555137284133,-0.6650951943662455,-0.8487548330574688,-0.2278469996665962,-0.766005902535304,0.005681461255250375,-0.04590762756830967,-0.745966992543436,0.1270626598179456,-0.1329824380691405,-1.0496535012213224,0.3526068149486551,-1.2635726648475503,-1.2470686180627586,-0.21697012816012493,-0.3772189632343283,-0.4519046036236723,-0.3543926832274069,-0.46353447716589385,-0.11275572270483993,-0.11042447740744728,0.03740542250026775,0.12250149288640158,1.4787090584234195,0.39849721106716957,-0.48381850728444575,-0.286605484933502,-1.366417069864095,-2.005258771578606,-2.97427959189816,-4.008019680598723,-2.9157082764582936,-2.831628628164395
Melvin,0.5476970580802073,0.9326950083433058,0.18707290993386344,0.3928096426752417,0.23867414569049109,0.17647710332095887,0.021183345291052515,0.45524718909165024,1.091527323108605,0.7379903549681643,-0.3573816418562663,0.51722598370667,0.35710297470224545,-0.09031750832653003,1.2260034430962545,-0.8591561331032098,-0.9429967431909052,-0.22795822425340936,-0.08121875024877867,-0.19766020378036953,0.02932353148973618,0.005853862813316761,0.016590853786566554,1.1274367926066475,-0.5032446307166366,0.10403611838167465,0.5309997294008415,0.8420244593077535,0.22586276315508716,0.473217527378277,-0.765136522382614,-1.768037488933734,-1.681039955219112,-3.1551678153705622,-2.2179028268966343,-2.7926876502994493
Lucy,-0.7025197626379183,-0.7123658607881795,0.07367243629418144,-0.7409977259988966,-0.364286559666026,-0.36977703730892536,0.06362451448345957,-0.8670326113143662,-0.6666924883328126,-0.8792986761044004,-0.14798983276909597,-0.6390809851376786,-0.4498192192697044,-0.14336983755823604,-0.7952783866537789,-0.27483922256220483,-0.7551456152276844,0.03176664104775114,-0.18326120799796453,0.17911646117525912,-0.435370945455795,0.017722019689110996,-0.5666702149513138,-0.998241556514168,0.036240766969877825,-0.41196840996927836,-0.06303828965707924,0.058758497357932656,-0.5740935903266156,-0.2616148620655168,-3.079285706634326,-0.4499025985952474,-2.2730136221508386,0.49811696511626313,-2.1974205745058315,0.27065407669659663
Clyde,0.7683809393399316,0.5642486178906846,0.33966705654776425,0.696631065785589,-0.20446004893621336,-0.22254733036777713,-0.15654637398980312,-0.08959858421739231,0.300345247389213,0.6001907612598564,0.6184400849200219,0.8241423209479972,0.5574579448106562,-0.07942022980379346,0.38254493443466503,-0.21057387818667644,-0.33533100580358827,0.2801041662512107,0.3845156605023926,0.8218545175696532,0.21112997948871848,-0.3566973889074998,-0.10090217150441885,0.360619112724305,0.058355624433613355,0.9499486814432793,0.7160945420607874,0.6982172276604165,0.48999346526271403,0.4447936911725627,-0.11099331097870466,-1.30461545058757,-0.5024622773544891,-2.432351035021525,-0.9274977034883787,-2.0440788105012606
Myrtle,-1.0928279935631777,-1.1034052630995452,-0.09512597208535128,-1.256408309266748,-0.2590776721288346,-0.31277594352383725,0.21355671608177362,-1.315132864672776,-0.727134258859586,-0.8423719692418785,-0.6219628552312015,0.23292455594554728,-0.5877770904541384,-0.1739668252654054,-0.7028158945005991,-1.8233597064640752,-2.0894947632952094,-0.4607601284756719,-0.34905695333193504,0.06705218232077226,-0.7557604711927366,-0.06632517203056909,-0.9876942847374849,-0.9589160640757761,-0.6850419972291566,0.26002048704039654,0.4742458845588092,0.7033512845807406,-0.9548012227844428,0.08671504957894668,-2.1078940697301207,0.6342986777090335,-3.2963805913793305,-0.4874759707684919,-3.447858885908688,-0.6041356713552538
Lena,-0.5987553556368759,-0.7078918596834168,-0.27521950110990123,-0.43346770966799114,-0.15857566935273903,0.09495080098295787,0.36646315841214316,-1.0808232839896021,-0.8061478112603566,-0.9922560660405944,-0.6266156751897806,-1.3484382396000771,-0.12059723237477434,0.2143710439471035,-0.7240484941244992,-1.0592776537088788,-0.6341584621701452,0.3416086832196191,0.45331504181001153,-1.3159963924430471,0.0422636839569142,0.5607551721430183,0.8498743001076575,-1.1173465371493427,0.3870631648023914,-1.0830953312392941,0.7868585479803515,-0.4023224724069773,0.19369649662390356,-0.8149448155298807,-2.622467777505231,-0.36739037387611734,-1.908627656378964,0.40383074235741506,-2.1649686877951893,0.047382477434210465
Elijah,-0.35494407257369354,0.034960040817945244,-0.6092220466348667,-0.18063387759474425,-0.35252500544666127,-0.6238315360081276,-0.713882041045979,-0.4101942509814501,-0.5165658063352861,-0.21677046472884115,-0.9972874400278074,-0.9877362960856956,-0.21674624407975843,-0.906668069734581,-0.6121325042433199,-1.7855095250490254,-1.1925602442204246,-0.4839797414495319,-0.4729465504123311,-1.2046410469427087,-0.15089904795496276,-0.9996329845049545,-0.5700682674880652,-0.3342541925292924,-0.6548413266769266,-0.489816045628923,-1.2143369263238648,-0.129764938435041,-0.6813026393639771,-0.5089154427977785,-0.19709171216225455,-2.14546646240059,0.6394653203781793,-2.2716589889817214,0.5279136225140003,-2.0020801309185994
Janice,-0.968139442439477,-0.7173666084347018,-0.008005604599355474,-0.7618387585395563,-0.16423794889245033,-0.3718177878624133,0.27598552653483643,-0.6078980411373247,-1.025921569934885,-0.9212853892224385,-0.5586097364133256,-0.179668416209164,-0.2991616337677794,0.29603416864136073,-0.3326870813194685,-0.18355685504848462,-0.8333636960633369,-0.061536842505378365,-0.30612175771906236,0.32657016428035457,-0.6718812440254616,0.08482574784921508,-0.5406407491797566,-0.6385492444283498,0.07766663635855395,-0.6344878547044231,-0.2805007171012567,-0.11741629377484565,-0.8369424387342567,0.07901350108544494,-2.802433943690932,-0.3676204111471419,-2.3396019815075566,0.03333004938901435,-2.4890440632975794,0.1610082291034292
Gracie,0.11402346777983792,0.10084266129611823,-0.2315632329586914,0.18333503010402596,0.2984909751243782,0.43040136459478345,0.010304812888616031,0.7463754477628063,0.40740467210282977,0.24878202248764536,0.16090848720078235,0.38997990265676613,0.26176755719336,0.011141680742051439,1.118849048572257,0.4321455688284751,0.3799937447813713,0.2102335277736227,0.3845681895904631,-0.05785895511738324,-0.04523225566461556,1.0653387587785978,-0.5022844482759655,1.1264804329613227,0.3923578707385605,0.41486351145289835,0.03172792355161036,0.5303793283348913,0.11621693637762973,0.5357286489328342,-1.351179958611811,-0.04480870550062345,-3.5389832288675147,-1.7587884762032153,-3.3615114610392136,-1.0612893169269022
Alice,-0.8149257064696781,-0.6791756079173988,-0.061942206151706314,-0.6331996030276098,0.07238926702300645,-0.07698830817190179,0.3892191371508461,-0.9497113120605718,-0.8231672902522418,-0.8034623275246001,-0.5005981842049251,-0.47820046921288517,-0.3694366410764649,0.23277649669625544,-0.8854739611725811,-0.914366947310585,-1.3023074187769337,-0.028129141542381032,0.004500852239857644,-0.09400300577168066,-0.48569942316815234,0.0351600068385671,-0.16575012366571873,-0.9993386926610072,0.11545834275016705,-0.8505122151389979,-0.07825982659497976,0.030485624566556832,-0.41982384113950566,-0.3362834738316166,-1.7467501449794722,0.6539590066079258,-1.2622969242345152,0.9418452727524037,-1.3229352715922933,1.0395909832703796
Naomi,-0.37376782030443717,0.05634064987767167,-0.11721444486364514,-0.08848242839674487,0.3998433869292494,0.6707645072263811,0.2289607449349406,0.6782851819321398,-0.18523793318398477,0.2959757087308419,0.09727523815307094,-0.46810973753192375,0.12505740478886324,0.39597417120115586,0.3224897157628383,0.38091535640607516,0.8982120423929936,0.13613722086762,0.3889369358974396,-0.2720748502550464,0.14198475429316185,0.833266504820613,0.3077040101678725,0.49537638560229175,0.20745627958363239,-0.3402698911468642,-0.354949189712754,-0.10233103489427034,0.605149772498928,0.3362195695811509,-2.307309722526684,-0.1556665328178358,-2.7808900477360745,-0.38687519461662206,-3.0723625259621015,-0.4309384348413242
Lawrence,0.2302622608604851,0.3670568434934456,0.9401168558013913,0.38373650913626434,0.4338925607378638,-0.30609848835323356,0.3814142925556232,-0.4552998602696096,0.1731871845905596,0.17564895894293142,0.44661904858885443,0.5679443263423634,0.5748166339830488,0.2715075440659053,0.26521847287559647,0.30516117902959183,-0.10903851330333152,0.47344728225969823,0.29250577682704154,0.21989385015781274,0.40166225415773166,-0.3035238097567554,0.06799928857934975,0.041643550312901435,0.4573582391553926,0.46777673986493945,0.17945759285771337,0.01354865675528228,0.3717302047082407,0.12807844098479085,-0.9518571786404447,-1.7545328306180283,-2.6338844909529247,-3.591934696151842,-3.0208607000781673,-2.766308908110617
Jade,-0.2343029594100434,0.2959661654470679,0.06556110960873103,0.0013326216620798276,-0.08360216578401468,0.6327064329468938,-0.03851302950394911,1.1656119571406935,-0.31089672027649257,-0.09295890470138725,0.35245885392073434,-0.7516019413848274,-0.09019097535786574,0.7213603624245075,0.15229203123628496,1.0571617193914067,1.496442270859552,0.3591459050982665,0.5085375647612166,0.020177722952376485,0.12525792175523298,0.6304057906747927,-0.1420159581333721,0.3490695319338815,0.13128016135336557,-0.2580446721933536,-0.5536265151710372,-0.5137104587263324,0.5860418812233772,-0.11499518710648868,-2.2726708400811604,0.0145702861487049,-1.5945528800474136,0.9279151819767452,-1.9494304392761006,0.2773823186240022
Jase,0.19758096926195468,0.24118844395572356,-0.3893522877818715,0.4040730142566974,0.24714660208485623,-0.024486929964346843,-0.3979017670961721,-0.7949147872185006,0.2519451579864748,-0.625600792160368,0.03702244177130659,-0.3234534385193029,-0.16170250655298427,-0.10580056784368662,-0.4159761108124025,-0.6362599763987656,-0.5195563713952798,0.07396280904295084,0.182627612403707,-0.5073304340850358,-0.23522733715604024,-0.4140511695910886,-0.18177905790611693,-0.29259698740183127,-0.2040964293085842,-0.2385515262179093,-0.19962060732790732,-0.16197171635386037,-0.10524429312900671,0.26328066103077113,-0.7401295677710694,-3.100512997143827,0.1485786472158207,-1.7223567966772277,0.4959187574337423,-2.2745343431498624
Marian,-0.8986535919746549,-0.9304391531221388,-0.5278714460869387,-0.9043208320118798,-0.49711574909523937,-0.38997777136909034,-0.02989594966539486,-1.0997578063060276,-0.8748486416409054,-1.1623069517245532,-0.691650114905326,-1.1666407167034107,-0.30771354884213387,-0.4905151685765941,-0.8427885178847898,-1.6943571997031477,-1.4348850917150073,-0.361153961147635,-0.29435241175864657,-0.9915320382340932,-0.5172453032346717,-0.018580916931926428,-0.06443726684088397,-1.115523590116075,-0.06266163600024349,-0.14467709869970377,0.25874415008387586,-0.6049167684023574,-0.9309076825877902,-0.5972942947055877,-3.4247408727105166,-1.0269548031543232,-4.591921480983179,-2.0550003477646976,-4.4355741000398545,-1.2588846421762967
Thomas,0.06815541263496598,0.10045375391941325,0.13929118947291788,-0.02491295807308559,0.21727687039040244,-0.4113541251182738,0.25428235201640015,-0.32363825508411764,-0.2748982492810276,-0.07383106949126572,0.09994147952004519,-0.0773066814233952,0.2549208711730758,-0.038931659652417364,0.002933950938552936,0.16602000086085228,0.1286590554413695,0.2669574147586764,-0.00940761406878763,-0.10278742539038865,0.059715094439663254,-0.3052584162452343,0.2090593883417221,-0.3783933565113844,-0.08732036254056778,0.1615794701822691,0.11427015410105358,-0.2332135822574815,0.1643518360847359,-0.08329843533073025,-0.9675652562308868,-2.2939197742104973,-2.0876323169403115,-3.9910409186009153,-2.59021629077823,-3.390106432385086
Jameson,-0.4759804309240937,-0.39710256327267845,0.05610780573327532,0.2127379977190243,-0.292519359587754,-0.40630733147937165,-0.00687740920134893,0.6127051078546402,-0.39067845563555814,-0.06340610951765001,0.0978689269746896,0.09024878501202202,-0.0009892979438013603,0.08197936575625618,0.5413262803288166,-0.04132921786479612,0.35856405006157127,-0.16368563244881282,-0.40560842326918745,-0.007996252387270584,-0.036026568588021224,-0.34513231362471375,-0.49362684833760345,0.21376974216922517,-0.24244073393383916,0.8495947344533009,0.05269805773430285,0.0962523465357704,-0.004886695077929614,-0.035651995388531865,-0.36768390192869577,-1.1955770439575177,-1.5744999250379879,-2.615315847200497,-1.4167769773752505,-2.030515184856798
Rita,-1.0628584719118002,-0.9839576731758943,-9.61882452173728e-05,-1.1083587913587372,-0.6452222364155956,-0.430373231938941,0.3150891894440308,-0.6835917060094973,-1.2392938753311658,-1.0019001754474774,-1.069441430656809,-0.7356311070928355,-0.7726083973652415,-0.04331555642184384,-0.38678569178567984,-1.0514895944727323,-0.8853698746206341,-0.5112464492798342,-0.7616804313434814,-0.4967226880112954,-0.5034278179321188,-0.3582520010956345,-0.327968567606739,-0.7953454391377408,-0.7332576913605195,-0.19169539450172385,0.19731624038381407,-0.038051504001061186,-0.9054686490450452,-0.4677524883185312,-1.5501869744906858,0.7590867989862411,-1.9530594735985447,0.43221677442439715,-1.997725649705318,0.727674093164698
