,sport,gender,direct_correlation,indirect_correlation,same_correlation
0,football,male,-0.6668458779060362,0.562516151148025,False
1,football,female,-0.2897872334506451,-0.5814697387608484,True
2,football,boy,-0.1674339672368257,0.3370585058023922,False
3,football,girl,-0.13368053551097386,-0.5543430324377938,True
4,football,man,-0.3873350072678353,0.2841353471331852,False
5,football,woman,-0.30661364044608463,-0.7040993117421265,True
6,basketball,male,-0.2962753503891197,0.4815241327514336,False
7,basketball,female,0.09674846097384923,-0.4467784305630962,False
8,basketball,boy,0.015875739114817426,0.27363721162280397,True
9,basketball,girl,-0.06697303302897502,-0.4257523900848872,True
10,basketball,man,-0.6651872370445652,0.21017530917509006,False
11,basketball,woman,-0.3288229743871831,-0.5896158765362178,True
12,cricket,male,0.6780478679651557,0.1646702059897413,True
13,cricket,female,1.2053812441271534,-0.2605105732123963,False
14,cricket,boy,0.6833128123383072,0.040971312387872216,True
15,cricket,girl,0.7415836383674682,-0.3096890492321997,False
16,cricket,man,0.2293702359791279,0.021919082617091402,True
17,cricket,woman,0.3795042101257453,-0.3034315277606922,False
18,hockey,male,0.13622465370353,0.4309512738588396,True
19,hockey,female,0.21132034936223013,-0.4434863377772059,False
20,hockey,boy,-0.2967555806327532,0.2243476919797812,False
21,hockey,girl,-0.3088021605041157,-0.4154534642183956,True
22,hockey,man,-0.4061863671063736,0.17971850394458366,False
23,hockey,woman,-0.09429496438063883,-0.5686885199559996,True
24,tennis,male,0.8565770198957964,0.2038034383994963,True
25,tennis,female,0.4289607103231385,-0.2364629933605711,False
26,tennis,boy,-0.272185976789862,-0.027392733310213885,True
27,tennis,girl,-0.32414980833949536,-0.3114741036304337,True
28,tennis,man,-0.13518980711574324,-0.07936273375118359,True
29,tennis,woman,-0.16944919775681538,-0.37872680361118893,True
30,volleyball,male,0.2978053177182481,-0.08479022806904106,False
31,volleyball,female,0.6159122391611176,0.205167596489168,True
32,volleyball,boy,-0.008458731455285012,-0.13730321415644825,True
33,volleyball,girl,0.10315174143326628,0.20278518423822456,True
34,volleyball,man,-0.546257084467136,-0.19821560879248284,True
35,volleyball,woman,-0.16056338155900612,0.07727434493553992,False
36,table tennis,male,-0.13859355348532126,-0.2521957164280787,True
37,table tennis,female,-0.7178706122068199,0.20168142663236693,False
38,table tennis,boy,0.001347928038301676,-0.3306027715433181,False
39,table tennis,girl,-0.6549662527388015,0.03699606713129221,False
40,table tennis,man,-0.8593944261198486,-0.31846509911968995,True
41,table tennis,woman,-0.957413645929192,0.17380276141734555,False
42,martial arts,male,-0.17150197845900433,0.43509738456934255,False
43,martial arts,female,-0.17685581383846868,-0.24329689952568465,True
44,martial arts,boy,-0.9410643202580876,0.2730416777091247,False
45,martial arts,girl,-1.0132867782883392,-0.24362909976830474,True
46,martial arts,man,-0.975436599650619,0.2516050632570731,False
47,martial arts,woman,-0.3709765393879504,-0.3580786861949948,True
48,baseball,male,-0.6346440639145262,0.4816878847683116,False
49,baseball,female,-0.2864621372127707,-0.4691783810473139,True
50,baseball,boy,-0.27908131015086496,0.27757151077449593,False
51,baseball,girl,-0.49563390404617297,-0.4501984097277799,True
52,baseball,man,-0.981966530652024,0.22059818280717994,False
