index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
water,2.817824276959468,-0.4281461422109625,-266.9154,52.0227,19.856726000000002,13.527901000000002
coffee,-3.193719288913715,-0.2884407324967354,280.3049,-22.266802,12.988792,9.524757000000001
tea,-2.033628504904029,-0.21509257375544832,192.6463,34.566296,14.062792000000002,9.608038
juice,1.8753432526166416,-0.3818802283316744,-215.6522,38.551373,19.287229999999997,13.494613000000001
milk,-0.9639038515733231,-0.3635355318965647,65.84753,29.307641999999998,14.667847,10.997173
soda,1.0811262291664512,0.32111897483902657,-130.80257,31.855015,16.85506,12.836715
energy drink,3.5614071165313166,-0.256857135865851,-321.2893,44.017746,20.225761,14.212172
milkshake,-1.1715122727531957,0.3490275887889439,103.39601,44.0246,14.313123000000001,10.434569
smoothie,3.12512844136081,-0.053446776239750124,-287.77036,5.724533,19.763445,14.046873999999999
alcohol,4.645180777514568,0.1784757325899813,-351.7566,2.2395906,20.368288,13.755360000000001
liquor,0.2535860730841444,0.8027138392516953,-56.222942,103.167564,16.19507,13.079500999999999
beer,-2.4906639808543405,0.6032116102229299,334.0295700000001,35.979,13.252179,8.546546000000001
wine,-0.14888075959581154,0.26914062427434005,-18.491362,46.448516999999995,15.606565,12.049927
cider,-2.350911073692328,-0.1958809502370854,233.89102000000003,23.243686999999998,13.711014000000002,9.008735
vodka,0.3619146047555709,-0.13015761049115113,-69.88063000000001,48.403526,15.908356,12.517433
rum,-3.0821036952423198,-0.3252377611397313,262.24672999999996,80.44068,13.396473,9.654364999999999
whiskey,-3.0113233348604984,-0.09842344161901878,288.52353,31.227201,13.215397,8.914353
champagne,0.7251359904005883,0.21341051431706748,-113.01191999999999,75.234886,16.544638,12.491278
