,sport,occupation,direct_correlation,indirect_correlation,same_correlation
0,football,accountant,0.5749213392807153,0.541028060837465,True
1,football,architect,0.0032964740598021487,0.4313514648195807,True
2,football,artist,-0.608621083896687,-0.1966206633029368,True
3,football,attorney,-0.2024460711424382,0.4969841086529659,False
4,football,banker,0.14171573161619486,0.4731055443122468,True
5,football,bartender,0.5311373775336724,0.6479988889639068,True
6,football,broadcaster,-0.05757886740542496,0.3769084428173201,False
7,football,builder,0.7267156644773083,0.6274357487961288,True
8,football,businessman,0.1750857310938995,0.6158987421219844,True
9,football,butcher,0.4612609366661256,0.41818291389594026,True
10,football,captain,0.8000798808113011,0.3601911615615302,True
11,football,carpenter,0.7350950776297731,0.6549087278039195,True
12,football,chef,0.3341155461237829,0.3389155271539885,True
13,football,coach,-0.3075666050476251,0.5600257091532155,False
14,football,cook,0.2445945697648268,-0.5641557137601584,False
15,football,dancer,-0.1316726181512683,-0.5514184525722948,True
16,football,designer,-0.1700784183742837,-0.2772392600062563,True
17,football,doctor,-0.4044673356768832,0.07743628049726077,False
18,football,economist,-0.1627274096765423,0.13534184483801331,False
19,football,editor,0.010278688664230368,-0.3116264059488097,False
20,football,engineer,0.21299448873541915,0.5642071288243679,True
21,football,farmer,0.793308575775317,0.5260017643558853,True
22,football,filmmaker,-0.030472631407220764,0.3967481133250432,False
23,football,housekeeper,0.34900559438869816,-0.6939567819770708,False
24,football,journalist,-0.2912857553343497,0.06457010862315639,False
25,football,judge,0.10989751908707553,0.3056118738904164,True
26,football,lawyer,-0.3871409596321817,0.4507595295105719,False
27,football,librarian,0.010753416911679378,-0.6721087793305519,False
28,football,magician,-0.9888222971385908,0.4911888800038976,False
29,football,mechanic,0.39183135327234336,0.6319533462987837,True
30,football,musician,-0.7078019003785131,0.4622252725794263,False
31,football,nurse,0.2708802233034093,-0.5886578133493025,False
32,football,painter,-0.1407389728901045,-0.1831333595127936,True
33,football,philosopher,-0.9819444155786022,-0.14793865103778264,True
34,football,photographer,-0.006006963444261164,0.4169713229119719,False
35,football,pilot,0.32227136412418633,0.659790530649461,True
36,football,policeman,0.23088351022327397,0.5796524004041286,True
37,football,politician,-0.4873047848403066,0.4377617411418471,False
38,football,professor,-0.5869468591783669,-0.040878707001305206,True
39,football,programmer,-0.2871129215977645,0.579087403997648,False
40,football,psychologist,-0.7265467086379283,-0.1650268635475732,True
41,football,scientist,-0.4456636247869017,0.008021154597989423,False
42,football,scholar,0.6150179630300777,-0.11194916141263836,False
43,football,secretary,0.0380611787703696,-0.6772504114195679,False
44,football,server,0.00028991216619190277,-0.4558205867320625,False
45,football,singer,-0.6356353046299893,-0.4498519758833178,True
46,football,soldier,-0.1298017183662299,0.18255331025171576,False
47,football,surgeon,-1.0923016065053146,0.4734554581706642,False
48,football,teacher,0.06415506913151063,-0.5337070947142911,False
49,football,therapist,-0.3970608484113034,-0.3825093478747084,True
50,football,translator,-0.17997349811320154,-0.5376515416945807,True
