index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
Michelle,-0.13629894425098465,0.4305743795487086,-0.09490034691684027,0.2198303456346792,0.13914331751814615,0.24035320385233788,0.5078116725750622,0.33016353737174353,0.5799448915953369,0.12706316834444997,-0.22122374682057944,-0.16027890974782533,0.1618994369755571,-0.47539113552454276,0.1255251471675043,-0.3946711426488541,-0.6643293737466224,0.5468462304615795,-0.41358698676887057,-0.2470702270619953,-0.21215940155581778,-0.0806860186839182,-0.04041694776182716,-0.17024777436073862,-0.29077195052130345,-0.20625471697664202,-0.07389662334219739,-0.05295542976484006,-0.05155064327588292,-0.040491015989972734,-0.10596177922237664,0.0596295124508183,0.13495095304746482,0.2280807051425182,0.09750868435704631,0.2661007053060861,0.3394065791538331,0.12420901008837215,0.2395805701083432,0.3582345453182751,0.16461957137513275,0.15859740930302568,0.17238358147828173,0.2096650573609981,0.10572470906856223,0.22170861394702232,0.27520055540863075,-0.05279141053715887,0.20076260613802827,-0.05731354753398563,-0.06258647850724668,0.09561034086523677,-0.03666760827903878,0.015678534689737917,-0.09263768772709986,0.047444185871040497,0.1239036370108526,-0.2824544564440732,-0.08165886387430189,0.018872244855570167,0.14431511923769466,0.18214434951415076,0.03156613423168071,0.06326020849163043,0.003783383203142058,0.02045042998591734,0.05172637280342833,-0.29178693271964323,0.10325842553386243,-0.18036427354808984,-0.02588719354854827,-0.03452544714961663,-0.16038533647422729,-0.11034915795674768,-0.220040878799071,-0.16367367289331186,-0.009927348902337256,-0.4184557197201118,-0.310644550386607,-0.3883325780118228,-0.3812272089039017,-0.5511809115930197,-0.5912812605896547,-0.6534804446569465,-0.4343764306952944,-0.4538824350077617,-0.2958024159331812,-0.6058505767080982,-0.42094678487988607,-0.3919692088087799,-0.46032926398440316,-0.5303773124698367,-0.42829064783563664,-0.3414415884144402,-0.5465244640908544,-0.36053872791467234,-0.361251785568011,-0.690025642232812,-0.5319745257946258,-0.46087667933979076,-0.45062441761480054,-0.6789438352670369,-0.5159213026196994,-0.32523854478977954,-0.4680875622251246,-0.5154804269920843,-0.4434128733696034,-0.6814734565392198,-0.4368069805051599,-0.720214872672428,-0.6317448537692999,-0.561166168117545,-0.475239457064139,-0.5046317613974621,-0.7073897838729474,-0.6905129211254777,-0.6113945641049987,-1.2283217164957285,-0.7926567332726706,-0.9140828045462015
Deborah,-0.7991895825754514,0.16456921551309056,0.10676230611685968,-0.36794382606994186,-0.5293944919308976,-0.44477166505809806,-0.9455032993922017,-0.4285671263794057,-0.03331423869212645,-0.3126552169266391,-0.45367006822234607,-0.6271809610461673,0.5006889868155479,-0.1736259230948599,0.4505638664824534,-0.1452878588410181,-0.1294717907054177,0.5508660916753392,-0.7332445386305544,-0.7558496541117199,-0.6047371378685403,-0.5010482706406589,-0.44454482503200343,-0.4219191090138598,-0.4135320796743234,-0.3454496415081189,-0.20983750756332606,-0.10361870687015282,-0.1396985277991248,-0.004389238461847968,-0.1101045699362765,0.019744124129130982,0.1491914441096284,0.1580893369569365,0.06313855062334015,0.1314557851578735,0.20291435478323092,0.10783129940628677,0.0700053091148504,0.23906103403371126,0.10688130763244948,0.1605980649435198,0.19137113223088262,0.148211401077992,0.1257226044979359,0.19426984152574514,0.25382223921941105,0.047885803671194445,0.12192739405941998,-0.11640836509580177,0.0019286878610446719,-0.02347330208130917,-0.08935165732089627,0.06872140779083098,-0.08132044738508565,0.1511955627580669,0.11183985570982911,-0.09237534864210382,-0.06563165051495581,0.056658430692908976,0.06375007333607145,0.13896146285073271,0.11709176134079101,0.20165118781746602,0.1212232550488748,0.14968587494467786,0.040140324777100195,-0.05148503648276867,0.11419269473419057,-0.0912993728378239,0.05189680211723961,-0.054055131197417415,-0.15095217065732594,-0.028087855499294778,-0.04961882184138885,0.051155787082077714,0.04991953178978927,-0.13616268640394402,-0.09505387975619785,-0.22965895279333848,-0.16346553941851036,-0.348255304814751,-0.3260996352138937,-0.34638201674420366,-0.16733169163709333,-0.21209365261545451,-0.0963671681528749,-0.17910902974556753,-0.3002963395590916,-0.167235988691893,-0.21968528863103748,-0.21255175332750512,-0.08083622478419278,-0.05873545497838258,-0.29435208783771327,-0.047715243969768714,-0.21875595531113076,-0.26260162941045856,-0.33051630512926494,-0.28100633526430074,-0.30332488314828837,-0.3891479516968332,-0.2634346997504439,-0.14001699377121352,-0.27854318552929963,-0.24570470721841775,-0.21985211256008702,-0.312077059972604,-0.23252150050048967,-0.4420870657926725,-0.3267537317918328,-0.29076357796305624,-0.17491235199194377,-0.17184354388726214,-0.4234079704349711,-0.3634217684858207,-0.4275700476243242,-0.8322176278247918,-0.6374832110565739,-0.5312497651819427
Scott,-0.22577588153089698,-0.07426335203297943,-0.9603659701844545,0.26563326073994226,-0.747905694784332,0.5324250964154558,0.0034570224756823,0.027314629859323168,-0.06499893077850964,0.31984926612352366,0.4012526529222596,0.43259629981542724,-0.2651382300709288,0.028385368790214482,-0.052116904166846466,0.017552836804658776,0.5567880745140316,-0.22172991753242943,-0.059945960881640004,-0.12783856779181357,-0.13234458259314374,-0.04191241792255529,-0.16270238494397485,-0.08813049792399914,-0.2313977669178303,-0.03574298023792271,-0.06479939479368971,-0.0494694488203828,-0.07128800520059744,-0.05531438800077749,-0.006225013399638357,-0.07069476381091656,0.052405168753129804,0.28157846866794467,0.22012691858966255,0.3420876768739996,0.4137316406722801,0.2001349089509573,0.4708380191153392,0.4915522701298988,0.2898682284149124,0.37127489102414674,0.35304092095166295,0.36317873890116215,0.2675946294243072,0.365489709105285,0.3951876139263899,-0.009835832529117749,0.40409094672216556,0.20874327183115834,0.2062709070523325,0.18075604794159658,0.12085465924456239,-0.036964517369543586,-0.0849261978749727,0.036183249666697365,0.1549132423500655,-0.25989582588371374,-0.06321409488006578,-0.0028452367219255403,0.06909067111265178,0.19627084340850084,-0.07120039491440401,0.061671018531774445,-0.01764755589262495,-0.13575758078201083,0.021880875060947293,-0.41407065370381163,-0.04550370804319819,-0.30736606378551884,-0.09661001162120697,-0.1057564381379054,-0.2830484084678138,-0.19072277473396443,-0.3643977740227068,-0.4209319719599174,-0.3444236484035539,-0.711615598209499,-0.5688400424435014,-0.5035924569912482,-0.6488751955802022,-0.4969060220178556,-0.6446478446656682,-0.680054715897187,-0.6410537950345379,-0.6174421096303806,-0.5388499343930857,-0.8774629370401582,-0.5163952414803018,-0.5543761280130891,-0.6635684742580487,-0.5267864191957361,-0.6506258365281892,-0.5785838691466973,-0.6377588095085817,-0.35474612050375526,-0.48644174624977576,-1.0458677489846318,-0.7117809120608584,-0.7503799982076489,-0.6989137104768843,-0.8532047054098318,-0.6975698932429795,-0.47522048784786536,-0.5342835321870543,-0.5935523302196093,-0.6722329561410608,-1.0455317696801383,-0.7553280904488169,-0.9582868820578758,-0.951588087079394,-0.8854558397858726,-0.8256684573382096,-0.9592585379632986,-1.0842863317137896,-1.0223066620802024,-0.9528766528110505,-1.335334894571089,-1.146798124765711,-1.1007134424491636
Declan,-0.1413674864572021,-0.4380142181744692,0.3359754525912486,0.00909709075833933,-0.988269184120954,-0.5236464837955571,-0.22779322745545777,-0.9422125161546884,-0.43556430838169713,0.3516723850363386,0.0662912238887595,-0.20404471248868192,0.2672172064324219,0.32164009510651964,-0.5187640124306154,-0.14987532749090673,0.41370492780904844,0.5323084323119559,-2.204887253638776,-1.8687259284278244,-1.928977452491433,-1.9153294785688457,-1.9853304492599408,-1.8697597202653111,-2.0309665971372852,-1.7391820373623461,-1.887305234940614,-1.481089069180879,-1.621134586344297,-1.5301211585219814,-1.5218090222990603,-1.5771652577268103,-1.5915067580932394,-1.3285796959768552,-1.26928908394841,-1.159538424944927,-1.3045023421448667,-1.0958654549547913,-1.1487320543859654,-1.020292041191662,-1.1964320460933249,-1.0617276494027694,-1.2171579796224001,-1.2753003513202357,-1.0801893058628524,-1.2498345058080271,-1.1035243187738462,-1.4151253813727938,-1.0485086108701354,-1.076099245079419,-1.156089245971015,-1.344239471939961,-1.1805241369520065,-1.3897348007695103,-1.2729430423126047,-1.394940811219073,-1.523191753210138,-1.369028383883756,-1.706482174469802,-1.3950783672183995,-1.5722535035830585,-1.4810520783382883,-1.3402933202248648,-1.3380239250515205,-1.3805043143174114,-1.230431285555465,-1.5897586836221165,-1.2254209175560933,-1.5940174215823104,-1.5019694372583354,-1.4952494880147733,-1.7759072387320156,-1.7212523794214085,-1.6924871695429895,-1.8153641417625628,-2.0022531180946634,-1.8033383409944002,-1.6082068785351054,-1.8444913568873758,-1.6836001867594537,-1.983312681239257,-1.8390779159160662,-1.8003972032466051,-1.7443519526155993,-1.9021055797908328,-1.5106629982534543,-1.852747013454774,-1.7417102201307895,-1.8364862663766666,-1.540385542957679,-1.670899679920871,-1.7128198986274332,-1.4918408642610361,-1.3891475501932806,-1.6434259599161054,-1.5828264052978636,-1.8033677812715023,-1.630885474890847,-1.8092151561298384,-1.9625486942898973,-1.8501185271388367,-1.6068236783990597,-1.6018467239196457,-1.3897464623535456,-1.4137596827029315,-1.54594351002136,-1.548072280786071,-1.3947172716548817,-1.6116187914874058,-1.5535258877155185,-1.4948521747012717,-1.648536130911866,-1.4098441677506883,-1.323716761596252,-1.8080358358222186,-1.5138265660619563,-1.404266175407549,-1.1028558305099412,-0.9565440618061231,-1.1685447654090135
Josiah,-0.0766232120492271,0.08873442743306542,0.3616536441942283,0.0638511875988598,0.24000363493057314,-0.19726066126814173,-0.26746297435647715,0.0016187268710573708,-0.5169138141418409,-0.1179149038343962,0.06550966616319465,-0.3940519111480339,-0.2857961025346502,0.2580021167976637,-0.6848760862946957,-0.5588374683121928,0.0776804811275676,-0.7413449537249178,-0.2158208856034192,-0.15559539550352708,-0.2230370850954791,-0.16920181231105436,-0.2805703958639547,-0.2577230386419306,-0.2312762330587627,-0.14796061165568516,-0.2667477417920797,-0.12207549535910156,-0.13443312110562644,-0.156770668421448,-0.1697779208995467,-0.2584667771538066,-0.31239670902349487,-0.2503331269816939,-0.2229881228328634,-0.1708335466227604,-0.17826460280743917,-0.13771425592768766,-0.09423372311959333,-0.03906615763538191,-0.22012915102130487,-0.20211801279165525,-0.21340065667704325,-0.20800670242093589,-0.1531031327717689,-0.2170554100518045,-0.05676049245190222,-0.21429870965209252,-0.09467228203740165,-0.10347787478736137,0.010985358934036798,-0.09594495306915407,-0.16314188388434583,-0.059504831252829335,-0.06974144606556557,-0.1445780988889755,-0.12691683647544813,-0.10714994431958914,-0.2289810071851212,-0.06345143704239195,-0.09283963259286691,0.0012948688659854043,-0.11985507949689198,0.018847397084868493,0.055291306661655,-0.045861600794399784,-0.08155733665521278,-0.06422709517079928,-0.17933486174652696,-0.1018555732716368,-0.05477183449402681,-0.2010376704050231,-0.26903146922815946,-0.09367752330156066,-0.13197365996130528,-0.17561662115290788,-0.23215787117721806,-0.2349451043745421,-0.23083261442430827,-0.21523301310444753,-0.3739462543112539,-0.039309552426895385,-0.18228000276901216,0.07354754592437665,-0.12224087348017175,0.00043612115679980527,-0.19012161415683942,-0.10260086776873381,-0.15316542805480196,-0.10404855379022152,-0.2033576083762619,-0.040675911562590636,0.002303187021592332,0.10059441271934427,-0.19633506181225968,-0.0010948702717316014,-0.14768151816643296,-0.17806862314586422,-0.20256758695771326,-0.26660606461897296,-0.18182717614856303,-0.09862526145137149,0.002915482768572914,0.03620418130032641,0.11054233411415522,0.16951494754681776,0.11442832745981107,-0.016450473201200966,-0.0187792348631271,-0.13497234510068967,-0.07198996681558276,-0.12413630814079889,-0.1299073841635732,-0.04794240530563172,-0.20087743441046374,-0.11171580225713898,-0.11115991223054397,0.10861074651438568,-0.008720416402595771,-0.05883880246070584
Wallace,-0.08415541896184876,-0.08855628205558183,-0.24695019845768418,-1.032906160538592,-0.6539856165741925,-0.36089556287286867,-0.28962262884997075,-0.3503887220453619,-0.513833054223134,-0.3751351568003644,-0.2392731756385252,-0.16595003300771158,-0.8054546450856842,0.05446756507581872,-1.022150012267272,0.5840886784839201,0.31381402047706414,-0.9206919737271063,-0.07529899830623168,-0.26772638887356454,-0.3566123717389354,-0.2588669721074922,-0.39109032763984963,-0.39783386593940195,-0.5268386574579392,-0.36911373879200854,-0.38727565807135683,-0.25793265808064303,-0.29062414318383684,-0.255220887764207,-0.22027871648454267,-0.24353591867431815,-0.24402821259598226,-0.04298146317145361,-0.09442275452181244,-0.003513589358272404,0.0700563453499672,-0.021357337111046492,0.19373559906842103,0.2192231321908048,0.07571397151901163,0.12801849652964759,0.16594200200396755,0.2505418606956999,0.21181302735944157,0.31587475869473514,0.4285535884515896,0.03846111694450172,0.2480299385162528,0.1446342200642786,0.25431016843221,0.26009458547637565,0.20503414097348616,0.2288452960275847,0.08928614853328394,0.23024252924255495,0.3398971906486861,0.10947019239887859,0.17279438549058393,0.19291480569565633,0.2823654981666393,0.45515694518296756,0.3248115107015291,0.42686213596168365,0.38974503843233316,0.26430428251505655,0.4425216403229649,0.23937002847142563,0.4095164790590303,0.18929596130580384,0.3856420944785113,0.33000127221013137,0.2257910467262534,0.37970100269128926,0.2904050860088887,0.21038053727707476,0.3446917063414135,0.08149733402860479,0.18824913229364745,0.20405124134442235,0.15503918998098043,0.24421904679445347,0.16193304005584813,0.2765968841482332,0.216436071659962,0.21837726859414908,0.3961673517924743,0.17163310427730452,0.38848301697224336,0.32969514572724856,0.29549956159681623,0.33733072577510476,0.3203687418983144,0.3691063742707868,0.30618050301381133,0.5770991458511114,0.45941896853243025,0.08566000437866388,0.2242331025280521,0.23310336279646363,0.2464172093105123,0.30105734844563925,0.3482371639404941,0.5082996061291796,0.4444979152409779,0.45720936204651746,0.48728992918602615,0.285136002507693,0.45296099925818384,0.2248164318665917,0.2889879728781651,0.35180829016068,0.32335137603312847,0.249927532952344,0.21227008509171172,0.1208883289004888,0.3020320744504874,-0.007096088200949653,0.050019548970788946,0.12377042277982561
Hazel,0.5850667793066207,0.42063632193754963,1.0867374896388635,0.5789323430833664,1.5755724592406337,0.5849180757874264,-0.5148220663538671,1.1062583941040567,0.44337268639064725,-0.5280549093244773,-0.6051237344268572,-0.0570798152458309,-0.46489545018405654,1.256327138667271,-0.5084299390106128,-0.09003204865201345,-0.38586265310620343,-0.38519878544048475,-0.2396900979052986,-0.19892829799769085,-0.11090116054594704,0.10764175657018497,0.12437834017077852,0.020991984788657023,0.011752348047508174,0.11876441079766482,0.12939238589850444,0.2435522212741852,0.18960783661419547,0.2894950400029309,0.2034119499243121,0.275161025911428,0.374362244344528,0.3658829791447637,0.2061501275529105,0.2535385745270006,0.24423018633802487,0.13320514059033872,0.04674324756016234,0.20566034608768066,0.06361810842732987,0.18246000155912442,0.161398354843702,-0.017961568682226044,-0.06432239420825497,0.07190141496238915,0.05695761630142996,-0.056742423453476035,-0.000882474735420965,-0.27826550676044315,-0.3071008404902398,-0.18974053031570254,-0.24012802903997205,-0.21988565356576636,-0.36969648172960423,-0.3002089998128051,-0.27446964040747857,-0.316595295513289,-0.42096546786200034,-0.2753351869160316,-0.270173096770988,-0.24410139457156496,-0.22328472779530661,-0.21224437011051486,-0.2420812485576012,-0.1983955822367747,-0.26531588127352634,-0.35861390667188975,-0.24011443712184335,-0.46397666994821346,-0.38182702232615306,-0.4656360125205061,-0.34862472129173316,-0.420992262912488,-0.4239977902828853,-0.35864386143720034,-0.35375786440838847,-0.4862776833388908,-0.46163374475382074,-0.6235554094932156,-0.5367719823723939,-0.6135748924387763,-0.5630814207327174,-0.8093963075822662,-0.5000671905708443,-0.5999445881173444,-0.5560681237212606,-0.5218318496281922,-0.628192033910384,-0.5461148848384307,-0.6381866322572458,-0.5790655845290644,-0.5157248953099516,-0.578260415917724,-0.6210782034915323,-0.4273561609169503,-0.5378610912298479,-0.5590906127106827,-0.6690987010869165,-0.7148286587579705,-0.5635796915202826,-0.7067603668719371,-0.6857435184071597,-0.5109941263255546,-0.6367113465645217,-0.5241061589253707,-0.6412256652720203,-0.6152965318100242,-0.6051161393947057,-0.8095102415777354,-0.6938616073250319,-0.663989694346456,-0.6648407062145462,-0.6020186588726845,-0.7248316858007504,-0.7920400742262081,-0.6330200277451768,-0.9352299801901955,-0.8577106239948288,-0.7977430064750597
Whitney,-0.49120513409041894,0.029310767832847813,0.06904646865511589,0.1482037306154721,-0.5371539767030585,0.15879026996816234,-0.17045713269407411,0.24514376547450295,0.10977946730307733,0.34594705456704516,-0.010005843900274055,-0.4100529550938777,-0.009872356867997926,-0.4661918328465018,-0.26897987259876593,-0.2782449588253398,0.292324500939169,0.4902006919783371,-0.09530494940567401,-0.13722907288397182,-0.13400605717302563,-2.4360373543643053e-05,-0.03905203579494318,-0.08759782811403376,-0.22700128004130887,-0.02078165654790181,-0.006995373322744248,0.11417400122793264,0.0850919308001879,0.12720329641425773,0.07075642988254816,0.17618368436826348,0.28048631611639796,0.41672595915829574,0.2322636962054231,0.3504242431765585,0.3172029348474611,0.11787724278664954,0.20541388493545606,0.24976474610515123,0.057033865324984834,0.15039928946371778,0.10813328019177455,-0.03865461117706543,-0.0343844955207846,0.02552594999483403,0.05681436623714426,-0.2310439348088467,-0.09518889437713636,-0.2893245603732121,-0.29247460391815194,-0.29386901556793343,-0.27939702363436925,-0.24360538052450262,-0.3875058840155689,-0.274121528970699,-0.2399018424755847,-0.4384935646621857,-0.4450373973477311,-0.3668493405421358,-0.3447839191332741,-0.23562498558434208,-0.23096208014161276,-0.22382495954811002,-0.2967623262157533,-0.24742883026583856,-0.3178879706582337,-0.46137581082391443,-0.30375810675508613,-0.6142967402348904,-0.461317408072168,-0.5840809721007527,-0.569484528651559,-0.4989416658798129,-0.5772371685933906,-0.5019884944662023,-0.48061620758796686,-0.7146453791090014,-0.6307141395714445,-0.7145501126012568,-0.7310030971157666,-0.7414647647449695,-0.7570653031945824,-0.8732006466655441,-0.6542209036653631,-0.7683443524066709,-0.6116829263121285,-0.7701346695972627,-0.6793237401948596,-0.6086109816257231,-0.7306772912407281,-0.7631793710855943,-0.582778970350148,-0.5711991677997054,-0.6319352760197714,-0.45082950255259246,-0.6294561112562626,-0.825404965839096,-0.7354137937091992,-0.7975627046437079,-0.6630266671007446,-0.8143920943715441,-0.7403467093766981,-0.5732598563215815,-0.6467910505520911,-0.6696348397552543,-0.6467404481757201,-0.7913263108148559,-0.622355447956801,-0.8820806410807223,-0.793699777662035,-0.7028578004229231,-0.6518132958582245,-0.6002631700952146,-0.8263612707136111,-0.8553072893923722,-0.6749392768704479,-0.9090922753275614,-0.8348172085415476,-0.7498436399119154
Paige,-0.12336803072124963,-0.054844189052811534,-0.24758134377638497,0.2887873588097416,-0.3599224975168927,0.4989879793720031,0.31398534547182405,0.06243909129269954,0.5594374170785321,0.19604617267336938,-0.20724669250035196,-0.1354247256117883,-0.5885437415439685,-0.6101137536096639,-0.3803762527853907,-0.267674772362935,-0.39555016699308626,-0.22952331171350526,-0.5136165231213833,-0.2617546621053762,-0.2353711201329352,-0.08938195035942537,-0.017595677287387767,-0.16060197469108625,-0.3138716751057113,-0.10908359118105224,-0.08170810611874198,0.08584547566841097,0.06790108760195859,0.0927569892379974,0.08129459135179795,0.17617086744823718,0.24795888612622421,0.3510999015224838,0.1734860164551857,0.2636598257930524,0.26447849780587346,0.03249153185738117,0.13426991955504086,0.20858935162755204,0.04049423037957614,0.06437306053263546,0.0775025349085203,-0.08778826180783003,-0.09485233615994153,-0.05348155902008769,-0.01521930830180582,-0.33963890464452196,-0.09590527039373462,-0.42332304005604193,-0.39547335251488247,-0.2935122331640611,-0.3105356120422733,-0.38938308150031303,-0.4472595407458592,-0.37548844913521884,-0.32425090257695866,-0.5531684658521482,-0.5010338757640929,-0.4005422350413124,-0.3560405100550947,-0.36782480775063714,-0.38793154258962576,-0.28213921822491644,-0.26615266151741646,-0.29206620276410517,-0.33481073201666567,-0.4626054413505452,-0.4124046354980384,-0.617600641635905,-0.4621227922557855,-0.6147544497659297,-0.6199522658022006,-0.5787777561072193,-0.6776750697574366,-0.6739254628894426,-0.5217120821854063,-0.7795470643942148,-0.6494873552480563,-0.8436214112535569,-0.7910134468863126,-0.883659771407486,-0.8528712229487584,-1.0045499097550978,-0.788241290669352,-0.9355512021175527,-0.7118632822969522,-0.887631680428816,-0.7961834525313403,-0.7652193067395788,-0.7820178203261011,-0.8672814355565543,-0.6024373974579956,-0.6528428924198513,-0.7249976804195799,-0.6460056016749511,-0.7165341931600068,-0.8891307650932972,-0.7814993716638928,-0.9326020292290489,-0.6742717171594966,-0.8502502074713182,-0.7950550398761793,-0.6459523111244667,-0.7023024363181937,-0.811666782003472,-0.7188934783447528,-0.9078245184735118,-0.7592454762184336,-1.0252221084703423,-0.9199495770133294,-0.8394491758554052,-0.7090748683631705,-0.6227219448330441,-0.9142758690512061,-0.9260600102022043,-0.7996985849489177,-0.9716728449893727,-0.881242794389459,-0.9664442386616762
Sylvia,-0.6586728436159065,0.37121587681933116,0.9267546483383968,-0.39625569123099835,-0.16160262087662097,-0.5603836875600928,-1.063853733372788,-0.09105975241224208,-0.2544782761489081,-0.3996611077144745,-0.36079266244279284,-0.37216017151187214,0.49768908010939955,0.5402174162495531,0.11504530849117482,0.4092605748107011,0.2523626416560069,0.9460959956548246,-0.3525061317219165,-0.46981243109308557,-0.38979220350712646,-0.27724971534798337,-0.2385694405165355,-0.31264142724647886,-0.3542672453440752,-0.29335243700303426,-0.1661612406841797,-0.10185388093616778,-0.10902252793373289,-0.07059077750749664,-0.12983362703652718,-0.00709931283806395,0.07702700673853095,0.10903426186872629,0.011128953768208823,0.07448226561069737,0.14377825361864485,0.026425525111299242,0.060425422441883654,0.19610200325583454,0.06568622842023066,0.1400439738731253,0.13819654829396094,0.11182961038419731,0.08973219675245254,0.17243552587814034,0.2784791864100751,0.04738433937855305,0.15444068072411782,-0.10393688891774708,0.006622251001651804,0.04698901363876169,-0.004476193391803012,0.08820579924552553,-0.059525623285588,0.14575823876529462,0.14817797579730932,-0.08493215237976022,-0.0338913043329387,0.04759407173141171,0.1303286556353697,0.1918141724852978,0.20094153451318517,0.2618222049126783,0.22095366466713615,0.2346575276432485,0.15806961537779654,0.10112491127375357,0.28335098818136567,0.0491460241431052,0.19557656391846867,0.11921251928086976,0.06281176544920138,0.15631300819976113,0.16375446289206905,0.2004585902794527,0.26129443209745784,0.05084666953273178,0.1649707617485239,-0.035786631030023414,0.08430815995512786,-0.06251685434331752,-0.06346036389843637,-0.1258998358125846,0.09506351672205512,-0.027645531053263304,0.13003175003576883,0.08462551312520963,0.07050042850333754,0.14991982075093147,0.08450481906727737,0.102532550399622,0.16830832607618498,0.18984703455376065,0.03790742456142593,0.26337301006468494,0.11155535158780686,0.0025751353180909807,-0.013922257496607412,0.0493533252294414,0.06387487316601881,-0.0031111876744625336,0.030259322820216445,0.1878428369148291,0.08546741776247713,0.10938095218627442,0.14217596482992576,0.09160442864096267,0.16905932143371064,-0.010433926373674981,0.07358351021578055,0.13704245744265572,0.14617500215515616,0.1873052340233297,-0.0013620822379157014,-0.0034167222954674392,-0.006901022604048803,-0.3042839826788899,-0.21165605156826814,-0.16293347768093977
