index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
water,-0.39023978855487124,0.22418519759948233,-70.11004,79.00729,-1.8566015,19.15717
coffee,-0.5384961153665971,0.37512590761518766,53.54603,95.965195,-3.033167,20.1737
tea,-1.684299467781061,0.22884706555399822,245.13786,77.98187,2.925243,9.177134
juice,-0.6437593341193274,-0.18117276858364786,-22.70605,63.11512,-2.485576,19.121717
milk,-1.3868568616179153,-0.3064949061220737,201.98216,112.555435,3.5279973,9.735593
soda,1.2505120889761396,-0.589023437259716,-251.06699,-67.09747,-0.9081148,16.195375
energy drink,1.0726507467816082,0.09079697687773129,-217.71335,-26.832914,-1.1316223,16.881937
milkshake,-0.4615127585721627,0.18386760249098277,36.993206,55.931293,-2.5955513,19.756315
smoothie,0.2690819119139739,-0.7054309475514816,-112.358665,-29.496124,-1.9058411,18.039913
alcohol,1.8009462324180998,-0.4549421861787045,-305.64273,-67.342064,-0.60816234,15.757074
liquor,2.281118472156288,0.41476246260861827,-354.4274,-92.17469,0.0037340347,15.819768
beer,2.2802428666579764,-0.24060973237443506,-312.4616,-125.18988,-0.26055124,15.513527
wine,-1.638587360799773,-0.3915034636183419,277.4788,124.27317,2.946908,9.60482
cider,-1.1284590658950349,0.23303395663588,123.949425,101.053825,-3.3834426,19.800209
vodka,-0.31920269016356373,-0.15283770653010023,-63.35773,12.048192,-2.2511964,18.597332
rum,0.07431501183397243,0.6715635399454384,-128.95897,112.36373,-1.5406711,19.616993
whiskey,0.5484609308101409,0.9424418283168491,-177.09724,103.57064,-1.1588233,19.244118
champagne,-1.385914818677894,-0.34260938942566654,234.69318,153.83455,3.289265,9.307002
