country,religion,direct_correlation,indirect_correlation,same_correlation
Nigeria,Buddhist,-1.0431555663640981,0.031145695867186726,False
Nigeria,Christian,1.1824580082623808,0.1038635631276996,True
Nigeria,Hindu,-1.0931990641714056,0.06295851005725968,False
Nigeria,Jewish,-0.5949494031003222,0.1333594139655664,False
Nigeria,Muslim,0.4687779976870384,0.06726231213801923,True
Ethiopia,Buddhist,-0.5265441426375518,-0.13072530655533832,True
Ethiopia,Christian,1.1992756060615872,-0.16839186057350344,False
Ethiopia,Hindu,-1.3923944371914094,-0.17850699804442918,True
Ethiopia,Jewish,0.41854167063395536,0.2014628530212518,True
Ethiopia,Muslim,0.7639368921805101,0.09847098855584907,True
Egypt,Buddhist,-1.085267625557411,-0.19684724481195387,True
Egypt,Christian,0.18303253005925696,-0.3158173024127641,False
Egypt,Hindu,-1.388122745328233,-0.18789941986462155,True
Egypt,Jewish,0.5008933278216104,0.1338455777227366,True
Egypt,Muslim,0.882111064958775,0.06873859279391893,True
Congo,Buddhist,-0.7831366791563642,-0.013947311200102964,True
Congo,Christian,0.8654127895160394,0.030665639072946314,True
Congo,Hindu,-1.602907383427194,-0.14195299499737926,True
Congo,Jewish,-0.4085026425920487,0.023776989866111608,False
Congo,Muslim,-0.08662361000788972,0.03727379651569725,False
Tanzania,Buddhist,0.06826597954767583,0.08501805388805178,True
Tanzania,Christian,0.7537234722796379,0.03838170684856938,True
Tanzania,Hindu,-0.6287893579755824,0.05289542495962194,False
Tanzania,Jewish,-0.006788447878389768,0.0892169364745491,False
Tanzania,Muslim,0.3123758872807978,0.09620977984574504,True
South Africa,Buddhist,-0.3634825627407899,0.2469810683121669,False
South Africa,Christian,0.901996398986256,0.2816053676595607,True
South Africa,Hindu,-0.4160790466669144,0.25909809383760474,False
South Africa,Jewish,0.9685211357169592,0.18967548022650774,True
South Africa,Muslim,-0.5653861819701794,0.07309718297158614,False
Kenya,Buddhist,-0.025885557907457616,0.15831827230763806,False
Kenya,Christian,0.7628244407958878,0.11043007940344238,True
Kenya,Hindu,-0.4982362125274598,0.1475957244575065,False
Kenya,Jewish,-0.05610673309675105,0.1731707636261882,False
Kenya,Muslim,0.3340849721897519,0.0958357293817378,True
