,country,age,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,1,1.143076215672876,0.2239520056726195,True
1,Nigeria,2,0.7149770687097573,0.13333955686904025,True
2,Nigeria,3,0.5015778164681954,0.1311032693719588,True
3,Nigeria,4,0.5397379555559967,0.12504189295528262,True
4,Nigeria,5,0.5087847168123231,0.11968289019969207,True
5,Nigeria,6,0.3485339000995272,0.11603885116284385,True
6,Nigeria,7,0.29797278349933376,0.14110052183955846,True
7,Nigeria,8,0.2456324676190977,0.10404032132096694,True
8,Nigeria,9,0.27760477835369785,0.11747746351024944,True
9,Nigeria,10,0.1804446121757839,0.09671000604278501,True
10,Nigeria,11,0.19965108656903788,0.10388587424745943,True
11,Nigeria,12,0.047817371167566056,0.10711129685181707,True
12,Nigeria,13,0.1166848870067075,0.09667937118219301,True
13,Nigeria,14,0.09811081917570524,0.09855952717671887,True
14,Nigeria,15,0.15875018004495314,0.09368895404581801,True
15,Nigeria,16,0.1527135641788491,0.049369528681934734,True
16,Nigeria,17,0.14052739806790376,0.06276972029285091,True
17,Nigeria,18,0.12418994325575512,0.06535094572729133,True
18,Nigeria,19,0.18286856954072775,0.08681730253260031,True
19,Nigeria,20,0.11094382438465072,0.10934796909779344,True
20,Nigeria,21,0.17799700540365498,0.09563186234043283,True
21,Nigeria,22,0.12237892401834105,0.09792392127866642,True
22,Nigeria,23,0.16425634400004854,0.11418753427544676,True
23,Nigeria,24,0.2096037061433227,0.10178953694415888,True
24,Nigeria,25,0.14283564853229078,0.1151574699877649,True
25,Nigeria,26,0.14662439832103005,0.13532328802912724,True
26,Nigeria,27,0.11660657674919812,0.1429162008576019,True
27,Nigeria,28,0.1288955225291832,0.15435000809777702,True
28,Nigeria,29,0.10808313400970906,0.15950292802611318,True
29,Nigeria,30,0.1040204865350104,0.19153137252707247,True
30,Nigeria,31,0.1531958786550629,0.15088145770686953,True
31,Nigeria,32,0.14305575422286632,0.14488489119433973,True
32,Nigeria,33,0.1317465121735402,0.18108902705574573,True
33,Nigeria,34,0.18167442771656245,0.17393143205423414,True
34,Nigeria,35,0.11244515646969852,0.17079570457648566,True
35,Nigeria,36,0.15364467503548002,0.2136640467758401,True
36,Nigeria,37,0.08950703530039762,0.1849904738753486,True
37,Nigeria,38,0.08801751805142839,0.19203569379555707,True
38,Nigeria,39,0.12273746339822765,0.18773009516480232,True
39,Nigeria,40,0.05952913544623178,0.20634226423186044,True
40,Nigeria,41,0.12175662482374662,0.1826433634244452,True
41,Nigeria,42,0.08631401860878232,0.1945516395392504,True
42,Nigeria,43,0.12933918878461287,0.20187075512581568,True
43,Nigeria,44,0.13838563051461236,0.19396631263352945,True
44,Nigeria,45,0.03046536565486728,0.2166821428705964,True
45,Nigeria,46,-0.0008421601413630961,0.21311012529548493,False
46,Nigeria,47,0.037263671487751386,0.22362285319238456,True
47,Nigeria,48,-0.036543442060572896,0.21282318849363616,False
48,Nigeria,49,0.058601503977823564,0.21867436057722212,True
49,Nigeria,50,-0.013958851289759778,0.2360510440213784,False
50,Nigeria,51,0.049347343714938964,0.22084262099686536,True
51,Nigeria,52,0.024153619256458557,0.23231924489730374,True
52,Nigeria,53,0.010962779477245058,0.2209136413169933,True
53,Nigeria,54,0.06536639957073677,0.2085817206345804,True
54,Nigeria,55,0.04706866966517187,0.2191792843601191,True
55,Nigeria,56,0.02405635183976974,0.22436688894436327,True
56,Nigeria,57,0.0024799004549819624,0.2413740083311903,True
57,Nigeria,58,0.05605967817861,0.24142224610704466,True
58,Nigeria,59,-0.005926269305409364,0.22962396470839735,False
59,Nigeria,60,0.002151237691139789,0.2578143549047084,True
60,Nigeria,61,-0.021980495161883568,0.2507523484120497,False
61,Nigeria,62,0.01744653402582116,0.2323300736822219,True
62,Nigeria,63,0.014988029493082975,0.25132705802068944,True
63,Nigeria,64,0.03617165442753017,0.245331731551852,True
64,Nigeria,65,-0.04056259915787707,0.2425850506033199,False
65,Nigeria,66,-0.03031895234640113,0.2550821256919094,False
66,Nigeria,67,-0.01780507352451715,0.2531999908259541,False
67,Nigeria,68,-0.03083654825463736,0.2500465130869731,False
68,Nigeria,69,-0.18855164703250468,0.2501520425015093,False
69,Nigeria,70,-0.04900064576367679,0.2731085284701841,False
70,Nigeria,71,-0.023611931390958955,0.2404158822318246,False
71,Nigeria,72,-0.04244469047014108,0.24263678201134076,False
72,Nigeria,73,-0.07512139321407138,0.2506411526832157,False
73,Nigeria,74,-0.04978481086309758,0.2540582608533721,False
74,Nigeria,75,-0.06988489950031569,0.25480385124392024,False
75,Nigeria,76,-0.00979184215376723,0.2548304995092443,False
76,Nigeria,77,0.07823550964919625,0.2407943757977575,True
77,Nigeria,78,0.06444496348344382,0.24650550628972875,True
78,Nigeria,79,0.04625703145639548,0.24130211339714605,True
79,Nigeria,80,-0.03612722866560053,0.26987336487499297,False
80,Nigeria,81,0.04772204946068909,0.2365496777428649,True
81,Nigeria,82,0.06472831781476923,0.2428540643065715,True
82,Nigeria,83,0.1780348607047978,0.2418661572142534,True
83,Nigeria,84,0.16556118559034216,0.2430192437280092,True
84,Nigeria,85,0.14766394885405806,0.2381883533771752,True
85,Nigeria,86,0.053691696001287835,0.2293017974299578,True
86,Nigeria,87,0.027288879350074364,0.24043050505461674,True
87,Nigeria,88,0.058149061692782875,0.26307542782117965,True
88,Nigeria,89,0.02607515335185048,0.24473575346479914,True
89,Nigeria,90,0.007090180271147112,0.2550227692509424,True
90,Nigeria,91,0.10578449245055237,0.23528119020756766,True
91,Nigeria,92,0.16382680996927645,0.25075739705001066,True
92,Nigeria,93,0.056442263295308576,0.2426450019706789,True
93,Nigeria,94,0.13022278012523994,0.2550110396345964,True
94,Nigeria,95,0.08994923788235651,0.22920887318579705,True
95,Nigeria,96,0.11144791669864687,0.24245318650255054,True
96,Nigeria,97,0.20614049850369315,0.2489277022331784,True
97,Nigeria,98,0.17346844342598722,0.2504092498615427,True
98,Nigeria,99,0.0734451734526595,0.25312433052134026,True
99,Nigeria,100,0.2092747321141661,0.2638786357061319,True
100,Nigeria,101,-0.13475245358104684,0.2058571492957618,False
101,Nigeria,102,-0.12342416481653032,0.2325218328574389,False
102,Ethiopia,1,1.0094715325400478,0.1579456987848228,True
103,Ethiopia,2,1.003239531537499,0.08153343152770376,True
104,Ethiopia,3,0.8433489488066152,0.09872338998919547,True
105,Ethiopia,4,0.8572236900990237,0.08305742168754476,True
106,Ethiopia,5,0.7800958801970681,0.10825105835732424,True
107,Ethiopia,6,0.6313445558032058,0.09070627893279352,True
108,Ethiopia,7,0.6573534582930471,0.1338340239679715,True
109,Ethiopia,8,0.6496735824403742,0.07557435660644089,True
110,Ethiopia,9,0.54215366302566,0.08498135892220239,True
111,Ethiopia,10,0.5124821991886186,0.09082656015576157,True
112,Ethiopia,11,0.5428768183141699,0.09683446903652687,True
113,Ethiopia,12,0.3810782120905504,0.10146093907492497,True
114,Ethiopia,13,0.4419972371705792,0.08361526841536301,True
115,Ethiopia,14,0.3512486597567287,0.08974491544213076,True
116,Ethiopia,15,0.2656843962003733,0.08124884916730737,True
117,Ethiopia,16,0.21632806440583266,-0.003527295467573703,False
118,Ethiopia,17,0.16916849922343413,0.015971011635611338,True
119,Ethiopia,18,0.1393153408259616,-0.02258536050324297,False
120,Ethiopia,19,0.044721798760560615,0.001253854843244117,True
121,Ethiopia,20,0.06581742327663458,0.04480820720234281,True
122,Ethiopia,21,-0.010233463357592162,-0.041594380982292005,True
123,Ethiopia,22,-0.06911694015665562,-0.026726618333542264,True
124,Ethiopia,23,-0.04368430242713666,0.03772748045121714,False
125,Ethiopia,24,-0.04399132467062607,-0.006666957015347258,True
126,Ethiopia,25,-0.08179525245722642,0.018217323506765862,False
127,Ethiopia,26,-0.13408841257544854,0.01542518713854636,False
128,Ethiopia,27,-0.08417367820443186,0.035518272277966424,False
129,Ethiopia,28,-0.11141911205755783,0.03286841889250599,False
130,Ethiopia,29,-0.14262851259482287,0.03925536857481278,False
131,Ethiopia,30,-0.04540238013588902,0.10450996386987824,False
132,Ethiopia,31,-0.15601165683575752,0.01451472611156288,False
133,Ethiopia,32,-0.10238629644898113,-0.020299133048332856,True
134,Ethiopia,33,-0.04979639965762491,0.06420636208603438,False
135,Ethiopia,34,-0.04670028555065516,0.0376871230641728,False
136,Ethiopia,35,-0.06327585317036856,0.047011325977394734,False
137,Ethiopia,36,-0.03348506180507633,0.11164244947552547,False
138,Ethiopia,37,-0.07495127505461678,0.0948116150746218,False
139,Ethiopia,38,-0.18127274468265747,0.0781265800350967,False
140,Ethiopia,39,-0.07872089581788731,0.08918917146135821,False
141,Ethiopia,40,0.06289108131669321,0.1404135423247599,True
142,Ethiopia,41,-0.10510134865378837,0.06386924739549163,False
143,Ethiopia,42,-0.06347198099166719,0.08675246073544968,False
144,Ethiopia,43,-0.014234899548446443,0.10074711064712404,False
145,Ethiopia,44,0.007996869300583876,0.06038259679544895,True
146,Ethiopia,45,-0.012883574674741816,0.11275801731129395,False
147,Ethiopia,46,0.028296132477286375,0.11832983251373715,True
148,Ethiopia,47,0.05085229720569155,0.14199717123288014,True
149,Ethiopia,48,-0.0026097839255532786,0.13763716638164672,False
150,Ethiopia,49,0.0326147913292652,0.1110663613171018,True
151,Ethiopia,50,0.03256811094925472,0.1791653620725337,True
152,Ethiopia,51,-0.061181817206161636,0.11888780999941105,False
153,Ethiopia,52,0.015451434164291532,0.1547373013951797,True
154,Ethiopia,53,0.009667517415005506,0.1396776624764279,True
155,Ethiopia,54,-0.02456429603956478,0.09666342094540184,False
156,Ethiopia,55,0.09140228221528306,0.11742941437504155,True
157,Ethiopia,56,0.05187542806841906,0.12362504965334045,True
158,Ethiopia,57,0.0354226581695634,0.16039039507102248,True
159,Ethiopia,58,0.0027609119304605155,0.1724144418677432,True
160,Ethiopia,59,-0.045799401468188526,0.1518446147951915,False
161,Ethiopia,60,0.13569000122575978,0.23433571693157296,True
162,Ethiopia,61,-0.06576482278130841,0.1909307466587504,False
163,Ethiopia,62,-0.04594386391153404,0.14460698758713125,False
164,Ethiopia,63,-0.007240265215374949,0.19901964271098246,False
165,Ethiopia,64,0.1235724818914503,0.1644621680267692,True
166,Ethiopia,65,0.09562168786867477,0.17528325937972114,True
167,Ethiopia,66,0.05836583292450132,0.1859119168070303,True
168,Ethiopia,67,0.0633731459130825,0.18267219538353047,True
