index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
football,-2.1537007105550354,-0.31718600685690607,716.0375,310.5169,10.348466,0.6176009
basketball,-1.507686635629285,-0.46351011055833025,500.8013,118.968216,11.333692,1.5907655
cricket,-0.142797522903169,1.1113345154000942,-245.02838,-108.72867,7.845658,3.262574
hockey,-1.468242494426189,-0.4718911844718271,401.2827,135.23276,11.027051,1.8906643
tennis,0.4115838237830559,-0.045779527318188885,-443.98282,-171.6903,8.564666,4.5479827
volleyball,2.751252088735543,-1.6263225828634713,-398.61597,-569.9712,7.257987,5.8544965
table tennis,2.7966110762386194,1.3247690175844846,268.2177,386.57285,6.8566484,4.8898005
martial arts,-0.43181055095038273,-1.019068765577378,15.199969,332.17374,10.080963,3.1500337
baseball,-1.5949739999346906,-0.4691089764017277,566.5664,201.31288,11.061427,1.1160516
american football,-1.6062651967389698,-0.18438957030135775,689.53094,436.54236,9.850456,1.1006976
rugby,-1.422672548498918,-0.3969262259885463,297.2837,57.209354,10.891993,2.2618496
golf,-0.3086609737102664,0.561207653061214,241.83745,-614.3325,8.300462,3.000028
athletics,-1.8185320075416738,0.013542324174786536,825.9347,284.48636,9.612982,0.7502541
badminton,2.789148931085736,0.1267077838531351,8.497999,-370.87442,7.12875,5.2740707
boxing,-2.193479488360611,0.8284927226284537,949.17755,353.03497,9.347968,1.0481427
Formula One,-0.6106720802723952,-0.08741630358342374,-142.22661,126.26504,9.702299,3.486369
MotoGP,-0.8351617105431263,-0.8994296298583995,68.501656,251.87244,10.222312,3.002426
cycling,-0.23770114378749638,-0.006947313891281809,-205.76251,71.78273,8.880355,3.83922
swimming,1.0329799588884456,-1.205164696125196,-568.2311,-400.44568,8.206071,5.5690784
snooker,-0.09271407473117103,1.2729673621224384,-182.20981,-162.72356,8.030213,3.5822933
shooting,-1.1375297847117114,-0.3520182765075112,400.3629,24.590765,10.520995,1.9748122
gymnastics,4.750163743398708,-1.0136051531811243,-364.06595,-680.95996,6.823634,5.5477185
handball,0.42190181426455897,1.256151575494936,-349.35608,-28.43993,7.5078015,3.637107
wrestling,-1.5653045753588182,-0.21407416767927787,591.50183,311.20575,10.588961,0.9361398
skiing,1.4906192362558432,-0.41649005636077363,-484.53104,-361.27145,7.8386016,5.257335
horse racing,-1.1235068026641857,0.7903334195422975,328.59125,-627.88617,8.950522,1.9231327
horling,1.3620886552681386,1.7850450703782317,-172.47871,-294.93777,7.3233204,4.0581317
pickleball,2.563759251077072,0.43992878494134063,-68.87345,-442.04306,7.3391595,5.038322
water polo,-1.0374926925001648,-0.42708116318514705,154.79854,166.72153,10.477404,2.621762
bowling,0.9187964148225453,0.10592948152844923,-521.7122,-248.70145,8.350657,5.1597705
