index,accountant,air traffic controller,architect,artist,attorney,baker,banker,bartender,barber,barman,barmaid,bookkeeper,broadcaster,builder,businessperson,businessman,businesswoman,butcher,captain,carpenter,cashier,chef,coach,cook,computer programmer,dancer,dental hygienist,denstist,designer,developper,dietician,doctor,economist,editor,electrician,engineer,farmer,filmmaker,financier,fireman,fisherman,flight attendant,gardener,guidance counselor,hairdresser,homemaker,housekeeper,interior designer,jeweler,journalist,judge,lawyer,librarian,maestro,magician,mason,mechanic,musician,nanny,nurse,nutritionist,optician,painter,pharmacist,philosopher,photographer,physiscian,physician's assistant,pilot,plumber,police officer,policeman,politician,postman,professor,programmer,psychologist,receiptionist,salesperson,scientist,scholar,secretary,server,singer,skipper,soldier,socialite,stylist,surgeon,teacher,therapist,translator,undertaker,veterinarian,videographer,waiter,waitress,warrior,writer,Arab,Asian,Black,Hispanic,Latino,White
Travis,-0.1729414993280002,0.8600056293641675,-0.08958615890311257,0.06367129169882689,0.6152727553369666,-0.4163400135384895,-0.10466241044332718,0.7990424426231972,-0.07368770926005122,-0.10127587340415455,-0.9029790441811918,-0.47050127275731213,-0.25309549327743497,-0.18984899875796196,-0.08657310536150321,0.39477407934411224,-0.4597408766814249,0.04889736965743483,0.7035057192714199,-0.14284851227025666,-0.04529584348918719,0.43186002983295985,0.3859025665058317,-0.3353651314006712,0.4784436388964975,-0.2292695764356724,-0.10431193687874298,-0.4576911670543258,0.3327820845813533,0.35963785791914993,-0.3170620195086617,-0.0075100076896423,-0.1741648079501698,0.162138745471966,0.1624496863741766,0.19134396520543334,-0.21146915541537553,0.6252090949901992,0.4487268293403702,0.7477550748875486,-0.0952554210370809,0.39702909955864524,-0.2584916193220728,0.9232047609052716,-0.5945167329553637,-0.17834801828555627,-0.6724456024870747,0.19317709915952436,-0.39850433291197934,-0.32441840905525365,-0.005306368751034161,0.1461801547627851,-0.22223694117080028,-0.6825983499607312,-0.522872535753194,-0.6088290941999709,0.3822092276865822,0.37535596272260907,-0.6423731161682322,-0.00122454001294101,-0.30759216033097,-0.3101997970270983,-0.4626990184608943,-0.23487005406179798,-0.9456213949819563,0.27341184388382095,-0.7832351992738172,0.09022852607770643,0.9261396756766727,0.35388714043557196,0.29310389409495596,-0.25058699798442857,-0.5932278036460407,-0.18632302284249713,-0.21787773270292837,0.5019029425233481,-0.10028396569808935,-0.03288468082870735,-0.34870413655236504,-0.2708675385304368,-1.3678246995461194,-0.5264321348697375,0.7044863568429012,-0.3997320132413863,0.17510900537948834,0.4115977007269643,-0.053609381996109234,0.08067020276434121,0.08308922890997653,-0.8979579852853755,0.32694292231061967,-0.729188130728502,-0.32955811389541945,0.29134300989989564,0.4379279719753061,0.16629993773950213,0.32589901695708023,-0.7916158832039969,-0.17830544919536018,-1.0507228694600268,-0.379045210212717,-0.5840728816904202,-0.6913839434194324,-1.090697825064052,-1.6114324192638712
Hadley,0.27069373310394435,0.41498607848685837,0.18322831306657486,0.03128315902304839,0.1325388295476389,0.3705491249549945,0.2323889763450593,0.02760268373027355,-0.15752850229301876,-0.4351345377990518,0.16543508718457015,0.21941507913747288,-0.15331437208201226,-0.3353725118148244,-0.3690100540820229,-0.12757731289847804,0.14676530600944104,-0.14294490769174636,0.05489245986676332,-0.2174276780922967,-0.010192336716810135,0.3541449198185291,-0.7181229422140286,0.1954205629099315,0.1204425187973383,0.2316931970443719,-0.056151665101831984,-0.26567750677504187,0.253417741142733,-0.04497580241071122,-0.018995716275176516,-0.062292172338658955,0.28437945698713857,0.0914661301371871,-0.016430500617325774,0.015469197831657755,-0.2367234611207589,-0.11203492706069156,0.2920281032510424,-0.045874758288182986,-0.0659754961174594,0.5316624909867976,-0.09512954153894214,-0.3003454177538224,-0.009748306639571066,0.0014412799264805285,0.3124556429498722,0.299765112893188,0.23907587717321938,0.13666176300993133,-0.42190364648764417,-0.04627361534364608,0.37226292042107917,-1.002540872607809,0.2676426638027723,-0.07480966305742871,-0.09301410996946514,-0.032091368331520174,0.44012533538293847,0.116322002129893,-0.16185790395369812,0.28682633714305694,-0.09231962051107362,0.1745120619632199,-0.1036265717653871,0.15706820545742844,-0.06076280249834065,0.4040744512012514,0.4053277136356103,-0.10874575196075172,-0.05897710627864283,-0.10166631542491573,-0.4946296555987562,-0.15413813064424192,-0.29478863001861444,-0.07398658341702243,0.06644153889099126,0.053423875982997096,0.06486257495622584,0.05337860297925369,-0.15185566263388672,0.10821173246753531,0.15464324685650935,0.036157005189508415,-0.04027304161469605,-0.23672878560270902,0.7074866421169573,-0.03015958283990543,0.020273166476717515,-0.2644759611373321,-0.24559988281491923,0.002435031928603325,0.15545897327374586,0.16897398279373316,-0.01250542864745396,0.23775434669764892,0.2058369207857113,-0.7316735475346561,-0.0394159420346079,-0.3561844077616588,0.1997170067361061,0.8169541447431149,-0.2562942405889887,-0.9433831943052822,0.07539250119427929
Allen,0.27857625144136533,0.39023379161169264,0.14860183383113615,0.05517820069337191,0.6990094306328238,-0.051276665827843744,0.5620923495945619,-0.0602438788943475,0.7201551688676936,0.23452518890225094,-0.784996319871176,0.08103674269422999,0.17683789107100192,0.31747144410108435,0.4252272214529208,0.5984346852718351,-0.28901453745562583,0.4285602073532689,0.25387012275410287,0.37567287798168797,0.06906420115522383,-0.27299764695948003,0.3643541184025777,-0.28630420665863365,0.3739490880522013,-0.4263680068122941,0.19534877974111675,0.3188949705477931,-0.28051824829587735,0.02409639324373854,-0.10166379870069317,0.1076723801387064,0.3744087934932206,0.3563392349823087,0.4020056169645073,0.43445040259768886,0.564637446967858,0.1350096435873967,0.7614107016335648,0.45896214768917953,0.10812614893652638,-0.3138925367096077,0.2849889520019986,0.2176733099093933,-0.49339199626553865,0.037976418245505655,-0.23040149058861262,-0.0969093252453296,0.3000479493485565,-0.19733069293707736,0.5799244660483986,0.37153852122337117,-0.08323414977123911,-0.9642941685812503,0.14319707932778838,0.6345569795833528,0.2700900970603825,0.1805914344398937,-1.0733757492684204,-0.25905849376666523,-0.1545658978202138,0.25745005975915664,0.04354816856981216,0.4392107684354949,0.164292322680455,0.02663232899397836,0.07072498364623082,0.06374247582971292,0.26841822505095553,0.3617487044247559,0.1400175781027736,0.06140533651437726,0.33124055504918304,0.297588942164832,0.5553044197547592,0.32587907333544486,0.1608707884951997,0.27834957436854063,0.13020402080514323,0.3322887406558754,0.0012672373309776405,0.07372851625609712,-0.2761382433055448,-0.24162809937426272,-0.05645071907361421,0.3686650403880739,-0.22049464307531427,-0.27705108085330066,0.3247817786684031,-0.14896922847078523,0.009967841237666296,-0.026255262238173368,0.6886942594777441,0.16848834218643563,0.0887524426626856,-0.16930886110146273,-0.4354574390640186,-0.37680507120779777,0.09404664839683613,1.0392949368897642,2.5471714746200305,3.6660122968087334,1.8905056903555564,1.5902147377214118,2.652423145874198
Lance,-0.01186282022641643,0.8205937016189891,-0.10897621698437152,-0.28900208091514196,0.3634784790617924,-0.7034507229724957,-0.3368482698123373,0.17548231077218873,-0.14220184997448884,0.17252497863181954,-1.1226065569572325,-0.4715199461410227,0.1814372428599323,-0.11221647967808668,-0.05429034236324622,0.191766980972176,-1.0421912714460846,-0.11407549742545811,0.7609786826940191,-0.3963292700145997,-0.38817503389573843,-0.19050615255512152,0.5624488128953163,-0.6952854911084356,0.36727850701253023,-0.35549962598798884,0.24251318260303031,-0.021492815166537657,-0.2633176989704448,0.018561707244951105,0.012753090609503059,0.4798621739070724,-0.30788078722657436,-0.025591659605293145,0.37083795431398975,0.17610947159749446,-0.7356123530650915,-0.12579430651292428,-0.035678985577726766,1.3804360883432811,-0.4792579302506989,-0.05988271970474193,0.1547531292657549,0.6770647474457108,-0.340265769851949,-0.5535849755392511,-0.786350650373747,-0.18571413011343005,-0.27077873777027966,-0.11504944266301588,-0.1563702777938645,0.1036174289125717,-0.28369705575505844,-1.7387924628764668,0.04315450811330951,-0.6831084510104424,0.5653275873093015,-0.1682673955959403,-1.1593330328809839,0.09157821835433155,0.030142246903014536,0.31096256881558626,-0.6600270035019276,-0.17367212248631275,-0.35122557706547974,-0.004798475645034262,-0.10260658655790811,0.4123506754953945,0.993664029684476,0.5147206427403923,0.7180977247229484,0.4994620143325377,0.004454614652401135,-0.24058710865744284,0.35326964356801804,0.31353261211721667,0.42057880090235017,0.11334299176114167,-0.27504111527228114,0.3289554191422568,-0.7890953566864034,-0.39946222548447263,0.14535143385847354,-0.7038136160161891,0.14109363369267713,0.7404947071550585,-0.2747086187378376,-0.14023258371283845,0.7828740329781728,-0.34133285781920236,0.46397033439481405,-0.565289498316162,-0.14376702068608868,0.6613066172954487,0.162550799377074,-0.018062893689081302,-0.41611443094355055,0.9355144876302203,-0.3438320425670668,-1.0499601970367836,-0.6556388000383955,0.2672794756965989,-0.7296061011800045,-1.4504879534460966,-0.6542362591856441
Mabel,-0.14182853603303774,-0.7468055291478268,-0.6075025039128351,-0.362269968058971,-0.4488442074612245,0.6433898560522565,0.16732887001057414,-0.3257898789059412,0.9554232265226693,0.14324921661384413,1.2132595187336288,1.2954515030533111,0.06349240265626731,0.0679373686936795,-0.5311317478303802,-0.4277865593382976,0.3298374409468301,0.8538530778618769,-0.11518945676824949,0.01991534143727016,0.5057626187654576,-0.12833861750419082,-1.137701248443612,0.7794865134769738,-0.9024649714036187,0.24204281098439823,-0.07237977597004054,0.26195479076783296,-0.6074208405958502,-0.14385349059728775,0.09642862780786494,-0.09085773909179522,-0.4753051860399557,-0.27527678723988425,-0.22431454056715489,-0.5040537312693241,0.8241689281191874,-0.5039965077299747,-0.2324625848481737,-0.5694138460112477,-0.053147557546622995,-0.49300160436214246,0.7196236643503825,-0.8396875367068484,0.17554673749181504,0.6197438501671878,1.1181553037689147,-0.4928610443783723,0.6487581667505116,-0.21656929579548298,0.05627598662201132,-0.2306911512765446,0.43682536768086927,-0.21904001165671524,0.38028445349521134,0.34442309821308836,-0.23018189906390726,-0.5569793832862887,0.6489308369019142,0.13840413277481356,0.012002853823497538,0.09952868694214898,-0.03622371503570184,0.6450488128136922,-0.4027703000525588,-0.22748246405271955,-0.3026902786543636,0.261869359267318,-0.541229002555272,-0.17615335391238446,-0.4892621088540304,-0.08211955293114002,-0.28524269769963384,0.13315967052192892,-0.1495793738117412,-0.9484179602900955,-0.12719612538301275,0.3187083988095439,0.3092039949468389,-0.23111561100662836,-0.3299375550214895,0.3506927691734711,-0.5842748895332893,0.15498537718603575,-0.056326450241133794,-0.9131480727363177,0.5867485456340568,-0.5044207075430026,-0.41108855354113066,0.4041350485165295,-0.47264136802781603,-0.13064068059892628,1.4995291016114622,0.21418420411263794,-0.6028583272309616,-0.12136784404116306,0.32915102747214303,-1.27159162372729,-0.2606871689035534,-0.9805667867838224,-0.3164373007445789,0.288838158112624,-1.0084939453154318,-2.236061913133754,-0.369050481084098
Lisa,-0.00445247833509425,-0.0901059919652249,0.1871468007576327,0.38790208904868767,0.13731985064622104,0.1299001154437616,-0.5496505602290146,0.1532843642176158,-0.6764829060797057,-0.8073667326791166,-0.10081553524242237,-0.35916576513340204,0.03412244090605013,-0.2813066619005367,0.06573551064278702,-0.21022276698632225,0.47848009723099333,-0.7938188098251352,-0.9808914684753526,-0.19781043284759928,0.12967981235631515,0.3822501695687645,-0.08141641368243012,0.1537966751055761,0.5218630247997519,0.09498528601363322,0.3609821463921511,0.06000816867796733,0.40840160119283686,0.18670432904957446,0.615325169569869,0.11248569752653914,0.0010637395015888357,0.4145268879546146,-0.009026682550608586,-0.034841977139719496,-0.9915652878211376,0.36553219715576624,-0.29185788129108564,-0.7691540748986213,-0.43205038016377795,0.6217387779472362,-0.5155781477695773,0.7493010996554074,0.3298978636830455,0.20326446530429262,0.024660716532467066,0.5002980457314536,-0.2947787520322251,0.24022488034994216,-0.49470505982576135,0.011702652623816725,0.10416924361179743,-0.6211696803012391,-0.6555736622551417,-0.6370095544850087,-0.4095509805069178,0.26497075114996355,0.4937906979902542,0.44496991277232417,0.6022113535985979,0.019015945217392735,0.16895856241545246,0.009818492846969359,-0.4020988894918596,0.3273915235940352,0.09093779807980905,0.5425646800689353,-0.3376927134417154,0.10937174169260104,-0.449929301568866,-0.968537711970498,-0.5380713868286733,-1.0809274070733392,0.029753534358066536,0.3429231041274275,0.23793892881403841,0.07600848552915529,0.288060494657108,-0.2764762046366675,-0.437342788650166,0.2822770161293598,0.4880964206527845,0.31104324919990806,-0.34285907230976065,-0.9984852821306562,-0.010686112035862692,0.6546536951754036,0.11981680001209657,0.11406800221246317,0.5312437626058402,-0.0029275729152789835,-1.2598792287042249,0.3386565723365556,0.6298971958576428,-0.04940224566477189,0.4095631038649619,-1.4290421545753422,0.2594404595424861,-0.7334498117496746,-0.0025832888186077692,-0.030467648414314374,-0.2991036852921633,-1.5467791802029889,-0.8675576301138674
Curtis,0.39031879737368785,0.613960532782532,0.17126645515297717,0.10207618629034482,0.9599566387719414,-0.16020689651977674,0.7601019966840231,0.10768423574682372,0.6365028688119329,0.08163012499193162,-0.572904614413871,0.33361651390317093,0.2685681995623235,0.5240928261134796,0.2796197330782624,0.4080920666983009,-0.40704173759684936,0.3234406268100369,0.4447538781613521,0.37268231397434654,0.5460806286685645,-0.46650718783401757,0.4456292417509652,-0.3020959275089933,0.28927831450754676,-0.366958599984079,0.5221118486554553,0.5402804608121795,-0.4219671054021001,0.27719640928791406,-0.01205369443255984,0.22986788529652857,0.1842754005687378,0.51257344071882,0.7175958634302875,0.4178799440857301,0.17924334061909497,0.26416780801688383,0.8924564073244824,1.1354510716204955,-0.3307677263396277,0.1116907026153581,0.34560654400510316,0.7413591946407414,-0.2801714882264769,0.40038978386755397,0.24345275770327116,-0.1442643237105363,0.16321085107343655,-0.1402479333359394,0.489315132612294,0.5988735041969248,0.19490549806831825,-0.4686696989086492,-0.0037055589352228808,0.3759945981224277,0.772187550609377,0.39133722502364976,-0.24396207742387332,0.1306558150517238,-0.041746729672588245,0.3708860280386719,-0.025706266991426367,0.5915827257769447,-0.4234150996727198,0.2889291928644641,-0.1669504243853762,0.30155454273426496,0.605646005675421,0.8437573315332286,0.6892694846016558,0.265614461591659,0.2806263425263052,0.3645755599651843,0.541521945781398,0.17150560321170452,0.4433889750416251,0.5121130147167585,0.20002430948235106,0.18830619956777025,-0.5274926588520813,0.3441081792252534,-0.440209432896828,-0.21971658767336036,0.28000879086648595,-0.23075333469335663,0.25084683113730755,-0.2694682334434414,0.42947342358371665,0.1925078403395514,0.18661256384367186,-0.5347317265459494,0.7284980781490119,0.6066920420254482,0.338381431208407,-0.35152572140620375,-0.02096491711603017,-1.6602477659865098,-0.0008651825516060362,0.06844427162405699,1.133601516782887,2.0750299806979915,0.34313751476005777,0.03355729704175911,1.1380669070375196
Carole,0.7342412294653121,0.12309145325399107,0.4764369455020348,0.3869837658477809,0.5161700509608164,0.49053362176833215,0.5706354125042764,-0.2192031541718743,0.05361555495675472,-0.44934514233862904,0.5024462869883692,0.6416610168352377,0.9604166519715039,0.14896700379572417,0.5007852321226675,0.011419769947945108,1.119594711409976,-0.8652553934367604,-0.7196180640583913,0.007381146955010073,1.1727881681539587,-0.002197980776592381,-0.40825183074672355,0.42996136602463736,0.4495413863541392,0.21151013501558358,0.5824586920948023,0.62019952274125,0.5108306127449167,0.03290437296280064,0.9998125008411606,0.08003429375179874,0.5911472928243798,0.9223279005582222,0.46871414735521527,0.149707281426476,-0.6156987096054637,0.10099720842301928,0.32600445486447016,-0.597732884608579,-0.6802202647226407,0.8166265924424231,0.11504970934474011,0.6984753599939217,0.9229112516997642,1.2271574712139046,0.6721719532632333,0.7280659039840292,0.11928956205797787,0.6041494590926405,0.18881700083598937,0.40593883175668005,0.9624408729134013,-1.3375552060789075,-0.5273100836230271,-0.2259343279841721,-0.08511009773887282,0.07658602907624905,0.8835518667252394,0.5929331712414833,0.7021143034628721,0.24789432891604524,0.46038789267107577,0.6201694362267794,-0.17230281453371682,0.3077316673175704,0.42445375593559387,0.6571073844133609,-0.1884749236632728,0.5449841646448571,-0.2726055651298464,-0.4109016805125947,0.09477530427796983,-0.5245382674689711,0.5488680039759855,0.20174909028417484,0.715687314076546,0.7357948334787164,1.072873905583989,-0.3701673689512915,-0.2667917510061906,1.1777885048660095,-0.04390690450471434,0.5232169551098169,-0.0054002626359983845,-1.2040098224232052,0.8020894160687061,0.548075614080476,-0.09479561168243503,0.6384149184705363,0.5525864811708588,0.12000150008645312,-0.12788212648271763,0.46642558557733965,0.372879522154169,-0.17349558716006921,0.5870099200809052,-2.1949447933352166,0.6820363008961312,-0.9344056743065795,-0.2836918907451228,-0.4682195891525424,-0.7060503327641373,-1.9077360683655638,-1.0656928055562906
Isabella,-0.3372418448062338,-0.44217783685692164,0.0754899237066068,0.20790251681024027,-0.2411651186581455,0.04372262291236274,-0.32112339917698834,-0.33750539312689054,-0.5746066141650806,-0.9590453949994494,0.07025710913109341,-0.14206145143544574,-0.8059375226046898,-0.43559541996238044,-0.45289764387579834,-0.16737802403334925,0.4857871204034608,-0.01685163112916957,-0.09181210676688983,-0.434363459055855,-0.703030492220759,0.3813885269997515,-1.0019929797461504,0.09131636039983163,-0.4942797180504804,0.10830778923997218,-0.6994538884446598,-0.7234975529628055,0.5499813573025183,-0.09253283589021284,-0.7243969844910126,-0.5238301855036727,-0.4960075435775596,-0.33296771327673846,-0.8112472721201058,-0.37390528914171317,0.08211824809251786,-0.03736799689188483,-0.02350885479908704,-0.999902081316243,-0.2661777036192365,-0.11380052239808196,-0.36293739014512955,-1.0928626363368106,-0.18899026709683164,-0.433122130949167,0.21680458198846064,0.4054944100761803,0.4494819502384837,0.002034580908883276,-0.23995449320095533,-0.23485193840142135,-0.22125424948763975,0.5285362485596142,0.6435048678181818,0.10690138489005785,-0.7498398538612756,-0.3092180383582002,0.003484231579840505,-0.2969426039689267,-0.6695300478515156,-0.30854620656108234,0.10102976531415288,-0.7999110706480267,-0.1393787133624489,0.015008361823056897,-0.4202324803486626,-0.12221054071667972,-0.21515634399499028,-0.9230988713349841,-0.5122217797179425,-0.552708343747064,-0.6999595442197307,-0.8318570507970634,-0.6911572498471641,-0.4076935738988308,-0.49616905879166157,-0.3496231200315328,-0.20168366258217363,-0.15421380388213946,0.1391200060745809,-0.27210110976548496,-0.03851123549813356,-0.034674839593458545,-0.5744905551560426,-0.37695777222898225,0.617259037252068,-0.08549052842379143,-0.2806772098242274,-0.41186078523961084,-0.5564973952797173,0.09858966902257187,0.07585251622575079,-0.4840610959395633,-0.3191228194422246,-0.2911549948660713,-0.3815958471800452,0.04819541638326314,-0.1381908784546647,-1.0724529928792454,-0.6813569689718426,0.08957852332343758,-0.7162257137441235,-1.8982783867123822,-0.7841095851269836
Aubrey,0.3009174283610703,-0.23891463391796902,-0.152774591259491,0.05322207869866933,0.27969976058331014,-0.15922050499512283,0.7111366946991639,0.544902238196726,0.5182347572062864,0.3048987773273886,0.4063596786430949,0.5200898348660239,-0.21623720002135458,-0.11682414060251965,-0.11715066516868697,0.2670717053537522,0.10394232987793169,-0.2594846561050019,0.494338914767657,-0.07896459648576262,0.13280327692370025,0.21176085644726209,-0.32901785893845875,-0.04813291174278668,-0.030627677174872105,-0.002393627420477332,0.028011872040965894,0.10603917417867868,0.053927875470696614,0.250012794961491,0.10953553841568679,-0.10839123923223068,0.06293327072313666,0.2784874635345322,-0.008464039962788536,-0.01703662581886026,0.24149840460470437,0.17361432700019996,0.611303764971793,-0.20495861193607612,0.2803163623692348,0.19198877512264062,0.5224157782250524,0.01050323066057527,0.18605540116448815,0.03244093635405803,0.19473852418209944,0.10791787948340895,0.5969400053232733,0.10749346046885577,-0.273110403005829,0.25267578624341797,0.32717843838871796,-1.1058983403085265,-0.3905168242014661,-0.21191900776011938,0.10001487565162726,0.06678307936142751,0.2848890303012116,-0.08646372586382582,0.0855056561938312,0.10304753838337714,0.03925860298921154,0.1284008829146737,0.0700649570918403,0.32152140705756427,-0.17220454929865656,0.18442752666479703,0.17442449865476717,0.027214570226688724,-0.06743117281434007,0.21290859862561434,-0.3355709696556325,0.37276070721838334,0.0010911733675440837,-0.15857231587201168,0.005352174501767185,0.12154844801186562,0.11384647696733374,-0.2830521863489595,-0.07925665911753063,0.2772139213127684,0.4138065138659466,0.18379076145725542,0.4538304680013727,-0.47677050639227214,0.7784035386064719,0.2650938249195182,-0.030529686773171593,-0.14029461048999167,-0.12919170617841444,-0.10810858465348737,0.6754281538320691,0.14413259198886044,0.18308522987603887,0.2719932646636803,0.41345137758375006,-1.4842827134362262,0.2254913686483639,-0.13988353476838183,0.6094853651589207,1.2360010410581221,0.23455307438344825,-0.4414084134823846,0.31410902958075243
