,sport,beverage,direct_correlation,indirect_correlation,same_correlation
0,football,water,-0.2444517981621239,-0.4456381536184811,True
1,football,coffee,0.061686606688181427,-0.5572814681176522,False
2,football,tea,-0.4528232108700033,-0.7083697317546069,True
3,football,juice,-0.4040627665478065,-0.5777120033193881,True
4,football,milk,-0.3828432170629104,-0.6513975604143017,True
5,football,soda,0.9168949459038532,0.19167914169849926,True
6,football,alcohol,-0.038978378402270905,0.2587248290221257,False
7,football,liquor,-0.3054538273497004,0.5145638209563178,False
8,football,beer,0.7039880221956012,0.7515818803331167,True
9,football,wine,-0.5494721765616167,-0.728958204635034,True
10,football,vodka,0.2135247367983108,-0.035029758951420575,False
11,football,whiskey,0.17480821891162035,0.6631816581259846,True
12,football,champagne,-0.2981449233861054,-0.6768758371711858,True
13,basketball,water,0.07136687636623333,-0.33042953968110944,False
14,basketball,coffee,0.4960105902820318,-0.4814428835760536,False
15,basketball,tea,-0.5424321340787364,-0.6636903592200748,True
16,basketball,juice,0.1649339829259648,-0.4037983967610519,False
17,basketball,milk,-0.1518521179950387,-0.5968727788307541,True
18,basketball,soda,1.3439521662851237,0.3224112273627593,True
19,basketball,alcohol,-0.19429719311308505,0.314174855033675,False
20,basketball,liquor,-0.12229496733981207,0.4408274999001057,False
21,basketball,beer,0.7529668223036702,0.6304290352177434,True
22,basketball,wine,-0.3588347054219824,-0.6202524663870606,True
23,basketball,vodka,0.34201729267727776,0.05077144303264964,True
24,basketball,whiskey,0.3572619608365729,0.5308793294529163,True
25,basketball,champagne,-0.5689156980634563,-0.603620811100022,True
26,cricket,water,0.492602789802252,-0.2326333405062424,False
27,cricket,coffee,0.1676000525616352,-0.09425063549185002,False
28,cricket,tea,1.4600670930216637,-0.03089255347711815,False
29,cricket,juice,-0.33295879220133584,-0.2544566616540455,True
30,cricket,milk,0.8624407495521225,-0.0742969147814397,False
31,cricket,soda,0.3444853168135179,-0.08484291589995455,False
32,cricket,alcohol,0.11422629104078402,0.004546000765355459,True
33,cricket,liquor,0.2534822819330808,0.16549042115249749,True
34,cricket,beer,0.3573860140426113,0.3318247223935125,True
35,cricket,wine,-0.1284230966999241,-0.2122980971297153,True
36,cricket,vodka,-0.0011214700890349036,0.09247527837348887,False
37,cricket,whiskey,-0.12939569047670516,0.1839041699909053,False
38,cricket,champagne,0.3867987848909836,-0.0950634259775242,False
39,hockey,water,-0.04764709225066074,-0.3832988941070785,True
40,hockey,coffee,0.11989038686617505,-0.466105150094776,False
41,hockey,tea,-0.35794442459736125,-0.6283227776515264,True
42,hockey,juice,-0.1487838799452879,-0.4406071420761179,True
43,hockey,milk,-0.2607974689053469,-0.5941248601739177,True
44,hockey,soda,1.1235913132788748,0.2747811362395977,True
45,hockey,alcohol,-0.2068157390241116,0.2756406350721566,False
46,hockey,liquor,-0.2064570425604493,0.4095725995425339,False
47,hockey,beer,0.7452360169116452,0.6193525751427174,True
48,hockey,wine,-0.3726537947223771,-0.6029268774777045,True
49,hockey,vodka,0.6614801776078579,0.07549500906923458,True
50,hockey,whiskey,0.4536669073595502,0.5214018436692947,True
51,hockey,champagne,-0.08879887853372484,-0.5536303801347355,True
52,tennis,water,0.3303860773188061,-0.2801803766789844,False
53,tennis,coffee,0.6197730584716218,-0.18228073423879726,False
54,tennis,tea,0.2698149401705304,-0.3314181240741041,False
55,tennis,juice,0.5276568882642129,-0.2070379510327342,False
56,tennis,milk,-0.08034728848035283,-0.32202510055166245,True
57,tennis,soda,0.9276112349528772,0.23474079882250776,True
58,tennis,alcohol,-0.26034663603723496,0.19050626502630488,False
59,tennis,liquor,-0.3134444444050069,0.2341249052723721,False
60,tennis,beer,0.4499809835272688,0.39402964622351794,True
61,tennis,wine,0.3505844791574536,-0.2954207212937645,False
62,tennis,vodka,0.6061463679151299,0.20142398448158566,True
63,tennis,whiskey,0.30888026643146976,0.29670977109331137,True
64,tennis,champagne,0.6031767702331678,-0.22447415915364866,False
65,volleyball,water,0.4617038786180338,0.07046981761964441,True
66,volleyball,coffee,0.5242101443446436,-0.03941237969252688,False
67,volleyball,tea,-0.045919108058457066,-0.19146474370034314,True
68,volleyball,juice,0.5429331390903847,0.20478141580688566,True
69,volleyball,milk,0.10538479515513123,-0.14780289262882726,False
70,volleyball,soda,1.5381673171000514,0.5041196058082222,True
71,volleyball,alcohol,0.0064311479734786,0.15626066056727564,True
72,volleyball,liquor,-0.1632536484977628,-0.051969760604495666,True
73,volleyball,beer,0.5626035628151271,-0.00773371315058027,False
74,volleyball,wine,0.1062613933694793,-0.06742524690772173,False
75,volleyball,vodka,0.5780565734619781,0.2288144330589671,True
76,volleyball,whiskey,-0.015661090328250943,-0.054788328829867367,True
77,volleyball,champagne,0.1275008136270989,-0.09280692469011104,False
78,table tennis,water,0.15031713849269418,0.03187769155750285,True
79,table tennis,coffee,0.4295952459623577,0.3418672325244748,True
80,table tennis,tea,0.9154942558733256,0.4682958723644873,True
81,table tennis,juice,0.07826246555890581,0.19127189581641352,True
82,table tennis,milk,0.2557023873940041,0.4044512120281363,True
83,table tennis,soda,0.4863319693601481,-0.15969379762501967,False
84,table tennis,alcohol,-0.14474677171131708,-0.11287876737157986,True
85,table tennis,liquor,-0.12077863136792813,-0.20214260891176866,True
86,table tennis,beer,0.3941935399333412,-0.1885397449255294,False
87,table tennis,wine,0.7561880814199159,0.35217626261053864,True
88,table tennis,vodka,0.4988330678720979,0.2686094256926229,True
89,table tennis,whiskey,0.02563167694483624,-0.3167967691485712,False
90,table tennis,champagne,1.1947926267246145,0.4383346260017417,True
91,martial arts,water,0.03424125297370228,-0.1600636039670078,False
92,martial arts,coffee,0.5053761761718035,-0.4173403817029668,False
93,martial arts,tea,0.8965412808355522,-0.4887663825352084,False
94,martial arts,juice,0.4168770774556672,-0.2373899297066868,False
95,martial arts,milk,0.05973071125202409,-0.4692576317259279,False
96,martial arts,soda,0.4108571240225173,0.052971321032335976,True
97,martial arts,alcohol,0.4853066743043806,0.2773209876193996,True
98,martial arts,liquor,0.5251091989138147,0.2748493939323587,True
99,martial arts,beer,0.22372732997932324,0.3208875292395846,True
100,martial arts,wine,-0.2392920838822168,-0.3703093791456384,True
101,martial arts,vodka,0.2721118315914793,-0.053095659602582806,False
102,martial arts,whiskey,0.1186693960994333,0.31958343108021386,True
103,martial arts,champagne,-0.22808214356866086,-0.3413512156058463,True
104,baseball,water,-0.15656436303667512,-0.3777339213821526,True
105,baseball,coffee,0.2297958057419988,-0.459100739219944,False
106,baseball,tea,-0.9041706490165528,-0.6485011142512581,True
107,baseball,juice,-0.16954384526170654,-0.4740959489218813,True
108,baseball,milk,-0.6618901492903697,-0.5844465761215308,True
109,baseball,soda,1.1533596964443462,0.2698071410782765,True
110,baseball,alcohol,-0.5847304213292502,0.2337972104143109,False
111,baseball,liquor,-0.11759463897043256,0.4889309210866641,False
112,baseball,beer,0.8498894015139506,0.6945620305517763,True
113,baseball,wine,-0.4639867652895081,-0.686318970018486,True
114,baseball,vodka,-0.08792748144458758,-0.037658720075378564,True
115,baseball,whiskey,0.8626996778025795,0.6241842780943357,True
116,baseball,champagne,-0.6672959652119467,-0.6458326170782651,True
117,american football,water,-0.6524120064372173,-0.3926056133546061,True
118,american football,coffee,0.6991253355736706,-0.3697708523354216,False
119,american football,tea,-0.3013491575554007,-0.6132476141209691,True
120,american football,juice,-0.09243675513312127,-0.4157106634133591,True
121,american football,milk,-0.9323231012220992,-0.585036450971317,True
122,american football,soda,0.5743434735345925,0.17454683369571816,True
123,american football,alcohol,-0.3601582542545485,0.2562367259217234,False
124,american football,liquor,-0.66678489056724,0.4295094905822516,False
125,american football,beer,0.6167592929571298,0.5745894315838467,True
126,american football,wine,0.1165411404866833,-0.5020514957803068,False
127,american football,vodka,0.6598521565080466,0.01933984494510287,True
128,american football,whiskey,0.019326668862131063,0.5501607256267639,True
129,american football,champagne,0.5935662225876817,-0.484216152565681,False
130,rugby,water,-0.14875336397472513,-0.4018151885787526,True
131,rugby,coffee,0.06058935443963408,-0.471134982228792,False
132,rugby,tea,0.0609731726626347,-0.5702272476059786,False
133,rugby,juice,-0.5631341077123484,-0.481818958984861,True
134,rugby,milk,-0.442455369882284,-0.5758549351170433,True
135,rugby,soda,0.4365702997637175,0.1004561567519454,True
136,rugby,alcohol,0.03040810826668596,0.22110157804966651,True
137,rugby,liquor,-0.6575131776746759,0.33577729786033794,False
138,rugby,beer,0.640807417918122,0.5871748828482461,True
139,rugby,wine,-0.15783798314700462,-0.5515785281335295,True
140,rugby,vodka,0.12104614962796635,0.04172938905238631,True
141,rugby,whiskey,0.06962508712651926,0.4815323138586619,True
142,rugby,champagne,0.25737572595709785,-0.4742671554869126,False
143,golf,water,-0.22086106021726212,-0.4779011032328038,True
144,golf,coffee,0.3419146823614785,-0.1149925541925814,False
145,golf,tea,-0.07455660973987495,-0.2316647687959744,True
146,golf,juice,-0.1529359666066803,-0.3920187039240469,True
147,golf,milk,-0.8429175690822741,-0.2281068552423217,True
148,golf,soda,0.3191509033545434,0.03694721185669887,True
149,golf,alcohol,-1.0210940062276528,0.04837412810208701,False
150,golf,liquor,-0.29798434702347193,0.4097366316585108,False
151,golf,beer,0.7934836541132372,0.5990330705799033,True
152,golf,wine,0.2589623098651442,-0.4583004835330452,False
153,golf,vodka,-0.15593392222542096,0.014838343391915781,False
154,golf,whiskey,1.0388646526215897,0.4847975105948212,True
155,golf,champagne,0.5500603733165362,-0.34797368932680417,False
156,athletics,water,0.29911860124369555,-0.3625829274851892,False
157,athletics,coffee,0.2912916584959909,-0.4470032853089791,False
158,athletics,tea,0.028882393749688286,-0.5958818790648424,False
159,athletics,juice,-0.2576977224777289,-0.4538987994395444,True
160,athletics,milk,-0.0928747448944692,-0.5534792152397794,True
161,athletics,soda,0.7359049296420693,0.2478300665968853,True
162,athletics,alcohol,0.3881687728036459,0.2706138892029512,True
163,athletics,liquor,-0.13056128960753094,0.4567854189780021,False
164,athletics,beer,0.4733434792168947,0.6077483899203927,True
165,athletics,wine,-0.15498446143789868,-0.5958035693748989,True
166,athletics,vodka,0.2092821500050587,-0.01672771141843678,False
167,athletics,whiskey,-0.26211425468850363,0.5661451602011892,False
168,athletics,champagne,-0.04840997122345956,-0.5453020494316192,True
169,badminton,water,0.4659311473731375,0.01736876859127402,True
170,badminton,coffee,0.3014642991326076,0.12164290977606257,True
171,badminton,tea,1.3165343494974275,0.15806601117990388,True
172,badminton,juice,0.13275746942086178,0.1556707907861005,True
173,badminton,milk,0.4408229246513449,0.11400674952229027,True
174,badminton,soda,0.4533488989898702,0.0838068007236948,True
175,badminton,alcohol,0.25600696203535,0.046860468658463966,True
176,badminton,liquor,0.04886234449146663,-0.13431499104294078,False
177,badminton,beer,0.2655992768554024,-0.05885335630309198,False
178,badminton,wine,-0.07816803707886495,0.12883446921719513,False
179,badminton,vodka,0.5053980703370563,0.3112986467564838,True
180,badminton,whiskey,-0.6250108740853968,-0.21193106977341492,True
181,badminton,champagne,0.5163765687272741,0.1992947247677164,True
182,boxing,water,-0.312898862241896,-0.4307758099770822,True
183,boxing,coffee,0.24869263328705474,-0.3757760724825453,False
184,boxing,tea,0.22058363703323255,-0.4033858525254588,False
185,boxing,juice,-0.2990448565776864,-0.5164314753185618,True
186,boxing,milk,-0.4166764880980551,-0.3829092738845959,True
187,boxing,soda,0.09322007564692474,-0.13757426089497646,False
188,boxing,alcohol,-0.08818059638126187,0.15254088351959494,False
189,boxing,liquor,-0.03010181057298372,0.4515185959162935,False
190,boxing,beer,0.5836810448252646,0.6231699174396371,True
191,boxing,wine,-0.1800667195820544,-0.5304652227028357,True
192,boxing,vodka,0.4421795107704506,-0.013932774611574198,False
193,boxing,whiskey,0.27047528081263866,0.508958431420331,True
194,boxing,champagne,0.2109015345258998,-0.400830797994404,False
195,Formula One,water,-0.4161522850886452,-0.395971867933823,True
196,Formula One,coffee,0.1149114881197858,-0.30185479560517225,False
197,Formula One,tea,-0.07950119419164534,-0.4299794233520739,True
198,Formula One,juice,-0.4779178744841992,-0.34164856202370353,True
199,Formula One,milk,-0.5744256122124062,-0.4556657262658383,True
200,Formula One,soda,0.17240273246139454,0.000663040624438826,True
201,Formula One,alcohol,-0.2296393070189368,0.2001118038615949,False
202,Formula One,liquor,-0.8537007292544555,0.2214265365980011,False
203,Formula One,beer,0.6172271794466723,0.40441844168862345,True
204,Formula One,wine,0.17848709787370207,-0.28912153395261475,False
205,Formula One,vodka,0.3661639511968462,0.11956235362369355,True
206,Formula One,whiskey,-0.33136283182354537,0.3090388026304107,False
207,Formula One,champagne,1.2772789358811123,-0.19735306954154455,False
208,MotoGP,water,-0.16577140695484474,-0.2817069448309439,True
209,MotoGP,coffee,-0.004492490631197209,-0.4551842373557964,True
210,MotoGP,tea,-0.5122985361244871,-0.5921777852425663,True
211,MotoGP,juice,-0.39185632265520975,-0.3237781400541992,True
212,MotoGP,milk,-0.20349082980214964,-0.5662838353536114,True
213,MotoGP,soda,0.5353375660685799,0.09337069767284273,True
214,MotoGP,alcohol,0.10949453065272836,0.2738220077745369,True
215,MotoGP,liquor,-1.1345061348732488,0.2501696100492415,False
216,MotoGP,beer,0.638388086039168,0.4076219224909619,True
217,MotoGP,wine,-0.2601848433674713,-0.41931166756238863,True
218,MotoGP,vodka,0.036409341612195965,0.024141710973118298,True
219,MotoGP,whiskey,-0.7657492262398649,0.3527894649820135,False
220,MotoGP,champagne,0.5088429383711573,-0.37311572260826775,False
221,cycling,water,0.9270640215861212,-0.27538795771762586,False
222,cycling,coffee,0.8536886083234487,-0.28063037796219986,False
223,cycling,tea,0.5285363198234554,-0.3779874822668026,False
224,cycling,juice,0.16570591092623685,-0.2942543505889592,False
225,cycling,milk,0.4778582141902994,-0.3666653595088884,False
226,cycling,soda,0.8306480350077576,0.1570689028344969,True
227,cycling,alcohol,0.038725302079923314,0.16143972095328607,True
228,cycling,liquor,-0.7573917359750759,0.16228333555944274,False
229,cycling,beer,0.3664245511632281,0.3950167304568469,True
230,cycling,wine,0.4172415728519685,-0.3483635689510916,False
231,cycling,vodka,0.20417441700114766,0.08256878939439126,True
232,cycling,whiskey,-0.555512906355484,0.2470858809869094,False
233,cycling,champagne,0.5404392582442479,-0.2794296748386737,False
234,swimming,water,2.1799424082423147,-0.06519597080929118,False
235,swimming,coffee,0.32455625302407315,-0.3065038647433679,False
236,swimming,tea,0.4425872743694935,-0.41203599097412463,False
237,swimming,juice,0.31769640888811324,-0.12812310944081587,False
238,swimming,milk,0.768163805457456,-0.38122575989025853,False
239,swimming,soda,1.0056904514358032,0.3780739433867256,True
240,swimming,alcohol,-0.2581719135753666,0.2399104162004095,False
