index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
football,-0.5910605292074246,0.4291224289462565,24.679064,-67.46585,0.0067643276,9.20245
basketball,-1.7998193922042334,-0.04213082189152327,94.08886,-18.142677,-3.5274754,0.78080904
cricket,2.308629011716839,-0.12934288264238236,-169.5464,105.01853,15.783723,5.403699
hockey,-1.5234297715857394,-0.05517411082802266,82.46635,-22.952595000000002,-3.439603,1.3019704
tennis,0.05750176247130233,0.2779072953483536,-36.778465000000004,-57.54067,-1.594899,10.594066
volleyball,-3.866132606243721,-0.441884783317306,143.89551,24.642597,-2.1281482999999994,0.7166079000000001
table tennis,3.443734250252172,-0.08692225045093872,-199.13962,105.60551000000001,15.091979,5.3201165
martial arts,-2.294156549995504,-0.1481710993504144,121.07242600000001,-7.818953,-2.8647816,0.27788302
baseball,-0.6769900092589602,0.1527259038421671,34.48453,-57.553413,-0.013170588,8.826842999999998
american football,-0.3903265364137979,0.018574685445251173,7.988728,-59.655304,-0.6435221,9.484656
rugby,-1.1442590572935671,-0.07708435432298465,68.83893,-32.09547,-3.4946015,1.753655
golf,3.475837721965621,-0.1889236538201305,-203.92218,121.61242,14.687806,4.9170766
athletics,-0.5454497421779372,0.08663690611351979,22.080246,-53.74555600000001,-0.2703407,9.422141
badminton,-0.01298850950497588,0.5977054379455223,-35.883404,-44.592785,-1.2405785,10.938961
boxing,2.858331633034432,-0.08297028163908554,-183.5094,99.45568,15.554867000000002,4.960922
Formula One,-0.010661959394991049,0.06337132184461025,-9.856549000000001,-72.45453,-1.3287873,9.860617
MotoGP,-2.234305964874624,-0.1810201620006443,111.251274,-14.496198000000001,-3.134372,0.4599649
cycling,-0.4232430116243517,0.19813134887896988,1.0285783000000002,-48.425663,-0.7490095,10.157045
swimming,-3.4004263815015925,-0.363259160206564,139.50298999999998,13.107378,-1.9592192,0.64196926
snooker,3.822153310039332,-0.2653104076011587,-194.28839,127.42858999999999,14.598726000000001,5.4610987
shooting,-0.8449013495506729,0.0673837004952215,41.182796,-44.46998,-0.44516462,8.745163
gymnastics,-3.4683375338052658,-0.3487091545421398,130.63808,22.054287,-2.2170357999999997,0.8012314
handball,-0.28589408260474425,1.020298283481886,-24.332293,-40.494267,-1.0180013,10.596260000000001
wrestling,-0.08143788379086568,0.14678215681687254,-10.385003999999999,-56.58544000000001,-0.9555524,9.776589
skiing,-1.4388049504807816,0.048619982209989865,84.672554,-35.51964,-3.6587769999999997,1.352684
horse racing,2.5227253247173618,-0.021197312034302453,-172.46448,93.44359,15.848153,5.0194230000000015
horling,4.599077315706752,-0.32233855303644504,-199.34053,142.0792,14.437123999999999,5.535648
pickleball,3.1515520362238347,-0.19555289987925745,-186.60396,117.480995,15.031931,5.144153599999999
water polo,-2.3116525495542017,-0.17698636996973868,108.05039,-1.7541918,-3.013525,0.56104374
bowling,1.1047360049403083,0.019718806164399867,-35.706863,-75.99724,-1.6506197,10.265135
