,sport,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
0,football,straight,0.23826077021462475,0.4241027720523444,True
1,football,homosexual,0.4082256377605357,0.26038872953067904,True
2,football,gay,0.6036465600477545,0.3838806946324679,True
3,football,lesbian,0.6500138848284508,-0.2325786152944587,False
4,football,bisexual,0.4661381247186826,0.17917138987368622,True
5,football,bi,0.6219656410466213,-0.004346244802304654,False
6,basketball,straight,0.3648129051354753,0.43210442482765854,True
7,basketball,homosexual,0.4596008699979357,0.1537527138132876,True
8,basketball,gay,0.916411568262546,0.2900242996380501,True
9,basketball,lesbian,1.4779700681973664,-0.2268443499543235,False
10,basketball,bisexual,1.2290353075204623,0.11270493137284028,True
11,basketball,bi,0.7316722445350765,0.007183666503746584,True
12,cricket,straight,0.17831867867271764,0.1762510979236636,True
13,cricket,homosexual,-0.2017485950558865,0.3215087466988474,False
14,cricket,gay,-0.21262423410529688,0.35136586246254004,False
15,cricket,lesbian,-0.9190356589408823,0.1241904124338839,False
16,cricket,bisexual,-0.4248317358768814,0.2820463396148227,False
17,cricket,bi,0.6750935199030755,0.15811626919013466,True
18,hockey,straight,0.3839083507350821,0.4472313659388305,True
19,hockey,homosexual,-0.4004749382994657,0.12635674017382714,False
20,hockey,gay,-0.420845662427068,0.2621822491067893,False
21,hockey,lesbian,0.5755395060926572,-0.22404983285554134,False
22,hockey,bisexual,-0.7573492705140447,0.10446417849050248,False
23,hockey,bi,0.7352759237868006,-0.011707763496835845,False
24,tennis,straight,0.11875057147560268,0.3015173251705408,True
25,tennis,homosexual,0.3638116182943744,0.1871006962208743,True
26,tennis,gay,-0.1519702201716887,0.2849483702610176,False
27,tennis,lesbian,0.6847114453571351,0.0265421715402842,True
28,tennis,bisexual,0.1597952712136265,0.2286120565795069,True
29,tennis,bi,1.3117135731172045,0.1218159051354513,True
30,volleyball,straight,0.004692140297724105,0.20804723407379674,True
31,volleyball,homosexual,0.3525276771504106,-0.282620718649979,False
32,volleyball,gay,0.3897694754068508,-0.1691566024809093,False
33,volleyball,lesbian,0.8249679222388656,-0.06898490139737237,False
34,volleyball,bisexual,1.0851651830229319,-0.12873796746781405,False
35,volleyball,bi,0.8304469204743286,0.0006862981043198348,True
36,table tennis,straight,0.3155574713497867,-0.1210475744853901,False
37,table tennis,homosexual,0.5355177439369551,0.19790433387080286,True
38,table tennis,gay,0.4052106108691028,0.1523628432866239,True
39,table tennis,lesbian,0.9921473656231156,0.39286124409555373,True
40,table tennis,bisexual,0.4162162034270617,0.26404898276540545,True
41,table tennis,bi,1.5586529765768855,0.25725801643536383,True
42,martial arts,straight,-0.11556318920185295,0.18456452168597925,False
43,martial arts,homosexual,0.4839285719560683,0.0077419821749963175,True
44,martial arts,gay,-0.06719834847437746,0.06718478899520952,False
45,martial arts,lesbian,0.2504825787881142,-0.2831456342258088,False
46,martial arts,bisexual,0.09054144260267337,-0.06528972541666772,False
47,martial arts,bi,0.9360508833843204,-0.08538566050131675,False
48,baseball,straight,0.2968563837665647,0.4073306138527175,True
49,baseball,homosexual,0.11824512208389887,0.20905909868021272,True
50,baseball,gay,0.2473133010953256,0.33951781226015226,True
51,baseball,lesbian,1.3632005403524918,-0.1817851169638374,False
52,baseball,bisexual,0.5987296336552035,0.17063897572540285,True
53,baseball,bi,0.6172715652801436,0.022241766568013837,True
54,american football,straight,0.02684791793017169,0.3110530655792228,True
55,american football,homosexual,0.3795107869050136,0.23035589502822315,True
56,american football,gay,0.9843218341408108,0.3298927733781091,True
57,american football,lesbian,1.2652732394051327,-0.1638471662820694,False
58,american football,bisexual,1.2498676957655839,0.17158487348816515,True
59,american football,bi,0.9041502449197042,0.0391226842972563,True
60,rugby,straight,0.3150125872411049,0.4217949330418583,True
61,rugby,homosexual,0.3355629894461936,0.1291550372943649,True
