index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling
58,-0.6214367213561248,-1.113328330019785,0.19899828319515742,-0.832307642235108,-0.48729717015334656,-1.5528058836362943,-0.44940393562430625,-0.805544624280678,-0.19504445730874279,-0.8965369356610511,-0.8375806087465828,0.729301641071126,-0.27208943998280954,-1.26095444456234,-0.24192885859615498,-0.7620921884994547,-1.9318693853209195,0.013233835118976892,-1.013975484192549,0.03646918530794841,-0.9625686040777995,-1.5267093410468884,-0.6578910814427261,-0.7755899816145138,-0.10599691041024582,0.3781202579716066,-0.4750570470058469,-0.5801655194607523,-0.9856015352152017,-0.29713549260362565
59,-0.7507036885424794,-1.3026452506271942,0.014510154552121395,-1.0160998778435382,-0.715389352897026,-1.8799809246720942,-0.7710535332496177,-0.9439641237665635,-0.42385501844046797,-0.7707568195122544,-0.8678151576600437,0.6376163520107707,-0.433365196721231,-1.6251274719128703,-0.43879221865730617,-0.6050564195716465,-1.3993380955448638,0.09351870737649354,-1.2200241214982726,-0.04899114704739543,-1.1319622710656216,-1.9201355487683855,-0.7968286049282106,-0.9719678817898415,-0.156335167710958,0.4687044203622797,-0.6806448970495262,-0.6862148547458972,-1.099018859297044,-0.4647012593037719
60,-0.9838882785387356,-1.6497380016608951,0.05102478728488097,-1.071858653487886,-0.7782797419130808,-2.0080074813536783,-0.7135457096718875,-0.6448872526406424,-0.5542372740143325,-1.3696813153707867,-1.057039596114325,0.5318853076814414,-0.5267708173178051,-1.649320497981528,-0.3029411992617281,-0.8788858357325103,-2.2265828965836496,-0.011770320334191385,-1.247120712140109,-0.3634240958762262,-1.0231398994308467,-1.7700631895477505,-0.8715274180595197,-0.8335267240824696,-0.1499437553937833,0.5753490109885866,-0.2909768177534956,-0.5748025360211113,-1.3288578878492086,-0.4980635348440026
61,-0.9472559904176697,-1.4947468162757749,0.05028678621851734,-1.0833078494322683,-0.8214442098701994,-2.0111556559747137,-0.7646696964041378,-0.8677829741012424,-0.47346100556356496,-1.163534139381989,-1.0320949053643222,0.5492144212921439,-0.6400936227120411,-1.6202895959922181,-0.3937981779338207,-0.7770923079552225,-1.9238407374831403,-0.05243438556737947,-1.4271340736721883,-0.08514144156656937,-1.2107055320110962,-1.9336292757113895,-0.8208322312739199,-0.9791923491423695,-0.36902451476792447,0.3875571458484065,-0.5830062381363572,-0.7004931926231965,-1.294574420369521,-0.45560794659402676
62,-0.8417067613283574,-1.29497328069311,-0.008623911243631453,-1.0104299107265375,-0.6326606654316038,-1.7700127814334656,-0.7609206906416263,-0.9129805565880534,-0.37348427278914204,-1.1410460697449858,-1.1203115405277009,0.7343466753031531,-0.46574272448705867,-1.560202648002884,-0.38999322678589726,-0.8807623750794541,-1.7265110755511457,0.05630824936706328,-1.2621176542056458,-0.3238493962389676,-1.0436464134379861,-1.8522611108119902,-0.8694244736717919,-0.8503454912662892,-0.20439835171131435,0.5157351866172929,-0.7056785007727262,-0.7352879566889882,-1.1731861720201404,-0.3794723379986818
63,-0.84714318210938,-1.2787773029688185,0.1813432864565498,-0.9668395087405307,-0.6070087721273522,-1.6703993959787997,-0.4211386837651088,-0.7742485784378632,-0.48254449026304025,-1.0746741381586227,-1.0801757209614828,0.6035750400654675,-0.4621692188082781,-1.2723246011383038,-0.30806880266376735,-0.9184948946738182,-1.9637340041118103,-0.0508961188833695,-1.2338605601740615,-0.3157951537971243,-1.0742043893274116,-1.8402456038541901,-0.6052582226376372,-0.8619267679101794,-0.25802629788511994,0.425065180378736,-0.5488164258866715,-0.77045584362333,-1.0653842394403208,-0.3626912517876946
64,-0.5570572831650604,-1.0689135151414402,0.14459908342757954,-0.7498036339562757,-0.35775592208234863,-1.3929601862393992,-0.4082132487098951,-0.6204696872339452,-0.15343918718565344,-0.8594022544266036,-0.7551307760207903,0.7640272329506459,-0.3646820015308342,-1.1774479737992103,-0.13373384032719401,-0.6100646284412586,-1.6374658908422552,-0.03160927832778872,-0.995702811049317,-0.05667033965809327,-0.7910020557648171,-1.4707985196028817,-0.566436831698545,-0.5097892035647698,-0.13773095071910607,0.5558258273058907,-0.44683755130094077,-0.41377850607870714,-0.8874566759934821,-0.18310090579245866
65,-0.867568674796602,-1.3078450236179757,0.053967278297767735,-0.9573465664270575,-0.60299126389334,-1.7877469169715732,-0.6628867235954151,-0.7624669099644925,-0.34667098019982134,-1.3663202215429948,-1.1140548713999896,0.7004213729654696,-0.42799052662553794,-1.6175246597866573,-0.3650935696911246,-1.0551609410253147,-2.503743957016678,-0.1164195268668627,-1.2016999394014305,-0.46781353275515436,-1.0758588591867169,-1.7451824449832094,-0.8719420587345212,-0.7552391563439812,-0.20634297160106332,0.44504527410116695,-0.4899097704392745,-0.4467998165709037,-1.301996514352749,-0.3874524586823801
66,-0.910146030328442,-1.5538112066424101,-0.03212515167756306,-1.118744167985787,-0.8117042361371273,-1.970043938491293,-0.9747021296036568,-0.8340050191114259,-0.48337785281933965,-1.1334684734974059,-1.1340320125421954,0.5925361312547616,-0.6052466821223523,-1.7421168851522415,-0.3587468199910349,-0.7895132906080392,-1.9265005073092323,-0.047953874624377425,-1.4041244661438084,-0.3993589925468503,-1.243732743263626,-1.8804654921772461,-0.9975047445871135,-0.843575845919656,-0.29197389048128103,0.5234198496382019,-0.6461478769158607,-0.6595477585540421,-1.2829158134478886,-0.527948195875778
67,-0.8979033899020792,-1.4477923388077174,-0.029935602342104937,-1.0133107141407234,-0.7203430010674705,-1.7790406168209854,-0.7647166308330338,-0.8918327813451238,-0.4803877417297574,-1.1507647901595186,-1.1109243609105615,0.49722432773429304,-0.5519402027818407,-1.561707279199403,-0.4519613039643813,-0.9519809442196173,-2.2392960493110956,-0.22069994972732077,-1.3675098461828081,-0.3759737900112327,-1.3057658367806348,-1.8379366746658845,-0.8035960563978627,-0.8650389733989351,-0.33413966777185605,0.41768977092915105,-0.6402227198244623,-0.6953276979585002,-1.1877247318243807,-0.5518637553318012
