,sport,age,direct_correlation,indirect_correlation,same_correlation
0,football,1,-0.3507914511018629,0.05919198864654991,False
1,football,2,-0.4073962002127667,0.11193849236181397,False
2,football,3,-0.3311576512440144,0.056151989730575724,False
3,football,4,-0.10246153783547997,0.05627212661913815,False
4,football,5,-0.06864628620973788,-0.03671129475176512,True
5,football,6,0.0036532927804398046,0.045948856721836406,True
6,football,7,-0.022972141132230183,-0.01394751855819087,True
7,football,8,0.08671513164064211,0.09705372815713653,True
8,football,9,0.13376718616768427,0.01012804376597594,True
9,football,10,0.041026214639533334,0.0018770468209711652,True
10,football,11,0.19177284878362916,-0.04207429292874378,False
11,football,12,0.10135278937845073,-0.059919926664930574,False
12,football,13,0.14037305118479726,0.009990954585740994,True
13,football,14,0.3528431196074739,-0.12088116871093965,False
14,football,15,0.34095488641091903,-0.12832660102666013,False
15,football,16,0.5504846852378169,-0.0031954300095755803,False
16,football,17,0.5395063256683891,0.006024566266215837,True
17,football,18,0.4871688499721336,0.0235532970984686,True
18,football,19,0.4883187981588105,-0.001147291529733673,False
19,football,20,0.3001722941223495,0.007567336763853602,True
20,football,21,0.3085368596027195,0.14843966157081165,True
21,football,22,0.17350329522699154,0.08277638897271901,True
22,football,23,0.2712749624600704,0.011566230830522758,True
23,football,24,0.1599253663604274,0.06296734519910868,True
24,football,25,0.25142904399491217,0.04341300304546267,True
25,football,26,0.11033655852117777,0.0660124036450274,True
26,football,27,0.04290290367778622,0.05126154837445005,True
27,football,28,0.07701954526986937,0.0361466211999056,True
28,football,29,-0.033371204607736994,0.03399093563239453,False
29,football,30,-0.10572768166498572,-0.034946771518539574,True
30,football,31,-0.1222047964884966,0.061085138131438926,False
31,football,32,-0.09472696024051502,0.18941057086488267,False
32,football,33,-0.11199616345119684,0.11173255900955896,False
33,football,34,-0.0878122275073966,0.07113461755251002,False
34,football,35,-0.020556852609612482,0.10540217883694096,False
35,football,36,-0.18301111718520868,-0.045029901360399464,True
36,football,37,-0.07594532948142697,-0.003905271866190276,True
37,football,38,-0.13836629890597268,-0.010510592241792578,True
38,football,39,-0.12293822123820412,0.004290594624062483,False
39,football,40,-0.2770390699452718,0.01007483109351667,False
40,football,41,-0.1286160509516559,0.026702250039309226,False
41,football,42,-0.1857607981444601,0.006509901429073299,False
42,football,43,-0.2678252694123352,-0.019003863076821198,True
43,football,44,-0.2707983967139749,0.06274580626626286,False
44,football,45,-0.2512376196042978,-0.034251153829911965,True
45,football,46,-0.13279902508709324,-0.007931370912616949,True
46,football,47,-0.4047210673695512,-0.03794191784664983,True
47,football,48,-0.3919715910494401,-0.09632180004983992,True
48,football,49,-0.27116105041396643,0.0038195033675675174,False
49,football,50,-0.5439396725918157,-0.07256968400932813,True
