,occupation,sport,direct_correlation,indirect_correlation,same_correlation
0,accountant,football,0.23852446352140386,-0.00031057301350712285,False
1,accountant,basketball,0.09033335458927312,0.003475944158513081,True
2,accountant,cricket,0.7590578598746371,0.09622631021002163,True
3,accountant,hockey,0.2518582663230955,0.05180422248486008,True
4,accountant,tennis,0.42043511777088094,0.06886934905965676,True
5,accountant,volleyball,-0.1543611833271581,-0.1501178993438383,True
6,accountant,baseball,0.2213012451098468,0.05247700475337687,True
7,accountant,rugby,0.5883239398723817,-0.0157913895690756,False
8,accountant,golf,1.77436114865574,0.2622421235478079,True
9,accountant,athletics,-1.6172436210537733,0.2624551609638273,False
10,accountant,badminton,0.21851673667035976,0.2056354249850373,True
11,accountant,boxing,-1.0918778261300095,0.16511940478275325,False
12,accountant,cycling,-0.4628559109198727,0.16678249977872106,False
13,accountant,swimming,-0.527844009578893,0.2647010230135029,False
14,accountant,shooting,-1.4988644772886135,0.2569644939107721,False
15,accountant,gymnastics,-1.5456125867890147,0.11082273883608784,False
16,accountant,handball,-0.3601294758575954,-0.009085883380680192,True
17,accountant,wrestling,-1.5236182459183627,0.06859570212122015,False
18,accountant,skiing,-0.4901128232550207,0.2461239532796073,False
19,accountant,bowling,0.239150143898616,0.3130860717076149,True
20,air traffic controller,football,0.4288936610267611,0.3908543798887463,True
21,air traffic controller,basketball,0.1612094552114005,0.4340484943124668,True
22,air traffic controller,cricket,0.03478855424331614,0.36864474294833627,True
23,air traffic controller,hockey,0.3659704650187508,0.4485541899414589,True
24,air traffic controller,tennis,-0.5059992975554298,0.2901301599222355,False
25,air traffic controller,volleyball,-0.05918734139893617,0.17617095047087614,False
26,air traffic controller,baseball,0.5251471353996693,0.4927268388940479,True
27,air traffic controller,rugby,-0.05109590660725286,0.3488241732974384,False
28,air traffic controller,golf,1.0208508529503495,0.6069243358758978,True
29,air traffic controller,athletics,0.22737909939544204,0.4236555023146166,True
30,air traffic controller,badminton,-0.3645100350541135,0.3843563223006661,False
31,air traffic controller,boxing,0.09755734594986737,0.3985954118964254,True
32,air traffic controller,cycling,-0.0170556327461177,0.2803944939274303,False
33,air traffic controller,swimming,0.19415389804108046,0.2851937369358679,True
34,air traffic controller,shooting,1.1122277526416258,0.3894785793485199,True
35,air traffic controller,gymnastics,-0.2336496014922049,0.030499248154879206,False
36,air traffic controller,handball,-0.8845820355865659,0.1444887169872805,False
37,air traffic controller,wrestling,-0.08085926614194383,0.40628563591591615,False
38,air traffic controller,skiing,1.6544421196886947,0.31783479163858336,True
39,air traffic controller,bowling,0.026414967440617654,0.5719601389896188,True
40,architect,football,-0.25332742322665064,0.14199255180669226,False
41,architect,basketball,0.061304710672843724,0.08828342908689069,True
42,architect,cricket,-0.10423404460985458,0.08088186646699994,False
43,architect,hockey,0.03581842762925909,0.14839018309476587,True
44,architect,tennis,0.4044572100573887,0.0913742971206457,True
45,architect,volleyball,-0.17671339749781095,-0.02180758669699409,True
46,architect,baseball,-0.0602756214255809,0.09384949494365323,False
47,architect,rugby,0.035810687546234295,0.1273490981393124,True
48,architect,golf,1.1954264407530095,0.14354313441182415,True
49,architect,athletics,-1.7335140614889732,0.22955588300011046,False
50,architect,badminton,-0.056352056266292576,0.0936691064547962,False
51,architect,boxing,-1.444925888231838,0.06912581394683498,False
52,architect,cycling,0.3970304609467701,0.2494397021452923,True
53,architect,swimming,-0.3529325454018804,0.18297267344493884,False
54,architect,shooting,-0.8165723538933927,0.16581489051323792,False
55,architect,gymnastics,-1.1647321891210018,0.05477486947473709,False
56,architect,handball,-0.25858226983349786,0.17552335776165187,False
57,architect,wrestling,-1.7032720510012227,0.10463897501224728,False
58,architect,skiing,-0.2996790504553613,0.1993415274829253,False
59,architect,bowling,-0.3774889622966253,0.16930976731693248,False
60,artist,football,-1.7102753795277033,0.05953181678735282,False
61,artist,basketball,-1.5118782950334224,0.15653882188530122,False
62,artist,cricket,-1.1992071305780434,-0.019162874819094056,True
63,artist,hockey,-1.4886096616169175,0.12531475799663058,False
64,artist,tennis,-0.986207784681623,0.2503016957067795,False
65,artist,volleyball,-1.9361827132871945,0.2879920526018248,False
66,artist,baseball,-1.2032478628409122,0.04876528037230631,False
67,artist,rugby,-1.6243227559900617,0.03869140659420938,False
68,artist,golf,-0.8026796754776354,0.10905291271537866,False
69,artist,athletics,-2.0116243107328873,0.2679442057880921,False
70,artist,badminton,-1.822805701413776,0.25492199337897875,False
71,artist,boxing,-1.4386757359617672,0.1314894959775089,False
72,artist,cycling,0.05424295514973888,0.2685075933363296,True
73,artist,swimming,-0.8849698457137636,0.2296207746002589,False
74,artist,shooting,-0.5954211954621257,0.135785594245349,False
75,artist,gymnastics,-0.7336190424241927,0.23583108212581466,False
76,artist,handball,-1.3604078248002265,0.21400440173893265,False
77,artist,wrestling,-1.546028163966359,0.15412406498177497,False
78,artist,skiing,-0.7511691853191079,0.3056966563098795,False
79,artist,bowling,-1.202630491278069,0.13863012584519782,False
80,attorney,football,-0.3644986595249644,0.12984966582554594,False
81,attorney,basketball,1.036614566392393,0.20424238012483986,True
82,attorney,cricket,-0.5079561803535421,0.14099947893153447,False
83,attorney,hockey,0.2844316555947961,0.19459864130010773,True
84,attorney,tennis,0.4753662125798004,0.08094419422763524,True
85,attorney,volleyball,-0.4316126958694984,-0.08962198166981641,True
86,attorney,baseball,0.8496330153175845,0.3092621183512992,True
87,attorney,rugby,0.1980259456977637,0.10005240690728638,True
88,attorney,golf,1.3557249111164549,0.4646883712393636,True
89,attorney,athletics,-2.0348439686685715,0.3485082809176463,False
90,attorney,badminton,-0.6264683089142813,0.1868857974614648,False
91,attorney,boxing,-0.97874985085736,0.19946760730463173,False
92,attorney,cycling,-1.4921547466677303,0.06515480426477603,False
93,attorney,swimming,-1.2803907390943194,0.1681980290994658,False
94,attorney,shooting,-1.3019719932753542,0.1977851309362008,False
95,attorney,gymnastics,-2.293760698540092,-0.06814507444968414,True
96,attorney,handball,-1.631634147257765,-0.11059555083087184,True
97,attorney,wrestling,-1.154523476383454,0.1746824128414493,False
98,attorney,skiing,-1.5557968601290917,0.1948580729418924,False
99,attorney,bowling,-0.2149206932689207,0.434031061290087,False
100,baker,football,0.07540703707159165,-0.3888202663986543,False
101,baker,basketball,0.4844181342045409,-0.3163703972990195,False
102,baker,cricket,0.37983344099654,-0.2898205805492985,False
103,baker,hockey,0.3897254743327449,-0.3256844725894784,False
104,baker,tennis,-0.20845921869200407,-0.1114773066826908,True
105,baker,volleyball,-0.5413695948814978,-0.16784617398061347,True
106,baker,baseball,0.4090768448273359,-0.30984371182858955,False
107,baker,rugby,0.11968259539984945,-0.4090479278143493,False
108,baker,golf,0.6272690025884728,-0.18436506947019268,False
109,baker,athletics,-0.834518931067183,-0.05060588363006797,True
110,baker,badminton,-0.2053314719895762,-0.027496898064449368,True
111,baker,boxing,-0.624901904631063,-0.09478294344578016,True
112,baker,cycling,-0.4003470545573756,-0.050338788695187216,True
113,baker,swimming,-0.9372354902194135,0.07007440049080095,False
114,baker,shooting,-1.2773157056656448,0.0068263371550065545,False
115,baker,gymnastics,0.5402498601486047,0.2081770941558529,True
116,baker,handball,-0.4504016756233973,-0.12413966421613673,True
117,baker,wrestling,-0.4978055886924695,-0.2436873939500584,True
118,baker,skiing,0.12928145164870136,0.09474856713984574,True
119,baker,bowling,-0.6172279879992245,-0.06847046476553466,True
120,banker,football,-0.02546344824027916,-0.00760605737720642,True
121,banker,basketball,-0.06860128927497239,-0.10393710973304936,True
122,banker,cricket,0.414338381558584,0.08105448659545414,True
123,banker,hockey,0.12020766594649347,-0.012162545743449184,False
124,banker,tennis,0.4577630707581504,-0.10630863633608954,False
125,banker,volleyball,-0.3476658797224252,-0.3371472845801553,True
126,banker,baseball,0.17388950169739195,0.05413735523361149,True
127,banker,rugby,-0.05500244053892061,-0.013285419800139472,True
128,banker,golf,1.7966421468475415,0.17000328950076207,True
129,banker,athletics,-1.9970483680276625,0.09350514202717808,False
130,banker,badminton,0.12422727104229055,-0.03872719823665095,False
131,banker,boxing,-0.9832276522758926,0.031817512346318806,False
132,banker,cycling,-0.903025331529987,0.0396140746288922,False
133,banker,swimming,-1.1435065098854842,0.06670490129071246,False
134,banker,shooting,-1.7401635813525114,0.10673013418357877,False
135,banker,gymnastics,-1.9584506118090168,-0.08882986638579055,True
136,banker,handball,-0.5563952821426846,-0.10513527495249933,True
137,banker,wrestling,-1.5326895742063156,-0.038303585088627655,True
138,banker,skiing,-0.5463953952203334,0.02138633805280993,False
139,banker,bowling,-0.05778636125743621,0.17706511933637034,False
140,bartender,football,-0.3496844166024543,0.4252411000346864,False
141,bartender,basketball,0.5204827944136571,0.5570278713492314,True
142,bartender,cricket,-0.922918274236664,0.35294448520825233,False
