index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
water,1.7331310618475406,-2.469769307979801,-261.2347,-168.0469,9.921387,4.7259
coffee,-2.7308149949858227,1.8357725357210593,315.0692,248.28578,15.09168,5.5775833
tea,-3.6604502253527427,0.08700384310180229,200.1911,107.03262,15.327062,6.173239
juice,0.5806342018573291,-2.951964578284367,-321.50797,-103.90546,9.773867,5.3871346
milk,-3.1869784049364167,-0.2460507521137583,286.75174,88.3448,14.91143,6.410837
soda,1.8767706619101605,-0.04701433897954992,-234.9241,-307.4396,9.107022,4.1547813
energy drink,3.9572168006047383,-1.4095726097775323,-326.93903,-364.37833,9.508287,3.9726357
milkshake,-1.974698321105538,0.5316992009065756,353.90585,158.95122,14.670095,5.9305744
smoothie,2.1482481985700677,-3.085248925653633,-376.02344,-202.70834,9.312411,4.815782
alcohol,5.372245080779082,-1.1550869076375754,-354.8155,-446.18802,9.914395,3.7882059
liquor,4.10112992855327,4.0271346434210775,30.776463,-332.61908,13.969823,3.4451587
beer,2.940163622647531,4.088343740156365,65.21386,-255.98135,14.357794,3.7017264
wine,-2.5188748071394143,-3.2294978443612345,-156.03477,64.38008,10.822062,5.94709
cider,-2.504694738735909,1.4585696184232952,211.19737,250.57881,15.447486,5.39079
vodka,-0.9092977210551988,-2.3145373290492,-222.29,-32.170193,10.462101,5.4852414
rum,-2.8245868577940225,3.189107045558383,154.67154,324.25085,15.101922,4.8503876
whiskey,-0.4322784635794146,4.759089763235418,39.592453,277.87387,14.739712,4.211668
champagne,-1.9668650220852426,-3.0679777966873316,-98.060425,6.184028,10.414451,5.9813123
