,country,sport,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,football,1.030265937031482,-0.1780602742322046,False
1,Nigeria,basketball,0.3833720623267252,-0.24944298151062216,False
2,Nigeria,cricket,0.9335146212770631,-0.07750726571806665,False
3,Nigeria,hockey,-0.4505009982877837,-0.21881838529630213,True
4,Nigeria,tennis,-0.040372461450209327,-0.2420068451844695,True
5,Nigeria,volleyball,0.5397898579576111,-0.2740838791164199,False
6,Nigeria,baseball,0.04095499472728081,-0.20117677231713532,False
7,Nigeria,rugby,0.6868050369880528,-0.1758987741220416,False
8,Nigeria,golf,-0.3399866351936556,-0.2207557316638967,True
9,Nigeria,athletics,0.2681066976765496,-0.281027102823472,False
10,Nigeria,badminton,0.8764383507096802,-0.18193408194964053,False
11,Nigeria,boxing,0.3344063745905751,-0.21013505154661646,False
12,Nigeria,cycling,0.1310413745639153,-0.2397223500122689,False
13,Nigeria,swimming,-0.31113371245205346,-0.22990692368438445,True
14,Nigeria,shooting,-0.11078097756546113,-0.20937691917963705,True
15,Nigeria,gymnastics,-0.9433243134402994,-0.2028157905835952,True
16,Nigeria,handball,0.13675281567273026,-0.23272714003930856,False
17,Nigeria,wrestling,0.12138937983594615,-0.24050068916904055,False
18,Nigeria,skiing,-1.3536803175569605,-0.33066587389281044,True
19,Nigeria,bowling,-0.033162084798191334,-0.20097764065901366,True
20,Ethiopia,football,1.0490961416219666,-0.35984389220732393,False
21,Ethiopia,basketball,0.5229288822998716,-0.4096391360947126,False
22,Ethiopia,cricket,0.4409025417560535,-0.3403726927709235,False
23,Ethiopia,hockey,-0.3962046996627157,-0.4063209489762112,True
24,Ethiopia,tennis,0.06054280701096487,-0.35395786336338675,False
25,Ethiopia,volleyball,0.6394509521707017,-0.27868142173469634,False
26,Ethiopia,baseball,-0.0428409699921281,-0.4152990151851383,True
27,Ethiopia,rugby,0.3265850958925931,-0.3531984808295558,False
28,Ethiopia,golf,-0.4530661525300885,-0.5254117579183754,True
29,Ethiopia,athletics,-0.2511926927850493,-0.4347989908111279,True
30,Ethiopia,badminton,-0.002349197210359525,-0.4295686199740799,True
