index,race_isomap_x,race_isomap_y,race_tsne_x,race_tsne_y,race_umap_x,race_umap_y
football,-0.3685033376631105,-0.12000419189295765,-120.381294,-66.008125,4.5212607,-0.106888585
basketball,-0.24129988923801451,-0.10968553623991374,-152.5914,-99.45367,3.5208254,-0.41757855
cricket,-0.048706588223917775,0.3675570287378114,156.35889,-31.158623,1.4641383,7.39739
hockey,-0.135773296430688,-0.10475391119362996,-165.51276,-125.65094,3.0176268,-0.09762995
tennis,-0.23089730602706168,0.06801076451066074,-167.61661,-151.84766,2.530917,-0.48805812
volleyball,0.6810818123514856,-0.2184191153515884,149.98676,128.11649,3.202051,9.806393
table tennis,0.45576216555023047,0.4047773522523287,143.73195,61.55461,2.297195,8.841846
martial arts,0.21103262562134306,-0.17088758455659292,47.565792,129.00224,1.0937759,10.416314
baseball,-0.28057526059021165,-0.07949829043453979,-133.31985,-90.46976,3.9099076,-0.10494244
american football,-0.4079334883637647,-0.14418690010392296,-81.34484,-81.49505,4.894177,-0.2228206
rugby,0.03740848534983388,-0.037495270738123275,35.58359,86.26271,0.010764768,10.642004
golf,-0.5933598583068626,0.16203205856967665,-44.9537,-146.67555,5.957493,-0.20717221
athletics,-0.35612011332651083,-0.11203087669912805,-108.440704,-85.17197,4.7405686,0.12912324
badminton,0.5915330488353892,0.08304642097718151,140.14156,86.52721,2.798003,9.312311
boxing,-0.6572033648746894,-0.13086821831879622,-33.338593,-122.96281,5.7630844,-0.4053177
Formula One,0.10824030965001265,-0.07343622401904695,23.963434,105.903496,0.3836453,10.867104
MotoGP,0.14119270684346755,-0.16823298915184723,30.820553,139.22726,0.65021473,10.651631
cycling,0.1486612135478372,-0.08556561143502935,15.549112,87.701256,0.5522804,10.212595
swimming,0.5106804449420896,-0.23313618037407524,127.40129,124.68382,3.370912,9.5643215
snooker,-0.07339582901606949,0.39430249168229103,141.23691,-19.684866,1.5706542,7.5501103
shooting,-0.15497162159131217,-0.11405746291249594,-176.40822,-110.11788,2.980594,-0.5045569
gymnastics,1.0045435144784138,-0.07671688936609541,173.87262,120.2796,2.911153,9.963486
handball,0.3031373520100165,-0.10477410224900538,70.091156,109.41696,1.2277383,10.113541
wrestling,-0.33051711458980987,-0.1557133203627954,-99.56985,-64.45644,5.155126,0.19888848
skiing,0.4295904771950718,-0.1129712349110494,128.60515,105.936,3.4501154,9.798023
horse racing,-0.5465717159467368,-0.15214329823955752,-53.80618,-131.07333,5.9225802,0.0447943
horling,0.09852812108662297,0.5102986222135135,158.75632,-5.2538767,1.9702047,7.4904623
pickleball,0.002315735770774744,0.44015253559128925,132.96909,-38.067142,1.8583795,7.8950825
water polo,-0.006601870609282836,-0.14654438807455347,3.4986959,122.73235,0.22594254,11.03193
bowling,-0.29127735843454666,0.2209443220899913,-158.76382,-168.77156,2.34322,-0.16652924
