index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
accountant,-0.5485830524077809,-0.8418847835722132,51.9203,50.432365,8.812663,3.9487925
air traffic controller,1.7267129596612814,-0.5367154365684531,-165.11978,-77.33215,2.4502366,5.662419
architect,-1.6493281511447717,0.6830523475555755,-13.857407,173.97964,11.540796,0.11871126
artist,0.4711701087096722,1.2716451266550344,21.458912,-104.775276,5.058242,4.5647626
attorney,1.6778829802470683,-0.6905571170353951,-184.32855,-95.30598,2.8093913,5.4137297
baker,-1.3690069212046267,-0.14524736011275569,6.220539,253.28053,11.620921,-1.8029485
banker,-1.3435149388448022,-0.5290884084236864,81.85346,196.29129,10.840994,-0.6346733
bartender,3.0644516215621613,-0.3501855063257953,-82.131386,-209.23386,0.88445175,3.6141229
barber,-0.8474334254435373,-0.4695785987377057,112.93456,69.30719,9.80289,0.34908706
barman,-0.03160326353047834,-0.800206318500919,186.70103,34.84318,9.54603,2.6048017
barmaid,-1.3189963926590074,0.46357723283186875,-23.050064,226.1884,12.127086,-2.0704467
bookkeeper,-0.9271553315197713,-0.5336566792322562,83.96716,97.570724,10.235394,-1.0835488
broadcaster,-0.023572172361238704,-0.8712563504533871,-49.545982,47.826878,8.611095,3.583789
builder,-0.7185926944364164,-0.706524019054066,106.707466,52.53418,9.6440935,0.38030803
businessperson,-1.7754352444773218,-0.8208958444587183,108.0475,211.84286,10.845328,-0.958474
businessman,-0.45494184664585,-0.2510167424764637,181.90544,-25.144567,10.390005,1.6813989
businesswoman,-0.9091538843310042,0.6344699207088755,-10.162642,216.19713,11.920712,-2.2319617
butcher,-0.7275971111649794,0.3259150987710939,135.92276,-67.735344,11.395075,1.4631351
captain,3.0763933828964545,0.3008868060997404,-119.79943,-267.69733,0.9306665,2.638471
carpenter,-0.8378610862483999,-0.18914179481387486,126.24453,64.19242,10.03609,0.5196388
cashier,-0.8415026679101845,-0.6769426914075317,167.20316,118.44398,8.900451,1.0828102
chef,1.0474085318069493,1.5816811586862756,2.4705818,-129.27443,4.8490124,4.4746504
coach,2.896431236871467,-0.11331434381943939,-110.9027,-233.61946,0.9423982,3.1705337
cook,-1.4427760165153158,0.31351498530583566,-18.166061,240.38979,11.9628725,-1.9237807
computer programmer,1.822390184799011,-0.23703602064264537,-154.9162,-92.61894,2.5474172,5.169035
dancer,0.4998362214140482,1.8139936372172596,24.085743,-127.27402,4.928724,4.6078706
dental hygienist,-1.063748702311538,-0.8013519120788333,148.53615,134.30626,9.118359,0.7332605
denstist,-1.4681998900145317,-0.6747733709545879,99.49799,194.9569,11.059289,-0.8221869
designer,1.5623968139280304,1.7486692038752447,-4.515487,-144.74971,4.6895394,4.4210744
developper,2.6820298775294544,-0.16831712857804063,-110.21849,-214.79817,1.0431795,3.5475895
dietician,-0.44918435081133207,-0.5576743209916919,29.941984,54.24412,8.707616,4.0890365
doctor,-1.1916296952633914,-0.09437691337858425,38.988396,168.3042,10.650787,0.16469783
economist,-1.26783923511229,0.00983783584540495,25.7907,168.16113,11.003621,-0.07889541
editor,0.8183699919280008,-0.8900241837707414,-78.30983,-11.813183,6.722225,4.4515576
electrician,0.34016056580317683,-0.9339519122831129,-86.63725,20.348047,8.041075,3.5852983
engineer,-0.6521353205979633,0.18621332827217965,168.22331,-15.493528,10.477551,1.6348507
farmer,-0.9114642374307137,0.25099374167565686,120.53069,-60.261314,11.533467,1.1693356
filmmaker,2.913456579732177,0.06154131008734963,-140.19075,-249.93344,0.93352723,2.7731347
financier,-0.6393054217896493,-0.28975055472125805,186.29161,-39.239906,10.358342,1.5028173
fireman,1.903346109239443,-0.6155190685480878,-177.67015,-55.581474,2.215477,5.5738
fisherman,-1.0388342908202977,0.9761363467545983,91.98622,-79.606514,11.245311,1.078076
flight attendant,1.4951048032013874,0.4737255384493752,-61.863174,-107.813644,4.8493032,3.90572
gardener,-0.14821270589132332,-0.9532461207992233,-18.82609,331.8763,8.780436,3.1318543
guidance counselor,2.8921314141975945,-0.35600297283159044,-134.67435,-171.92584,1.4140699,3.8598745
hairdresser,-0.541175050168878,-0.8984151260212876,12.249763,46.7989,8.583229,4.2359285
homemaker,0.11656468620887926,-0.49756200500801373,-35.595455,-8.416481,7.1216407,4.108847
housekeeper,-1.5219327791609614,0.08448280199953807,-15.933456,257.01065,11.906985,-1.5752529
interior designer,0.5044592238134039,1.1676669825000505,10.046513,-98.40546,5.2229996,4.404298
jeweler,-1.8379133477795262,-0.013113642505459286,-26.856518,275.26862,12.034768,-1.2835286
journalist,-0.828682666050561,0.3624273721433862,14.020519,126.47929,11.196423,-2.2492914
judge,-0.8897419531526822,-0.07554679803623413,1478.4542,-2498.826,10.187171,0.9583668
lawyer,-0.9608793086628855,-0.6224828384106151,226.27887,108.59814,9.860166,1.2182478
librarian,0.363539136865782,-0.5466094993534116,-47.04652,-17.55654,6.8373656,4.222628
maestro,-2.9958067063671088,1.6211555927595083,-128.19907,264.92764,12.929432,-0.27647614
magician,-0.43403568944129295,1.0017499991644527,153.9151,-77.89007,11.310768,1.6124595
mason,-1.3650467568335485,0.43388425338683795,103.04857,-51.200314,11.665855,0.66871023
mechanic,1.2310488419828853,-0.7432920924138685,-149.5652,-40.7527,2.7620738,6.006156
musician,2.8543282765304983,0.04580624478852302,-124.193756,-252.02028,0.9897366,2.7662132
nanny,0.38532012939998617,0.6199830608127195,-19.753407,-63.594658,5.5255027,4.1071405
nurse,0.8617632464346906,0.485983339020025,-39.57141,-83.21158,5.203994,3.8758304
nutritionist,-0.3395432385914322,-0.6537898937670713,32.92694,41.586876,8.760475,3.9669213
optician,-0.9083568738162733,-0.6321589156402645,92.496574,82.34155,9.399646,0.14491631
painter,-2.918077868697971,0.5629302805753161,-96.32307,267.78296,12.720468,-0.46180332
pharmacist,-1.31951058126403,-0.7505474490257342,102.30418,181.9462,10.831744,-0.8523237
philosopher,-2.0116665946366505,0.5560733747150838,-99.62565,211.57317,12.354911,-0.028846914
photographer,1.8458214829056991,0.22771059020891976,-138.95236,-100.87968,2.6374557,5.019414
physiscian,-2.745969080233549,0.049289088909476836,-79.57396,271.68784,12.549436,-0.9106472
physician's assistant,0.2912867965492887,0.14823559225770044,-26.50388,-47.227528,5.9339824,4.0385303
pilot,2.430913727224566,-0.35462081349917524,-113.118515,-197.5273,1.0779597,3.4930224
plumber,1.5970824491770594,-0.763665137615921,-200.56725,-97.26923,2.8951159,5.6411066
police officer,0.7033430828966337,-0.8792477684212707,-141.12671,-26.078733,3.0466628,5.987537
policeman,-0.39195457075374984,-0.7664807627091895,173.5835,26.92135,9.582283,2.5486636
politician,-1.4266829104642014,-0.11379765305445207,0.7708018,172.77747,11.270423,-0.012197192
postman,-0.5310385104227797,-0.34465490077474026,165.77895,9.735436,10.294818,2.0130737
professor,-0.909414179535415,-0.48907461627045234,-771.3599,2261.824,9.972085,1.089592
programmer,2.428061296602946,-0.12766869925776675,-132.07315,-216.73773,1.1956159,3.4085746
psychologist,0.4501793140227295,-0.7350994149393959,-59.86443,-6.809497,7.0470767,4.1691895
receiptionist,-0.8883474711836378,-0.6905652913269269,162.31708,131.6406,9.105699,0.84372354
salesperson,-1.4134685843576082,-0.47597855075697953,84.75247,146.95497,10.911194,-1.3780171
scientist,-1.0123937869050978,0.8086802092888793,129.53914,-45.598522,11.545224,1.3091104
scholar,-2.125558099028288,0.5938060805563407,-103.43623,223.46365,12.374032,-0.019365948
secretary,-1.2912495394798957,-0.31228696099713643,75.549484,137.26637,10.818529,-1.7143725
server,3.492476185537964,-0.15527626407020123,-70.23848,-218.02052,0.80030066,3.3552122
singer,-1.5240988686198857,0.9616527622852183,-37.64225,209.67163,12.067343,-2.1565669
skipper,1.6696952858527048,-0.42149677337899555,-159.6846,-60.952877,2.4895175,5.7736278
soldier,2.7219166944631903,1.79942414162106,-101.74369,-292.43893,0.9327558,2.3118358
socialite,-0.3735160675865509,0.502242583510108,-0.9528475,122.89089,11.29572,-2.3693714
stylist,1.2555601034873438,0.9838712317673768,-39.859077,-115.01196,4.797552,4.0509505
surgeon,-0.6316548155241708,0.12649587634876347,173.48239,-59.52157,10.919197,1.6790727
teacher,-2.091462597955876,0.09359293133520848,-46.619076,273.6526,12.259738,-1.3995125
therapist,2.3730722106027806,-0.1686344367315486,-148.826,-185.7752,1.5466835,3.930781
translator,-3.067535523175671,0.7624269873290143,-111.92111,264.28256,12.796946,-0.25549185
undertaker,-0.5409902468923219,-0.8712088825327617,179.06808,-1042.1759,8.942744,3.0281172
veterinarian,1.2671989224520612,-0.7573574436515489,-203.46564,-82.01703,3.179973,5.606905
videographer,2.211635245135581,-0.12652987139884694,-141.02165,-202.8415,1.4784164,3.8617258
waiter,-0.3058054750071962,1.2963795794729402,68.036415,-91.97197,5.464336,4.6700377
waitress,1.1759728152715094,0.6293509067272947,-46.9852,-98.90325,4.968789,3.8874311
warrior,2.6117658732384625,1.9737966120500239,-89.674515,-298.74527,0.9885937,2.2483873
writer,-0.9915606175458009,0.09044688181520091,31.494198,136.21214,11.086678,-2.0599244
