index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,straight,homosexual,gay,lesbian,bisexual,bi
Shelby,0.22577226524914137,0.340466402429107,-0.3770139372845795,0.09779561221416551,-0.21538723225285375,0.9003531025795556,0.5324698882490015,0.3544493005137689,0.5941349667201566,0.3446386884437894,0.10379249146641754,0.02553438197054454,-0.07557939259488572,-0.04311145440791042,-0.2595195335484465,0.31848394413694925,0.7508829355492185,-0.26516392023474755,-0.34390472802396715,-2.9551801407623377,-1.3903161891327211,-1.0239132474109802,-0.4661247647765568,-1.5431532578944702
Olivia,-9.397666606131745e-05,0.017355198529645552,0.16845917385441125,0.09770978343881913,-0.08774729665135514,0.17952930462511976,-0.11962993885243794,0.01968815441458078,0.5646101515709795,0.19620516129999985,-0.31112804911210584,-0.7931505988513461,0.045239642468233754,-0.13672187214004045,0.032969264024278244,-0.06803201309542584,-0.1453370106255049,0.7627249119982495,-0.7214856181153926,-3.6186702640732964,-2.1884631465372317,-1.7499723928617714,-0.859946461987375,-2.3018781972645987
Calvin,-0.42483067956759396,-0.052064130606851375,-0.33062010585371165,-0.5392376484349837,-0.2681331338164815,0.20557859972013579,0.41474899133932613,0.19862440484469623,-0.1309877878117743,-0.16148908258597192,-0.027040298023295543,0.09602276157936505,-0.47627124817940314,-0.1019154819559976,-0.41827721001077284,-0.5938228451642165,-0.1607007901444138,-1.0297578644749346,-0.16677586927068513,-1.9916390475308952,-0.7487989311624424,-2.7804665055034024,-0.6401476473584881,-1.985122317103351
Mateo,0.7317134200712466,-0.5862243830565954,-0.5010919017351766,-0.11145803678037444,-0.9901285065925901,-0.29045539385368596,-0.056323460881358776,-0.7769128402526398,-0.00801604386765541,0.04128021092121761,-0.37972599707184534,-0.6737356192357267,-0.045230010239969996,-1.3450045191428286,-0.5420630000710638,-0.45440734378096875,-1.2172635079931997,-0.6605360405459373,-0.37736247502806314,-2.6962552417940038,-1.216124215760328,-2.848121463663814,-1.3495057668982275,-2.03715082575557
Ethan,0.16473532775150423,0.10626544891144284,-0.6255710960335515,-0.4778305669061479,-1.0669091321860098,-0.27424497726875546,0.2727312730082725,-0.5149099004306057,-0.1566034871131127,0.3660265579448544,0.0852671588553839,-0.16574252070898954,0.134963202123675,-0.7184103339299235,-0.1824301652658913,-0.32964168661901544,0.27561267707607173,0.21433439975307916,-0.20860209104141772,-2.870618627661194,-1.5219562488155458,-3.3381830917727644,-1.2092747323383106,-2.3900661981432556
Dominic,-0.4823701041079325,-0.7899549082851635,-0.8474266127729012,0.5451221047758467,-0.845521877426987,-0.5149591461652789,-0.509723967760876,-0.6956332059307837,-0.40623782281257453,0.36835680251498976,0.3564387739581302,-0.35518307404705407,0.6921640536335516,-0.535767303191083,0.132934971494699,-0.24026837650489527,0.0857430953754698,0.562327087277795,-0.23691548031049536,-2.5013240497657003,-1.4979148567556393,-3.3377277893375163,-0.8937762447646811,-2.431409356221509
Riley,0.4437816573362242,-0.042420637634764655,-0.508987666269904,-0.05682402708582776,-0.6584251955086494,0.3756887142954217,0.4787125962305739,-0.26508918210472326,0.16215263944517938,0.34671046767682484,0.16348023927331312,0.12747074733770283,-0.5663996486954918,-0.38066282821025077,-0.28948423945400714,0.30932193887340936,0.13172931460110732,-0.643682474837335,0.26819921412205866,-2.5192402744254228,-1.0748140743142949,-2.059953170658068,-0.5848432438234666,-1.7731130215236677
Dominique,-0.6548991857634239,-0.8598311960066058,-0.9910479393135342,0.1206742945516347,-0.8698949484313313,-0.9298381306453012,-1.030075898820265,-0.6847921562377683,-0.5250255009967141,0.25385479093009633,0.14741858856381876,-0.5696859073070181,1.3097440775046048,-0.6977324938532803,0.336583406817516,-0.1234877382867604,0.07246952420536774,1.405548342429056,-0.8842603530572668,-1.693028972392973,-1.1263990709878018,-1.2442654553430725,0.1257243760238381,-1.96936438711337
Ellie,0.1349016276396427,0.3398782383110414,0.29148536776917466,-0.07774573251978995,0.2669811445113758,0.5946799511757852,-0.19885764294672464,0.38618146156270067,0.7588944842677394,0.16384626705083324,-0.1592557816453748,-0.019234227859907162,0.036270013947197616,0.31627487160841616,-0.15945213537036582,0.3111628526608315,0.12769990537612458,0.14709310823640098,-0.5118613388444333,-4.279476327160237,-2.2713735328828433,-1.421838501597162,-1.2398689259793902,-1.9958951460236196
Vera,-0.4406497753486074,0.09917396834373775,0.7905933402181256,-0.09968394313232154,0.4736628609192996,-0.21062212324407148,-0.4028090478010035,0.36792262998761466,-0.08367640885003817,-0.3184799465948253,-0.37511581633752483,-0.20339557994661062,-0.01189688958437751,0.015810661311602872,1.0145870687862628,-0.06715832160643433,0.15207435049649762,0.25549841753722186,-0.45075405351173814,-1.0517533078690633,-0.4910465304644495,0.23847571297149067,0.6715093703317201,-1.2259009075865108
Carter,0.07678876640460479,0.4578347324531432,-0.07738734184757681,-0.003145211452230773,-0.15018093183201423,0.39596010958749933,0.22316135131688178,0.2122741600425269,-0.15691849253940227,0.12870241555452852,0.2187015830603952,0.2795407974580136,-0.3655701899580941,0.5177994540011029,-0.1938854489087085,0.12144557944059647,0.6316946102560864,-0.4865295359215278,0.09237629346763894,0.4359518253124487,1.2905116081899974,0.17726964884690616,2.8826526182512797,-1.0001201808046536
Herman,-0.4631994596476883,-0.11628611809348204,0.14571573364904367,-0.5653426263366877,0.3692917486818062,-0.6118906028768749,-1.1113212966941106,0.32409635462096986,-0.6552291432372228,-0.6540515812737723,-0.1123394710315351,0.3329064029811575,-0.20009903145723928,0.3161709226390531,-0.0037386614905561754,0.07353902597193031,-0.15199142850756187,-0.5629366858368119,-0.23387898412801666,1.9219678057026177,1.7858257953089711,0.8024850859252487,2.9067077764750007,-0.650462300212085
Melvin,-0.31411725673954816,0.21436772141707117,-0.3309155144066616,-0.05298531351382657,0.015925828238625823,0.32166328987900183,0.06625840853458813,0.6099906719600253,0.11208121461441203,0.019119920598190548,0.23555231885001765,0.25150121045273466,-0.9428838274038199,-0.39038417230483846,-0.23696722557940064,-0.13892396568727164,-0.04873640481897417,-1.1479985667668038,0.5506878892997151,0.9134381485619737,1.8172636762641508,0.3599346469523688,2.749182688448436,-0.14268579769185513
Lucy,0.028197352352692082,0.0904507448397327,0.6764315015436021,0.29973869774574874,0.7742239065566728,-0.04295767389232585,-0.30016186618586715,0.430603795853765,0.3543890613754838,-0.3188702465363882,-0.501577683546754,-0.5655448447626691,0.35380464735497047,0.6666911527719295,-0.16603621861988113,-0.07167028296831156,-0.3089203033164621,0.35413372121433906,-0.30517132039232436,-3.7796055141406066,-1.97603575898576,-1.6502443049637434,-1.5621829649428975,-1.6804842389878563
Clyde,0.0737967162310294,0.009627599173836472,-0.2020765503798387,0.30856367324768025,-0.4370834619569795,0.3525096634727767,-0.16714227109415894,-0.12353952950371211,-0.3683344736677178,-0.17481361835843537,0.285451014358912,0.24353981537360414,-1.2573197536252412,-0.29577459345537077,-0.43339826907562123,0.5461764041600017,0.39651651607820415,-1.5417454410870148,-0.3012913765256045,0.6955704370207005,1.0570845471963164,-0.1053395209485734,2.6846515527645733,-1.388079134826676
Myrtle,-0.4355978189215209,0.7971772437794487,1.5434066640037436,1.0725526832953054,0.8631363224552022,-0.17247414200802175,-1.1570960410771893,0.6307845895071178,-0.06555338301185731,-0.576213252418692,-0.5636033021468837,-0.7119261803682321,0.04900382709231217,1.294050065270919,-0.8815128630506688,0.343429282777142,0.35368312748194064,0.11023610093903786,-1.132732277940333,-1.2202063800768879,-0.8397549542425412,0.44633400480390356,0.6011099957122349,-2.2141966496971444
Lena,1.5282462746283583,-0.2746623636848363,0.08374719563526266,0.008201540415280742,0.5853198759023683,-0.1079817847631243,0.1255100240924093,-0.04930347211199403,-0.06825389069623375,-0.4020790613141187,-0.659193686786324,-0.38202498497703996,0.11182527475369625,-0.020078336637232286,0.6338007370508184,0.19383702927493993,-0.812795589881094,0.027621583738697632,-0.4556708204006716,-3.6573035104389238,-2.0548017910059673,-1.7308772734983262,-1.6835854331970566,-1.781733168685129
Elijah,-0.134519242037467,-0.4888888717625683,-0.5564213515585901,-0.16107389264410513,-0.3451892288736482,-0.6887548367530123,0.11107401257047923,-0.05245709461896711,0.07616293687938407,-0.04119078036499884,-0.08435635100154079,-0.6625832129166723,-0.5811385332343544,-0.3286809322197786,-0.3836773682170965,-0.5988793720247745,-0.07368386924063754,-1.3094580006321301,0.015137698301466685,-1.9406600886153822,-0.7218014394664665,-2.498380689481122,-1.256157357594541,-1.8933166431438975
Janice,-0.5898905694228093,0.9000677552339573,1.1224675149742551,0.06986174236851553,0.11106451009596113,0.18734921645115443,-0.41471154918203457,0.4432471699979462,0.552723847898802,-0.37411520107295104,-0.5552012719974794,-0.12559054141521678,-0.1411865377217163,0.10432726481845522,-0.1820918147333338,-0.3377560227992016,-0.40351414188160356,0.1459130318780835,-0.33129018976132696,-2.646385487094277,-1.5651482133262102,-0.8695202296411787,-0.6577320454747834,-1.6379677094380578
Gracie,0.05508176750604633,-0.020527275313946845,0.06068577604657404,0.531232125764827,0.8999490957470211,0.6496865732032227,-0.23921380829806946,0.9691943256377477,0.4257860934654475,-0.10533828269188769,-0.12627608688071318,-0.07072710198281493,-0.12726470417317795,0.24867356991517642,-0.1987341183282792,0.6168581241685676,0.385090522693536,0.012469001929775946,-0.6207286776249207,-2.857728834849146,-1.59203705381277,-1.2179391912580024,-0.3504936407707999,-1.4586725786391885
Alice,0.2851965615724465,0.347648471992173,0.6100987960469622,0.2891409468483706,0.7263587136604217,0.07509887792005472,-0.14795128547095243,0.5632149039785785,0.18549949045724584,-0.24005878802745184,-0.697742093196219,-0.6040078465241202,0.3845251729158746,0.6044051749155127,-0.10401649699545824,-0.17286166661449215,-0.3909094192984186,0.5836190439133561,0.0076402867539022866,-1.9320883729907214,-0.6576934567605742,-0.38731153558404247,-0.1678596381326586,-1.304982934032449
Naomi,0.729090141837472,0.11122923828088155,0.2648806787767649,0.0077777818098271395,-0.005967571743913216,0.037637630798360994,0.37625765423333213,-0.07712406443531554,0.2999959330691102,0.165008724841513,-0.04325177541763085,-0.08448364092819358,0.1313721550741689,-0.6645320131854876,0.35748942854579363,0.175293908661229,-0.18514954794284733,0.0039284541419787105,-0.4368912762064149,-3.709541869954783,-2.184769840941861,-1.6174303448401537,-1.3527303436415075,-1.831168023665543
Lawrence,0.057238265100502894,-0.22750536847291117,-0.13939260366774772,-0.3932250087567237,-0.22183073911939133,-0.15548891795866002,-0.5785944449868774,-0.06710812736439344,-0.540154932335854,-0.3917937909260197,-0.07649680911148769,-0.09832079455471004,0.02384560076705288,0.046613780567481646,0.015381334485841686,0.11808431891954844,0.2501948427235473,-0.22985244012434022,-1.0729354234146542,1.6562836084646133,0.7833680736446347,0.49119071180601676,2.549695993301354,-1.3991839620076123
Jade,-0.11192088887877619,-0.909766359311398,-0.4759978830085678,0.8457363192499108,-0.3328329817571158,-0.058871925209339135,0.3671415045122108,-0.31909923432021875,0.32620030680564777,0.2970325212184735,-0.1099446769964902,-0.47866187231746077,0.08971683111103117,-0.37227804312632384,-0.0888876447459138,-0.2608116510175045,-0.6251297864355001,0.28378600833146567,-0.35454515082758586,-3.4941435624340555,-1.84113379783635,-1.6570834423421372,-1.2725069556673394,-1.751093970134027
Jase,-0.3608391977268671,0.14697822275698616,-0.5334367672176432,-0.045690782243265796,-0.8895144932958892,-0.15380853943550657,-0.43246137069311963,-0.572069366919642,0.002604477111147142,-0.1310946962432588,-0.23921682765199037,-0.016400848950386706,-0.9438769486099332,-0.29969175713534085,-1.144210144044394,-0.5016311688408627,-0.7792312602139533,-1.333628943128464,0.20972978132628706,-2.94488024434736,-1.6265686622643263,-3.180361766037709,-1.1925743461789724,-2.5027815448527586
Marian,0.01746236524885689,-0.13896764613735416,0.5175277090707994,-0.487745259437133,0.62444885282539,-0.7533129306028841,-0.8956886638097044,-0.09350786150936158,-0.6573613005375567,-0.6768316511261016,-0.6247454634469319,-0.6614496803643694,0.8105510108796594,1.182114997757052,-0.3359121752981798,0.24920627621349084,0.12369379499999705,0.2124800686963735,-1.0215260886134396,-0.9278470473713161,-0.733834991473208,0.7850190340379596,1.1535523786036357,-1.4116780305271996
Thomas,-0.027927321475452047,-0.12173967150630133,0.17846290710202334,-0.31542345376805847,-0.4698167467063405,-0.4634769069038274,-0.32341662969397467,-0.3430241359950911,-0.8798222319826658,-0.17576816482409155,-0.05825748439171217,-0.29178259360068787,-0.024984392724265572,0.2995666658973408,-0.4668277143352685,-0.22337101020019873,0.0555387748080745,-0.5353809004768901,-0.3971632678517962,0.10507826173660588,0.5832098578887576,-1.1218290229983137,1.4515761777455232,-1.4444346538813093
Jameson,-1.3150248963264979,-0.10230930213941129,0.24941006645780953,-0.07746335361915911,-1.3136284133301994,-0.2931130037978762,0.44330056624155106,-0.7496977800883271,-0.15767992362985475,0.3794921854659186,0.4068051687228932,-0.14469838157020046,-0.10073082466649046,-0.1632014721067709,0.4762375272037891,0.42795616724925883,0.8685089116848352,0.9381867261250312,-0.1538573112018731,-2.7197858505857546,-1.757169632181179,-3.390302853449262,-1.2818168903671037,-2.7232028819255736
Rita,-0.8052911066479651,0.13403549350177824,0.2098990746076339,-0.3340661522827562,-0.17848675308232956,-0.4317879143184241,0.04694531106454625,-0.019490533101506308,0.016835308825817127,-0.2039749155529308,0.029076100729262633,-0.09401183163914109,-0.01577617726197154,-0.2943135885166244,0.11627034121306432,0.00287348961587451,-0.16831514416015825,-0.12550333318054338,-1.239296530054989,-2.0350140938364576,-1.3096740043116277,-0.26851545709687274,-0.45443443301488273,-0.9240661621828559
Blake,-0.006165490935871667,-0.09247953900951275,-0.7820303741487288,-0.36762772742160066,-0.971531388312159,-0.21611237927646634,-0.11136202953540023,-0.5789804675927331,-0.12202119689131564,0.3057535000149795,0.30160338772981754,0.15552964498942592,-0.08471747963497891,-0.2217574573801471,-0.2886871480343486,0.0394846705377204,0.25133513234386845,-0.23015698113821348,-0.2603859962437972,-1.1328498699006155,-0.24830436447082668,-1.6488219348367867,0.8398483881407856,-1.5551875151392345
Ethel,-0.5929877585918173,0.15637224334638772,0.49454983976030664,-0.586206838297637,0.566180180514518,-0.3766424142230135,-0.8856241044990482,0.4264012965465085,-0.3883683041750549,-0.2624877621029705,-0.021373911359906822,-0.1378750844173041,0.0485510040343045,0.5780093570640071,0.17545766929639772,0.7389933398314159,0.4636675930739711,0.5689845572807507,-0.6692388318177889,-0.44537434099933565,-0.22129725634797887,1.5633662802343364,2.2237448588760023,-1.359047277436474
Madison,0.3831355613155227,0.12162162000957638,-0.6658299256399852,0.20516988395157404,-0.02919546597578916,0.6528978121618366,0.5424355660643622,0.7871187899578301,0.6090325177993631,0.46425811893876695,0.03089525414420445,-0.1884759404380094,-0.16906287007729082,-0.7877186889078781,-0.4529967662986726,-0.08219505570509657,-0.01476455563974395,-0.04614369172584122,-0.24969733173102504,-1.2743375445576717,0.11294778456329861,0.6187212407041407,1.9210229820509575,-0.8838969375565334
Natalie,0.07329674461774352,0.24948623130761458,0.10084049232882779,0.692876922085612,0.026208679104825168,0.5249201370134412,-0.1614769125668615,0.2263023727632148,0.5382067023056418,0.13747227466635567,-0.2301302226342501,-0.16439853723810258,0.32953911090452154,-0.21426829739620679,0.12111505480225862,-0.3563996528797904,-0.33827064505395754,0.7246779122434402,-0.3456285073204545,-3.603233288609639,-2.137741291509563,-1.4495236269332001,-0.9997877805739045,-1.8972095655341648
Corey,0.08442556248407722,-0.2949772834552148,-1.71752840953544,-0.6879141368968795,-1.238338708131098,0.49551361027502827,0.02442612472194007,-0.37393471572462034,0.4089757512176153,0.24909727408232782,0.22362681226749212,0.4100853615074209,-1.2581187367568107,-0.9833956514313043,-0.6996437808161333,-0.3659192082859722,-0.20938263246968344,-1.6069479397271398,-0.04955471934113452,-0.4530362542198254,0.5357746807657314,-0.7070197249598456,1.808666760078169,-1.2915329613617401
Ava,0.6324411107139954,0.21739825092124987,0.480756272361786,1.0626547065849858,0.3240256679244496,0.1669079638240735,0.44490947382751317,0.22522238306223782,0.7280339577471463,0.15773579447565184,0.017816773046361055,-0.33660782456047894,0.5465272291726101,-0.2885188224400533,0.4382913499423286,0.003549467605836032,0.07351497406709458,0.7709789333709859,-0.32222407557765725,-4.252417921751236,-2.686896507086389,-1.9931361240681913,-1.5162441316802817,-2.1449861208139938
Jon,-0.3670520241568543,-0.1604519809104132,-1.6272628662450435,-1.0891136459187605,-1.5354563245377795,-0.15129634612789783,-0.5176364620762448,-0.9072939550805929,-0.2551451464077064,0.016940506575269895,0.01872829035288257,0.5566017270121082,-0.09544304300296275,-0.07271749172464807,0.006651780300478815,-0.34028837696440795,-0.1911805456921814,-0.7627648053678924,-0.19066507374080552,-2.754403241203617,-1.2378518706922017,-3.0550179908235875,-1.8802183010511955,-2.2443675191224077
Landon,0.012018468976344968,-0.7957795462354031,-0.8450273135609015,0.02707836730030126,0.0672781815264322,0.4780776915955506,-0.20593387791157844,0.2083856313793207,0.4800973544131401,0.551028393544983,0.14660871762508768,-0.023338069100255827,0.12212382436476613,-0.19691218097263302,-0.056105406516197685,-1.0277216444409338,-0.1954345733499532,0.1005653205890392,-0.06397482762972542,-3.430514505861879,-1.5959277224840884,-3.5266353639537917,-1.1734531857194683,-2.562589159789496
Henry,-0.09119487967330393,0.2307856657894095,0.012535382031931564,-0.46188609441009304,-0.026449511743949876,-0.33116332387810105,-0.4053238633421688,-0.14780306865938703,-0.5682300216461232,-0.285930063378015,-0.04449360734572754,0.03566432496830829,-0.011972955979383889,0.6834512638766964,-0.473707637290543,0.2801863264555765,0.38876050018082303,-0.16366894451516853,-0.3120350895199158,-0.3459512395303758,0.3088838260798791,-1.5994002522591624,0.9671816937959217,-1.7781414161261804
David,-0.9003324872399527,0.17073283414856283,-0.2948901614655857,-0.3783851876031664,-1.0509505599668616,-0.577954324156861,-0.7704318798954214,-0.6621531228884744,-0.6057225799015911,-0.21537734276754783,-0.13249939952442333,-0.08234809073884009,-0.10321548871301528,-0.47309475920872157,0.09719162565438301,-0.18553917586112076,-0.1646697470980442,-0.5396632804011167,-0.20493598402629937,-1.809143007903036,-0.594282561922207,-2.555346844542124,-0.7878613815373211,-1.8431331920441334
Colton,-0.46103385338259345,-0.3575960305733754,-1.475891457809313,-0.5595489575277954,-1.045123850883285,0.3218545803920679,0.09666220760903246,-0.1549821512282421,0.16216273228806455,0.6170013467890613,0.22369785635734052,0.10664330435342283,-0.4351310647048511,-1.0873827107894245,-0.47065304470420405,-1.0010107160393977,-0.3186614057751388,-0.6133285553741994,0.13354615492387245,-2.2135643950015838,-0.7648559066177549,-2.692788041016048,-0.09484122138564542,-1.7826781418677335
Aiden,-0.088328416411042,-0.6432629603874213,-0.9556715868503961,0.1554082629547466,-0.6787921796012908,-0.11716831068710928,-0.12978531710782407,-0.6330660780307203,-0.5351049864645924,0.007472464796511396,-0.19587695949118872,-0.3190908815646239,-0.5309656575462343,-0.292661140513079,-0.3052586328107906,-1.0416156505682006,-0.40086167632680747,-0.8333448901169251,-0.3488301030056165,-3.6053337280742443,-2.4110963809817765,-4.449912381647052,-2.2866182223898037,-3.203059737945956
Bill,-0.5789214029258766,0.21157109849388278,-0.7470899645398993,-1.3690384548033678,-1.2001053272925184,0.12498216294953235,-1.0796481516047978,-0.3300586818412468,-0.5522544906518309,-0.3865191956143929,-0.016739132443378216,0.5725007148259958,-0.6673090315271518,0.07183969170829595,-0.5051687316693719,0.23720840228622683,0.6669326850510797,-0.670811690720357,0.30939045162851037,-0.16153526924473993,0.6164152545365176,-1.2579701090668378,1.2218720217529002,-1.4162255283118468
Judith,-0.5451689371087414,-0.08663504072485878,0.20252731896564974,0.07646827133949056,-0.08487596207140048,-0.6031362058948488,-1.077693471454198,-0.3877561805079349,-0.22411028036442726,-0.4610665748547184,-0.48102342106208873,-0.6123025525871826,0.7018623260438314,-0.10713360292878785,0.06648561251987269,-0.3916268845204438,-0.31453757575526253,0.4334291292594555,-0.8858613571382628,-0.7103523562668652,-0.41753084493056714,0.8543184580999379,1.3740574402427936,-1.2781573256980976
Tiffany,-0.24715391328942385,-0.2547896900468473,0.0579457521948935,-0.09452832532702168,-0.31055173961872373,0.10996516301260219,0.10006790184146509,0.25324833973458705,0.7279965897817441,0.29326952008326534,0.08546027768601917,-0.3263494020483652,-0.05204176372966675,0.03625693724539287,-0.0627167379197729,0.11394867603509796,0.16621857530572698,0.34947173426767375,-0.05039678924200707,-2.3936188510031737,-0.7848000179783043,-0.46319957264993505,0.21106848384489402,-1.4844441086011995
Juan,0.40368847808903563,-0.485753240619002,-1.315410912474715,-0.1886972286994222,-1.294292937862398,-0.41306374208174185,-0.2667727203215254,-1.227496171859668,-0.7041574712892019,0.10811190461626514,0.21705342244118536,-0.21695300775528692,0.02667378402270915,-1.2433919451205018,-0.37987110525460466,0.3616831889827147,-0.2722068494456576,-0.6711566654427378,-1.1712071899514074,0.22490309351606785,-0.16412326955944545,-1.1159626494093797,1.1117514644877424,-1.7316430239281013
Ronald,-0.1885441998328774,0.08072003700255691,0.18333163249876266,-0.3737485520333019,-0.2133358134208153,0.14101336310250961,-0.14984477248725392,0.2629940701204099,0.14094185481253524,-0.1056540780724557,0.033254407389566934,0.1635081835699903,-0.21440190736366785,0.0015131036927813891,0.13082843293543012,0.31119831540200926,-0.13585566806897093,-0.16966371512615974,-0.19285933341098632,1.6809210640790608,1.6996136458264295,0.3310760985286104,3.1919947350039695,-0.7182581502146108
Charlotte,0.02523231433067922,0.10336474992123523,0.9809691628874843,-0.3758836555818396,-0.08465502048994926,-0.21143914541251937,-0.5279467026237644,-0.09980978278711392,0.10597172826754668,-0.07145887192673792,-0.2974109546910188,-0.394844459744615,0.8165895165735487,0.9143638388642519,0.22500130397845844,0.701724809233713,0.5234067621064323,1.414526174497267,-0.6368760909111569,-2.6380265132275227,-1.4805748661588733,-1.0104628777080522,-0.35449712241792175,-1.6769647298635095
Katherine,-0.36199276068465275,0.18418016254054778,0.6603095413970116,0.17404651204966193,-0.19464241372713426,0.05725557480341812,-0.6077466992908728,0.025586440723318477,0.16638537523260694,-0.015813603881506533,-0.30063184373264407,-0.5567407169701428,0.5526340822507848,0.009691047942570245,-0.133708725586474,-0.642152970286265,0.046762912016680064,0.6819678014248574,-0.6144023296618256,-2.474964185543687,-1.3051965764100615,-0.8137695378483784,-0.24361990327977268,-1.2717499363158347
Garrett,-0.10059448467893405,-0.06955884748038656,-1.5530887371058932,-0.7865292592618288,-1.3766714000973264,-0.1677159513007231,-0.4881828555382271,-0.5574925519913724,-0.4916197749167988,0.2393440740046518,0.3804475038905115,0.32666664384873617,0.18832427709578284,-0.2756317956419793,-0.3578565209634773,0.10727691594574157,1.0420327344532971,-0.014757903454223993,-0.45167495120588563,-3.051055820596727,-1.8183861525361715,-3.5463965306715473,-1.0342888032519943,-2.7433217209016347
