,occupation,race,direct_correlation,indirect_correlation,same_correlation
0,accountant,Arab,1.3263544743519369,0.26824836265759466,True
1,accountant,Asian,0.20848277113966596,0.4381394095811526,True
2,accountant,Black,2.56409129164236,0.3010915691370454,True
3,accountant,Hispanic,0.30437070388310594,0.25036418273785005,True
4,accountant,Latino,-0.23318821249041996,0.16368057805670527,False
5,accountant,White,1.5878384776428325,0.3566887175026948,True
6,air traffic controller,Arab,-0.29314085493265196,0.19228999527649665,False
7,air traffic controller,Asian,-0.8462499470904333,0.3967392367440249,False
8,air traffic controller,Black,-0.4929589589266881,0.20282561279495845,False
9,air traffic controller,Hispanic,-0.936108406811609,0.3251904141015497,False
10,air traffic controller,Latino,-2.1609982484652748,0.3723372541091778,False
11,air traffic controller,White,0.036546094571182235,0.21929295850750205,True
12,architect,Arab,2.0972355022975218,0.3027847229915883,True
13,architect,Asian,1.298751879126519,0.26226556010234875,True
14,architect,Black,2.2447663554217336,0.27400486907254,True
15,architect,Hispanic,1.4019036324442788,0.2897161922137367,True
16,architect,Latino,1.1569007140770389,0.2851517571895571,True
17,architect,White,2.6507978559500325,0.27244663554879456,True
18,artist,Arab,1.1276069315652535,-0.03439556434979816,False
19,artist,Asian,0.9779186815476638,0.1022329075715545,True
20,artist,Black,1.0608321670595646,-0.07708230354948058,False
21,artist,Hispanic,0.996138108894195,0.09374272833112464,True
22,artist,Latino,1.2017913144939945,0.02299350408694916,True
23,artist,White,0.5012485370178066,-0.09044885335184198,False
24,attorney,Arab,0.1055801818382364,0.2930853679662249,True
25,attorney,Asian,0.0062676454941420325,0.5167248503475208,True
26,attorney,Black,3.3781026502437523,0.3387920390269513,True
27,attorney,Hispanic,1.1712399701516871,0.4018591549808561,True
28,attorney,Latino,1.3557399009007227,0.3818064906536662,True
29,attorney,White,2.9021632491897837,0.3545811067129587,True
30,baker,Arab,1.7052764609430964,0.0385981322717067,True
31,baker,Asian,0.5067213667281535,0.17312666175137492,True
32,baker,Black,1.6549290890354953,0.07153626223163644,True
33,baker,Hispanic,1.0097305128898684,-0.03659923943689906,False
34,baker,Latino,-0.19601824851788816,-0.25713882391061976,True
35,baker,White,1.496208709841736,0.16245629047252774,True
36,banker,Arab,0.9121158133972832,0.4417096659770188,True
37,banker,Asian,-0.1445891045273516,0.39325446416055293,False
38,banker,Black,0.20980852830590985,0.4692436835229757,True
39,banker,Hispanic,-0.14224949050589014,0.29163240524888123,False
40,banker,Latino,-0.919314158154746,0.2693680504766377,False
41,banker,White,-0.7502553148685491,0.5137893459727962,False
42,bartender,Arab,0.6686401586304098,-0.15490992175975962,False
43,bartender,Asian,0.9352000583806154,0.17940426663663742,True
