,country,yob,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,1920,0.4642299456388278,0.1707242443413957,True
1,Nigeria,1921,0.5423720442534731,0.17884580012976636,True
2,Nigeria,1922,0.43350458402713016,0.16346226998733654,True
3,Nigeria,1923,0.4939957953542306,0.16675563852224587,True
4,Nigeria,1924,0.3291878779445588,0.2069989051357365,True
5,Nigeria,1925,0.451817691635062,0.18727264676217395,True
6,Nigeria,1926,0.5064175475537405,0.2120061514218672,True
7,Nigeria,1927,0.468869176335024,0.1676761026346629,True
8,Nigeria,1928,0.10256686580410006,0.19652698858914508,True
9,Nigeria,1929,0.36916082004171785,0.18407728064432385,True
10,Nigeria,1930,0.5773128467659262,0.1966751235284226,True
11,Nigeria,1931,0.1358164365031823,0.16686355805521108,True
12,Nigeria,1932,0.2054354474395056,0.20449216113286212,True
13,Nigeria,1933,0.28464843628508546,0.20468051141678806,True
14,Nigeria,1934,0.30097533917058666,0.22140655619736785,True
15,Nigeria,1935,0.4280428669756145,0.22021456380137205,True
16,Nigeria,1936,0.17606260740637095,0.1889360428316145,True
17,Nigeria,1937,0.0987504063770277,0.19717771756281444,True
18,Nigeria,1938,0.06584358028829541,0.18695745505246594,True
19,Nigeria,1939,0.05876433193339796,0.14635289830936382,True
20,Nigeria,1940,0.10693378773186,0.12403018839844278,True
21,Nigeria,1941,0.2887965960490139,0.11881266401273065,True
22,Nigeria,1942,0.2146136705748968,0.13681852794659072,True
23,Nigeria,1943,0.3547513507828212,0.12457607429001308,True
24,Nigeria,1944,0.08400319913820674,0.12166273977939215,True
25,Nigeria,1945,0.2400992555905883,0.10237189306206787,True
26,Nigeria,1946,0.34452462828112523,0.1437013205769445,True
27,Nigeria,1947,0.3087780857897508,0.15437263397809256,True
28,Nigeria,1948,0.145268438527388,0.14057245535594942,True
29,Nigeria,1949,0.2037740363213824,0.11496325454120432,True
30,Nigeria,1950,0.6683073582111939,0.0856419973112655,True
31,Nigeria,1951,0.4487522542576611,0.09833675103244216,True
32,Nigeria,1952,0.240218465748608,0.10705218107766358,True
