index,beverage_isomap_x,beverage_isomap_y,beverage_tsne_x,beverage_tsne_y,beverage_umap_x,beverage_umap_y
football,-1.3427601539173954,0.03997078002676626,-152.44223,-363.86124,12.153704,5.4078364
basketball,-1.1111186812693534,0.17180048734052877,-163.0773,-259.01968,11.685035,5.0380263
cricket,0.6577364357772626,-0.39766729665343187,-164.58667,260.61725,4.6310954,3.801986
hockey,-1.0088453726627962,0.24129857307647504,-120.451454,-260.7118,11.240951,5.1031103
tennis,0.15952347710470227,0.029833122176195694,266.9973,26.474752,5.7956586,4.8634796
volleyball,0.9376206138567215,0.6286005615753072,35.846783,331.31412,4.0977864,5.3872886
table tennis,2.2488636379957936,-0.18919911628272296,-66.286705,419.6011,3.1600847,4.9502716
martial arts,-0.28635654299805724,0.41955939522352875,196.24095,143.57556,7.4077697,5.3159294
baseball,-1.2048257315791644,0.031050000792700913,-147.31071,-319.57465,11.980199,5.034753
american football,-0.9066583564307575,0.12774968698603043,-29.01035,-168.03734,10.374152,5.109383
rugby,-0.8630534531870734,0.07550659157773072,-61.45078,-124.4176,10.060286,4.606647
golf,-0.18685805399020072,-0.5666310637536219,152.83165,-68.59126,8.716596,3.5465136
athletics,-1.0723985584518851,0.04261721545538344,-111.28797,-218.77522,11.382291,4.615409
badminton,1.6762905902074168,0.26042695172343916,-33.83993,380.6413,3.6426053,5.000167
boxing,-0.6782147203272768,-0.6305757651947983,77.49993,-99.567894,9.323159,3.646122
Formula One,-0.2126364406065395,0.050171817512038364,203.5618,71.36009,6.7529435,5.142976
MotoGP,-0.5301550924825594,0.3630810089265477,151.26404,146.9707,7.851198,5.2981544
cycling,0.044780166476070624,0.13301238816901564,246.23994,62.536327,6.269872,5.0838156
swimming,0.18153271678230337,0.4475720424966694,314.38538,89.32841,5.3377924,5.2529974
snooker,0.5312193939645461,-0.6005723756705666,-135.97464,240.90738,4.347598,3.9556818
shooting,-0.9812990949490112,0.1696676930914098,-91.14512,-171.99168,10.693249,4.8114586
gymnastics,2.0826555577970867,0.7645290956864365,-20.740883,437.58124,3.2303603,5.1332154
handball,1.066379141681057,0.17720644964863028,-10.146298,336.3096,4.2875724,5.1935253
wrestling,-1.0242979437747015,-0.20671358329616274,-65.70077,-213.38634,10.812637,4.4923534
skiing,0.4685811239535837,0.13379310768719002,319.0722,42.097546,5.0173807,4.980978
horse racing,-0.5453274002180374,-0.6108521349762728,110.00398,-80.45314,9.076646,3.5576036
horling,1.2655941393793402,-0.7239489278734027,-140.90147,347.66956,3.7062738,3.862906
pickleball,1.1764651561580795,-0.4924960442240465,-123.47928,305.49255,4.106746,3.6866682
water polo,-0.7027842837359244,0.36430335630618366,109.57718,147.00685,8.371625,5.277392
bowling,0.16034772944676956,-0.25309401755317995,241.79909,-16.953312,5.897551,4.4596996
