,beverage,sport,direct_correlation,indirect_correlation,same_correlation
0,water,football,-0.18585243245494407,-0.10830001974248317,True
1,water,basketball,0.1314402555605504,-0.07037937498687398,False
2,water,cricket,1.119242006729054,-0.08156592834450574,False
3,water,hockey,0.2473274154322693,-0.09022720994804984,False
4,water,tennis,0.1112836112357814,-0.038456453109484465,False
5,water,volleyball,1.3789387156930313,0.14524188379018504,True
6,water,baseball,0.09545474032327787,-0.10157711433653044,False
7,water,rugby,-0.1351431341874737,-0.11178786326415892,True
8,water,golf,-0.2703514953914337,-0.2015542193944808,True
9,water,athletics,0.4563215688493805,-0.15320982825416254,False
10,water,badminton,0.970508441324282,-0.07257663976755642,False
11,water,boxing,-0.23849549285577104,-0.17919287879610354,True
12,water,cycling,0.522934994566961,-0.09889265341038933,False
13,water,swimming,2.4614867541824617,-0.13630176810967645,False
14,water,shooting,0.6641626895072865,-0.1729015663656996,False
15,water,gymnastics,0.3325731766762526,-0.044749603724421945,False
16,water,handball,0.26151710037354875,-0.03862739760295592,False
17,water,wrestling,0.30610073212440736,-0.08193405774461374,False
18,water,skiing,0.11817373155621848,-0.14224170313995976,False
19,water,bowling,0.2339189255496535,-0.16660927767976635,False
20,coffee,football,-0.07298441361606903,-0.3541331119165782,True
21,coffee,basketball,0.4397811418891379,-0.21233895062835365,False
22,coffee,cricket,0.10211138278212424,-0.267755473103553,False
23,coffee,hockey,0.2562229508786374,-0.2500668931683065,False
24,coffee,tennis,0.25878743656162434,-0.049838274535696114,False
25,coffee,volleyball,-0.18989490991846114,-0.10359556807598808,True
26,coffee,baseball,0.6903270741686595,-0.2441108344961595,False
27,coffee,rugby,0.10747786339627573,-0.3749886742423106,False
28,coffee,golf,0.9019901273286306,-0.0684566469357108,False
29,coffee,athletics,-0.03413542574705895,0.01528306730459106,False
30,coffee,badminton,-0.12649019205839515,0.03220333751385973,False
31,coffee,boxing,-0.3195057973925212,-0.11766545297614085,True
32,coffee,cycling,-0.24146181654476145,-0.120540011718648,True
33,coffee,swimming,-0.140307247890788,0.029983873782368026,False
34,coffee,shooting,-0.13698486836232848,-0.05989968584798051,True
35,coffee,gymnastics,-0.4590253957535176,0.07730546746736178,False
36,coffee,handball,-0.757939857602632,-0.1996490372499946,True
37,coffee,wrestling,-0.5894598548456882,-0.24109086476168215,True
38,coffee,skiing,0.032087588626524936,0.07365631360588126,True
39,coffee,bowling,0.5713150147840694,-0.01620952189078622,False
40,tea,football,-0.34187914962225074,-0.6105375827485653,True
41,tea,basketball,-0.7726880231301533,-0.5631015637172934,True
42,tea,cricket,1.767322057505325,-0.4026131222953748,False
43,tea,hockey,0.0314084719703833,-0.5444590577943909,False
44,tea,tennis,0.31066510962705546,-0.271058797304653,False
45,tea,volleyball,-0.17139235914795098,-0.2692701756683566,True
46,tea,baseball,-0.596105861428438,-0.5985174534811715,True
47,tea,rugby,0.08098984623192837,-0.5826675037267229,False
48,tea,golf,0.10098156498518156,-0.4582131713782415,False
49,tea,athletics,-0.18742545940103603,-0.2626404329143044,True
50,tea,badminton,1.4050227388549006,-0.16917576895303935,False
51,tea,boxing,-0.4807763704130474,-0.3494562301209275,True
52,tea,cycling,-0.7078380722614759,-0.2568853291042755,True
53,tea,swimming,-0.11541066509400788,-0.15568704578863266,True
54,tea,shooting,-0.8366730881134669,-0.2751219179953457,True
55,tea,gymnastics,-0.20316669564941645,0.05386784074680191,False
56,tea,handball,-0.7323116754325013,-0.3168143790169233,True
57,tea,wrestling,-0.4506916642666525,-0.4973114051492775,True
58,tea,skiing,-0.5270040565852235,-0.14186301195804174,True
59,tea,bowling,0.43803665748988346,-0.3611594003159115,False
60,juice,football,-0.4247941845229791,-0.2372596904282628,True
61,juice,basketball,-0.013933440703087644,-0.16380596983099618,True
62,juice,cricket,0.3606226365858801,-0.25074794498021225,False
63,juice,hockey,-0.21213967047459714,-0.2201591610086716,True
64,juice,tennis,0.2940756120480473,0.03193518759638077,True
65,juice,volleyball,0.2996598902993232,0.16258050547753394,True
66,juice,baseball,-0.10494481894968656,-0.2685662088886131,True
67,juice,rugby,-0.2100995604225668,-0.2652370795115168,True
68,juice,golf,-0.0729863208089652,-0.2470700793667895,True
69,juice,athletics,-0.10482243086985678,-0.13753822355492562,True
70,juice,badminton,0.5150511713666945,0.019421610450307315,True
71,juice,boxing,-0.38773304932294056,-0.20030737803485685,True
72,juice,cycling,-0.13492887544954504,-0.05677029294847642,True
73,juice,swimming,0.21872922395430835,-0.07892592925230764,False
74,juice,shooting,-0.33418199611218896,-0.2313483817212268,True
75,juice,gymnastics,-0.1978011850702877,0.051242056138492184,False
76,juice,handball,-0.37318142107668295,-0.051435347587390455,True
77,juice,wrestling,-0.35690889957315275,-0.21303501092445198,True
78,juice,skiing,-0.14737925288204362,-0.0696789569632357,True
79,juice,bowling,0.6317846620562939,-0.22025570212860116,False
80,milk,football,-0.023435551658483014,-0.5032097291999732,True
81,milk,basketball,0.1104059131214422,-0.4085137365220188,False
82,milk,cricket,1.2810161890469107,-0.3693215658268156,False
83,milk,hockey,0.3427516887166066,-0.4322034105477292,False
84,milk,tennis,-0.11222514564834413,-0.18660885757034126,True
85,milk,volleyball,0.6669795856340638,-0.1090877135418738,False
86,milk,baseball,-0.4366752706805957,-0.462244884230972,True
87,milk,rugby,-0.26120651981631865,-0.514209432126154,True
88,milk,golf,-0.6781282373034863,-0.3713587183815879,True
89,milk,athletics,-0.2192986100227903,-0.2230274496561104,True
90,milk,badminton,1.2054481547864195,-0.11716185124245675,False
91,milk,boxing,-0.6501009863969169,-0.2861684964640312,True
92,milk,cycling,-0.5141508292003315,-0.21073219497775675,True
93,milk,swimming,0.22734647349605105,-0.13114760517122426,False
94,milk,shooting,-1.1614282963010296,-0.22925139665299515,True
95,milk,gymnastics,0.15220348936872027,0.09743721668983596,True
96,milk,handball,0.08385659584761276,-0.2487573582526509,False
97,milk,wrestling,-0.49051063123122995,-0.36960060549384255,True
98,milk,skiing,-0.04166677442357556,-0.07207439486287147,True
99,milk,bowling,-0.2293996651398832,-0.29775287768044145,True
100,soda,football,0.06731548664841032,0.13338863889556582,True
101,soda,basketball,0.7382607084325152,0.30204156631801765,True
102,soda,cricket,-0.05677363947254986,0.1476378321394481,False
103,soda,hockey,0.6020585603537336,0.2518563638309373,True
104,soda,tennis,0.22250050707817395,0.2925046277162116,True
105,soda,volleyball,0.34995398076740963,0.3166245738443227,True
106,soda,baseball,1.0986260962793202,0.2650502935207695,True
107,soda,rugby,0.023969094445329988,0.09439188515014854,True
108,soda,golf,0.28520243942414275,0.36448131184168175,True
109,soda,athletics,0.3798696173039814,0.2610545371551507,True
110,soda,badminton,-0.13388702211495254,0.36647133361705336,False
111,soda,boxing,0.03766172348407356,0.20723515439565893,True
112,soda,cycling,0.3474448870730667,0.13161960975708786,True
113,soda,swimming,0.5704462781470935,0.1973346707444333,True
114,soda,shooting,0.16273933662608794,0.1945571122976392,True
115,soda,gymnastics,0.2694382637953404,0.12890372769691738,True
116,soda,handball,-0.42390582836277263,0.06411252729629455,False
117,soda,wrestling,0.4922922538070731,0.2007031950724915,True
118,soda,skiing,0.7783506121634878,0.2808675410882132,True
119,soda,bowling,1.449978314303488,0.3904075764010536,True
120,energy drink,football,0.1990381904775632,0.21220642259625067,True
121,energy drink,basketball,0.7007856664216613,0.2621447627980814,True
122,energy drink,cricket,0.6603369888807803,0.1553882229325381,True
123,energy drink,hockey,0.41015566347594573,0.2333489129256128,True
124,energy drink,tennis,0.016007500166230808,0.16883207466715675,True
125,energy drink,volleyball,1.0556022922432269,0.32558155159752,True
126,energy drink,baseball,0.10513326926280434,0.18503331338353268,True
127,energy drink,rugby,0.16152689168106535,0.18132206849435026,True
128,energy drink,golf,-0.3762281118508332,0.10530897023026314,False
129,energy drink,athletics,0.976191417765046,0.039356283751083056,True
130,energy drink,badminton,1.1524019716725742,0.17210501114190044,True
131,energy drink,boxing,0.7484106318320891,0.03751324378863891,True
132,energy drink,cycling,1.0881213829728469,0.0584667095134509,True
133,energy drink,swimming,0.7549609047085337,-0.0546808869710854,False
134,energy drink,shooting,0.5065308856938032,-0.044441884284044976,False
135,energy drink,gymnastics,1.0943670043445708,-0.07675225553909172,False
136,energy drink,handball,-0.05737605910069781,0.10750650611014066,False
137,energy drink,wrestling,0.9872802027965828,0.1652468503627194,True
138,energy drink,skiing,0.3518174743442124,-0.025573977214673256,False
139,energy drink,bowling,0.7306252836567931,0.06478040187031993,True
140,milkshake,football,-0.15867472028215307,-0.3395779471683141,True
141,milkshake,basketball,0.6274564860452387,-0.1844683052435753,False
142,milkshake,cricket,0.2638716404746615,-0.22917555198107556,False
143,milkshake,hockey,0.243427022190687,-0.2275924534904205,False
144,milkshake,tennis,-0.024929078681843197,-0.03151261183436572,True
