index,religion_isomap_x,religion_isomap_y,religion_tsne_x,religion_tsne_y,religion_umap_x,religion_umap_y
Nigeria,-0.032233884984743714,-0.1124026703410289,228.68254,-82.44843,4.2054706,0.50720257
Ethiopia,0.49821782249301616,0.03548004085700103,7.6773577,-294.85156,9.424483,3.6524057
Egypt,0.5788355044594357,0.023492895949897702,51.88214,-289.66312,9.7632065,4.0733876
Congo,0.27447473660177263,-0.19110711621761856,49.025204,17.932852,7.6156254,2.457955
Tanzania,-0.016436432683289436,-0.05288175383082902,166.87646,15.518454,5.0296674,0.7866027
South Africa,-0.5306202527482784,-0.1722778375558491,-186.86403,186.9972,-0.45572314,7.2169194
Kenya,-0.1466333357550607,-0.08924273242656668,286.3274,-69.279335,3.7229073,0.73338085
Uganda,-0.07816732279546248,-0.05478522887316785,259.82935,-60.4005,3.6048706,0.9170014
Sudan,0.4040550540840125,0.19123135567035404,-545.68616,456.76566,8.971034,3.103284
Algeria,0.37165690991682176,0.05094235388034501,-11.794115,-280.3413,9.349357,3.3480332
China,-0.2595392948852108,0.14039983979436743,-284.49997,-17.188463,-0.8433978,4.218181
India,-0.19441590639815629,0.5636872221364816,-397.5732,101.85907,0.16362552,3.221786
Indonesia,-0.2397201253932316,0.2679390437234303,-342.39377,63.303635,-0.44538847,3.5741475
Pakistan,-0.1992486474659787,0.5502826499481455,-373.06268,118.01474,0.22820356,3.3460639
Bangladesh,-0.1231432657855119,0.5060123521414487,-374.9923,93.43453,0.03862181,3.1713407
Japan,-0.3998921587936041,0.31027615018314936,-309.81268,9.600516,-1.0245141,3.9537146
Philippines,-0.273874076992422,0.23514530343321213,-330.83594,45.1214,-0.75673425,3.7539308
Vietnam,-0.2852330482501432,0.06341089544770102,-259.88397,21.099169,-1.1869063,4.5010014
Iran,0.3332709603234768,0.44290782659536115,798.3385,-508.86307,9.021195,2.4834173
Turkey,0.34913682508703486,0.23303550248940366,-109.90201,-265.04404,8.874961,2.6899464
Russia,0.5310535436761261,0.01806306548118178,67.15116,-236.19505,10.184076,3.8145053
Germany,0.37436966241515435,-0.09543927461294817,30.71766,-155.99847,10.340856,2.992184
United Kingdom,-0.2562749979294896,-0.15560502570107396,-132.89314,53.520596,-0.25997657,5.633432
France,0.46414593296938866,-0.10221080558705906,12.797833,-179.23358,10.237234,2.878463
Italy,0.2862768433798776,0.05249194763129356,-73.471245,-247.77158,8.962178,2.6410584
Spain,0.24131879171644138,0.00710454029043059,-52.4015,-250.78937,9.2125435,2.8819191
Ukraine,0.5288988226290301,0.021602692522382783,61.169624,-259.08694,9.977691,4.108406
Poland,0.4645619518374521,-0.07716346475514549,39.146156,-189.64635,10.321311,3.281132
Romania,0.61530200114253,-0.03878546782123377,40.889175,-240.21164,10.113494,3.9611657
Netherlands,0.08744491753683616,-0.20337736058816355,167.59457,-73.23301,4.3849483,0.7036062
Austria,0.3240886168664169,-0.08624298115451967,18.16663,-138.49902,10.139468,2.9719906
United States,-0.6011873126452827,-0.06685820810259208,-216.87732,192.23863,-0.33349675,7.321237
Mexico,0.08299657455720019,-0.050627582873455916,177.65991,115.399086,6.373277,1.5078464
Canada,-0.546807308591761,-0.1396528850514289,-198.79382,161.78561,-0.5541382,7.0638676
Guatemala,0.02935489631677836,-0.0156384602839069,209.82306,58.94588,5.3914084,1.3453593
Haiti,0.060414463917952715,-0.14587727202602266,193.15073,-54.493595,4.313588,0.86880773
Cuba,0.0010226847278329756,-0.09475489397834519,223.5323,-29.237608,4.199932,0.97709143
Dominican Republic,0.06364036529818536,-0.04206834809674539,211.96138,29.291313,5.3624372,1.6883799
Honduras,-0.017744106262455126,-0.09177861619581057,256.51788,-27.633976,4.056699,1.0449857
Nicaragua,0.005918129678098274,-0.012549994408653162,255.91544,24.241667,5.0294647,1.2395203
El Salvador,0.0351701708927689,-0.08429357011460936,210.77637,-7.3795595,4.7816443,1.3332678
