index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
football,0.37090865066721457,0.052143536097563295,-90.70373,100.15587,6.469158,4.4768577
basketball,0.06792507653640263,0.019664395496509456,-31.22192,-86.91932,5.736364,6.326637
cricket,0.39384397547037775,0.030116602019901725,-23.656126,91.86392,6.413495,4.946016
hockey,-0.14016346939790808,0.16831975134066082,-16.737091,-296.7861,-3.0364823,9.915293
tennis,-0.2184842846943854,0.6768158623926667,-98.58507,-408.1025,-2.6361668,10.54162
volleyball,-1.3680587414940975,-0.29398666780669563,401.7584,-167.68094,-3.0787904,4.865247
table tennis,-1.1921789369065405,-0.22812099361436375,430.69885,-107.76478,-2.5677752,4.758714
martial arts,-1.3122638735940781,-0.2790270067710637,366.97012,-66.537964,-2.790657,4.977622
baseball,0.21843097096560388,-0.013540688072478532,-30.852283,-6.8205805,6.277531,5.5259204
american football,2.117530798953377,-0.3958586670556875,69.122375,463.66528,9.428936,0.6110639
rugby,0.5297087024894072,0.004748933343040462,-100.58126,175.71883,7.105039,4.2840724
golf,1.4484955428105835,-0.22177268183772045,-6.267795,493.99393,9.253594,0.8191388
athletics,0.6089675343596171,0.04062176746963418,-28.908278,200.42522,6.933172,4.143892
badminton,-1.2162691115767192,-0.23149001332871194,341.2897,-130.50818,-2.7115426,4.4711547
boxing,0.6908692894477976,-0.033593683354034065,-92.80716,247.04637,7.379617,3.878205
Formula One,1.658193415658021,-0.2677897133140012,-69.145096,488.29825,9.522972,0.5238444
MotoGP,-0.11439503218226436,0.9418016576940127,-98.67642,-480.626,-2.9205651,10.925462
cycling,0.11676935534322515,0.690782593339449,-165.16946,-470.206,-2.7742245,10.806773
swimming,-0.7404080475986791,-0.09323100318891844,1079.4651,-138.59074,-2.861869,6.5618553
snooker,0.54136924355931,-0.11868757743619011,-245.92203,216.11981,7.2354064,4.9096904
shooting,-0.13646860440431463,0.13936380376730192,-56.461063,-236.31367,-2.8709793,9.771217
gymnastics,-1.543684464398987,-0.3279236341867906,-243.87889,-99.6296,-2.5151823,5.3906503
handball,-1.0236593949014683,-0.1854777401996124,425.7233,8.001888,-2.659536,5.840978
wrestling,-0.18152489844115785,0.06723407253123108,13.236702,-232.25952,-3.0678153,9.411529
skiing,-0.19454595124933446,0.27768270577592175,-77.29249,-328.10638,-3.1577935,10.262022
horse racing,1.3500924825778735,-0.1966640636684129,-27.011868,433.119,9.023138,1.0814908
horling,-1.0366593744639483,-0.1669636272283718,403.4084,69.61938,-2.8121698,6.0434475
pickleball,-0.45941088563871013,0.006178259460560971,-1372.5498,146.20992,-2.9954152,8.84582
water polo,0.11254553614246605,0.06245983248541611,26.764097,-72.04957,5.9768424,6.0721216
bowling,0.6525244959613153,-0.1238060121508135,-209.37718,259.691,7.4686847,4.624547
