index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,football,basketball,cricket,hockey,tennis,volleyball,baseball,rugby,golf,athletics,badminton,boxing,cycling,swimming,shooting,gymnastics,wrestling,skiing,bowling
Alan,0.2052623335459698,0.20015613239854874,0.23671557881425226,0.05290276186866936,0.2818588557338138,0.41159912961276346,-0.16620557869176503,0.11823141722965382,-0.07669259297042473,0.07826408347756811,0.06747521745165173,0.4236862827801179,0.35030981739110734,0.131325995079654,-0.19155072010298282,0.009251114662188108,0.3702832486140858,0.5968526371457675,-0.5214569772727491,-0.005468530668356621,0.25646020797403163,0.254421525928786,-0.21323722108604828,-0.028484830548753604,0.5443424360017344,0.06540071510285282,0.9553672646711063,2.3036090293220624,0.6932377660352067,1.914645416717076,2.5082184113467174,2.951314393110526,2.3421809805444176,2.2295998511745463,1.5148997387349799,2.402675381293416,2.388476785646464
Louis,-0.2101066411110239,-0.10851960028171567,-0.347860997468148,-0.13952097595937013,0.3278816473038166,-0.013000462390660737,-0.5127020772214506,0.056319498244788664,0.09867501929662766,-0.3126083647673714,-0.06143887740066905,0.124631137241347,0.25608683524985115,-0.027577468051850067,-0.3918125750387217,0.11125785903689472,-0.046623735117763784,0.7653743081514791,-0.6716017785612076,0.09325616681158042,-0.5866174244895129,0.004143033111378952,-0.17373807990961218,-0.15076494371111054,0.19754504037189738,0.04974934972396811,0.691087406133277,2.6535238371490597,0.6408754375862624,1.8737257356224775,3.4366708684285423,2.705925462577991,1.843489102926311,2.5785806781808382,1.1645467001591712,2.2592164441788456,1.5907750599785924
Carrie,0.15289937600684356,0.04791562724808161,-0.15797772500357024,0.08485371115130981,0.30369172133024847,0.7008072748706909,-0.3933121412670864,0.5832692124874308,0.49300113180887445,0.4118731201592642,0.48220825602159334,0.7009863401935983,0.31368901468070837,0.1749060259456174,0.4483461663056873,0.09889664901197051,0.6727160611496138,0.8115393810461343,-1.1067804439541638,-0.3279051424024057,-0.3192293801344054,0.03913162749362313,-0.09982103968635381,0.3314990232298699,0.005193324660344716,-0.2117328116886604,0.5801034131039401,2.325593858554474,0.624945564722675,1.2892958966518127,2.5145847062437623,2.6928796498514176,1.5846426826070947,2.446509395712571,1.0240650539949012,2.4108083261371647,2.1603091814700064
Phillip,0.21607470363810394,0.20653901123077814,0.07091961746529613,0.19517143512529617,0.569840809922358,0.30119987771906254,-0.0504092470144417,0.15830514894164155,-0.0020559005803474644,0.2336362110000791,0.17055989299039448,0.18051331922515154,0.26683679989724457,-0.09637161609593643,0.06835581218458525,0.05111544274317602,0.44085492522765796,0.3880531418308779,-0.0061272696959446815,0.46722898376041183,0.7338383272887404,0.6464306628815304,0.2604412160114531,0.3904876357226471,0.9564456693339068,0.577338868327585,1.3032152288764043,2.734684135189841,1.3466244313473668,2.0692843640347087,2.939729104199694,2.68949839787447,1.7503286001000984,2.6891970527106546,1.6004425137735052,2.5297488074968584,2.554279815308369
Chelsea,-0.1609925088421052,0.6565070505298918,0.21701126420938857,0.3344724341355468,-0.19281459182267358,0.4741785268146002,0.16901030455715754,0.4054820195372309,0.830357387669683,0.21556234819965958,-0.3753003207413924,0.5247359422250683,0.04989963363867651,0.03266666643113382,0.3086077434373606,0.02939650828035868,-0.07032623373700721,0.6821584099358728,-0.22367278550887784,-0.19257174382653938,1.2595672939891969,0.7177019357727085,-0.32845537644834005,0.1349795300981854,0.21604378614156447,1.2761098166088258,0.021489253600274393,2.32801049086391,0.5570689379086757,1.1142770235940929,1.816738879018008,2.7164842547961716,0.5636509415815761,2.195656169749488,1.0758485682327381,2.038642930629821,2.158224545623897
Eileen,-0.37453909289398496,0.3293346208761254,0.453839843366934,-0.02082995603254671,0.06656330932879106,0.15471375579530378,-0.33012898653061157,0.24578340600284362,0.13165317603783816,-0.208131124958609,-0.1633501647825803,0.17613980739164864,0.1176603958539812,0.32548879657207297,-0.491457517564031,-0.18839807775083528,0.054774186864342024,0.357129091342643,-0.8593730935186948,-0.4594889617091453,-0.11728814296424156,0.18189538053922863,-0.0054351404778606,0.552619893065677,-0.16257412083601236,0.04367269290576839,0.49111403878021664,2.543654785739399,0.9674741363865709,1.5988133728743146,2.494011694458313,2.7304134674214993,1.8337611348679712,2.5608297499798147,1.3041368091210521,2.4119988426308954,2.294888384365991
Alice,0.7942177907603358,0.2723282543102018,0.4906280506211368,0.6248804444064905,0.9960788227749653,0.8040826033643801,-0.002153467786770874,0.7538390713883175,0.10094301771995678,-0.2045334788556207,0.12008516740742416,0.35544227877882095,0.40323463053499603,0.5854762519318616,0.1541097592258059,0.02832634256624224,0.47942327000737495,0.6408134797319865,-1.303420066846688,-0.7081525302111171,-0.6582310113883794,0.004229961302304625,-0.3967982415607029,0.3241488406130921,-0.14389514816534613,-0.5150840952021013,0.5666148463833648,2.049926145718794,0.18224962019509652,0.6387806327642643,2.30773396827121,3.129580965163547,1.3100747995110689,2.520829066266449,0.4445796574675306,2.7581118505608035,1.7171073653166662
Amanda,-0.42383370376568275,0.4045464437818649,-0.0963063307448358,0.2807517674066026,-0.2170631721410963,0.19778875418317982,0.24735433520914643,0.1908217292457742,0.3983297503454485,-0.15348935675584174,-0.5389041686952093,-0.12631524377742587,-0.4262538843531717,0.07686552613912666,-0.40671049226992173,-0.6007050703894212,-0.3917690377098509,-0.37182502001772555,-1.0863812255879395,-0.3664323222509421,0.013064878924049263,-0.41617381647928936,-0.19605695257159486,0.274192962963001,-0.35117218832469066,-0.3620928464516412,0.311659958189015,2.1218228266025005,0.6085419773824311,1.3942551917860706,1.84402060609066,2.3182542732776934,1.4255922766010374,2.2098805400161896,0.9338654646955359,1.9355059176777414,1.596827569883481
Bailey,0.7048499955064919,0.7439930629596184,0.9099369615053424,0.5316897871076153,0.7397652677259283,0.9549297991597193,0.5605847829413311,0.7901545025395892,0.7077075622072532,0.462094412496309,0.3459428073845997,0.6252257757355913,0.22431290179348243,0.5371161704331716,0.34272287609239893,0.49775935222857237,0.8918330578828197,0.6320648318240292,-0.38187636923897567,0.1419187641345173,0.36650208242337706,0.35751280838387195,0.07733534401400945,0.2835201221524949,0.5277297930250975,0.2805021749355959,0.7674155308971146,2.684195581102095,1.1554214747291829,1.7408808117829808,2.0923990978351745,2.1203305940829567,1.6086368982128627,2.3722230393387873,1.6104279345326193,1.9026409816091732,2.018540435090091
Marilyn,-0.4737268063254719,-0.4164103549524518,-0.6569574779767776,-0.13595958598224006,-0.6096658386458571,0.056903785432294296,-0.6594041977516168,-0.4905516377747727,-0.36141931932477683,-0.08697373834555822,0.032539498537059376,0.03240457066971721,-0.044103581634925254,-0.24848105937653434,-0.04358056171594763,-0.22924154259265273,0.08369260447973749,1.0924033099533996,-1.2323821683898548,-0.46412146329244797,-0.8450032357233734,0.16215253817327294,-0.1206739779497577,0.4408345999618691,0.21633174974993394,-0.6405444185164092,0.32593331483008414,2.210216686710786,0.27101884990551406,1.5164076398106066,2.412521817955835,2.7236688144423558,1.9303135808414906,2.7858285870892043,0.8948415837134669,2.810231716576847,2.384585390328243
Brady,-0.07757421723549225,0.5101228804223932,0.2691024944033118,0.24910284353599788,-0.03794681328911704,0.8179844627052839,-0.032668643393988936,0.6101051631594333,0.6309330056529839,0.364183339401048,-0.00037883351729454007,0.5415379862194595,0.03471165306507668,0.2748568615191832,0.04585134473617608,0.07353962368215529,0.6819628422832679,0.4455096173271489,0.34894270460957866,1.1039629762071819,0.9469332617823799,1.2048053086199344,0.5673508486762592,0.6213457212753954,1.0019543134427453,1.0056985889121128,1.091504369205856,2.5416254132801317,1.1923047332080345,2.083780961239957,2.6785317924487195,2.7294126562822556,2.108800639975302,2.601549445315313,1.9817603700356838,2.4859960771825764,2.7604592343579935
Brenda,-0.7705808934497361,0.2822991118560094,-0.45982507940469114,0.09633378542701242,-0.6038936322906918,0.3281718057688256,-0.5807288924562475,-0.162803601756521,0.21706388203746887,-0.3446644265066259,-0.6502691318195715,-0.026453087471820676,-0.8156882403989267,-0.09414054901110472,-0.787572444763186,-0.4037351054947527,-0.7220527987231695,-0.6895099399177888,-1.0981876030796511,-0.48361015652869055,-0.14443232917366974,-0.13163512338704894,-0.020188683429445874,0.4314120458476215,-0.07104231357455765,-0.36923825159066004,0.38061748140805257,2.231239688204077,0.315101905456763,1.0643139215595012,2.692029353095491,2.136644580030058,1.252680630349466,2.632111185052167,0.8671785942821049,2.067193365222424,1.7475250653947152
Wyatt,-0.36169721949522365,0.4364399949717202,-0.09091298574047424,0.19044051909985485,0.16871340938440127,0.23364192556296273,0.12534848547278665,0.25033595531163216,0.33656569016399535,0.1662208794793055,0.0777572214373913,0.31352972349514413,-0.5016556743922864,0.07820740038699704,0.06921606630762432,0.28827410429343175,0.641103033927235,-0.22349565265499832,-0.7508017727174853,0.06829787500443912,0.6887747899954678,0.3946341375265964,-0.32776375067884783,-0.25850255214914547,0.6718329706891626,0.06342030186672097,0.9565004017782265,1.8815776354597076,0.9944258537727114,1.418435319913351,1.9240310156141738,2.710388794502457,1.9348384186079195,2.029556333540926,1.056280108765507,2.206820001482648,2.8008434122408965
Kylie,-0.11474840608093594,0.3557298583771983,0.5116517236380126,0.6438511624402405,0.4987087904599616,0.5352365849063271,0.4739467242427775,0.8448440595641586,0.932558569697043,0.33938751765115716,0.1820936404445207,0.2470691690492122,0.008978406187060573,0.27440602423375565,0.42211049975169374,0.0857438084726471,0.48252669819433813,0.4448692919650692,-0.7175010767158206,0.014296745923261703,-0.0017125225195542182,0.5806617574352844,0.050614627939967766,0.5835372352370355,0.1446232234548397,-0.031449683446937444,0.41269468704597134,2.2793290448833754,0.7512160118200957,1.6990182815898365,2.476216448791445,2.321756073754554,1.8897959296929814,2.7177224524289385,1.5035308061424828,2.686711325081567,2.342847793512433
Harper,0.3026054871616066,0.40184580369469564,0.6056052570814581,0.5300187712822249,1.1240820980000474,0.5111155451159336,-0.361846524739606,0.8558241709403382,0.6907789873954504,0.11336667609247991,0.43838424474609633,0.4452650029701579,0.07930725226062911,0.18858493085298939,0.3972770232518864,-0.07480698468406702,1.2594472263858263,0.5362392250591117,-1.0203907614011876,-0.12316007318046615,0.20782750084131482,-0.0016373950056464196,-0.47939424992921476,-0.8540592794721397,0.3948092842454236,-0.547213602149153,0.2493693851286553,2.2476485821316396,0.13200128013279602,0.8823012723556422,1.0741621546517983,1.5317975331199185,0.9386565508713262,1.6852100637302725,1.034957710158618,0.821073235694087,1.2777370400775099
Katrina,0.3630036427826195,0.2100808266411104,0.027910611514799205,-0.34989347889613864,-0.4020291599322799,0.21795252697516365,0.32216287708005453,0.025161474029734964,-0.10196245065249657,0.3329086919387443,0.08235420083158806,0.11842515332105467,-0.13004935010337662,-0.1332093424419941,0.3039524406592623,0.2575078664522712,0.2768591667689577,0.11826666528722159,-0.5291549276416101,0.06410881870790482,0.1716638501682313,0.9345286499649013,0.35289567372324654,1.0326154703538557,0.2199279329066266,-0.22467435140099531,0.3051448033032587,3.118846391288023,0.6280737621006895,2.1629096860287027,2.663960898648447,3.414731277859351,2.193100632276163,2.9917957214291664,1.7831731833103277,3.6679250406794024,2.1666304059859582
Bonnie,-0.3524768215736247,-0.2663196522460141,0.058121029011641005,-0.030751704672827188,-0.07984528547568824,0.24446032703605244,-0.21813634263335988,0.15828006765013394,0.0428188006944526,0.18188332468669682,0.16902159131323063,0.15838076713647395,-0.08494491046908978,0.4954968186457758,0.3562276979283334,0.1416400624310728,0.5917790461624982,-0.020668039882615744,-0.32042498597200025,0.2289728141726754,0.48649383666821594,0.728576891314694,0.2156715709377954,0.4873560622631976,0.6755707447815941,0.4403323083584769,1.1961328587993412,2.4222024054745286,1.3060675721080959,1.988670089342225,2.7935928418562654,3.042443741218803,2.047382390845256,2.6693344117203295,1.4913302736546175,2.8216643490100743,2.9574999098200077
Stella,0.05938321857561823,0.21485369245673408,-0.09347103249313218,0.3505741431138301,0.29841350179545667,0.34228486589139384,-0.2525684240507308,0.4290799162827445,0.2443019787315327,0.0004451196321480438,0.24068644330528147,0.4540970558774698,0.4025760699524138,0.2967165303303732,0.8295130064250872,0.40809222398931566,0.3605115260115871,1.0635072041983629,-1.1416565661070248,-0.8621385055999804,-0.2458541991219716,-0.23816419466906205,-0.5867731058913933,-0.014038658961709284,-0.07193420815775622,-0.3111712069830214,0.0235859274392166,1.9506200694208913,0.06306801912000481,0.8687343256545512,2.1685005176872476,2.0903826197163893,0.9775713446235237,2.624646842734237,0.805631258008602,1.7247005855280282,1.41392253513431
Ronnie,-0.4863189196169108,0.353292492558565,-0.4216549783989778,-0.33445179085798005,-0.9234522434497485,0.6413394966923252,-0.5836269603383144,0.004304416201569732,-0.14529632893727024,0.27872680800428035,0.36808021920178746,0.5356796881210216,-0.1406747955480693,0.19977901631005404,-0.023405306051418807,0.13529980972001546,0.26196873838344936,0.5586277209285191,-0.497283539414401,-0.07207134391474875,0.23267005195487303,0.5679972190312846,-0.02791120128657702,0.3696955019357526,0.4831303312217823,0.2951528418206191,0.9983042028850986,2.4305027000930037,1.1774524040037888,1.938738621586465,2.758687243438988,2.9494065115013974,2.1117606901825012,2.5241850507572248,1.6820559750014714,2.7473679067392904,2.654470424384761
Louise,-0.16460556889808248,-0.11829568520789988,0.04229001740761101,0.03310855446598359,0.4421830253775361,0.2089393033055214,-0.5167256843743153,0.28794259136277955,-0.01384719953700508,-0.22823731857387908,-0.024351376822065823,-0.013311207003164571,-0.17675226332592,0.13593783194132475,-0.08356584891020398,0.14745104697859182,0.24047036536801092,0.5853503053799127,-0.49389044636239404,-0.17811270851899288,-0.23495766114601283,0.41128130713335403,0.17316895450502265,0.4319016483433159,0.3029935606571477,0.0458586599351126,1.0986488746645344,2.6922222182548174,0.8654895050181008,2.183134594985731,3.2682980210746124,3.1417851592196744,2.421715319601649,3.0673793442941313,1.6352267786749661,3.228531786719195,2.824545777167612
Timothy,0.042179039456560374,0.0911700078521851,-0.04000422560667942,-0.17255809100847871,-0.22516797684326723,0.2505586677118007,-0.10521597396678961,-0.29025500801067033,-0.3715977020987743,0.05926103797590681,-0.20130741740846403,0.16679137345116762,-0.42588049665040284,0.17262217713529726,-0.6449729614276477,0.17049858349881733,0.15102181804136572,-0.7867879845044625,-0.0743626588985471,0.37402004711839204,0.7297389374721217,0.8503719998322697,0.10964384737838077,0.098410761430209,0.7514495405887726,0.6359354891802201,1.0059039475926264,2.410909236361488,0.5881719304860926,2.004915466214659,2.49388909649196,2.6629711132103857,1.7626342643859707,1.8428202780426735,1.5642209909530158,2.497137344265547,2.356344808029972
Teresa,0.055905092798464645,-0.1781744200055214,-0.16173490741708238,-0.1825357465067026,0.045588281598889856,-0.007894440200023028,-0.5745619518509599,-0.09898465364975936,-0.5165825134518836,-0.2933739063090816,-0.15311221607762937,-0.15296540663207575,-0.036348407652869764,-0.36356866521164194,-0.3062926362281802,-0.2610555051362928,-0.0375149227374103,-0.10836932546361967,-0.6266954812306884,-0.1153275156060184,0.0384647700984086,0.21627321543538264,0.38113858807232825,0.7528714187269665,0.18169835253664218,0.05130358687574358,0.5596737035714356,2.761154870556299,0.7760140999217174,1.582191604900001,2.5021443460793544,2.5649806921268454,1.8140999176808246,2.77203746679325,1.4469670209806784,2.5117565249402043,2.091294357311159
Payton,-0.06872466440191599,0.2033590479072279,-0.7213101739667488,0.030750243272396005,-0.44633515069332763,0.7134044963278638,0.5512681824777482,-0.014572266233647243,0.13467703430331365,0.186938296087909,0.00010747147723616388,0.38237733450532674,-0.6706286145241876,-0.15944776561056473,-0.2237420500788474,-0.366057742137979,-0.03676412122392945,-0.2366249581829055,-0.5556344866522988,-0.10914278187670672,-0.07252441449983703,0.0867785296585163,-0.22708275551450116,-0.5926519068234878,0.2968179592043187,-0.30241728641666776,0.19940153794727164,1.1887594585720143,-0.12228189568482972,0.977937259062842,1.6099882975780115,1.0232170087234573,1.1593932684269888,0.969523205978927,0.8445335272963773,1.093951975574664,1.2080416573896609
Eddie,0.07826946087377551,0.1926371710721357,-0.2590859072948105,-0.029486697796414343,0.10334859827613771,0.9800866126496187,-0.15124253212699945,0.46878911567942616,0.2436329824758515,0.48466784544192587,0.4603203946537658,0.7353767643764836,0.12621045710640896,0.3976550657421173,0.08859943982236994,0.10301193611505231,0.7869322573846531,0.6503984565332893,-0.8793538540897265,-0.5533874013730801,-0.1633116522164568,0.1593865436819864,-0.5920551402956999,-0.4534670576325853,0.23503918909474616,-0.26262378667367015,1.1646024637475678,2.333419268369361,0.4521472086260839,1.7274311715310962,2.816864076324722,2.4940375870024734,2.114553044395294,2.2558494846213755,1.2407070813086263,2.5916262099068423,2.5834820283920044
Charles,0.20417931933618844,0.13167508904337438,0.3288949430484365,-0.07514970966376014,0.32824632313802116,0.3221748543185341,-0.19778208651519202,0.15664544913568162,0.009100964855348372,0.1152024245948793,0.26933687685675906,0.4825305724894787,0.543648495529336,0.2816670120362566,0.0360624467113611,0.46394933361996865,0.7111897627694095,0.8626587327255726,-0.5746925067302361,0.08144117557269204,-0.11044578259080402,0.5650970078791147,0.05980985719572988,-0.26251190100356664,0.5882428895008373,0.4439650089805288,1.6021028413696892,2.583504416156179,0.6515424554666189,2.667194428319064,3.208490752019626,3.233539171662346,2.1984795697805457,2.6005762356127633,1.4667354855400891,2.5179543118166707,2.394805037251194
Catherine,-0.1640428124548874,-0.14440809582895595,-0.018638002965542477,-0.17818106735798808,0.0643851139977097,-0.4197560334623758,-0.32696086148346704,-0.17667079500490485,-0.47192425249728515,0.01809726604861272,0.09879987625461627,-0.11405841888544856,0.21947641585127042,0.13545374189966305,0.11667509691707377,0.09205824433854441,0.21862085540572476,0.14039120684854398,-1.2881483349376683,-1.1465377997230628,-0.9245664777163575,-0.3640181162461008,-0.4718938008981048,-0.18745068727695566,-0.6061226233347602,-0.5808215183554154,0.14371988259275442,1.642309753789447,-0.5163489692114688,1.3775234455539391,2.3099427355112203,2.768522903230069,1.6311663206988307,2.0360985895170014,0.5916898107373562,2.436496353531191,2.042980748962948
Sam,0.8860053066098968,0.557207143643048,0.368009111570324,0.535836084764912,0.7936190341672668,0.7267362571438588,0.1442120836666924,0.6646675206606323,0.3209484205357462,0.14383082985502377,0.344916731324873,0.47792052240145544,0.4755686472174685,0.16177305765254343,0.3179627247941221,0.25333879991917535,0.5918073511909775,0.2819217921705867,-0.6841519686742288,0.186457214467652,-0.2031493677860131,-0.13071656325836364,-0.46606065905370536,0.11067756157071697,0.7672073323217261,-0.064644761173175,1.036738373238515,2.3958946401147787,0.734622460816272,1.6311212654468275,1.7206971824474597,2.8219977854809692,2.412159531776217,2.3674453794454866,1.2532990494259997,2.4151158746883836,1.658458735724001
Lois,0.21501935392508853,-0.17391132259908054,-0.2535588595322406,-0.27964520841001356,0.06581039072682981,0.5183982199478202,-0.5665637106488838,-0.15947390497567637,-0.48952665698453723,-0.40075047859816154,-0.42639626100823824,-0.17086558591822373,-0.13623383857061402,0.28225913875874087,-0.811173125886225,-0.1342661969389438,-0.3170565069135817,-0.28282780269811425,-0.5371351791929323,0.1392402443251775,-0.07129996389525772,0.1763136171751972,-0.02094351873673695,-0.11790534322699804,0.0948352035554001,0.3867234338606786,0.4651493010173358,2.005815715597454,0.3244534097920203,1.2019943945572273,2.416608895798595,1.8883859167534705,1.3252175404853408,1.8882056817120554,1.0854494963891717,1.6470944151458438,1.5919294197322187
Herbert,0.5418658049148019,0.20811640944503135,0.20463834311201037,-0.13044637178838925,0.39793555926322527,0.054562806676121324,-0.12928449916988455,-0.0008271167754164633,-0.41255066140910734,-0.18714784402806095,0.09802672281427602,0.18547517330163413,-0.0287882288802447,0.34209481323379753,-0.2573927105307302,0.0611630754806467,0.04228523837353469,0.02038024440015495,-1.0062994617794767,-0.6725622943464363,-0.45725381549720207,0.029139574697027843,-0.5553232723422367,-0.4460780921107858,0.05172643170789693,-0.23031106003755877,0.4175427961115436,2.400595867285505,0.4225693859177944,1.535897526866687,2.3827541057482846,2.384230479776608,1.6483002501170072,2.2274996487165386,1.2435595633457721,2.3434901368059866,1.7475980321594933
