index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
accountant,0.6775946538767028,-0.2945206458665359,-21.26041,-137.27765,10.398482,1.7516315
air traffic controller,0.6143716961592749,0.28765983742717605,69.54466,-103.5218,9.418505,4.843042
architect,0.15877479588713697,-0.15594101728238663,7.8843465,-77.82634,7.904022,3.5953522
artist,-0.4090040504727308,0.41854261777949253,-82.06921,48.593918,4.479742,7.234184
attorney,0.2545062247316605,0.1515750741435598,21.800293,-39.597298,8.0841675,2.6822824
baker,-0.5194151920735278,-0.1075932285399196,-111.92566,72.35714,3.5305576,8.215245
banker,0.27176789441594895,-0.14629160312838327,7.1590276,-51.54567,7.848926,2.6953099
bartender,0.46417311656684285,-0.1184366671853886,9.068239,-137.91881,9.969705,2.301585
barber,0.06002799906011419,-0.3697007316144616,38.134357,41.4332,5.6170893,3.0268505
barman,0.4614811641488906,-0.30359967447903413,-11.835067,-113.60574,9.376584,1.9070749
barmaid,-0.9173714473454101,-0.1917985115129067,-96.82305,153.25941,1.2419013,6.2980604
bookkeeper,-0.4464026384361041,0.06563176287451442,-106.56789,83.82534,3.5788465,8.101028
broadcaster,0.7131553242714773,0.23526718324751147,71.20935,-111.518616,9.584636,5.168147
builder,0.3210177678670107,-0.295184396255641,-11.772577,-96.71002,8.828703,2.0989401
businessperson,0.7739097819887022,-0.15952344949396177,-2.701006,-158.41626,10.67371,2.0902302
businessman,0.44966928596876454,-0.292131172789743,-20.034521,-110.87441,9.24262,1.9843001
businesswoman,-0.795080845936057,-0.24595386615756637,-101.45236,137.95299,1.6211734,6.713479
butcher,-0.010974734782336272,-0.3044267685452738,38.239697,57.520493,5.2337365,3.122357
captain,0.35282975891082735,-0.01755781499025496,14.66499,-28.79182,8.236784,2.91588
carpenter,0.1827418206072578,-0.40369609739209894,52.06678,35.142605,6.601887,2.714972
cashier,0.11072530143958456,-0.19017415420813227,146.27153,-95.52249,5.8746033,3.5785291
chef,0.8878218157602146,-0.1964386684997086,-29.558237,-144.01903,10.490775,1.8325883
coach,0.8748830905575344,-0.11111425475656829,14.208902,-175.63853,11.099285,2.5049214
cook,-0.6347852738243576,-0.1362342367498043,-200.33981,-348.21753,3.2345495,7.9374223
computer programmer,0.39532777638019945,0.33590870466854955,92.87623,-80.439156,8.639295,5.5574536
dancer,-0.7355432207136618,-0.2656491750875292,-84.75294,125.083755,2.2896585,6.614854
dental hygienist,0.3467723913546215,0.32993689044160296,97.58153,-69.46354,8.259978,5.3033094
denstist,-0.22910744645798495,0.4840113021659428,-38.188965,93.47414,5.6703405,6.5347342
designer,0.0644335379199893,0.42708220602352165,118.69127,-18.953054,6.8731694,5.6175094
dietician,-0.5392190563378476,0.45452875731914355,-62.24129,70.233116,4.8193917,6.553119
doctor,-0.41905292721575615,-0.19550015319105385,-16.72448,105.67297,2.9016292,5.488381
economist,0.29690811514422827,-0.08978633123937829,1.9479293,-45.409504,8.105593,2.5787325
editor,0.2463784820027115,0.3139193887255209,98.75335,-59.779312,7.9893613,5.2636476
electrician,0.7924601326652976,-0.16435818553466153,-9.91384,-156.38326,10.474092,1.8307055
engineer,0.6199461139314097,-0.2659387904972101,-19.565481,-129.00284,10.051169,1.7651883
farmer,0.13318154551268604,-0.33880274635781615,58.127575,43.874306,6.747304,2.7259119
filmmaker,0.3970510633539719,0.3130847459478084,91.57397,-89.82693,8.861603,5.5158715
financier,0.5170493885036922,-0.09284650574876037,51.8955,-109.54617,9.560668,4.4653807
fireman,0.19995819896048464,-0.32488650568954547,67.951485,39.749817,7.0102363,2.694332
fisherman,0.05191894892533937,-0.3606752990704774,51.44717,50.288303,5.808154,2.9295244
flight attendant,0.24430987173462773,-0.04377621488736652,139.39917,-93.899666,6.3616934,3.7788677
gardener,-0.3359094546783176,-0.27663904632781444,-58.842316,107.74809,2.7808566,5.732216
guidance counselor,-0.043274035206509257,0.3467341105881225,67.399,-31.888943,7.1107616,6.413305
hairdresser,-0.8423716576823466,-0.06372169221632425,-110.61499,127.97435,1.7537377,6.8200502
homemaker,-0.6020748275016339,-0.004472588847410521,-112.05056,89.67572,3.1949456,7.873741
housekeeper,-0.9107131622981682,-0.2593251666552483,-105.579735,145.79549,1.4524449,6.627833
interior designer,-0.1684083276497621,0.5218822543466035,96.626884,0.20382139,6.4933424,6.144744
jeweler,-0.3434513608971295,-0.09966209470708079,-108.37279,60.816372,4.013782,8.175692
journalist,0.2976406062252839,0.2702315942499984,128.35751,-48.24303,7.694547,4.9343214
judge,-0.836320434854049,-0.06045583446303092,-15.142576,178.08234,1.001458,4.5942492
lawyer,0.1878519648451879,0.05592914830584239,102.05943,-42.3842,7.5524817,4.405833
librarian,-0.4337000218120441,0.45371907258291483,-61.576263,62.2109,4.9337664,6.7848477
maestro,-0.05032294476631798,-0.24315486211280843,43.188442,81.54023,4.7835693,3.3415663
magician,-0.5126631494347482,-0.12189942351903114,-11.114217,110.52506,2.808548,5.388403
mason,-0.2559322473975396,-0.22445869923623069,21.812515,106.03338,3.901058,4.099135
mechanic,0.9778372806451585,-0.16790193606101309,8.215124,-180.08119,11.317824,2.6038399
musician,0.34515830294299177,-0.17531467786255434,-4.059477,-92.767395,8.898952,2.3458436
nanny,-0.5823289872955841,-0.2739894484469498,-74.99312,116.72952,2.4836597,6.3536777
nurse,-0.792331181455017,-0.31345030394372775,-105.06774,156.11018,1.3594033,6.3840666
nutritionist,0.04338834394106998,0.4238472472528782,74.06303,-27.334625,6.830976,6.178686
optician,0.26307863653165886,0.2801864018237403,113.16031,-44.335106,7.5530033,5.275871
