index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,heterosexual,straight,homosexual,gay,lesbian,bisexual,bi
Lois,0.1423227439049425,0.05152242229172326,0.2232559573429542,-0.09898532143608867,0.07648231015065265,0.03461449663631234,0.17750994590350272,-0.42779799216924086,0.4352825532144423,0.1286893102323139,0.08785215444381775,0.22707732464149846,0.2778926409275191,-0.2423799630178598,-0.11133840743895168,-0.06062241496434157,-0.22322858418585725,-0.13536573452263695,0.10379906330396624,-0.0052687160002888355,-0.17846493340532155,0.18086534959976766,0.022195951999247846,-0.2677197833174144,-0.11359130138953173,0.12321539074335319,0.08982589241048104,0.04321026928921504,0.1139078251781476,0.19041666459837417,1.3409000701511498,0.7442582716517852,1.125223503150044,2.130881210549728,1.1214266653718388,2.3861996694324423,1.6091562040574559
Herbert,0.20430809641661735,0.01905250113904214,0.4572841757035275,-0.1596627471171579,0.026403952437911694,-0.49094346385471377,-0.06087383216383783,-0.3970439367058629,0.08938531990057479,0.31460510688209803,0.24497688536332946,-0.03195736142036736,0.3875851084597416,-0.01959837298358909,-0.0033751623869410817,0.20201385447821407,-0.33539805615663515,0.1524652752753093,0.07476146135374849,-0.2540040798400585,-0.4180035467103812,-0.19710468942101567,-0.07116114355329534,-0.25075673726704417,-0.30855974331287966,0.09950780887775812,0.5994930669150945,-0.06462836188103388,-0.06428289885155114,-0.23836279049121534,1.4954179840317734,0.5291342533838767,1.7077838804331653,2.5077168692599807,0.9783624033296071,2.3731518089680135,1.5064042786651466
Lee,0.6170508614915821,0.7904124252483392,0.6994504515751814,0.7073501311460719,0.6405868452147829,0.5744425399782246,0.5995207205523599,0.4824784258865356,0.879757386955501,0.7708699657337018,0.4842911359865709,0.7231573532209408,0.5544394027360393,0.7955991300289412,0.3917651941358,-0.4708524514455506,0.15215374084456562,0.26539641653194584,0.9475127715056451,0.4400378915566905,0.5622049660573806,0.6743722344584857,0.6710869868563075,0.4215575491332786,0.639815757016593,0.19993650092943738,0.597336078379175,0.6868868044374783,0.5854088520457673,0.9114179235544407,1.8371491197544576,0.9945536035023699,1.8078964959690595,3.235032578449813,1.9412730583515847,2.980043218201826,1.9057324000329556
Jesus,-0.37001146515361405,-0.35386008688526527,-0.3700712137129627,-0.6962862622007194,-0.552328319212824,-0.7086654769852602,-0.5479267591325161,-0.5087911589052161,0.0164193012398336,-0.6547485452031323,-0.5086606503002228,-0.391008311618262,-0.4158613379925387,-0.3216967215070093,-0.35527211846097134,-1.0928157908823188,-1.0557210180548526,-0.9819272971009709,-0.09439200744383683,-0.5764307849606106,-0.437005670657648,-0.5675068185733035,-0.010603821421534739,-0.2498851264088038,-0.7617933580299437,-0.9002848981119831,-0.22940285185972492,-0.08881406196426572,-0.3765713770352344,-0.7068056058388461,1.4635469114447663,0.9890588956654278,1.5287746144676693,2.484949812791434,-0.3246176982821651,2.0574422633670415,-0.022283345018832612
Ellen,-0.07367912951719133,-0.10507229664183447,-0.15074997767583673,-0.14931230392300993,0.004248525362501263,-0.28631515588949197,-0.032707367653554566,-0.3436757920757545,0.1447735373072218,-0.29611186262241285,-0.21954152859140696,0.19732677867022272,-5.4405763743956416e-05,-0.1317363929529104,-0.12584124911365985,-0.9153690014063423,-0.7654653518697322,-0.11176903357076967,0.2246162469213063,-0.10512279489928897,-0.20734495808961323,-0.038453730956890114,-0.0028829690132433565,-0.21632574183480055,0.1928753456250626,-0.36786169664981055,0.16261640878978728,0.07123628808816615,0.002792665137782495,0.1686541419631307,1.3970725586025068,0.38227008352307296,1.069704036419449,2.4095793255975635,2.6826163766331854,2.96024197825143,1.5749125997243834
Hannah,0.8701880382740389,0.9609129427268784,0.7665861260659039,0.9313591449645501,0.6983518892992715,0.7939316214127046,0.7920891358907504,0.45886533269573526,1.0558892827887039,0.5748950530999659,0.8185012299921015,0.5918691772894863,0.6805449846051541,0.942145651222897,0.49740626170678254,-0.33308475885222494,0.33368145445370345,0.4756886781584388,0.9819054879795658,0.5266696327308771,0.7456312078845624,0.9581296893309825,0.939612612430308,0.630879036202626,0.8344021317460242,0.2571119425561426,0.8286113813921151,0.9627903523974285,0.9079627228151526,0.5986768560276055,2.105302413056816,0.7320388958282185,1.9512110869893178,3.1228112181904524,3.187058446304514,3.648776073938648,1.879392173108717
Pearl,0.27625492015775327,0.597420104567851,0.7306967644373401,0.32753957601028527,0.25089295266601647,0.04016516640647374,0.3711375213607823,0.5668194237671412,0.5521128058188616,0.17396883247671005,0.28022198145367866,0.11352010028409666,0.3892949177581306,0.6805624559126433,0.3706989126149083,-0.11215370685504923,0.26761452852891016,-0.3000796912926369,1.3933401206794123,0.20571381598239685,0.11873572810388244,0.6551367062992955,0.6806498116361499,0.14655536917091294,0.06917302641775284,0.059797930442098905,0.5615243290354365,0.41458556142621994,0.6942527342546452,0.3899543589953939,0.9616099515706803,0.661563081998084,1.1785839006611027,1.784974230155669,0.7902239613066512,1.8655186270970996,0.6350248600880581
Edwin,-0.49058653244732037,-0.889161696902067,-0.3064991581225892,-1.0550994946760508,-0.9067441020456787,-0.8108147800297819,-0.5808210437998349,-0.8294519276350112,-0.4395269344267594,0.15199053622022857,-0.6278617096249965,-0.5791884918578919,-0.5433865310845362,-0.40919204297103495,-0.5427622126643432,-0.5002126190624868,-0.9619869073542204,-0.5472103676869164,-0.5848524678212196,-0.4292636548058365,-0.7537451744905547,-0.7506656894178463,-0.56611185835874,-0.3798720308855106,-1.1765065595975737,-0.4392284655053084,-0.30980296806593055,-0.3907444114305491,-0.6563370890613391,-0.7065233359418026,1.5179305448867904,0.8847186857822066,1.3121059928244614,2.66298125846731,0.6373532786706427,2.462692248404966,1.3495486870246722
Jackson,0.8145062905148835,1.0768659566858292,0.48654936140143357,0.8821704187083592,0.636212465878433,0.6752167885205956,0.5358256443026339,0.6749185660162222,1.0954298463538383,1.1552769700234777,0.7448592708151951,0.5851006105448538,1.023201575691125,0.7755876634410303,0.8349196420037586,-0.4308616638330568,0.16117592003204184,0.17525064197261742,1.2557117779487652,0.5692180899609165,0.786970526528712,1.0041507766548794,0.8712955439317274,0.8017676676749301,0.7636420979391617,0.3809477784227763,0.420909911631642,0.8804004373979197,0.9522624091198987,0.6879973824812132,1.5575126376968078,0.652850914701662,1.5074491379484818,2.7975516971114245,0.8696704028360491,2.627692851035274,1.3103211544168314
Grayson,0.4091549750441533,0.4716001564158715,-0.26254742925812247,0.16530078590532368,-0.021445787946219277,0.42729887190443355,0.09770015854684284,0.14786930542510784,0.4715329114678257,0.6321007964027908,0.23966657250034595,0.221762136149543,0.1460655729040622,0.008387399227584736,-0.01008832280327038,-0.09677622926736901,-0.10642015316600957,0.07963367704957736,0.35617718647129226,0.373645858268132,0.39075271971038494,0.43072879929663843,0.3600196608464632,0.6105347360503194,-0.07439392931051436,0.30292668899952013,0.17568574278448784,0.5499608253629683,0.22946764493956046,0.11158264709045397,1.3506526364924636,0.6821454496870606,1.2362929977017703,2.3257528655878787,0.7734165257469655,2.5892699115689988,1.3951537921573274
