,sport,age,direct_correlation,indirect_correlation,same_correlation
0,football,1,0.5084128729243459,0.008806510372703243,True
1,football,2,-0.1600121638696292,-0.002936871238799432,True
2,football,3,-0.18625851372381125,0.010106991216518757,False
3,football,4,-0.07334173937829662,-0.019611904711575926,True
4,football,5,-0.0480190292433872,-0.005729787383197323,True
5,football,6,0.04221193850189258,0.025364075298189185,True
6,football,7,-0.04422959422628865,0.01326941492898204,False
7,football,8,-0.1053733561794603,0.011295792187921807,False
8,football,9,-0.0333905561326638,0.008905313746110814,False
9,football,10,0.008053242559572741,0.032647273724757835,True
10,football,11,0.25376102470147416,0.06290657943154229,True
11,football,12,0.15001453982312773,0.04595000708786767,True
12,football,13,0.2207942471728176,0.08077150189424367,True
13,football,14,0.3066919507773094,0.03491054562757824,True
14,football,15,0.2775189576131482,0.03492852222426485,True
15,football,16,0.39725578622861946,0.0450111231111025,True
16,football,17,0.3958753226470834,0.09008471072199684,True
17,football,18,0.4095181192322723,0.08215627600524805,True
18,football,19,0.4769100324791308,0.07345526609696809,True
19,football,20,0.18004579232624432,-0.00896369331525417,False
20,football,21,0.5801278272891235,0.02543720341249087,True
21,football,22,0.20978886841457672,-0.005080098778424003,False
22,football,23,0.14118919617175896,-0.0012704364338542427,False
23,football,24,0.12650954693115354,-0.009170621664714586,False
24,football,25,0.056593917417621875,-0.030187010039259974,False
25,football,26,0.07980877808466226,-0.01756717914146058,False
26,football,27,0.04253413845288555,-0.000915476835153676,False
27,football,28,-0.056976220563540216,-0.026663560097039532,True
28,football,29,0.002663093343418173,-0.016740390817555115,False
29,football,30,-0.24106934758229984,-0.03302852967762858,True
30,football,31,-0.0003776170110628637,-0.03367017499584446,True
31,football,32,-0.18851374879029412,-0.060591757508899925,True
32,football,33,-0.22139778082172604,-0.048333070962394295,True
33,football,34,-0.2626047116953488,-0.046973694219417585,True
34,football,35,-0.3837382020049705,-0.04281907616158742,True
35,football,36,-0.4706050648029158,-0.04998622450513334,True
36,football,37,-0.5951851731872401,-0.04945615102914142,True
37,football,38,-0.6088687257550799,-0.04356263322581653,True
38,football,39,-0.6269367320851355,-0.05049736516172016,True
39,football,40,-0.7532663437889837,-0.06431601988996362,True
40,football,41,-0.4027722400217766,-0.04501762356352459,True
41,football,42,-0.5317271666550515,-0.060682253076480175,True
