,sport,beverage,direct_correlation,indirect_correlation,same_correlation
0,football,water,-0.4629730516959482,-0.07792002188031145,True
1,football,coffee,-0.11125354546740887,0.02324035487600645,False
2,football,tea,-0.2353994155749641,-0.126764573961905,True
3,football,juice,-0.28163573797264163,-0.14363475142587842,True
4,football,milk,-0.6653639728721843,-0.16365527319817869,True
5,football,soda,0.2696153735825901,0.10246238676777013,True
6,football,alcohol,-0.2256267463670051,0.08014275546712021,False
7,football,liquor,-0.1221662026976984,0.059973244641747414,False
8,football,beer,0.8374605758090747,0.2309056331249673,True
9,football,wine,-0.12325739243195405,-0.09545027634381853,True
10,football,vodka,0.5168572366818284,0.03520073055199502,True
11,football,whiskey,0.16528447092300727,0.21462406226085964,True
12,football,champagne,0.8366867031097509,-0.05924936630423493,False
13,basketball,water,-0.2621881776188936,-0.014865012646788647,True
14,basketball,coffee,0.08801944887772341,0.03831104790813907,True
15,basketball,tea,-0.29165137292866045,-0.08060354512042422,True
16,basketball,juice,0.13425194830103565,-0.1150242219226508,False
17,basketball,milk,-0.6746636671328847,-0.1006765209613095,True
18,basketball,soda,0.7628011381995436,0.0875053046489846,True
19,basketball,alcohol,-0.4637074761030445,0.0623163306081552,False
20,basketball,liquor,-0.012853420327680895,0.053669511509585655,False
21,basketball,beer,0.8160079672824094,0.1614402425520003,True
22,basketball,wine,-0.14747293040967366,-0.15219463071253736,True
23,basketball,vodka,0.5528952760485573,-0.05033695231167686,False
24,basketball,whiskey,0.3144831763113679,0.19134111443469476,True
25,basketball,champagne,0.7539096167526478,-0.1213823025080488,False
26,cricket,water,0.12820336982612007,-0.04565565925230202,False
27,cricket,coffee,-0.12247051132455745,-0.0014934667448466552,True
28,cricket,tea,0.6722341630215789,-0.009883947778094659,False
29,cricket,juice,0.13207764809872893,-0.021712307505585383,False
30,cricket,milk,-0.1193537983127647,-0.0564429651208521,True
31,cricket,soda,0.08642844702135882,0.07731482824390892,True
32,cricket,alcohol,-1.0078256696846606,-0.031634468075774295,True
33,cricket,liquor,-0.5443543694413925,0.0004286754117769761,False
34,cricket,beer,0.5725072677099599,0.10401950176168977,True
35,cricket,wine,-0.2154279698182084,-0.04920857139594792,True
36,cricket,vodka,0.09876863327494148,0.0449874391323242,True
37,cricket,whiskey,0.1971079158563884,0.08930164466871747,True
38,cricket,champagne,0.8870032955034622,0.01665272317996677,True
39,hockey,water,-0.5359835084087416,-0.02562103932754377,True
40,hockey,coffee,-0.2372714438982353,0.05073838079081267,False
41,hockey,tea,-0.2624213693282451,-0.07552932812758321,True
42,hockey,juice,-0.13779423429072335,-0.10449417702638623,True
43,hockey,milk,-0.4218069415419537,-0.08866901651568658,True
44,hockey,soda,0.4051100816618729,0.12400200280350698,True
45,hockey,alcohol,-0.5321094636719277,0.05080146174514763,False
46,hockey,liquor,-0.1333380139653299,0.031244650623444267,False
47,hockey,beer,0.9976468051636928,0.18666335235831472,True
48,hockey,wine,-0.3652261263302141,-0.16218819532035414,True
49,hockey,vodka,1.0869129177975878,-0.012586375751764913,False
50,hockey,whiskey,0.6444356919516899,0.1840043200345267,True
51,hockey,champagne,0.9599714101641744,-0.11280390629033794,False
52,tennis,water,-0.1134978396824833,-0.07915788582477874,True
53,tennis,coffee,0.1051679558412824,0.14093045503074705,True
54,tennis,tea,0.12690266411288692,0.0520456139135656,True
55,tennis,juice,0.1612104180707011,0.00019943377213223665,True
56,tennis,milk,-0.6145205967755464,-0.0752722403238461,True
57,tennis,soda,0.4483109819354178,0.10782427484030063,True
58,tennis,alcohol,-0.4898800789112469,-0.015251851706294615,True
59,tennis,liquor,-0.2009357509753038,0.0024503625412648873,False
60,tennis,beer,0.4188961588798512,0.12377060302099525,True
61,tennis,wine,0.13161137327996345,-0.03589151724938225,False
62,tennis,vodka,0.4880495970123197,0.05645115002043526,True
63,tennis,whiskey,-0.05083893838668501,0.06763929245890189,False
64,tennis,champagne,1.1479532598066151,0.01296413026609184,True
65,volleyball,water,0.10925890925885252,0.007437998117599039,True
66,volleyball,coffee,-0.08145487191667805,0.07559638282826542,False
67,volleyball,tea,-0.21568805747575168,0.01890803318413217,False
68,volleyball,juice,0.3009825662626825,-0.007597805011977161,False
69,volleyball,milk,-0.3252203405270129,-0.06025822613517394,True
70,volleyball,soda,0.6683958294991897,0.0571402014688874,True
71,volleyball,alcohol,-0.4838265947862234,0.041084706249686284,False
72,volleyball,liquor,-0.24733482672169144,0.014484731688515037,False
