index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
water,1.3784887998097917,1.6198406895010522,160.25378,197.28873,7.733391,0.5605043
coffee,0.9072543339247634,-1.5313014988173776,-256.26782,-162.47404,7.8451567,3.2415373
tea,1.1390790746308659,0.8042448664005918,-40.74567,75.60127,7.913181,1.3770435
juice,1.8069338178377339,-0.15169437767390326,-193.37578,69.51954,8.636878,2.0963762
milk,0.8214792335872917,1.6653797810909166,145.72676,110.39674,7.253987,0.35171768
soda,0.27426206803578573,-1.5761080790707573,219.19891,-263.6812,7.307893,3.160285
energy drink,2.3531001417305437,-0.6089615158300403,-325.3244,29.793184,8.863645,2.6872723
milkshake,0.9853125133895106,-0.11070642626043957,-114.73734,131.54843,8.399362,1.557233
smoothie,1.5545546441791434,-1.3058641227443721,-239.77435,-69.201225,8.381918,2.9488962
alcohol,-1.519098920050662,-0.016864261387242802,-458.83856,276.3707,5.4389777,2.396443
liquor,-1.7231065055547867,0.5137621087513554,-445.02814,371.2525,5.4457617,1.8921555
beer,-1.448658228035943,-1.832264763006847,436.10532,-239.12776,6.2781262,3.26805
wine,-1.2702504285858518,2.243461751694198,-29.413866,-266.56573,6.464463,0.6800985
cider,-0.44701437838108093,-0.868700354513786,246.41525,-177.31761,6.803675,2.6913824
vodka,-0.4591674078450615,1.6433210919098924,5.330295,-148.67017,6.8963647,0.9059566
rum,-1.5581554300800267,0.1905117853611349,-355.74884,321.20477,5.9595194,2.0011578
whiskey,-2.3156457817761935,-1.385266839175962,510.78537,-190.26085,5.85435,2.9782312
champagne,-0.47936754681582483,0.7072101637715896,40.634754,-51.592754,6.882943,1.4146335
