index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Sawyer,0.43225561067676005,0.5643443737248964,-0.056815963279647975,0.7732798779420383,0.08647875638330356,0.28349194531250876,0.15547085721693324,0.198635568626067,0.8652170115409803,0.6639197540565306,0.21990455789240598,0.290791641450532,0.41885397608783365,0.02827774105448987,0.20931130138200066,-0.3500730365589861,-0.11281066043458537,0.04578841652649906,1.2653816692228983,0.36856102551105785,0.4808197118555366,0.5993565480208028,0.46826171776876735,0.40002502181411564,1.3756745253844274,0.43889930698275603,0.23200028520811553,0.6752804682314059,0.5860970010127056,0.39855633027213017,0.17373145765787254,0.34596166901137715,0.5247216392127285,0.042805101227794164,0.19173182275249778,-0.5521355300641417,-0.19045585598982673,0.39629643991932817,0.012445540099347754,0.6691401038397417,0.4692506408825663,-0.23289865177534386,0.3998891366083225,0.17595149284018785,0.039090212062940444,-0.6326603955490778,0.653867801815592,0.981283601192096,0.27947960901512586,0.3450303036317605,0.2700177892715612,0.12645561124763088,0.0018360021377900326,-0.1803501845492112,0.5134108980851646,0.13624311944336384,-0.4035446444175234,-0.12867649033321035,0.24747843416320792,0.3738343135467174,0.11217994097863872,-0.13615627102427677,-0.4496080333573195,0.2475040735719357,-0.5716534226790224,-0.035752156752125,-1.0341860367542062,0.2971427120630689,-0.4788864599132901,-0.21488884157050822,-0.23613398147446615,-0.1948310508706214,-0.6477527463715217,-0.16137310591400109,-0.00969171974175286,-0.40725940559587076,-0.06020292006288111,-0.22211374626939212,-0.5334290642474321,-0.29993859678157464
Vera,0.44241784825818675,0.21306429654174733,0.657805117395886,0.5376656848795581,0.5317569084014298,0.2511226551037871,0.3895134655573824,0.5549782236513647,0.39777658240489533,0.26515833313730874,0.05614235657324697,0.18170420780253463,0.26219059289968377,0.43683290188237484,0.4232873628947028,0.07591431963241922,0.46687382611483513,0.07500857879415261,0.259359907210513,-0.13680740085237544,-0.016182718462433104,0.14992795847135093,0.4350688561005946,0.07793290694634004,0.08863188845139097,0.5054115965357924,0.5814101202052363,0.14385677878490125,0.8714536006685906,-0.03912182586394819,-0.17520362600313608,0.7723365519079434,0.35329427541422265,-0.15049539249780033,0.03730079642642841,-0.496977756946826,-0.2314369006836767,0.3815980672259906,-0.1763049841779209,-0.06006299074645453,-0.3192799882498166,-0.561221760100469,-0.2778433678038854,-0.6060178902069552,-0.24149690895028642,-0.8524895081473945,-0.1810338155228358,0.3896711701928815,0.4284519187468289,0.28610892410708144,0.45818274146698573,0.13919973485654266,0.25700676843803844,0.588923873137128,0.9813368282719932,0.4880930003075194,0.5284749428957929,-0.15988672007679114,1.0539028405236306,1.0297213507391594,0.21382502626865166,0.5468375191019704,-0.100973792729229,0.6154609418938348,0.18311976181539114,0.3829705825309008,-0.5800419169462087,0.1896452252248363,0.012042242008447513,0.46206311105320774,0.2768822905908944,0.44111496564670505,0.08786387211878155,0.4564563779632053,0.5906541773114351,0.3316043191602522,-0.0858427255635843,0.19068049195399683,0.045652680846952176,0.12861690414108978
Beatrice,0.04641058180178685,-0.07606448875123796,0.10092448880303512,-0.27091814752871757,0.1093401406272045,-0.16359557241455833,0.2018327440569091,-0.015244055564170361,-0.11647263005135744,-0.09689465948607663,0.49575216043817494,-0.18842925205369482,0.24952141721907775,-0.1901739900596466,-0.048923414514857565,-0.09226620563192454,-0.4208630714185759,-0.1984310850273704,-0.11660995462041333,-0.005191649001053872,-0.6929315578302021,0.49884753051608693,0.130506730118827,-0.14031477517146643,-0.38497733754333674,-0.10982927078670038,0.1933731160105639,0.050842867568352046,-0.12865450113416976,-0.15238722279724518,-0.9011799045841237,-0.04203384424588401,-0.025832426768107163,0.34254661039535406,-0.4274772449537576,-0.8479577960333188,-0.8020247286719318,-0.3643337706523143,-0.4011040209595017,0.1512691524943977,0.23979069385377658,-0.6591415419266864,-0.19962926409254977,0.3843079768772879,-0.642376787567664,-0.6464673233738425,0.0572215998077702,-0.03845138214289279,-0.5761156276235178,-0.6681201562219143,-0.5141745785091318,-0.2309430618825564,-0.03624114792831415,-0.395402221282521,-0.5166137545870384,-0.3301930047248423,-0.5981723463536494,-0.8062306141296961,-0.10882193618778725,0.06888056357831654,-0.6456269133768934,-0.17824443419673117,-0.3144273219596646,-0.2812718772357641,-0.5469251931258455,-0.5240933128537678,-0.2878972731000733,-0.38182998778988075,-0.17483689120934087,-0.4531082233428454,-0.14483386351362196,-0.30862439153409654,-0.38104573691116395,0.15707029861052924,0.5761740448317387,0.07860801983218609,-0.31015112312997994,-0.550672436699368,-0.6303978088349941,-0.7518533594693936
Jace,0.586502017478706,0.3986001586881697,0.1430913834382577,0.5870656102011687,0.28586558094314446,0.6660847383415671,0.45125120619103615,0.4632647201441392,0.5783348535693642,0.16339555743964224,0.5478429264258703,-0.02806716483818236,0.3392913941740836,0.8478182395779943,0.21831384692343117,-0.024713889852977938,0.4987095006121223,0.18579526097070698,0.6145458366102778,0.2029569961404272,0.6121180700727333,0.691547830794582,0.7493512783860492,0.3480662859570931,0.6593175231530111,0.14271989744778507,0.6292031945956933,0.6630345237753016,0.322981163552728,0.3831064128347456,0.24664523776242206,1.0177949326179507,0.7561245788297334,0.46717454156744936,0.4805181107873274,0.0810124932265414,0.022230533143239875,0.7583615462628859,0.14385341708964347,0.49506964605011194,0.05333122010212734,0.0055873200891667744,-0.008435613990976466,-0.42396362068037585,0.32305626652669633,-0.47993535015066785,0.16292714654351634,0.5437964348389088,0.47940288087209765,0.2645278812352369,0.5113748666823199,0.20515649679636097,0.46625427903095296,0.3634934990145088,0.715606729833562,0.5518269430039874,0.5087393813668476,0.1323209727868783,0.9274873160996376,0.6372636139665578,-0.014295905914791275,0.17948249860706494,-0.14780922619072245,0.35907786415409193,-0.015278218726127897,0.07206803035091171,-0.6914733546990173,0.10452201162885044,0.06989644321882546,0.06650087549151631,-0.22981356439191059,-0.030790738177378662,-0.31834320453316517,-0.07560599256100069,0.15736379775876508,-0.058244275085367975,0.13047411323510455,0.4858077091530938,0.7041373682152804,0.32107492667134147
Clarence,0.33614281799669715,0.5384993001084473,0.7413600481522272,0.3237268768905653,0.4733530410107632,0.11168510641610022,0.3260132239368592,-0.27328070494778484,0.4897515850547819,0.7167808960292066,0.21363658082357828,0.41543160876926216,0.14775410165282077,0.24630674706449696,0.29297381362898023,0.17882759511913585,-0.08358302915038565,-0.1589684403404151,0.42810003021003007,0.4286201019512919,-0.3220875026194461,0.059846707493400327,0.3285726365693194,0.012283281287238159,-0.13049169596494847,0.4647011479012786,0.33605375205749916,0.4238692862964703,0.4503756323624363,0.5004258345884767,-1.5212655810373008,-0.8808973866516255,-0.6998040531977494,-1.3165194252368502,-0.9185071447866939,-1.0573111074134365,-1.1262405187912425,-1.1371609506829696,-1.4256165432206305,-0.9214275277281142,-0.8865257694273028,-1.4743325403282226,-0.8030983849039975,-1.1390551752519171,-1.2009523844939871,-1.7806948127287294,-0.5603731248089999,-1.2939005507347034,-0.8420623458123012,-1.2349205479408563,-0.7180891995172438,-0.4984740930709232,-0.6925510432890261,-0.4865433527035139,-1.196241062132649,-1.0373255534246135,-1.8579515500969614,-1.2225935376322805,-0.5985618338304366,-0.2253893704781153,-0.16149254686666084,-0.6054655213410605,-0.6500809520055324,-0.183655163673974,-0.8552436367899077,-0.9132450021707046,-1.6651824170672658,-0.23839336958420707,-1.3725747716642422,-0.9385481475369746,-1.2741527286752812,-1.0754032259271171,-0.9654384720142082,-1.145893805707824,-0.882621003039178,-1.0889053893167093,-0.20374212372911513,-1.4491073937244832,-1.471591640777151,-1.5856372330313713
Allison,0.5222369496803914,0.7343252223790618,-0.08033538652843882,1.043645081782261,0.6145899038965607,0.7473340739392725,0.5004244800288598,0.5034585060898068,0.8105098436052088,0.5977079026212272,0.3479902698152464,0.641962669247102,0.6183112234857842,0.28274929110587965,0.5733730516334208,0.3674338495619146,0.48162672854687116,0.5737387528998251,0.6201270658151028,0.49930039534494436,0.7779863267811892,0.9430729263443821,0.5298455883101242,0.6803030751421563,1.1760544796756627,0.7174795892978009,0.15246960657086547,0.5991757798084227,0.5407367820135706,0.6672582130697281,-0.16647956024431237,0.14238718900625214,0.5106462119739862,0.218318478189555,0.2750290882515004,-0.3766981798663668,-0.1479149337004289,0.6942446287413673,0.10210773508572822,0.6590115224693716,0.2692850519687098,-0.7426236188436289,0.2127611881294533,-0.6655816542412512,-0.16688233993850585,-1.5306402830404227,-0.3399171299472686,0.19673694964735924,-0.07819452941504283,0.10575169504429678,0.38139681457439967,0.3312871446733939,-0.0488889781626088,0.09995457321940068,0.01323084895451356,-0.2841887395575547,-0.9401566480581972,-0.4461164662128205,0.34716619555368033,0.2188260318362125,0.404467873702105,-0.6228465480343971,-1.1139052215597982,-0.41096398996757194,-1.0354786841736037,-0.8715244827643681,-0.8095796929869251,0.47065678857315385,0.3562797163878354,-0.06058270113551522,-0.40461225974953485,0.10694665859345352,-0.46702134950125684,0.40806042741651066,-0.24450616149483984,-0.5230034379481587,0.3027331859739108,-0.052143539205750204,-0.896660909071471,-0.22787202278410731
Amber,0.7625291828610377,0.9783167779226308,0.7445915497199114,0.9256776040691223,0.7020998066635574,0.7411769941320256,0.7067278215047665,0.36366599559273294,1.0526655676602237,0.5391330316736173,0.5861595209065028,0.578476423617034,0.6145477803598833,0.8663725787598562,0.4272203412072079,-0.7944524732927313,-0.1574590733489577,0.31523899438668895,1.0859975418855528,0.6351339647053208,0.5021402305614437,0.7703218993316273,0.8978962835827147,0.5392782663291136,0.6724198226127659,-0.006194605824036339,0.6863290822626684,0.9000671129966061,0.8600775535308405,0.8590553458902292,-0.9575965840344302,0.11254278681205872,0.6864533953819361,0.5292950546090928,-0.4076361775422642,-1.298077389549808,-0.8541808902104153,-0.0981752362982732,-0.6370221238477016,0.9630868323807871,0.3439815486645456,-0.5919203185735391,-0.8595892070273231,-1.1385353023219498,-0.23190373031043202,-1.291217599577429,0.2731943472627414,-0.5114700296399194,-0.16762182803749803,0.7431750251439143,-0.2554948985982826,-0.01817112549967898,-0.014295363593103481,-0.003874713047982874,-0.0893206595589845,-0.747872725535758,-0.736165962939998,-1.0170346222320055,0.03273654918412777,0.6243082496818007,-0.028782530094100353,-0.06998178271659548,-0.7665511370809017,0.09907027639035405,-0.8203875380064276,-0.4829662582241092,-0.7848199481731275,-0.2649161695590957,-1.0496774271154783,0.19038954636067043,-0.8646082560662419,0.07155980439349373,-0.33727918331944107,0.3165607222593533,-0.32408940586278756,-0.7677651552274013,0.44631933464765006,0.005027771288345943,-0.8852539613294861,-0.260150020201521
Brooke,0.6974463315355245,0.9750090418807048,0.5631754026963741,0.8862094804999691,0.9291614623398666,0.8775661043787342,0.847319347542002,0.6625477329878645,1.005538725704107,0.636235246093837,0.8816909907340642,0.990549686393374,0.6715373987127599,0.6875880606303241,0.7268576406983309,0.09503672516664942,0.3070917220809346,0.5950442892156989,0.7864981810206668,0.7159688151773046,0.6009028897837929,0.9944423414632825,0.6185273476231135,0.8955102676836943,0.683652911863577,0.5859499346912139,0.2388366572368312,0.761171142318408,0.8232117838837875,0.918378919147768,-0.041070114550974084,0.37770421036380464,0.15443289083796538,-0.026266475944975477,-1.9409083093649735e-05,-0.24986618139714042,-0.13922341098073804,0.24397022135014235,-0.3636031105448927,0.07223927147747954,-0.20582250196996124,-0.629271917157475,-0.1879578277326182,-0.5399805873608091,-0.24313909677235068,-0.9402408861350423,0.16724437734682904,0.1053028854515934,0.23381803451896757,-0.014822859601740295,0.549273676079891,0.12254976792996145,0.20123136737513164,0.03241733712956207,0.6304606277926131,0.37456737073987206,-0.060819725371597404,0.09203252378944854,0.8478599768695014,0.43579029388150464,0.3821169851355861,-0.20922624402568998,-0.4713244604979943,0.19462864707783908,-0.4417451663699832,-0.2374045461919228,-1.0782255703208028,0.4668816377746787,-0.4451898616879272,-0.10307673016703908,-0.3820392412377272,0.039023388814199436,-0.6456786187907791,-0.23845451105226426,0.03462185848031286,-0.11926767163606425,0.1961499916821526,-0.07777268317785932,-0.005097584496421248,-0.050314099508101576
Diana,0.02464974514038504,7.529032561417782e-05,0.24379712827441877,0.003323866418890538,0.12374753769823085,-0.149352643305073,0.005148999297170439,-0.09698559045917006,-0.031631228143434886,0.16722171384744114,0.21670240917293263,0.2522817814375126,0.0466985445451515,0.11962823038735529,0.09122130140472827,0.28697695965144693,0.2268623797365958,-0.06798719751456887,0.04511139397955612,-0.2588415375505265,-0.013100998669978662,0.08642158334769728,-0.13095426978817604,-0.16790526507624498,-0.07710648313669047,0.24701515637041288,0.17292348990529363,-0.2687723329902313,0.03419800854205997,-0.2496262055386199,0.2270330668170341,1.2889417493294768,1.1858351250286505,0.5142485946420569,0.6757843077965214,-0.28160273601664026,0.1329426416233222,1.1541260775982871,0.2189681069018512,0.26118316825652943,-0.06452704265297679,-0.388002535965372,-0.41992355811965043,-0.8902130231599077,-0.26158843902073103,-0.6985636952895664,-0.005062846695753484,0.6282797906739999,0.8213873070575177,0.3807263992599857,0.07586626882077373,0.19698256997922392,0.46765410837583155,0.4683666704100351,1.0389699025584365,0.383589937433999,0.5776315687258945,-0.3865054440301901,0.6694918417566319,1.075780624183738,0.04901377478630237,0.4718972025627668,-0.08796020083085722,0.5385502581713889,0.05849148048023638,0.1468098823588184,-0.7599045497025289,0.04538782720037181,-0.30022042662872145,0.2747926604308988,-0.11672338811327677,0.06221743959626514,-0.153290554274335,0.11548541162404616,0.22805883142955538,-0.2784610941247042,-0.03364623129376098,0.009802480698820107,0.1382248293838056,0.28420086930962424
Laurie,0.264816557197735,0.4250746664066848,0.230528016441057,0.40810186115397123,0.3296049504339104,0.11042601380426592,0.24383483818241236,-0.07144049087518264,0.5790110401300116,0.3807179987769133,0.37254501417116564,0.5170632569612909,0.14995802860927357,0.010103470584113516,0.09842823015630331,-0.02385075201646886,-0.12347859834293366,0.3210638222721103,0.20114302890874589,0.3897006187034023,0.41938618719083165,0.13037196715461155,0.2116437944377409,0.1362256318532157,0.4970915046027084,0.188525237432793,0.1431005534237669,0.374306398696509,0.18479895341741828,0.43702090654095593,0.15896939080493497,1.0214188551177654,0.7554745807475115,0.810983866573055,0.46061423725856687,-0.05153853867772397,0.17272112872980716,0.7419668619912348,0.6700214367260444,0.14518170959099547,-0.06960199002991714,-0.5631043261992977,-0.3215428871902499,-0.6144067710604267,-0.4100179565977679,-0.8345824231587944,0.18920709919147702,0.09937369660401225,0.25239089161400996,-0.013830303386208578,0.22201214111707568,0.7527985663002169,0.7640000486154818,0.5535063966526582,0.38026648475132757,0.05339473591854024,0.6379007909011039,-0.48689140074117643,0.9138140088447518,0.7017948367614193,0.23754674410378113,0.3455641574041391,0.3037906106564547,0.39621068828723066,0.10744349046966369,0.17760868868917512,-0.4950896244144664,0.06075906365026573,0.16340550024887388,0.32841113597525556,0.1746374608272845,0.5093977733975245,-0.12180528425415492,0.5964273782753424,0.6416852005332583,0.16981078900711644,0.10104164933729119,0.4655037796884047,0.4273163802986964,0.5059045342907679
