,beverage,country,direct_correlation,indirect_correlation,same_correlation
0,water,Nigeria,-0.7959306882415591,-0.07357654215877847,True
1,water,Ethiopia,0.744480059592966,0.11563858137763425,True
2,water,Egypt,0.5549072962769233,0.2274869172050216,True
3,water,Congo,-0.4796758531420141,-0.08248016515678018,True
4,water,Tanzania,0.7414600241851482,-0.011270864881910866,False
5,water,Kenya,0.030031871888713882,-0.06996534734187708,False
6,water,Uganda,0.08453034480848788,-0.03031326002000411,False
7,water,Sudan,0.3099145941228364,0.0949972487079448,True
8,water,Algeria,-0.3643850650510687,-0.07544041422852776,True
9,water,China,-0.21823263038214066,0.12717957414903522,False
10,water,India,0.15686194366584666,0.03361233345025435,True
11,water,Indonesia,-0.5569032410319208,-0.04555024010496585,True
12,water,Pakistan,-0.44514295548601773,0.040546752699045965,False
13,water,Bangladesh,-0.07682197341275022,-0.0699973133338042,True
14,water,Japan,-0.4765532295402836,0.012653445755725148,False
15,water,Philippines,-1.202843301392242,-0.1449945740651591,True
16,water,Vietnam,-0.5940326759698408,-0.06895098864580196,True
17,water,Iran,-0.5137962208168094,0.08713011013025314,False
18,water,Turkey,0.2691120292939709,0.06262062370787609,True
19,water,Russia,-0.1920894862091151,0.12060195654561046,False
20,water,Germany,-0.8650683160620921,-0.11166735622192724,True
21,water,France,-0.3625699866828593,-0.1186472604135524,True
22,water,Italy,-0.9384452589373428,-0.1334867929633396,True
23,water,Spain,-0.7680667774035275,-0.027171363819182268,True
24,water,Ukraine,-0.2977741335513765,-0.00042292928077027015,True
25,water,Poland,-0.4765134843616632,-0.10784453645793113,True
26,water,Romania,-0.2893749682165051,-0.12368933910281317,True
27,water,Netherlands,-0.6576513312687803,-0.21390027258890912,True
28,water,Austria,-0.4737443086168687,-0.10749170689559036,True
29,water,Mexico,-0.18860103956885127,0.06839931199170632,False
30,water,Canada,-0.29725324647258783,-0.06855635475976342,True
31,water,Guatemala,0.13279536868034306,0.006312647315711204,True
32,water,Haiti,-0.4465832897160888,0.0047239147559369156,False
33,water,Cuba,-0.6812293206022071,0.051517580471976174,False
34,water,Honduras,-0.5039459066077213,-0.056281866108722635,True
35,water,Nicaragua,-0.3009751900501519,-0.06341470006932694,True
36,water,Brazil,-0.2568082904371109,-0.07247719240437897,True
37,water,Columbia,-0.6545305648880122,-0.1636972151438584,True
38,water,Argentina,-0.8235993712018074,-0.0875899696299125,True
39,water,Peru,0.1022497471223532,-0.0078025276921978096,False
40,water,Venezuela,-0.951800461971744,-0.08690945620128887,True
41,water,Chile,0.10929100440006363,-0.0355782121831738,False
42,water,Ecuador,-0.3935405858779257,-0.009949095494682314,True
43,water,Bolivia,0.15122053031403626,0.0052294374453370155,True
44,water,Paraguay,-0.4476774328851154,-0.1269075506288569,True
45,water,Uruguay,-0.37864037984437504,-0.14082491367509928,True
46,water,Australia,-0.053319822690647466,-0.0649117043483116,True
47,water,Fiji,-0.009618694154050042,-0.08009859007347593,True
48,water,Samoa,0.01046171462924858,-0.11687997464958708,False
49,water,Tonga,-0.13415919402226706,-0.0317674863481838,True
50,coffee,Nigeria,0.4288049184393696,-0.025469108154011117,False
51,coffee,Ethiopia,0.3961591476387116,-0.1738138898289584,False
52,coffee,Egypt,-0.97985688060652,-0.13848954406533914,True
53,coffee,Congo,-1.1475473785852939,-0.1854011246154002,True
54,coffee,Tanzania,-0.22857557336329945,-0.1031282544424035,True
55,coffee,Kenya,-0.10560716482288726,0.007666535626231081,False
56,coffee,Uganda,-0.1732935917845186,-0.060737312325120266,True
57,coffee,Sudan,-0.7134968007935206,-0.10788073047195593,True
58,coffee,Algeria,-0.8236690792622863,-0.25840326759321386,True
59,coffee,China,-0.2657554232372681,0.04892990664211723,False
60,coffee,India,-0.1379862577813918,0.03722306468867797,False
61,coffee,Indonesia,-0.17798495632138436,-0.08007864048352911,True
62,coffee,Pakistan,-0.2949663472079025,-0.017753607336620944,True
63,coffee,Bangladesh,-0.3066065924789045,-0.02096187362569084,True
64,coffee,Japan,0.14961893376988,0.015224437784354831,True
65,coffee,Philippines,-0.8923704612092808,-0.0592899204757824,True
66,coffee,Vietnam,0.13515097437152,0.04612166040648838,True
