index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
football,-0.31313926891098254,0.3517144764171921,-179.80066,90.27208,9.462466,0.19697453
basketball,-0.25932939088901846,-0.175900948256211,-99.07896,-46.496635,7.3230333,-1.312959
cricket,0.29365857299854103,0.3180846895337502,239.83011,-42.775494,3.0533237,-1.9337195
hockey,-0.20246548537869843,-0.01239966011172167,-134.40305,-20.242462,7.6339703,-0.24672242
tennis,0.5448384706273544,0.15989445570216113,255.07523,25.927227,3.0189278,-1.2070594
volleyball,0.30517134135364593,-0.3051296377746812,143.6588,36.400116,5.479676,-0.9803634
table tennis,0.5992978796979878,-0.1785358005305666,203.22627,44.460995,3.8046784,-1.1104035
martial arts,0.33169520247041184,-0.31539829629369237,113.44026,38.002975,5.067362,-0.92006594
baseball,-0.48617835708375723,-0.08109928874310388,-104.18131,-139.43892,8.083952,-2.2169495
american football,-1.005258172847503,0.12536157026084863,-56.265972,-196.7946,8.212502,-3.0013578
rugby,-0.2570669023293282,0.1315410396518457,-146.15714,52.47873,9.107535,-0.29961702
golf,-0.09468953938617566,0.8826321285575384,-237.6984,141.50479,9.995387,0.061018392
athletics,-0.1033324196234323,0.15861255499540838,-164.01962,23.950508,8.687532,-0.1659066
badminton,0.6132022801587323,0.1277690060577863,216.7475,-18.835567,3.4668322,-1.6844441
boxing,-0.44434806843880265,0.5448153064426162,-186.4926,124.40879,9.622024,-0.14049391
Formula One,0.5149706888968812,0.6794289907583181,325.15112,32.280556,2.5917463,-1.3348013
MotoGP,0.5552232290707869,0.4991388623208195,281.9162,-39.062714,2.6186082,-1.9300089
cycling,0.6952620801052022,0.35880913829384525,289.65396,22.346672,2.4666383,-1.447989
swimming,-0.0900773996341621,-0.5791936587633176,9.42426,-10.583109,6.6356792,-0.7747209
snooker,-0.6917074195269876,-0.3017805651206521,-95.36852,-229.78683,7.983041,-3.3215942
shooting,-0.5114261877422225,-0.10827971959874454,-125.17769,-160.96101,7.755693,-2.479865
gymnastics,0.7753619806282813,-0.8517991997062718,153.8561,110.48813,4.3423343,-1.2258445
handball,-0.1180702663884462,-0.41171623096313553,-20.96033,-13.575395,6.803029,-0.8589147
wrestling,-0.6588190236349226,-0.37890302972390544,-133.5868,-222.1597,7.7549443,-3.1471193
skiing,0.10724891057299826,-0.025493599148236634,-193.51613,-37.98803,7.907829,-0.4841853
horse racing,-0.23368502302385616,0.5650026699667096,-228.42506,95.35431,9.984166,0.11934645
horling,1.0293233503258707,-0.4234803906709074,193.32492,96.17159,3.9955254,-1.3865753
pickleball,-0.566627123097283,-0.4784403169705266,-140.07242,-254.22401,7.417772,-3.0848172
water polo,-0.08529951547799594,-0.1752297395220791,-93.222244,-10.641119,7.0357723,-0.455941
bowling,-0.24373442349312033,-0.10002480706108519,-162.45166,-71.11877,7.756117,-0.7248454
