index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,heterosexual,straight,homosexual,gay,lesbian,bisexual,bi
Cameron,-0.28429717621022177,0.5083410032437621,0.335033581086418,0.331775350003263,-0.11850738102921043,0.3713117735600586,0.3673593402977593,0.47527674669984843,0.7404341077054182,0.07773262056155064,-0.2675384021436733,0.3301253163912213,-0.4129771196537135,0.059134704982595966,0.16805350572241165,0.013081824062837843,0.2758898897670376,0.4900920343344772,0.8258796462973894,0.4338362974871799,0.7435850100465624,1.8806361598421544,0.19604939140002006,1.8769597327359562,1.2174495966435124
Joe,-0.06240202899572808,0.8065573833646928,0.16661658795096904,0.3391304543403074,0.4271704781339315,0.8938870576794281,0.13746927988406388,0.6510410266436025,0.5593121142099391,0.2011773349538216,0.06637973426630601,0.7449607749455207,-0.03116707310880215,0.32561769313728767,0.0741968654191316,0.2946377129107735,0.5739872433182158,0.2292838147836658,1.4920373968535778,0.8100273787095262,1.7664121816153462,3.116030364494653,1.2303182429384436,2.8309386388600237,1.7172337858322504
Kai,0.12344165964981457,-0.5791414148166113,-0.27014334859318917,0.2508822768480008,0.2745312951192585,-0.3125722075708125,-0.013737522843130257,0.027216351332141862,0.13585847603761622,-0.6088500712274861,-0.7978177940969555,-0.47306354240876275,-0.5646105825247598,-0.746252898642032,-0.40725550641805874,-0.7176343964042723,-0.9260728229823693,-0.8463897702613511,1.3354274674754678,1.0564741303472975,1.214234083931523,2.522879732173272,2.5320540075679285,2.6406865228621936,2.0208748067716575
Isabella,-0.2056728683389556,-0.5819958612802338,-0.5407412592763764,-0.2491868157077571,0.25000154594550855,-0.5039715258723781,-0.821236828852537,-0.19369253301589848,-0.5963855760754789,0.0901118584978601,0.10270373142436662,-0.36940188227550513,0.46998591223996294,-0.09109972171801445,0.006490720768892841,-0.21683843259791988,0.2594399837841009,0.7775750012299607,1.2949731001574099,0.30117225622462895,0.9391556396240497,1.8646332724362662,2.4318590162413956,2.6944995153910103,1.203438038113517
Adrian,-0.020999780667314623,0.3451610170227889,0.041395762146173534,-0.0783625737656012,-0.07574117755984801,0.05793840572595807,0.13229777652683636,0.051592733192462076,-0.11664713650476662,0.27120615291654054,0.08749642587785578,0.15491510770801048,0.23605385415816454,0.03133696203467322,0.24418360806678666,0.12977169028750424,0.048988761823758886,0.30683777261077744,1.8687974494277821,0.8709938024995801,2.357809572364763,3.126453482633282,1.047763626361397,3.1392315487602227,1.4596031123545614
Beatrice,-0.4126147873281856,0.10729869724899534,0.06807214059525525,-0.40419823134100497,0.093414017857999,-0.1334328344724093,-0.353051999530979,-0.30496274881883706,-0.42034054891636685,-0.445707625470618,-0.445267697460246,-0.6180188813399785,-0.05550506901913937,-0.3731271734599595,-0.6591234710619871,-0.3185836394814237,-0.5659494837007532,-0.3076536768072957,0.28504434078183905,0.654218516654959,-0.05876369714613712,0.37080937044970746,0.5813970175475104,0.8971374644249867,0.7120008197475621
Wesley,-0.1421875177639453,0.516179181873158,-0.21857581609123813,-0.034241118445780455,-0.46542952198891097,0.24517500979785173,0.4715130731973471,-0.04360537038388796,0.2795238558601675,0.14011626059991808,-0.2870666687032414,0.3340023068860842,-0.48603350359003217,-0.06672319689987358,-0.2983384829905918,-0.32936710699155775,0.11905062009986214,-0.42180559029618964,0.1986655626573162,0.6058447189132395,0.28919200476855633,1.3878555596803603,0.23633287254042798,1.1977345810927023,0.9845141285064223
Brooklyn,-0.14360233971880407,0.5681518187136191,-0.02136765553672018,0.13857771030742522,-0.33910074435587284,0.5972629370659485,-0.4448808569243934,0.5495738363988611,0.6049025743302221,-0.08627269472897182,0.06349860385818275,0.7365907394204974,-0.0609412012426215,0.5043220859559611,0.1723929541666707,0.21788223525139663,0.46563276137702486,0.5928610167719697,0.12659179697565956,-0.21573402356841,0.31030261080978916,1.7167741641173617,1.3628173269446429,0.5733012777329386,0.43605844620242873
Jason,0.008386399632534866,0.5290314680002607,0.0662519671499053,0.3425552392004905,-0.2440427381499243,0.6652968926515443,0.6578513501139425,0.21231287322719164,0.5130914509328061,0.3471543502379638,0.019923936866725833,0.7225754577501037,-0.011745796694689168,0.34948949008849506,0.2969962566853366,0.23265718485601208,0.44895635808314616,0.45316664650050437,2.2059046924875365,1.1007064715241521,2.4258485090074,3.7271080732958484,1.5119939681026562,3.5991289664732364,1.8132802106994046
Jim,-0.1772131677811187,0.27502389263855637,-0.05709361285880853,-0.06645631654773813,-0.01891728842240863,0.4408462388310634,-0.48775600136833136,0.23636546533147873,0.053405077370666264,-0.2930140368794314,-0.11743805068260686,0.3413132612983613,-0.2937350484231557,0.24014416776511002,-0.35459346120926327,0.14654060807473032,0.6075057515405948,-0.11548828839911293,2.0576260515595184,0.9366912331915257,2.550965026385672,3.436205905861985,1.3316203263408313,3.1430450929336176,1.774900121086512
Penny,0.6126395590679719,0.5206514415490848,0.6186357715104961,0.7133694711889325,0.9922344070000342,0.9130259290865521,-0.04978286665551169,0.9782076762772433,0.5242825476303022,0.02947928855260995,0.12195168816051838,0.46198891211728693,0.17092626499657193,0.4766895336476515,-0.07144258780687864,0.15813058264870497,0.5551639842970889,0.7540395747758173,1.2605222702710643,0.8294312747812833,1.032087018319932,2.1015311464929867,2.5659722411052646,2.633298672288745,1.1336503917891765
Cecil,-0.6793245970545492,0.018666479702811673,-0.25577316997809496,0.38027864628648284,-0.24785541132860295,-0.22602632130110809,-0.34049050140156273,-0.6201430807535542,-0.15907118738226425,-0.6163175575637397,-0.5957744605448291,-0.3010578619674333,-0.5369735839106003,0.09062024682460501,-1.145052959199054,-0.09028919438136222,-0.3953621324818563,0.02703241034237825,1.1192115824072264,0.7970213726682838,1.0233069546149143,1.599563492758737,0.7095932152879384,1.7424277472096337,1.2316967938294214
Howard,-0.07496897156763166,0.2744506828066774,-0.02342627449358006,-0.2731653448322625,0.17091691955127056,0.2995190001789395,-0.331722075270256,0.0430280470294219,-0.17439556720546204,-0.10790467527386856,-0.10523051616542499,0.3083971560739434,-0.20083390641571686,0.06606083428226782,-0.3058860794974722,0.07923242841802415,0.5162197574956516,0.08995398179803613,1.2870116897763875,0.6299477406776817,1.3108994896291775,2.25221879317983,0.15596141878303513,2.1006479826284656,1.177278877078962
Paul,0.3727098212302139,0.23690700475489165,-0.10886587882676159,0.2982992737238523,0.49442122351788476,0.42350853816908696,-0.4273976381385179,0.39058396335934725,0.17283943414027025,0.10442017767847027,0.24227915728481175,0.519358629814916,0.5879620863600346,0.1879033011724612,0.1906920758808298,0.13450949546616964,0.4683667414538831,0.5327318370913362,2.5056603153103767,0.9231510681459784,2.9716821027260782,3.596502514489899,1.5652350270281195,3.4616694424934544,1.3035315090459145
Levi,1.0715498074700467,0.06524430062508099,-0.22680464844475934,0.23564922072439065,1.1617073613257816,0.5558057761945908,-0.09665803786563125,0.2441069571722795,-0.158564335212633,0.17967092407370094,0.5661635449507477,0.33469077829535965,0.7338481307054407,-0.010808725949460451,0.5052896448106272,-0.45595508238872884,0.40670192447203174,-0.23834739549649894,2.2154494826195172,0.9772899718317033,2.5373349143189783,3.1701129331721023,1.879958019095828,3.23581970886329,1.575779406785529
Kay,0.4347841818026969,-0.02508094757494004,0.04124012563842056,0.09806471871064688,0.5131107254308255,0.27591891611552727,-0.44166801235516373,0.2589777536432083,0.10566455401821671,-0.4343615432015671,-0.2418445784087875,0.11803166490847997,-0.09731402394691285,-0.22682535157061787,-0.3380004769751186,-0.43208838434879404,0.135240851072019,-0.23373712034487595,1.90449069264773,1.132554550570529,1.9603559359728306,3.1001811246395934,3.0016628365593623,3.3905885287156323,1.927035588538257
Shirley,0.4579119182933042,0.03992958108699613,0.12937204875010527,0.03159056876290309,0.23122442151251713,0.3701578496767337,-0.9669681193023584,0.22817201160756162,-0.39027068206727855,0.18194943854492387,0.6031345814411574,0.20504943044677165,0.14789592041962915,-0.04590558210001208,-0.12783400071343035,-0.20116103517095127,0.43622076765586026,0.31071558794457466,1.6316956212374478,0.7855729206795585,1.6525768663677711,2.6168358519401598,1.3647540757340946,2.696653208845288,1.462522556397457
Sophie,-0.20605058298697576,-0.08883241213336726,0.1360534031798995,0.09370384776639866,0.37436827518919097,-0.19018586887586925,-0.3461865182432954,0.23509772884232433,0.12134295545611788,-0.0045199965997842146,-0.20399421692134226,-0.014876160581758039,0.22584524124354569,0.0622841732458649,0.05954568775445998,-0.10019973989258955,0.0765001365394204,0.6650289211009057,2.6253273822285825,1.0138308437172296,2.3817016714218178,3.5140449558784295,3.7226118910873836,4.262548439529754,2.0287699839008746
Chelsea,-0.1609925088421052,0.6565070505298918,0.21701126420938857,0.3344724341355468,-0.19281459182267358,0.4741785268146002,0.16901030455715754,0.4054820195372309,0.830357387669683,0.21556234819965958,-0.3753003207413924,0.5247359422250683,0.04989963363867651,0.03266666643113382,0.3086077434373606,0.02939650828035868,-0.07032623373700721,0.6821584099358728,0.2633510299949337,-0.06507538228863496,0.35808216899979634,1.162283188179518,1.2880306162925899,0.8948634158507206,-0.1473153877624196
Piper,0.49289150772183415,0.3113470490140515,0.06881306081873027,0.5323373236858887,0.7858023907770154,0.6507191740533133,0.4916650811117988,0.4010625467715784,0.17617769018313642,0.3652097263939466,-0.13813260518024517,0.1368163232827138,0.1541769959523269,0.2886424766373864,-0.2900069609751606,0.048562974572021016,0.14856963949081983,-0.04853972558254931,1.3182424272461533,0.8327595417774056,1.6335210981375403,1.9989036063489325,1.0640156553107265,2.638180627547522,1.1057504377093619
Audrey,0.11618089496843761,0.24861277498717696,0.5095524215511784,0.517155889236322,0.6023614976911802,0.3531714735712157,0.2210357194758363,0.3068787319818261,0.39912186997376503,-0.03539211992978695,-0.2456754862117005,0.09648381506683337,0.4350442622397743,0.21368320369364435,-0.3254614119448693,-0.23251545129526896,0.17221806739714993,0.8942277281422663,1.292574430782733,0.4626988886065131,1.1452285894267877,2.1271441712878234,1.131840040342873,2.185530732333457,1.4406371908632432
Kara,-0.06941336143165563,0.08254654390371267,-0.06348879835597132,-0.051650863805788504,0.10097020074632157,0.39335666435226563,0.03377075975638191,0.3290116082075797,0.15675851405734012,0.08433690097461748,0.12472676300493739,0.3494697442539083,-0.04761571828858237,0.15366122783719846,0.21800887569234023,-0.01379602990472086,0.09232281785139008,-0.02054508090031469,1.693321982188287,0.8623874508911065,1.5887116645187942,2.631277718628847,2.7549528400594903,3.2896753326369006,1.5412127833876117
Henry,0.4286199441461914,0.3332898235532892,0.3225387104098794,0.22307045143483292,0.9622040903159148,0.237181537517623,-0.5960647137244365,0.45821452458019385,0.11771432888650932,-0.2243017005024614,-0.057581470425454036,0.2618089392592158,0.6097191413048458,0.3095184462809756,-0.368993873602957,-0.19339647995185258,0.4529238345243039,0.41934117659192527,1.9350407976708064,0.824996657397363,2.253344400785481,2.9548882785916524,1.120436247812726,2.600557771048377,1.186383312226361
Jasmine,0.5053965172996336,-0.025679438950585585,0.8016644604051842,0.360948692958923,0.4706868764825432,-0.2882818819757451,0.41632562316200794,0.1522652075825502,0.2370615087617269,-0.26565796657880364,-0.35670236374550945,-0.42338212425374144,-0.20149021069610423,-0.28223141271157837,-0.38040980528517904,-0.031119836448179724,-0.38592545902382835,0.11030315290403908,1.47495908750943,0.9908899080664081,1.612009182348566,2.594122270529543,1.7221418338202295,3.2356778701430495,1.328894284256341
Keith,-0.27519738742245536,0.2256798261479634,0.046134210033973125,-0.25614124068694577,-0.1970162080805905,0.5262127154425525,-0.2467943032936162,0.07136603368491347,0.12794471657639125,0.1637841172380101,-0.020535621560533495,0.4938510497812469,-0.2847120449712582,0.1496269332379428,-0.12323534194205825,-0.046000423655408476,0.5393052215217148,-0.016562713265165716,1.9508729609195736,0.8957060903981336,1.9234812800913963,3.111858062100966,2.0743192471313936,3.243289567944364,1.5603050182164304
Camden,-0.35784133741447705,0.48864177058302005,0.04959574053125257,0.2661514151641445,-0.4494740304350919,0.5304070055476663,-0.035741727455224935,-0.029907677417648267,0.41406432235405183,0.38801668445471466,0.11912008657846385,0.6913017529374004,-0.3322294025813567,0.33842730112756475,-0.3133396892853665,0.5501601042949315,0.0904671119395761,0.06017287036337567,-0.2520581775946438,-0.27878199620744704,-0.2800914689470476,1.1568388008398987,0.04775082259460314,0.2598955122550397,0.43099354752341457
Blake,-0.08042228875719387,0.40441140910406054,-0.18944909238191296,0.01399711980301493,-0.3412336501528575,0.37532439312511706,-0.07049859925561518,0.08466067741387061,0.17419311006340907,0.26838660647373863,0.11671936720743943,0.638131062862756,-0.25581309263827223,0.32208351370462585,0.38642124855121374,0.4014374073468757,0.5683295186458543,0.3338054494892265,1.527034802222052,0.7256725397636092,1.4890505101223948,2.627738828637254,1.1248860080431806,2.6946020395205235,1.085886250083149
Eddie,0.07826946087377551,0.1926371710721357,-0.2590859072948105,-0.029486697796414343,0.10334859827613771,0.9800866126496187,-0.15124253212699945,0.46878911567942616,0.2436329824758515,0.48466784544192587,0.4603203946537658,0.7353767643764836,0.12621045710640896,0.3976550657421173,0.08859943982236994,0.10301193611505231,0.7869322573846531,0.6503984565332893,1.47072389988573,0.761166524455285,1.31190835004172,2.962444972390051,1.3713534799173155,2.714962498664765,1.4062809078056746
Holly,0.6656677320487181,0.360289533324737,0.2306174802770706,0.4912200323619143,0.6616004579990187,0.6481777310406763,0.416464810780316,0.5515013632433177,0.46393763152914685,0.36557606740457355,0.21283370600958118,0.5266329682489069,0.23440466762720016,0.31096685413104275,0.4051122130542797,0.007452226398824999,0.8921695560507261,0.8277365786327223,1.5026577244450108,0.6253605281029357,1.0006978959232196,2.3713859262797405,2.387524472826459,3.0151327390830405,1.6729750590229597
Chad,0.11263416416900403,0.5089736235374158,0.03692992353608357,0.5577685158675392,0.2574164907140149,0.4739295206369359,0.23999169585536226,0.29753119034379255,0.6779848027579753,-0.05667359165112065,-0.37328908081603096,0.221714467112883,-0.19711678706116276,0.40223558587080227,-0.18501545644875056,0.12225944873516383,0.0861497519555579,-0.31645457536274973,1.3513505392684655,0.9453814257899504,1.4911323590752679,2.6610955227188495,0.8549215490152793,2.6863506948801628,1.8337409057071568
Shawn,-0.06753176561667108,0.13512456583895613,-0.34847419849480016,0.13269250949281658,-0.06431204720068434,0.5758881390896983,0.031927327486046764,0.0393210001501604,0.3236197445105974,0.22368406166005592,-0.022891403985434586,0.3961183196526238,-0.436512675033194,-0.15893827685323658,-0.1030644281189812,-0.4420081280492894,0.34632452058979113,-0.6430373403095316,1.5875081325638942,1.3437080104463495,1.8228245893735622,2.9283445634311436,1.398294484769943,3.0733510122053147,1.0049306007186363
Eleanor,-0.24544622795618545,-0.43709799587043036,-0.1329357871240598,-0.36401141672491977,0.4128896984935611,-0.18718532341941174,-0.8069911151725451,-0.27246497242478357,-0.47195392664727204,-0.35614564927161285,-0.28917307719223956,-0.4475752886877266,-0.008152723832577485,0.05697765724336946,-0.7381371684264855,-0.2050151032234843,-0.05069308915198852,-0.0031953841225517074,1.783003282823233,0.6284562309146097,1.6626641013391916,2.6914265883745045,1.6113324250938146,2.7533387437488006,1.5428111474675013
Luna,0.7578427443790728,-0.24641542047251028,-0.1457328638348714,0.3269749498400375,0.813277523710846,0.22232588400525097,0.6162325404102365,0.33683027924284203,-0.2318128044060714,-0.029714574159072724,0.1168043737696134,0.10827246278821913,-0.04874578791846643,-0.07533764053820163,0.4944294658867255,0.42272656853742363,-0.11308882267989204,-0.13584260803387702,1.5198548808728667,0.7609697801853766,1.1541689437382134,1.8703939469214572,2.4454354474419864,2.9138766330756267,1.3067225820909845
Esther,0.5728833120129632,-0.2030358694407081,0.09375904946160063,0.15513640628706188,0.8222413738949645,-0.21632095813371632,-0.21789149136610533,0.05810246323044386,-0.4266732458711891,-0.08336154348805037,0.197444125558551,-0.3910247849527853,0.4334383939219246,0.14132018334617963,0.2623338299347053,-0.13869444448427617,0.23512862824857272,-0.10700511567042933,1.713477435340548,1.18523014636408,1.087480599003451,1.7461453006831789,2.133877669346089,2.3215183540338713,1.2709660206294668
Wallace,-0.016453537493410816,0.2832519674542558,0.20642309018563795,0.2953147220983724,0.26829059845524295,0.515751840065542,-0.3517899841133363,0.3047891284215818,0.2684069772309499,-0.09299476568322596,0.018101248405156086,0.4668479263834313,-0.2655296758764792,0.2854345948444497,-0.4092819680830235,-0.3218530407320302,0.4421676829844766,-0.05984805239880558,1.3491393408484245,0.48558806933859633,1.5470470406385917,2.575998786581999,0.836360707551917,2.360175495237195,0.9451745646794646
Leah,0.8151014815627572,-0.04285571404368989,-0.03185383779740042,0.23487732071810977,1.2136194682361228,0.15622069971412095,-0.20599743946724075,0.5864565369921898,0.08629703874866992,0.1544913613170739,0.29281336151124243,0.35129226864847596,0.9222810039482527,0.34551272648718273,0.313455526400278,-0.2997386210400853,0.5797520820042481,0.23184562435668257,2.1657949827297203,1.1465574405612362,2.2787068876899204,3.40252733106082,2.8359163191871737,3.387807438563744,1.7560994893950075
Rick,0.007121635356997457,0.5182539048699708,-0.11367870046259633,0.13430245259855209,-0.15216663495626778,0.689895251904648,-0.05336791740325089,0.17900765279399675,0.15449560099170384,0.24980081558702158,0.24343604771070976,0.7969531255833977,0.35875969504707983,0.41605928928802854,0.19527902275574474,0.2616276014171626,0.857617427181221,0.4692371414075441,1.8080977836019279,0.8540953908090898,2.1469219890222644,2.973996693920301,1.0518945393041925,3.1228246368331027,1.3047308918604728
Sofia,0.3775021240199215,-0.16376721192956453,-0.24764234851505043,-0.008761253861786214,0.5862179074266902,-0.3415796512013652,-0.28818151502634803,0.12855417327946075,-0.3346090675995911,0.007864433777043864,0.1600712763629143,-0.017332405692554665,0.32303690394027346,-0.20805593831355298,0.5836356165579051,0.007606240486402176,-0.01814165009527557,0.1972092013539862,1.1676513480433244,0.39706399163382505,0.6877444911980527,1.4803036899856512,1.8389980739639293,2.3912538788581243,1.3046448409728493
Brad,-0.2718859206764296,0.3088494208123634,-0.17921772429250718,-0.12395020881942866,-0.2641733743037064,0.41717764808552044,0.015740940773399457,0.06846087084716214,0.22080101627654952,0.07774486417752563,-0.2553828744616657,0.4029363483005393,-0.3215969776985328,0.18026696446269055,-0.1709883577006079,0.0689109484023556,0.3446460745580214,-0.034838008532466457,1.5859245298606797,0.9964006267666364,1.6054990394434612,2.8734954178007586,0.9176170727816753,2.76163487804867,1.6378443832992853
Aaron,0.2134061836292336,0.1252774331413985,-0.01305727633412367,-0.0481860048456328,0.18751709483725737,0.4108552193324373,-0.14323537186211432,0.10095055511011104,0.051715582625320236,-0.008050775055437694,-0.07549922276432075,0.31199676804131876,0.3285491811507013,0.1259815476819405,-0.01797818301017398,-0.15297817315520745,0.325855143453214,-0.10995695807431519,1.3365045511374454,0.8448306006120827,1.4719157795994504,2.630163751992959,0.96111223126433,2.514223492283505,1.455122560713529
Homer,0.8413317019631695,0.21933338709826322,0.279825275576314,0.04231526533853238,0.6905547303421452,0.7767004527195536,-0.48134737049015447,0.6076849839367767,-0.10939991448587601,-0.0591273530757216,-0.11263784244492937,0.2114643395310492,0.20389874357981494,0.48353718672004775,-0.23991334350689217,0.3523847715658438,0.23029874562834013,-0.09321094922870105,1.1051423338153095,0.8576012626589462,0.9716204767050899,2.120795252368599,0.7411951365502437,2.067128906029348,1.3856628211057063
Lindsay,-0.010381046802857744,0.5654950684300064,0.2509493636659013,0.5152873001680299,0.21795730906883007,0.6986729913982436,0.13902951742268171,0.5394314686963112,0.7907939204413166,0.3997167203451902,-0.008130303834619353,0.37381769024835915,0.11674971685228401,0.27928747520371205,0.3740745879050246,-0.11953596466690115,0.33064294167140335,0.6665381675787054,1.1928489576105132,0.7028769595787295,0.8780851834566156,1.9732190294105427,1.0056250409000682,2.2637269480183497,1.2521367957392975
Angela,-0.4123745791402938,0.35076831436284356,0.09269794527585971,-0.09069746483128682,0.16449107157916426,-0.0753269460815072,0.13169739160389243,0.10949908794967583,0.10645245641228593,-0.06442789016769482,-0.19255005773680803,-0.02474306365524302,-0.1354963416181193,-0.02170033636868698,-0.08440244188695499,-0.27242420867513856,-0.11002223416502982,-0.14170956956072817,1.4737175194067211,0.5780236242516064,1.3131198216062256,2.225322552987288,2.503992787127265,3.089121058971904,1.0986198629710826
Mike,-0.22083610633710365,0.40867772121983065,-0.3119749399234833,0.15375121094800118,-0.11655571306003835,0.6413486452372731,0.0015302084835094533,0.3815000055743524,0.4329651997390243,-0.05633380974953675,-0.15367343747632187,0.6094148416698659,-0.295234970976735,0.25497499936175383,-0.08739108051955893,0.15838581758645445,0.464453689187226,0.18752920507827875,1.2133914705070286,0.5899175309032735,1.2747280655584299,2.334932120598307,0.1386349670228769,2.413428464540926,1.4473252537768941
Carson,0.24305798065925752,0.46204643257094413,0.1822010393751015,0.44537673761003277,0.3622529856664987,0.5424373864022389,0.24007760298065747,0.5919760500153385,0.51817858985848,-0.16069440638962695,-0.1614421390512774,0.11814738545306576,-0.47082921811584644,0.1698007628054024,-0.2840869202524141,-0.06569179115763148,0.44066749695433066,-0.3962094500011916,1.3896321414412796,0.8655919901542309,1.439242038993164,2.154834140890919,0.9913403530089261,2.41824853174722,1.0615704638388788
Daniel,0.24499500011658434,-0.02315557334119383,-0.23916955690063746,0.055448808148423526,0.2798000597776643,0.037317669957241124,-0.18538411523773218,0.12881584251862263,0.09421071063676811,-0.129278961536328,-0.1218255329969801,0.1636148698459838,0.09628111752187492,-0.15360518696247233,0.04451181237982636,-0.09272212928789626,0.15156041480637983,-0.148630672899405,2.088322526990744,0.9829044481007855,2.5563883093725894,3.2752295903543467,1.32256236758019,3.0278698312264996,1.1655276410176485
Kenneth,-0.5746673515921211,0.24392193304145088,-0.05673463236571974,-0.12067218341723907,-0.6678537287246764,0.20852686547826477,0.15663108796861808,-0.27878497074254155,0.03283909854129394,0.14342958205181608,-0.02322758038977524,0.22360193386362523,-0.40644839428381413,0.24206967876833077,-0.4277673415535009,0.20997714028861036,0.17678255394768358,-0.1573778526725061,1.9024172453528403,0.7760603773516591,1.896634616681853,3.0751566219121758,2.1197550728599373,3.3464033628191956,1.638775558749838
