index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
accountant,-0.10732558344081493,-0.28722721172389537,48.71103,-87.17592,5.8776636,-4.04306
air traffic controller,-0.4533120816775231,0.1868999688028109,83.430626,87.13643,9.39778,0.08302294
architect,-0.09560810323306863,-0.23438640592295695,43.71343,-96.15271,5.8658457,-4.056906
artist,0.15126364367214132,0.30798653516464786,-85.209076,58.29717,5.3264494,6.4313927
attorney,-0.2994802235399604,-0.00682592016048664,110.40615,5.860676,6.5689664,-1.3441987
baker,0.5938937974937305,-0.19579583511818766,-161.1673,-7.5758004,-2.126085,-1.48796
banker,-0.25869582901068905,-0.1614126446873876,103.66352,-44.944313,6.677968,-2.6015573
bartender,-0.216736482226467,-0.08121408138871969,175.2406,8.673573,6.1323495,-1.9868661
barber,0.009183460528879682,-0.3741023100620799,39.441883,-139.47067,5.7046304,-5.128031
barman,-0.35665109178534066,-0.3289002819395496,138.34055,-81.37948,8.625984,-2.991383
barmaid,0.7296735348630933,0.01686052705332071,2055.431,3721.6826,-3.6106277,-1.7955997
bookkeeper,0.623575352264714,0.01876654538612795,-149.2448,-73.04068,-1.3379962,-2.6244838
broadcaster,-0.5056844674333748,0.06681598160489809,110.98596,88.504616,9.472392,-0.73414415
builder,-0.19197123656029275,-0.3829547822747085,90.62376,-125.32636,7.8036356,-3.6831975
businessperson,-0.2735567801306526,-0.21156995991470778,105.281044,-58.056473,7.114651,-2.9546294
businessman,-0.31666180187775606,-0.27025228382774347,120.18501,-92.41447,8.477511,-2.7087262
businesswoman,0.8131026300198037,0.008091943877801284,-205.46715,-86.834755,-4.0337887,-1.7303771
butcher,0.026877825856080468,-0.3267296688638255,31.436337,-130.68736,5.307829,-4.989243
captain,-0.6807671497402972,0.047674035739436196,136.78229,100.728455,9.499677,-1.1019766
carpenter,-0.07611430522691333,-0.5144550926950473,69.8371,-148.20128,6.3145947,-5.219445
cashier,0.19137320385861076,0.018092105988966482,-41.882736,-13.512591,0.5411461,-3.2469852
chef,0.27811920074156016,-0.1514509572635803,-62.751408,-46.494198,0.2756893,-2.5360744
coach,-0.37860186813190894,-0.29799696367680356,145.83694,-98.85374,8.900414,-2.342719
cook,0.6891798501956979,-0.17444808305569956,364.9105,581.9017,-2.270563,-1.5682917
computer programmer,-0.34685797585685707,0.2537754979851897,62.896248,81.42285,9.248921,0.5768306
dancer,0.5355690184039898,0.14635974580103903,-138.96591,-72.56726,-1.1427982,-2.738371
dental hygienist,-0.20754762915047087,0.33516428029468415,-3.424362,135.2422,6.331669,2.014762
denstist,-0.3576312121128981,0.36227265016772325,44.52317,68.22366,9.091723,0.7852598
designer,-0.10080051614511248,0.44941021137560055,-45.62911,135.25627,6.5569587,2.911654
developper,-0.5118901773803161,0.4430360079038561,31.082308,75.45524,8.944271,0.9005013
dietician,0.2896600661636619,0.47528533733540074,-114.14292,84.65878,4.8051257,6.3777647
doctor,0.2801022164399885,-0.22039684857031225,-62.93345,-62.97234,-0.0174905,-2.310247
economist,-0.2674305810997576,-0.26595886950500075,112.28562,-85.054184,7.9987435,-3.1356795
editor,-0.18819462974872583,0.30676757559523143,1.0948402,160.85182,6.890205,1.9873958
electrician,-0.3457334951464776,-0.07142792519002701,100.63109,8.857603,6.596987,-1.6319852
engineer,-0.35261135683438555,-0.281651926565847,135.85379,-97.4714,8.766382,-2.5416183
farmer,-0.11072419637418597,-0.4999422097497906,65.29042,-156.8073,6.4021206,-5.1142697
filmmaker,-0.42608492284498917,0.13326802289755063,94.95406,84.70982,9.496735,-0.2028913
financier,-0.6058347326871394,0.051523143644326995,124.05621,88.60983,9.519856,-1.0647224
fireman,-0.2849723991308026,-0.42111041306747543,101.35854,-121.82187,8.026621,-3.5388844
fisherman,-0.04055468886976775,-0.4408566321334478,55.510906,-146.62785,6.14373,-5.1394367
flight attendant,0.14005689781164377,0.04360430120714544,-43.497288,-2.349152,0.721553,-3.3330755
gardener,0.3732068940072152,-0.3378686488505336,-75.326515,-70.4903,-0.08318854,-2.1323667
guidance counselor,-0.1560310118945677,0.3398948728331236,-7.4157085,168.06693,6.9718423,2.1576097
hairdresser,0.9206968170479494,0.09214794691359139,-211.13924,-98.83517,-4.109236,-1.8128787
homemaker,0.7829623058444557,-0.16390199627659502,-215.92986,-63.046486,-3.5044787,-1.564115
