index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Alan,0.2052622339310399,0.2001561365404638,0.23671568710839044,0.05290275045248851,0.28185886790983944,0.41159922269633614,-0.16620558626968218,0.11823141856938624,-0.07669250530400357,0.07826419228938805,0.06747532679850542,0.4236862534058428,0.35030987333592645,0.13132608074528337,-0.19155064456559692,0.009251043227364553,0.3702833224049121,0.5968526270135972,0.7560872674773672,1.1385500105159798,2.0110725755600933,-0.08084081219021172,0.65957847680533,-0.17690701491528477,0.2913757073024743,1.7076095851336004,0.9402066382674489,0.1580426720258092,0.26559802768450747,-0.5188151181916112,0.5013835233849789,-0.7243429316676125,-0.5003292191731153,-0.8186056672357573,-0.30791510640887276,1.0985087015919988,1.1977096270678256,0.6473916031562827,-0.17557762537926624,0.19529134943139698,-0.011937951093986803,0.7912423262008661,1.2719518315165554,0.20353440061160322,0.10196030452182321,-0.7441882230372078,0.3240558356211251,0.7889661289757963,0.1694583042223131,0.004518148401121988,-0.3762075320240537,0.5913419456071675,-0.32696216575940507,-0.3162288929932047,-1.351920357351702,-0.020047772080157927,-0.26494234646782155,0.2281699931007828,0.04160440681977156,0.16656448244413874,-0.3315440839905215,-0.07223434302370232,-0.38539029813026504,-0.48144687877652687,0.35147913876617853,0.21950111389517954,-0.12117289039237501,0.5035458471567521
Louis,-0.21010668454712228,-0.10851956470970564,-0.3478610779081294,-0.13952085611665288,0.327881689676995,-0.01300039109508123,-0.5127020628804249,0.05631953148005511,0.09867496533900472,-0.3126083673448951,-0.061438740665492576,0.12463115688982734,0.2560868418966828,-0.027577296103219597,-0.39181250394069833,0.11125801171171207,-0.046623807773968594,0.7653743670612055,-0.6348706248898472,0.851182949001684,1.243275760792141,1.0008410209150282,-0.48588456852564216,-1.59702741338862,-0.5413033790268758,0.7013659223410528,2.390793795431554,-0.18711235350936492,-1.2841020443164428,-1.835321485670903,-1.731425508866671,-1.9293089984697518,-1.6955179764656612,-1.7501406159646378,0.12472794829141619,0.3844391250132966,0.6563427765778918,0.2509115108573241,0.6697258587707307,2.632631330525189,0.17600594567739283,1.1507358452737866,0.45684084067499675,0.5481220130866838,0.719853993351161,-0.2091856706804377,1.3198040261518016,1.1387216120005115,0.5059369683258006,0.8982734392081407,0.6519104719027182,0.8595922562282727,0.1256908016053577,0.27383639368720913,-0.9901806260250443,-0.40780009917923143,-0.28124371687542626,-0.32734989961229705,-0.17631301539684271,0.18662412835706832,-0.36405608537939993,0.3175110533904312,0.3678264069953031,0.2866234381001891,-0.73304623555789,-0.6148787663906259,-1.0169453705919718,-0.2641479860607846
Carrie,0.15289930808036,0.047915754701997375,-0.15797764613238166,0.08485371535973259,0.30369179651068506,0.7008072668078897,-0.393312171205606,0.5832692420254009,0.49300117726090736,0.4118732072357433,0.4822082682027822,0.7009864213360428,0.3136892079107411,0.17490610225439399,0.4483461850467435,0.09889681660694351,0.6727160409783207,0.8115394938803292,-0.12055993537984219,0.7778967276417388,0.506869771769531,0.1791855350600856,0.29429918476501554,-0.1467160325637263,0.030006444192318234,0.5787856985306352,-0.06028399999567831,0.10654960463037186,-0.07450590660840942,-0.5597257538926372,-0.35691446714995817,-0.5445157428459096,-0.11847320596984529,-0.8500906177865954,0.012507947696320056,0.04684584541375291,0.32011118602586874,-0.0874521482769947,0.25174865037300964,0.40453646200393206,0.47678173933362583,0.3346108264217356,0.34889249862836086,0.05019612516007889,0.18570563534412735,-0.3266075248474475,0.8123264102885295,0.6996632997580265,0.4077759402942399,0.1526239495096664,-0.0731590202204793,0.19108865917213977,-0.047309508713884625,-0.12758689571109616,-0.708323247483725,0.35189427862916345,-0.07790218650826652,0.1715690717933327,-0.14146588437763094,0.23316010846755492,-0.2983603218739538,0.050760892336220456,0.2132894653518081,-0.043858285707567474,0.40366886022596626,0.5626465098903598,0.21639465508220596,0.3626198462140434
Phillip,0.2160748489907629,0.20653905143574253,0.07091954449904037,0.19517146054281445,0.5698408226221626,0.30119993760735914,-0.050409152870526434,0.15830540986542294,-0.0020559261080831163,0.23363617521487837,0.17055992847153437,0.1805133133804899,0.2668367755481721,-0.09637147774272016,0.06835575096868546,0.051115609442633256,0.4408550105020741,0.3880530289624522,-0.13966076422968068,0.5401433821726415,0.7208863556654279,-0.43656829881650216,-0.10446963697953457,-0.5204588661361257,-0.34947718425629887,0.11249181702744028,-0.037982303856684115,0.15162332170213336,-0.4269419742288842,-0.7897756301319525,-0.571773165976983,-0.6644376271402909,-0.6676543835210887,-0.5445173658015892,0.13140847440235598,-0.06972690982738015,0.8142694993388063,-0.3114992875489891,0.23500091084925365,0.3887946213154212,0.3805723290778498,0.5919939901271781,0.6241998732130563,0.5645218071492261,0.2785454434704543,-0.04879062281963384,1.0936404279483507,0.8064536572700087,0.2530673126552098,-0.15525657053580075,-0.7070116526367318,0.0532813171915697,-0.2616807048072518,-0.41680952133016597,-1.4799577059300022,0.24745669705241777,-0.31341153999354704,0.20767854315995954,-0.5591998518059759,0.4778420589362694,-0.3235455466739514,-0.35519931066453925,0.09198864999658676,-0.1710997871411799,0.3627909229066489,-0.14983211087259857,-0.1820034611893393,-0.08418803985588093
Chelsea,-0.16099244435873994,0.656507172788422,0.21701122176938287,0.33447248102561294,-0.19281457592400172,0.4741785691644553,0.16901037539793165,0.40548207088141097,0.8303574733693356,0.2155623137545491,-0.375300269935296,0.5247360035210724,0.04989963980001735,0.03266683083802831,0.3086078179116315,0.02939663630802908,-0.07032623310129643,0.6821583603160951,-1.0396799085190316,1.048989383127838,1.7434667527917684,-0.06330808034922267,-0.29435851182563955,-0.5580985822210827,-0.3236269586786579,0.5988760579396157,-0.06484627254667287,0.49793876407127996,0.12598781515432295,-0.8206355494014614,0.018886696318060253,-0.7293754376961015,-0.387993491577578,-1.6261933752653226,0.10447502219233754,0.4410562638984969,0.15165189657528555,0.4630573434072557,0.09731243179342455,0.07747066770622123,0.21618580849956734,0.3481571464374195,0.14376605990175964,-0.2889920296843469,-0.19374460814629965,-0.6702906696612475,0.3496915578061599,0.2379099832067052,0.17062443470302585,-0.2101191395232486,-0.008405424550634383,0.3088108464356646,-0.7410221639752792,-0.7106311214677982,-1.1212409929888918,-0.6139378018884529,-0.4510239814166326,-0.22632273318068488,-0.7043933991618077,-0.25384452676898733,-0.5045700743989954,0.17375360243835491,-0.37824703350992966,-0.8341769608533399,0.33996323825357244,-0.2894294389307674,-0.22675611118073657,0.15204037521778085
Eileen,-0.3745391429829735,0.3293346781471014,0.4538398097642456,-0.020829939218350222,0.06656330351048326,0.15471380179632094,-0.3301290219970877,0.24578336598702227,0.1316531650385185,-0.20813120062144486,-0.16335027190835286,0.17613978947736583,0.11766031702361718,0.3254887838625049,-0.49145745357188064,-0.1883979307347271,0.05477416652310438,0.3571291583307466,-0.11116309289611524,1.373407979631127,1.090814080766896,0.44786641512531783,0.43120554606994477,-0.16984679140688258,0.11985841541386465,1.1275067636256495,0.6469701768118394,0.2662566647928534,-0.5582787309812766,-0.5762991204776321,-0.5446194099163933,-1.1124122593481791,-0.4847298841222161,-1.3804383381852914,0.07614529415025577,0.3460416351283185,0.9736983726149765,0.28137869711302665,0.8318521148162694,1.1086896473880683,0.4786127874414497,0.7398868328433884,0.7544829556929952,0.4460009307380773,0.9385349749251662,0.5267574857557591,1.6297938108774426,0.5234029774561305,0.3536250796256318,0.22494530374861596,0.11012747725704505,0.2888249866262438,-0.24982595536146845,-0.31046691713363817,-0.92416584095186,-0.41395195118349976,-0.40877262766724876,-0.12406672401444238,-0.5469853680630743,0.27887499955186995,-0.4265569331363896,-0.27424199209531325,-0.05712587647612529,-0.23348284095624847,0.25950746560408394,0.1703423010341815,0.17249672841078864,0.5666044876525188
Alice,0.7942178522346798,0.2723283404290844,0.49062805638772045,0.6248804949456659,0.9960790024833073,0.8040825578723347,-0.0021534103921389837,0.7538391624512605,0.10094307012635557,-0.2045334865984882,0.12008522373526763,0.3554424069316743,0.4032346507862435,0.5854763792483353,0.15410989365247268,0.028326490198224526,0.4794232711771845,0.6408135632993442,-0.8627230958418468,0.948206359548432,1.5090582050062158,0.13118494526156008,0.44313771119693945,-0.4260489376214872,-0.08334847821944277,0.09933039241894462,-0.01658886652621386,0.055203873872569545,-0.6425035034086154,-1.325090387338106,-1.0992669643082267,-1.7019617290674391,-0.5990255372767544,-1.8199984763247448,-0.7503597072826936,-0.3439679655724618,1.0893905814303921,0.5138509344799803,0.10707354131643725,0.6574357238263956,1.1315016325944656,1.2287378448072948,0.785121363247643,1.0126610996256673,0.7068687166448623,-0.7378827536822089,0.9854700704458592,1.0255439524639243,0.25937339319464836,0.2614062346159829,-0.3733271499371886,0.7127003551017226,-0.052959688141611984,-0.07648787859157138,-0.9759545763558859,-0.14377717409080876,0.0038392522074830603,0.2996062671852428,-0.8843968923018064,0.6233484801679764,-0.6397316954500728,-0.15784570763556569,-0.408245733402169,-0.2858410163932527,-0.1710186493790195,-0.6000455692604965,-0.16378509867001034,0.16627226282903743
Amanda,-0.4238338427762375,0.40454640592611973,-0.09630628715303453,0.2807517947260243,-0.21706328383867746,0.19778866087955413,0.24735430720204968,0.1908216011569613,0.39832962540491934,-0.15348937132626225,-0.5389041003052175,-0.12631535916905318,-0.42625399635260014,0.07686547357446853,-0.40671051085293564,-0.6007051407072643,-0.39176907987243476,-0.3718249886756133,0.6480296982408805,1.1387469592975854,0.6520278197327789,1.1152824943839263,1.335220001932949,-0.0745629750711048,0.6074431998175639,1.4226743155303758,0.37341390083584247,0.04279698069976844,0.6166832863782591,0.15433398194938405,0.17776160477562614,-0.08023597777496064,-0.23630053403351478,-0.4813432640906392,-0.203261504496873,0.5587466685571573,0.12886880299892378,0.06516539867011756,-0.296714850855334,-0.12542488827749726,0.2922032612002395,0.4142377257460594,0.2305386734456631,-0.2801239136898756,-0.30794630889220803,-0.5086277545061026,-0.11829222376947368,0.5979876905395797,-0.29259025146958256,0.4276731408069614,-0.1977279336740684,0.5113940221781759,-0.02953974285340037,0.42335210787490335,-0.22908574573485174,-0.13173652696128804,0.007773866847382168,0.5351799670555415,0.16162590385417114,0.08845849412999127,0.16096385873625665,0.6382517753006366,0.7102303227927373,0.07339019606312362,-0.21935540802867265,0.3972820764000051,0.013498278948787518,0.2842442486183328
Bailey,0.7048501462487462,0.7439928753345745,0.9099370584023942,0.5316897750262664,0.7397653845492641,0.9549297802689227,0.5605848983701754,0.7901546656721645,0.707707606138212,0.4620943967673133,0.3459428436408648,0.6252258387963316,0.22431292801647434,0.5371163552725413,0.34272295315712914,0.4977594819725753,0.8918331805469745,0.632064891169763,0.6013864479204082,0.8575780276038504,0.6951268913161749,-0.004610658658305277,0.28539929460828173,0.018552876775784995,0.31283508761371875,0.8336906700601451,0.09360419182017934,0.47322467386824063,0.06718921455820463,-0.34024276689869487,0.2381029257513551,0.46728489359186637,-0.4009042239764302,-0.6523753364028383,0.3622365782008332,0.48409043530083756,0.15339228198556418,-0.36971192587198703,0.30349241292181,0.03396797013164011,0.12734142462238152,0.08509293791407484,0.16322017200255529,-0.05043388571254684,0.13907635591079578,-0.07044382629703831,0.405939975643856,0.4602764357953526,0.042343712550551124,0.04128347741326468,-0.09796720917524164,0.41675572077960815,-0.07701200870475812,0.1285626516230213,-0.7226736855396846,0.245998955833447,-0.14147163454046377,-0.11132640315810083,0.06081499464289689,0.0439251091711932,-0.29203530107560455,0.14099882511038142,0.4044660747276644,0.20394906645791017,0.34570063111692656,0.14816775808248236,0.204130629271389,-0.09310763624718722
Marilyn,-0.47372682354618734,-0.4164103684329359,-0.6569574721658064,-0.13595957870597003,-0.6096659440119663,0.05690380859875674,-0.6594041602158333,-0.49055157840257435,-0.361419332077693,-0.08697378867779872,0.03253949947810858,0.03240460936382429,-0.0441036980550474,-0.24848106277969742,-0.04358053465847045,-0.229241582534912,0.08369252034640494,1.0924032939546422,-0.3667669261824931,1.0387445331437706,0.8825625628579585,-0.11424451192290827,0.12129665576396033,-0.7042377061411891,-0.13968341420590658,0.3732560069513788,-0.11911617599515871,-0.024753074658573102,-0.514012986813009,-1.218545794145081,-0.7752647256443379,-1.3011561321065475,-0.4138742371936391,-1.328148249997388,-0.44060072825820995,-0.02668046134631766,0.8579040227604726,0.9733196207364215,0.3606734395943116,0.49551533012149634,0.3010111541455163,0.6780451036001339,1.6087845217682444,0.9862431868641269,0.8419116334714195,-0.7230165139178947,1.4381991655350375,0.8312680573620874,0.33398351596429043,0.32219994888657255,-0.0026433381522192483,0.4621532911063341,-0.26805321012079864,-0.18724235537256587,-1.4248658977797828,0.10389752076002864,-0.5534740599346664,0.35080353279481535,-0.2648882158258883,0.16685486451766948,-0.406978010079728,-0.18166651544222776,-0.19785512302539113,-0.3299738420631749,-0.18574195810774402,-0.19004231005126596,-0.09425606829138472,0.09085402858021513
