index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,atheist,Buddhist,Christian,Hindu,Jewish,Muslim
Jasmine,0.5053965172996336,-0.025679438950585585,0.8016644604051842,0.360948692958923,0.4706868764825432,-0.2882818819757451,0.41632562316200794,0.1522652075825502,0.2370615087617269,-0.26565796657880364,-0.35670236374550945,-0.42338212425374144,-0.20149021069610423,-0.28223141271157837,-0.38040980528517904,-0.031119836448179724,-0.38592545902382835,0.11030315290403908,0.816424680308783,-0.5231539383326246,-1.03700423563083,1.1683255218083182,0.2498657388081405,-0.7269949710249156
Keith,-0.27519738742245536,0.2256798261479634,0.046134210033973125,-0.25614124068694577,-0.1970162080805905,0.5262127154425525,-0.2467943032936162,0.07136603368491347,0.12794471657639125,0.1637841172380101,-0.020535621560533495,0.4938510497812469,-0.2847120449712582,0.1496269332379428,-0.12323534194205825,-0.046000423655408476,0.5393052215217148,-0.016562713265165716,2.4593314119983187,-0.9322696293394931,-0.7900159879398908,1.3051167053837762,-0.0861537362308523,-1.4122379278136732
Camden,-0.35784133741447705,0.48864177058302005,0.04959574053125257,0.2661514151641445,-0.4494740304350919,0.5304070055476663,-0.035741727455224935,-0.029907677417648267,0.41406432235405183,0.38801668445471466,0.11912008657846385,0.6913017529374004,-0.3322294025813567,0.33842730112756475,-0.3133396892853665,0.5501601042949315,0.0904671119395761,0.06017287036337567,-0.46991406683081743,-1.74865151047605,-0.7217910734028595,-1.099314125820628,-0.42843637882139674,-1.8951452951701435
Blake,-0.08042228875719387,0.40441140910406054,-0.18944909238191296,0.01399711980301493,-0.3412336501528575,0.37532439312511706,-0.07049859925561518,0.08466067741387061,0.17419311006340907,0.26838660647373863,0.11671936720743943,0.638131062862756,-0.25581309263827223,0.32208351370462585,0.38642124855121374,0.4014374073468757,0.5683295186458543,0.3338054494892265,1.123351058514603,-1.7742588592487785,-1.0828014697137822,0.539574199048258,-0.4014272356454707,-2.3206782354023914
Eddie,0.07826946087377551,0.1926371710721357,-0.2590859072948105,-0.029486697796414343,0.10334859827613771,0.9800866126496187,-0.15124253212699945,0.46878911567942616,0.2436329824758515,0.48466784544192587,0.4603203946537658,0.7353767643764836,0.12621045710640896,0.3976550657421173,0.08859943982236994,0.10301193611505231,0.7869322573846531,0.6503984565332893,1.4546740947950991,-1.1407846646518673,-0.4252323086058101,-0.2517155900599698,0.343119802004214,-1.4815274610196905
Holly,0.6656677320487181,0.360289533324737,0.2306174802770706,0.4912200323619143,0.6616004579990187,0.6481777310406763,0.416464810780316,0.5515013632433177,0.46393763152914685,0.36557606740457355,0.21283370600958118,0.5266329682489069,0.23440466762720016,0.31096685413104275,0.4051122130542797,0.007452226398824999,0.8921695560507261,0.8277365786327223,1.3545272314575316,-2.058207016715933,-0.9217821226746683,0.2130601352014126,-0.39871373329909593,-2.4583728988225686
Chad,0.11263416416900403,0.5089736235374158,0.03692992353608357,0.5577685158675392,0.2574164907140149,0.4739295206369359,0.23999169585536226,0.29753119034379255,0.6779848027579753,-0.05667359165112065,-0.37328908081603096,0.221714467112883,-0.19711678706116276,0.40223558587080227,-0.18501545644875056,0.12225944873516383,0.0861497519555579,-0.31645457536274973,1.2686648694605858,-0.7212541884100825,-0.6549176967153719,1.1889358155190881,0.45700029680269644,-0.7543335360832372
Shawn,-0.06753176561667108,0.13512456583895613,-0.34847419849480016,0.13269250949281658,-0.06431204720068434,0.5758881390896983,0.031927327486046764,0.0393210001501604,0.3236197445105974,0.22368406166005592,-0.022891403985434586,0.3961183196526238,-0.436512675033194,-0.15893827685323658,-0.1030644281189812,-0.4420081280492894,0.34632452058979113,-0.6430373403095316,1.3651653106802426,-1.041800012820268,-0.58397342451427,0.8222382116068582,0.24888204969250677,-1.2307239670539238
Eleanor,-0.24544622795618545,-0.43709799587043036,-0.1329357871240598,-0.36401141672491977,0.4128896984935611,-0.18718532341941174,-0.8069911151725451,-0.27246497242478357,-0.47195392664727204,-0.35614564927161285,-0.28917307719223956,-0.4475752886877266,-0.008152723832577485,0.05697765724336946,-0.7381371684264855,-0.2050151032234843,-0.05069308915198852,-0.0031953841225517074,1.022999359722733,-1.5832758509136702,-0.9940551592511836,0.2779627208794306,0.11998345055536357,-1.9026188084969708
Luna,0.7578427443790728,-0.24641542047251028,-0.1457328638348714,0.3269749498400375,0.813277523710846,0.22232588400525097,0.6162325404102365,0.33683027924284203,-0.2318128044060714,-0.029714574159072724,0.1168043737696134,0.10827246278821913,-0.04874578791846643,-0.07533764053820163,0.4944294658867255,0.42272656853742363,-0.11308882267989204,-0.13584260803387702,0.2540933133433979,-0.2672777462793345,-1.013043422802935,0.7120554508498004,0.1181157282577286,-1.8882479677929183
Esther,0.5728833120129632,-0.2030358694407081,0.09375904946160063,0.15513640628706188,0.8222413738949645,-0.21632095813371632,-0.21789149136610533,0.05810246323044386,-0.4266732458711891,-0.08336154348805037,0.197444125558551,-0.3910247849527853,0.4334383939219246,0.14132018334617963,0.2623338299347053,-0.13869444448427617,0.23512862824857272,-0.10700511567042933,1.379305666017147,-1.5848556364699844,-1.027623184668612,0.2966456680365814,0.5640370822678532,-1.5094980965295062
Wallace,-0.016453537493410816,0.2832519674542558,0.20642309018563795,0.2953147220983724,0.26829059845524295,0.515751840065542,-0.3517899841133363,0.3047891284215818,0.2684069772309499,-0.09299476568322596,0.018101248405156086,0.4668479263834313,-0.2655296758764792,0.2854345948444497,-0.4092819680830235,-0.3218530407320302,0.4421676829844766,-0.05984805239880558,0.9129395292564128,-1.3129875375099633,-0.7929010726770376,-1.042628575879279,0.12035685066233523,-1.5824503123379332
Leah,0.8151014815627572,-0.04285571404368989,-0.03185383779740042,0.23487732071810977,1.2136194682361228,0.15622069971412095,-0.20599743946724075,0.5864565369921898,0.08629703874866992,0.1544913613170739,0.29281336151124243,0.35129226864847596,0.9222810039482527,0.34551272648718273,0.313455526400278,-0.2997386210400853,0.5797520820042481,0.23184562435668257,2.0877894439961,-2.029263133409368,-1.1095318419788363,0.7641443240272877,0.8108496622113688,-1.5064303008909152
Rick,0.007121635356997457,0.5182539048699708,-0.11367870046259633,0.13430245259855209,-0.15216663495626778,0.689895251904648,-0.05336791740325089,0.17900765279399675,0.15449560099170384,0.24980081558702158,0.24343604771070976,0.7969531255833977,0.35875969504707983,0.41605928928802854,0.19527902275574474,0.2616276014171626,0.857617427181221,0.4692371414075441,1.9014068478342523,-1.6670627447578654,-0.49006024073872173,0.1036845998208925,-0.20696276708534223,-2.195656482756461
Sofia,0.3775021240199215,-0.16376721192956453,-0.24764234851505043,-0.008761253861786214,0.5862179074266902,-0.3415796512013652,-0.28818151502634803,0.12855417327946075,-0.3346090675995911,0.007864433777043864,0.1600712763629143,-0.017332405692554665,0.32303690394027346,-0.20805593831355298,0.5836356165579051,0.007606240486402176,-0.01814165009527557,0.1972092013539862,0.25123681326014546,-1.5028082939218201,-0.7696600323299453,0.47369123473630553,-0.14693578046945555,-1.2564588000214059
Brad,-0.2718859206764296,0.3088494208123634,-0.17921772429250718,-0.12395020881942866,-0.2641733743037064,0.41717764808552044,0.015740940773399457,0.06846087084716214,0.22080101627654952,0.07774486417752563,-0.2553828744616657,0.4029363483005393,-0.3215969776985328,0.18026696446269055,-0.1709883577006079,0.0689109484023556,0.3446460745580214,-0.034838008532466457,1.5314650284395965,-1.197219655195681,-0.6142095885280169,0.24127708844721069,-0.2913958020596095,-1.3401845089715783
Aaron,0.2134061836292336,0.1252774331413985,-0.01305727633412367,-0.0481860048456328,0.18751709483725737,0.4108552193324373,-0.14323537186211432,0.10095055511011104,0.051715582625320236,-0.008050775055437694,-0.07549922276432075,0.31199676804131876,0.3285491811507013,0.1259815476819405,-0.01797818301017398,-0.15297817315520745,0.325855143453214,-0.10995695807431519,1.5414803377570723,-1.80905716774992,-1.3036263314299243,1.3151558320053518,0.647902152733986,-2.0554944348090007
Homer,0.8413317019631695,0.21933338709826322,0.279825275576314,0.04231526533853238,0.6905547303421452,0.7767004527195536,-0.48134737049015447,0.6076849839367767,-0.10939991448587601,-0.0591273530757216,-0.11263784244492937,0.2114643395310492,0.20389874357981494,0.48353718672004775,-0.23991334350689217,0.3523847715658438,0.23029874562834013,-0.09321094922870105,1.6754137290579367,-1.6061309996004556,-0.958050924532607,0.4340614897850142,-0.2565892164115861,-1.991207048572806
Lindsay,-0.010381046802857744,0.5654950684300064,0.2509493636659013,0.5152873001680299,0.21795730906883007,0.6986729913982436,0.13902951742268171,0.5394314686963112,0.7907939204413166,0.3997167203451902,-0.008130303834619353,0.37381769024835915,0.11674971685228401,0.27928747520371205,0.3740745879050246,-0.11953596466690115,0.33064294167140335,0.6665381675787054,0.07958013000290898,-0.8927099322408866,-0.6340063153145284,0.029349450766736142,0.10569026536435767,-1.3347751207668321
Angela,-0.4123745791402938,0.35076831436284356,0.09269794527585971,-0.09069746483128682,0.16449107157916426,-0.0753269460815072,0.13169739160389243,0.10949908794967583,0.10645245641228593,-0.06442789016769482,-0.19255005773680803,-0.02474306365524302,-0.1354963416181193,-0.02170033636868698,-0.08440244188695499,-0.27242420867513856,-0.11002223416502982,-0.14170956956072817,1.6327726640531612,-0.8153088131221422,-0.5743824220667944,0.887285661574816,0.21145533714526504,-1.6989396327094253
Mike,-0.22083610633710365,0.40867772121983065,-0.3119749399234833,0.15375121094800118,-0.11655571306003835,0.6413486452372731,0.0015302084835094533,0.3815000055743524,0.4329651997390243,-0.05633380974953675,-0.15367343747632187,0.6094148416698659,-0.295234970976735,0.25497499936175383,-0.08739108051955893,0.15838581758645445,0.464453689187226,0.18752920507827875,0.873294090287435,-0.7551550053168355,-0.3094546362207246,-0.49777837505502903,0.24612998702174246,-1.2783848411475693
Carson,0.24305798065925752,0.46204643257094413,0.1822010393751015,0.44537673761003277,0.3622529856664987,0.5424373864022389,0.24007760298065747,0.5919760500153385,0.51817858985848,-0.16069440638962695,-0.1614421390512774,0.11814738545306576,-0.47082921811584644,0.1698007628054024,-0.2840869202524141,-0.06569179115763148,0.44066749695433066,-0.3962094500011916,0.9640784354621044,-1.2751274418939662,-0.9174830255337395,0.06573023295629725,-0.3361393771625023,-1.999441529700528
Daniel,0.24499500011658434,-0.02315557334119383,-0.23916955690063746,0.055448808148423526,0.2798000597776643,0.037317669957241124,-0.18538411523773218,0.12881584251862263,0.09421071063676811,-0.129278961536328,-0.1218255329969801,0.1636148698459838,0.09628111752187492,-0.15360518696247233,0.04451181237982636,-0.09272212928789626,0.15156041480637983,-0.148630672899405,2.552710645209152,-1.9583411805025848,-0.42246092841020627,0.47385561189559666,1.5224627652655527,-1.6140748900384971
Kenneth,-0.5746673515921211,0.24392193304145088,-0.05673463236571974,-0.12067218341723907,-0.6678537287246764,0.20852686547826477,0.15663108796861808,-0.27878497074254155,0.03283909854129394,0.14342958205181608,-0.02322758038977524,0.22360193386362523,-0.40644839428381413,0.24206967876833077,-0.4277673415535009,0.20997714028861036,0.17678255394768358,-0.1573778526725061,1.721395588375858,-0.888003626380585,-0.3794102493789947,0.520135397397311,0.4427145850847868,-1.4995216371650417
Sam,0.8860053066098968,0.557207143643048,0.368009111570324,0.535836084764912,0.7936190341672668,0.7267362571438588,0.1442120836666924,0.6646675206606323,0.3209484205357462,0.14383082985502377,0.344916731324873,0.47792052240145544,0.4755686472174685,0.16177305765254343,0.3179627247941221,0.25333879991917535,0.5918073511909775,0.2819217921705867,2.6093418279514338,-0.6269098539944875,-0.4537449993177941,0.7241903814398651,0.6872096492602441,-1.49693753600304
