index,beverage_isomap_x,beverage_isomap_y,beverage_tsne_x,beverage_tsne_y,beverage_umap_x,beverage_umap_y
football,-0.229122481442118,0.12229190386112523,-336.69772,-66.91859,4.3500485,-0.8049119
basketball,-0.11867443841789158,-0.025057043179423956,-178.89479,-76.6674,3.1766372,0.2864594
cricket,0.20358970152009379,0.07936881182458151,274.1781,165.49644,-3.792128,5.854971
hockey,-0.12104521014657137,-0.037201542144165635,-153.42656,-101.550476,3.5213125,0.5167372
tennis,0.3377320043314012,0.06418559913287629,259.63266,95.01008,-4.0612965,6.2040076
volleyball,0.2633457513502561,-0.1184513071929291,308.75372,133.42966,-3.3094747,5.8620725
table tennis,0.3901895130476179,-0.04363609553217029,333.8668,96.341194,-3.8981063,6.914924
martial arts,0.3486959905375102,-0.0831044428764902,347.3866,169.14955,-3.155815,6.327538
baseball,-0.2711607838368188,-0.11340447355853851,-250.91924,-192.79039,5.315252,1.1944644
american football,-0.6546569490138342,0.12180408335117512,-403.45547,-138.00642,5.2593994,-0.72852856
rugby,-0.14756330884377053,0.09520919514274162,-283.09824,-49.829777,3.648802,-0.33524
golf,-0.42596677147822565,0.13546626368294756,-434.01624,-59.773624,4.6941285,-1.0638125
athletics,-0.09757922378017195,0.10800444507937876,-248.63838,-69.19668,3.1474195,-0.21083654
badminton,0.3335648890263054,0.04573965904647099,307.6195,189.8821,-3.5626256,6.533266
boxing,-0.3310559063664347,0.15260677055259342,-376.85455,-82.87167,4.9733677,-0.7606239
Formula One,0.14120912471803504,0.38840384284061036,115.87344,119.95209,-4.8957396,6.267503
MotoGP,0.3360543014536566,0.36618916544489943,147.57536,126.54612,-4.653323,5.9988275
cycling,0.38523804631250397,0.11913150541939144,225.38928,84.23045,-4.37714,6.294947
swimming,0.05736225871756932,-0.28359053622529584,-2.1550982,-157.65614,2.8578296,1.4867852
snooker,-0.42153287008107465,-0.21494668241429,-219.66151,-236.6758,5.680273,1.5477667
shooting,-0.31105304840024334,-0.024137671833450815,-304.52283,-197.35684,5.4453835,0.53858435
gymnastics,0.6274782947863199,-0.18689124457516812,391.42618,79.56788,-3.4317799,7.2517967
handball,0.06227052341412969,-0.15347310827058386,-29.332071,-178.09744,2.585573,1.1621373
wrestling,-0.3029418232280751,-0.09694007255794039,-270.567,-225.2034,5.4998684,0.90526074
skiing,0.013471996242892895,-0.17404800588621874,-105.058655,-117.78505,3.227587,0.982237
horse racing,-0.2690224973206388,0.20727644940086268,-384.93774,-39.83374,4.5554357,-1.3587546
horling,0.6683557610446366,-0.028809511779944896,425.33047,104.832,-3.4887516,7.3099885
pickleball,-0.25615386243121524,-0.1851476566350116,-170.66034,-1.4394639,4.9090314,1.1701992
water polo,-0.01815095511525426,0.014410725842402541,-217.43445,-100.152794,2.7427347,0.44184378
bowling,-0.19287802660059084,-0.2512490259604364,-77.26683,-58.4608,5.4434958,1.7575295
