,sport,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
0,football,heterosexual,0.6865519770265711,0.013020279874942928,True
1,football,straight,0.5607332025939227,0.11384308925772227,True
2,football,homosexual,0.7664226327527571,0.07667891721101107,True
3,football,gay,0.8897423470994927,0.10904794758323776,True
4,football,lesbian,1.0123196253710791,-0.14612041885883634,False
5,football,bisexual,1.329356994742516,0.010848536269476766,True
6,football,bi,1.3635987803405265,0.03671003856363677,True
7,basketball,heterosexual,0.5386201328967957,-0.0657185118087704,False
8,basketball,straight,0.3497885300573481,0.09219270192746587,True
9,basketball,homosexual,0.8251219466026412,-0.0057760660024800395,False
10,basketball,gay,0.8825515641197731,0.01865492160356288,True
11,basketball,lesbian,0.9237607106003134,-0.15001307311068388,False
12,basketball,bisexual,1.1807520339296342,-0.0623792033555124,False
13,basketball,bi,1.3959811257766572,-0.02644388730224758,False
14,cricket,heterosexual,-0.252174320548142,0.05120507944983335,False
15,cricket,straight,0.02720434460358516,0.08907607569980115,True
16,cricket,homosexual,0.03390522596880656,0.09859487678155353,True
17,cricket,gay,0.08206683557071065,0.11627538054624795,True
18,cricket,lesbian,0.2554332377568299,-0.031508997263340326,False
19,cricket,bisexual,0.6268920326269702,0.06070491998049831,True
20,cricket,bi,0.8900892249970613,0.032883366968914016,True
21,hockey,heterosexual,-0.049055549699414544,-0.018824625607328973,True
22,hockey,straight,0.3109688802961773,0.1294744033257708,True
23,hockey,homosexual,0.3888259490439825,0.03154911031143137,True
24,hockey,gay,0.06057901191138047,0.07130142349403194,True
25,hockey,lesbian,0.6900363937672553,-0.11392525589075125,False
26,hockey,bisexual,0.1874361875713289,-0.014088159195872994,False
27,hockey,bi,0.9966635684901278,0.01697376599275555,True
28,tennis,heterosexual,-0.3692753843210821,0.02545125742203021,False
29,tennis,straight,0.0610965958016089,0.0924595964242361,True
30,tennis,homosexual,0.011158178519078956,0.0368837632120838,True
31,tennis,gay,-0.2113334667860616,0.08069473546835088,False
32,tennis,lesbian,0.3506356732817376,0.021794064068275217,True
33,tennis,bisexual,0.22762019566347844,0.05845392347834991,True
34,tennis,bi,0.7006170989339758,0.07087809833104812,True
35,volleyball,heterosexual,-0.3621581302765545,-0.036889158216074434,True
36,volleyball,straight,-0.1069711714048686,0.059302767509609174,False
37,volleyball,homosexual,-0.38387800859049664,-0.004489292104303463,True
38,volleyball,gay,-0.3540777763637237,0.013590647983658995,False
39,volleyball,lesbian,0.048440515968010814,-0.0462312868561762,False
40,volleyball,bisexual,0.6555900474498705,-0.010671976799832162,False
41,volleyball,bi,0.8918748777235245,0.031879292407167234,True
42,table tennis,heterosexual,-0.36538861480715945,-0.01056521036539348,True
43,table tennis,straight,-0.3960563826011585,0.06261877034369287,False
44,table tennis,homosexual,-0.5954568262414577,0.009719124743965862,False
45,table tennis,gay,-0.6039982329909488,0.03574062208319169,False
46,table tennis,lesbian,0.001969024769472744,0.03421641342817835,True
47,table tennis,bisexual,0.2846840372089909,0.032171161622351695,True
48,table tennis,bi,0.9116333394722884,0.043009891263719985,True
49,martial arts,heterosexual,1.3649571527168496,-0.01798825663124108,False
50,martial arts,straight,0.34584507850208884,0.008449823421542733,True
51,martial arts,homosexual,1.7901154418029963,0.03291479259739462,True
52,martial arts,gay,1.1911261240993485,0.01938004023302169,True
53,martial arts,lesbian,1.648621301448112,-0.047256044282993695,False
54,martial arts,bisexual,1.9566451881309783,-0.005031213713932332,False
55,martial arts,bi,0.9473902255151828,-0.0010619702958956018,False
56,baseball,heterosexual,0.6085129308714504,-0.05167726061156621,False
57,baseball,straight,0.3301151139343426,0.12731207050023735,True
58,baseball,homosexual,0.4154909708438286,0.01661575381484422,True
59,baseball,gay,0.7190630571981923,0.06262233555773852,True
60,baseball,lesbian,0.765821542572934,-0.19474945898328505,False
61,baseball,bisexual,1.3042806143210497,-0.05140834615668408,False
62,baseball,bi,1.3412626580989209,-0.011808150334370774,False
63,american football,heterosexual,0.09423127829362613,-0.13842365230179754,False
64,american football,straight,-0.3114657685357658,1.1171515360312746e-05,False
65,american football,homosexual,0.032724277273285036,-0.07840636438832974,False
66,american football,gay,0.3154597817454816,-0.009290320993914544,False
67,american football,lesbian,0.8571147996162498,-0.30147599250686946,False
68,american football,bisexual,0.8745199831799554,-0.1463738942108426,False
69,american football,bi,1.1437515508436378,-0.024228771391342944,False
70,rugby,heterosexual,-0.2840933270267444,0.01579187822486806,False
71,rugby,straight,0.5489079913734852,0.12516556979057708,True
72,rugby,homosexual,-0.5672584718894029,0.07078439111024229,False
73,rugby,gay,-0.4158328992728387,0.09750647512602988,False
74,rugby,lesbian,-0.2316187204875509,-0.12777901356422225,True
75,rugby,bisexual,0.07376745291096128,-0.006271145669693663,False
76,rugby,bi,1.5210433154808716,0.039357129305524666,True
77,golf,heterosexual,-0.2116155900193827,0.06931965302315783,False
78,golf,straight,0.03313678875909988,0.17990029774315208,True
79,golf,homosexual,-0.17471609171453692,0.11032844053890904,False
80,golf,gay,0.0735393765847026,0.1995525452468196,True
81,golf,lesbian,0.1372988455108809,-0.08150875648560701,False
82,golf,bisexual,0.35437025412579704,0.08590450941925287,True
83,golf,bi,1.179653857318167,0.12251057664830182,True
84,athletics,heterosexual,0.2916570710516857,-0.005838279878127375,False
85,athletics,straight,-0.0027278930981162264,0.08192606782036814,False
86,athletics,homosexual,0.5042698449538788,0.04072971549798971,True
87,athletics,gay,0.5341162393771268,0.049870077082914736,True
88,athletics,lesbian,0.5890967965392048,-0.11177517771389747,False
89,athletics,bisexual,0.8473240139891189,-0.008544304526559753,False
90,athletics,bi,1.0558360919847185,0.021360919098474474,True
91,badminton,heterosexual,-0.1730962938947328,0.05614059977989324,False
92,badminton,straight,0.4542466949223041,0.0711260015447056,True
93,badminton,homosexual,-0.2099919772621517,0.10368473161375344,False
94,badminton,gay,0.12216282643041244,0.10453197465911156,True
95,badminton,lesbian,0.4030327649714826,0.00023489463357412587,True
96,badminton,bisexual,0.504997640016637,0.07220900649261852,True
97,badminton,bi,1.1437814141623763,0.04537377399965132,True
98,boxing,heterosexual,-0.031039641287218974,-0.018234296889748085,True
99,boxing,straight,0.032704380970905375,0.06478023340653097,True
100,boxing,homosexual,-0.2544882765155771,0.06753117887089632,False
101,boxing,gay,0.08160840957929616,0.10539491600316886,True
102,boxing,lesbian,0.3853232825859669,-0.18732735051106936,False
103,boxing,bisexual,0.6103805339171099,-0.02306602782294532,False
104,boxing,bi,1.002512085988334,0.01897220269427453,True
105,Formula One,heterosexual,-0.949084389471928,0.00037153666616860254,False
106,Formula One,straight,-0.35481825229973474,-0.04240465800128576,True
107,Formula One,homosexual,-1.3903776980500466,0.010136065001686937,False
108,Formula One,gay,-0.9728357358677752,0.026005679760309045,False
109,Formula One,lesbian,-0.7049646051394742,-0.04820156910549217,True
110,Formula One,bisexual,-0.09375297799947648,0.013094933141930188,False
111,Formula One,bi,0.17092700170034045,0.09247945345260684,True
112,MotoGP,heterosexual,-1.1033657247590296,0.07596914182712113,False
113,MotoGP,straight,-0.8420211850297636,0.03890057387259718,False
114,MotoGP,homosexual,-1.5386090539134138,0.1239425606244406,False
115,MotoGP,gay,-0.8001862453801675,0.1339208136860997,False
116,MotoGP,lesbian,-0.7100810593469656,-0.01611942177485354,True
117,MotoGP,bisexual,-0.03782333776271997,0.0944460847051442,False
118,MotoGP,bi,0.6587152400473129,0.099691016908373,True
119,cycling,heterosexual,-0.27705109577784043,0.0371993908217066,False
120,cycling,straight,-0.15307253374628862,0.06708919641703433,False
121,cycling,homosexual,-0.3956188384264228,0.0333590826885063,False
122,cycling,gay,-0.11740840094095364,0.09607375357802052,False
123,cycling,lesbian,0.388624606048457,0.021956911502563358,True
124,cycling,bisexual,0.6662434260444732,0.06594587562110538,True
125,cycling,bi,1.9558492281190352,0.15508906023426086,True
126,swimming,heterosexual,-0.7020440813904166,-0.10124165484830368,True
127,swimming,straight,-0.05223288820193222,0.048528073384177625,False
128,swimming,homosexual,-0.8545065477163626,-0.04599765355264839,True
129,swimming,gay,-0.8943052391767237,-0.022545708244632173,True
130,swimming,lesbian,-0.5856889557441777,-0.10710987751659942,True
131,swimming,bisexual,-0.2976091804981741,-0.0802445732108866,True
132,swimming,bi,1.4044218703985007,-0.0600647999673292,False
133,snooker,heterosexual,-0.12312169436607448,-0.1420602806131986,True
134,snooker,straight,0.02533193914007196,0.10113480623487002,True
135,snooker,homosexual,-0.04915511072074138,-0.09069624804371797,True
136,snooker,gay,0.6756005745717673,-0.019273540014207557,False
137,snooker,lesbian,0.5982278581006281,-0.2274475851898815,False
138,snooker,bisexual,0.8382191067335129,-0.13875240551739704,False
139,snooker,bi,1.2143346936576824,-0.046003954336022806,False
140,shooting,heterosexual,-0.968036189500394,-0.06233642938152525,True
141,shooting,straight,-0.1139086958831497,0.12233746610740802,False
142,shooting,homosexual,-1.1443945205774562,0.016191550114306872,False
143,shooting,gay,-1.1779355081000984,0.06938610654887968,False
144,shooting,lesbian,-0.8121625027762084,-0.19464684011989256,True
145,shooting,bisexual,-0.7822983946437576,-0.06295606362540546,True
146,shooting,bi,0.18742771637439773,-0.02267613610518297,False
147,gymnastics,heterosexual,1.0241261356303146,-0.09362054465930364,False
148,gymnastics,straight,0.40055724967219053,-0.009699624553341784,False
149,gymnastics,homosexual,1.3718748279198467,-0.08977049436836175,False
150,gymnastics,gay,0.6901514366544547,-0.0828214512015452,False
151,gymnastics,lesbian,1.308591530807499,0.06663000918080263,True
152,gymnastics,bisexual,1.317584297995262,-0.042673823000213995,False
153,gymnastics,bi,0.6852138063752358,-0.009148127432482172,False
154,handball,heterosexual,0.039357906816184215,-0.0703983323438613,False
155,handball,straight,0.20283479290129752,0.06619729268507217,True
156,handball,homosexual,0.064599389310649,-0.004094870983333329,False
157,handball,gay,-0.013854479086408914,0.0021710108303034303,False
158,handball,lesbian,0.3592966664035238,-0.12834346680084274,False
159,handball,bisexual,0.7055311531549326,-0.05468705120632476,False
160,handball,bi,1.0859833483590895,-0.05347400586768816,False
161,wrestling,heterosexual,0.6213086889288753,-0.1165346333321786,False
