,beverage,sport,direct_correlation,indirect_correlation,same_correlation
0,water,football,-0.430131938904882,-0.1639098102830473,True
1,water,basketball,-0.008027842769525667,-0.05552448613321812,True
2,water,cricket,0.5762297060047065,-0.1426941240155152,False
3,water,hockey,-0.13173637296918586,-0.12274335445574558,True
4,water,tennis,0.023953791365217816,-0.11323795765890401,False
5,water,volleyball,0.5338214359782569,-0.07310607480800356,False
6,water,baseball,0.2212026942798596,-0.0720590174167268,False
7,water,rugby,-0.4031742080122837,-0.1840071679936929,True
8,water,golf,0.003937907514938378,-0.1427714563516531,False
9,water,athletics,0.013583937138391284,-0.16566441670809876,False
10,water,badminton,-0.12087125012797807,-0.1363432374630422,True
11,water,boxing,-1.414695267721489,-0.18414337750584603,True
12,water,cycling,0.4145250102946959,-0.2105511940274235,False
13,water,swimming,0.9717238372409313,-0.003590859208229505,False
14,water,shooting,-0.4050828171419384,-0.08809123411705767,True
15,water,gymnastics,-0.2971116327784309,-0.0897494755741052,True
16,water,wrestling,-0.957560557663548,-0.20729314695418527,True
17,water,skiing,0.3804364376209967,-0.07492802648871218,False
18,water,bowling,-0.491655893314954,-0.13713012679970796,True
19,coffee,football,0.24754799011199846,0.041094383461373035,True
20,coffee,basketball,0.06625721991421417,0.06734083611552613,True
21,coffee,cricket,0.1304386181365172,0.07703009514743256,True
22,coffee,hockey,-0.18240729574740613,0.05604224318105869,False
23,coffee,tennis,0.20456909366620987,0.0014894935464334796,True
24,coffee,volleyball,0.11726420162468848,-0.028655418683368787,False
25,coffee,baseball,0.32711963443411096,0.07874509355044414,True
26,coffee,rugby,-0.3193738385035653,0.059988606372522874,False
27,coffee,golf,0.40256834847662093,0.0694871436985115,True
28,coffee,athletics,-0.5025415069698624,-0.008685581325971727,True
29,coffee,badminton,-0.08782520574432806,0.010196280766823938,False
30,coffee,boxing,-0.2804319399050923,-0.050601162457271545,True
31,coffee,cycling,-0.014272445866901915,-0.01960760740596246,True
32,coffee,swimming,-0.2597846629782378,-0.05517000418736328,True
33,coffee,shooting,-0.4035869871594364,-0.011373636622244677,True
34,coffee,gymnastics,-0.40964206111613066,-0.009508339392600585,True
35,coffee,wrestling,-0.6468791334200571,0.05509828745608003,False
36,coffee,skiing,-0.6106750858993548,-0.02147398430760073,True
37,coffee,bowling,0.15353386183986484,0.05566449985367699,True
38,tea,football,-0.21904850001657952,-0.08038523213913218,True
39,tea,basketball,-0.3687310277980148,-0.017094815232716463,True
40,tea,cricket,0.8464575525720847,0.026893514150730345,True
41,tea,hockey,-0.08317484625662275,0.006092338957447048,False
42,tea,tennis,0.25957033947954505,0.07865704843899303,True
43,tea,volleyball,-0.20537787562285506,0.06744803971730688,False
44,tea,baseball,0.002393731170887323,-0.02468157863814936,False
45,tea,rugby,-0.2572425967816179,-0.02454368458847609,True
46,tea,golf,0.3808090537704042,0.022008414607383408,True
47,tea,athletics,-1.0567944448802975,-0.029298810791646587,True
48,tea,badminton,0.2596427800426462,0.033978771265418,True
49,tea,boxing,-0.4880973899479206,-0.07314886216128454,True
50,tea,cycling,-0.6826455427732399,-0.03599910686887954,True
51,tea,swimming,-0.02596629816706153,0.049961841673312836,False
52,tea,shooting,-0.4491248162008677,-0.008081763654620884,True
53,tea,gymnastics,-0.5025891952612362,0.051544582396685995,False
54,tea,wrestling,-1.1323021260566055,-0.06439438393244909,True
55,tea,skiing,-0.2065475388929632,0.06601865173092762,False
56,tea,bowling,-0.06583334445819147,0.07330032425788309,False
57,juice,football,-0.3157137432159872,-0.0524606296016178,True
58,juice,basketball,0.4424720700512028,0.07445217699082259,True
59,juice,cricket,0.04995766747745787,-0.04146256443908695,False
60,juice,hockey,-0.05006262891439448,-0.011211309841612314,True
61,juice,tennis,0.5370557891853601,0.030720012161359975,True
62,juice,volleyball,0.8817376097826125,0.06475594892178697,True
63,juice,baseball,0.5807992337161871,0.031819766519424086,True
64,juice,rugby,-0.5244491630819107,-0.021491449958592847,True
65,juice,golf,0.12759996723080774,-0.01729178607981504,False
66,juice,athletics,-0.12369312314182193,-0.04301633608077458,True
67,juice,badminton,0.4733399174565214,0.0071164340112011,True
68,juice,boxing,-0.5118408688398147,-0.09814236145343544,True
69,juice,cycling,0.16782805106982318,-0.051356625324945684,False
70,juice,swimming,1.0688307175658789,-0.0032195195038858555,False
71,juice,shooting,-0.3445118708833493,-0.010068866345263505,True
72,juice,gymnastics,0.4595210451696884,0.03093164648090004,True
73,juice,wrestling,-0.5092339214729606,-0.057782535595717485,True
74,juice,skiing,-0.3079916704752485,-0.007915172933255854,True
