index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
accountant,0.33332928709318965,-0.49680949764716975,-82.17545,-37.35146,3.113946,11.19585
air traffic controller,1.2869104996030716,0.14908313522886196,-154.08751,109.67543,0.5931643,10.629581
architect,-0.4896505495535184,-0.4996678462976348,305.8698,-299.0943,4.58234,9.504513
artist,-1.1573180619137644,0.8415743641035878,273.7366,-28.728834,8.031041,6.0279593
attorney,1.3588358693014078,-0.7333301849036253,-248.2871,38.73192,0.80284023,12.644327
baker,-1.0984494790247306,0.17869933179621675,252.10155,-57.226387,7.6698556,5.557119
banker,-0.2531173363838928,-0.4889854131538626,-8.245461,-65.23045,5.253199,10.469721
bartender,0.7109417627034859,-0.5641402812465656,-169.22496,-6.9252276,1.5397445,11.934292
barber,-0.5295097838278844,-0.40613139042101065,39.208473,-96.83149,5.8177137,10.669306
barman,0.06796027825842804,-0.5994148907311111,-98.958015,-38.612625,2.9719992,11.651083
barmaid,-0.8616487904066605,0.5966629961405485,214.25758,8.310491,6.7565756,5.8075438
bookkeeper,-0.2573957693399536,0.48015686284917714,150.45898,45.13358,5.59692,6.3042293
broadcaster,0.9527726436361437,-0.04913749836092068,-140.83809,86.184715,1.4336342,10.815146
builder,-0.3602306695298172,-0.5936154653847169,36.028263,-140.92285,6.761564,10.498546
businessperson,0.7508588304420176,-0.3614503590852796,-154.26529,51.960453,1.1283938,11.87276
businessman,-0.47559093601453434,-0.46901383942249475,-166.88165,321.25546,4.6657248,9.411015
businesswoman,-0.5688089225551517,0.4697792709942114,190.18556,30.890692,6.459536,6.005218
butcher,-0.7467221920883184,-0.38697321276968377,71.12538,-89.63285,5.9557486,9.518106
captain,0.3983222132333643,-0.7067294743122836,-221.09111,-10.745579,1.4732854,12.6165
carpenter,-0.497556134393767,-0.5671350395287209,43.12396,-152.97096,6.870024,10.433634
cashier,0.26495817587912,-0.6534651658985017,-149.05908,-21.972878,2.2442372,11.84758
chef,-0.28814263493366216,0.7002134420428676,116.14334,93.0728,4.545067,8.105463
coach,0.9586364312695735,-0.5143165485335126,-211.4119,21.572058,1.1015438,12.45131
cook,-1.085440895663535,0.5146326037089908,252.69841,-45.53376,7.5091476,5.6631303
computer programmer,0.7947720032690545,0.5164054320436622,-39.879177,101.94276,1.2371411,7.422213
dancer,-1.0519815711170704,0.6566593957380108,228.68578,3.7062745,7.4184613,6.163131
dental hygienist,1.3726174320455087,0.4982842024691716,-186.52097,122.75753,0.23117635,10.230348
denstist,0.15194780246229317,0.4000213788294068,41.20193,114.88573,2.6072845,7.628251
designer,0.42589816862837293,0.8403725099226014,-16.14883,173.29024,0.6841303,6.2948966
developper,1.3549657775265371,-0.24321013254549875,-176.00218,178.18394,-0.032209035,9.706298
dietician,0.500116912048275,0.8798035488725297,-18.404942,152.77815,0.8258383,6.390537
doctor,-0.736811517347777,-0.3278057725458455,87.51979,-92.36762,5.5132713,9.336347
economist,0.17239252611473205,-0.6301973474785318,-77.81086,-52.757584,3.2412734,11.168378
editor,1.379701869616576,0.18098775383003715,-163.60812,128.93008,0.37128377,10.433465
electrician,0.5864942776477223,-0.07450747438060583,-141.328,62.477955,1.5502425,11.157937
engineer,-0.029219757100581126,-0.5052636942516543,-48.073185,-42.24905,4.302651,9.965557
farmer,-0.514488293952826,-0.5309480218996455,57.99745,-149.32132,6.740119,10.215302
filmmaker,0.2968465965804713,0.6779346123539767,51.798923,57.875237,3.2034664,7.219843
financier,0.5265044345970092,-0.505276132337787,-78.49702,-86.38807,3.1131446,10.980915
