index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
water,-1.1964717330630454,0.015257384989992108,4.5103416,-606.4999,11.854505,-5.2996607
coffee,0.1032680458649733,-0.6037073870376355,-272.2956,-110.29033,9.919897,-5.1549463
tea,-0.5827431862024414,0.36968416798738785,205.2804,-345.20566,12.673821,-4.427219
juice,-0.6957782809834524,-0.3148671671781846,-41.4008,-383.80066,12.064828,-5.838982
milk,-0.7924059341950235,0.3682384785072913,157.41328,-517.50195,12.198082,-4.752979
soda,0.3192469334440451,-0.6178651796224955,-183.266,-48.06552,9.549728,-4.8056417
energy drink,-0.6995125943180331,-0.7936293634406236,-196.62956,-447.76804,11.348626,-5.7891297
milkshake,-0.7234442220764952,-0.013367396655105166,69.934235,-372.3219,12.612707,-5.1705785
smoothie,-0.20109916371247114,-0.6159212443789255,-198.77713,-228.9312,10.546132,-5.4869485
alcohol,0.5695354349149958,-0.0468765043892203,-98.71986,278.27466,8.589562,-3.5824277
liquor,0.46245032597871305,0.35835182819317624,-117.06805,393.72906,8.689173,-2.905466
beer,1.1618205478626522,-0.31862608693317385,171.59886,601.4463,7.4746003,-3.1914098
wine,-0.028985438767399195,0.9202795967665385,405.5081,-185.81262,11.808151,-3.7085698
cider,0.47847776387867325,-0.05593290376953165,-204.46317,212.60995,9.327351,-3.6040132
vodka,-0.2954891186960021,0.5950333355670627,309.06995,-297.77408,12.193569,-4.0878453
rum,0.7876008096206715,0.08901971849773528,14.324291,399.97104,8.058651,-3.0571842
whiskey,1.2112609754229815,0.1711010460664632,68.210175,616.0151,7.5634418,-2.745483
champagne,0.12226883502665906,0.49382767682924733,-330.11322,231.78107,9.850709,-3.253268
