,country,gender,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,male,0.2529247019581257,-0.03764015229386943,False
1,Nigeria,female,0.5105820353821764,-0.12864913322993354,False
2,Nigeria,boy,-0.2915856836002225,-0.01496021994752797,True
3,Nigeria,girl,-0.3680080176203973,-0.14855648766214447,True
4,Nigeria,man,-0.2940660299273116,0.04463762353620677,False
5,Nigeria,woman,-0.17780680633011828,-0.07225210901014667,True
6,Ethiopia,male,0.0761019245749629,-0.037700282023009415,False
7,Ethiopia,female,0.12989990712942107,0.0071665054307678625,True
8,Ethiopia,boy,0.11161320675823047,-0.07615648024215213,False
9,Ethiopia,girl,-0.2050793670597633,-0.009920185553882016,True
10,Ethiopia,man,-0.3612409704398376,-0.032377621852725705,True
11,Ethiopia,woman,-0.3067485937343829,0.030482335653334913,False
12,Egypt,male,-0.16204744440457938,-0.0698026785345436,True
13,Egypt,female,0.15444197452976507,0.0756700918070909,True
14,Egypt,boy,0.13099227053445994,-0.06999513125169826,False
15,Egypt,girl,-0.044199230556494176,0.10001875186165428,False
16,Egypt,man,0.06145212940712491,-0.04392265272508394,False
17,Egypt,woman,0.2398407519020537,0.10214525895846256,True
18,Congo,male,-0.21892770938569156,-0.06687790955239566,True
19,Congo,female,0.18209010154658573,-0.10178884075564387,False
20,Congo,boy,0.388182969752144,-0.08290959798717609,False
21,Congo,girl,0.1620953608536147,-0.13090989053552665,False
22,Congo,man,-0.2660657982570066,-0.03750449121377281,True
23,Congo,woman,-0.1350452443850744,-0.0731432524783571,True
24,Tanzania,male,0.056391534033298274,-0.0012461338518506154,False
25,Tanzania,female,0.19248681444730686,-0.04597202342413338,False
26,Tanzania,boy,-0.29006975098387633,-0.042859482775977883,True
27,Tanzania,girl,-0.5421194913004485,-0.0904630561540958,True
28,Tanzania,man,-0.3345705907780089,0.03765051050085886,False
29,Tanzania,woman,-0.3178618451390953,0.010971574353244105,False
30,South Africa,male,0.3967928644248677,-0.09204971709865126,False
31,South Africa,female,0.3896298123827252,-0.1244014876137164,False
32,South Africa,boy,-0.3191107459670064,-0.13486617887686686,True
33,South Africa,girl,-0.6591862329306242,-0.17829492221292256,True
34,South Africa,man,-0.3631140190933159,-0.06898078996796962,True
35,South Africa,woman,-0.3735847480919362,-0.1107326065069965,True
36,Kenya,male,0.05535821275852733,-0.02295540489402724,False
37,Kenya,female,0.17607904225826373,-0.07118251670282587,False
38,Kenya,boy,-0.025782157131306417,0.005889384454166699,False
39,Kenya,girl,-0.36119216968578544,-0.07670976722258531,True
40,Kenya,man,-0.32146373915679993,0.062422349446511476,False
41,Kenya,woman,-0.278240082088122,-0.0030128713744844425,True
42,Uganda,male,-0.07146628571836025,-0.03324461830158113,True
43,Uganda,female,0.06643586040955939,-0.061120021769099975,False
44,Uganda,boy,0.2669803143425156,-0.04993171707132567,False
45,Uganda,girl,-0.17180701708720092,-0.090281520978802,True
46,Uganda,man,-0.3453993072767581,0.003734157189313925,False
47,Uganda,woman,-0.38845498285040014,-0.02546085961796369,True
48,Sudan,male,0.31018939253949895,-0.0020091978056894053,False
49,Sudan,female,0.6873231528230026,-0.061430396329460166,False
50,Sudan,boy,0.1960283072762784,0.036091895476160034,True
51,Sudan,girl,0.05170089142918925,-0.05495083859985489,False
52,Sudan,man,-0.09523473909567436,0.09730563781079347,False
53,Sudan,woman,0.12110698466078013,-0.0067425143091381905,False
54,Algeria,male,0.4048282151620409,-0.025954339785363757,False
55,Algeria,female,0.5089228162181562,0.1337306526803245,True
56,Algeria,boy,-0.2495286316705805,-0.15594021560681834,True
57,Algeria,girl,-0.3456226863932803,0.0918078867524172,False
58,Algeria,man,-0.20137683483796925,-0.13563721163466608,True
59,Algeria,woman,-0.12365579638245047,0.1174724465986908,False
60,China,male,0.2972586866543955,0.09390322467361707,True
61,China,female,0.6810221030355297,0.0836302575801729,True
62,China,boy,0.0205575343323424,0.09409575313046928,True
63,China,girl,0.1949747955471804,0.0920293064099469,True
64,China,man,-0.14229462323292513,0.0847120837459453,False
65,China,woman,0.06146649405275247,0.11645653282378007,True
66,India,male,-0.05601203448878855,-0.059293765643084785,True
67,India,female,0.2235990090598176,0.15773796736863985,True
68,India,boy,-0.3636679320386331,-0.15664503466452362,True
69,India,girl,-0.2421804199341275,0.14124134557899498,False
70,India,man,-0.2317641817779553,-0.14448443597006133,True
71,India,woman,-0.1227285821143606,0.1364440471657207,False
72,Indonesia,male,0.3446988551943112,0.1058520560027084,True
73,Indonesia,female,0.4318666943676063,0.04852626651250401,True
74,Indonesia,boy,-0.5707456382009768,0.056324050811197277,False
75,Indonesia,girl,-0.5786007211814791,0.018975817344096108,False
76,Indonesia,man,-0.3868093431603215,0.08713381817048997,False
77,Indonesia,woman,-0.2689017897295938,0.08487802192901843,False
78,Pakistan,male,-0.2862808618653756,-0.1348045012009731,True
79,Pakistan,female,0.1957910169760968,0.13942433715888916,True
80,Pakistan,boy,-0.337306048487083,-0.20405645759732655,True
81,Pakistan,girl,-0.3281802179635045,0.14416260731943425,False
82,Pakistan,man,-0.28461200340813103,-0.207524947271068,True
83,Pakistan,woman,-0.026865577621943443,0.09992362242796472,False
84,Bangladesh,male,0.03490409492719155,-0.0549170084571803,False
85,Bangladesh,female,0.20651184484225327,0.048736699254216295,True
86,Bangladesh,boy,-0.1664495351357428,-0.11491393031455972,True
87,Bangladesh,girl,-0.3933526091650506,0.026395342454999027,False
88,Bangladesh,man,-0.4006115807092208,-0.09616293503260044,True
89,Bangladesh,woman,-0.2579821407231511,0.03940161172364552,False
90,Japan,male,0.3065503615388665,0.010339795961872927,True
91,Japan,female,0.5583451231162965,0.07516116930264047,True
92,Japan,boy,-0.16771757733306766,-0.035613076064665794,True
93,Japan,girl,-0.18581870747617565,0.05389266425774268,False
94,Japan,man,-0.3778142684978584,-0.05412565549971195,True
95,Japan,woman,-0.29959311646129305,0.06436508460738903,False
96,Philippines,male,0.3739358983202944,0.07676433587310783,True
97,Philippines,female,0.43774112794726144,0.013150782343287513,True
98,Philippines,boy,-0.4642015640105197,0.017267519201093567,False
99,Philippines,girl,-0.4039799289066901,-0.02501105341098386,True
100,Philippines,man,-0.4632533554319142,0.030163596286803013,False
101,Philippines,woman,-0.5166360802607124,0.025928875442375137,False
102,Vietnam,male,0.028285266940421737,0.15038714576344958,True
103,Vietnam,female,0.2052675752647731,0.049400115747990685,True
104,Vietnam,boy,0.1225762294104694,0.13068653819172724,True
105,Vietnam,girl,-0.08529866244911627,0.03442498159180391,False
106,Vietnam,man,-0.16543628145947814,0.13627876162643146,False
107,Vietnam,woman,-0.16004021425100495,0.07564982107093023,False
108,Iran,male,-0.15803863066559098,-0.1104963044300524,True
109,Iran,female,0.4693379054935221,0.20949004732245868,True
110,Iran,boy,-0.23757231020191924,-0.18343044125183453,True
111,Iran,girl,-0.2612232614807736,0.2283442599600545,False
112,Iran,man,-0.2477989839593113,-0.1971020263482983,True
113,Iran,woman,0.1550793241270553,0.17452258836840656,True
114,Turkey,male,0.2488616325256862,-0.0022534367765609576,False
115,Turkey,female,0.5559144985700134,0.15863000991414647,True
116,Turkey,boy,-0.17490169031369035,-0.10824142559510784,True
117,Turkey,girl,-0.2042816882187598,0.12843897881013072,False
118,Turkey,man,-0.2972695934654895,-0.11745541802309928,True
