index,country_isomap_x,country_isomap_y,country_tsne_x,country_tsne_y,country_umap_x,country_umap_y
water,0.3478843233690063,-0.39666544986577057,-226.95946,-150.93912,5.5534353,-1.2834588
coffee,-0.9226169381514892,0.1273644254653314,244.97046,111.39983,5.2613096,3.486971
tea,-0.09460859102188747,0.0031958142228940417,-360.65,-7.452304,6.10165,0.18828578
juice,-0.011915379882399152,-0.42485532090956474,-423.67175,-67.58671,5.380335,0.12926923
milk,0.6162601291801761,-0.38693901896989924,-200.58739,-104.091225,6.0908237,-2.081435
soda,-0.9522316125834006,-0.12504096518841673,272.18802,164.83687,5.716283,3.2722726
energy drink,0.1732949219193553,-0.40525457902501133,-355.79797,-84.02955,5.651818,-0.34660268
milkshake,-0.16952126923907868,-0.3650699087181257,-424.36526,-119.00542,5.561627,0.51398
smoothie,-0.6362199535120044,-0.4658813111932259,224.5253,193.94484,5.568767,2.7741833
alcohol,0.25350574352070016,-0.024628122212994215,-309.0156,-18.29374,6.2151313,-0.30037227
liquor,0.7683657627963588,0.14014788844072895,-107.86378,-12.057861,7.616115,-2.2223954
beer,-1.0457204705218808,0.2841274280911552,337.72964,105.04665,5.7986608,3.9932275
wine,1.1363199296977153,0.35002602378520037,-156.48326,72.37202,7.2523794,-2.8392491
cider,-0.49839408778407013,0.3443541800640989,260.03912,27.765078,5.0824084,4.5525684
vodka,0.8552480587644224,-0.09723731570131429,-178.29568,-36.69565,6.5064244,-2.4817438
rum,0.7570134084976526,0.25915707645680885,-86.7566,29.909264,7.0959053,-2.4507046
whiskey,-0.8519200697123137,0.3434062133109986,313.2267,48.074856,5.3422785,4.2456927
champagne,0.275256094663138,0.8397929419471065,-24.008886,4.119937,7.286297,-1.9182878
