index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,atheist,Buddhist,Christian,Hindu,Jewish,Muslim
Evan,0.6741657434763071,0.7984134102567709,0.396064049782252,0.964098114881278,0.3353301135816155,0.6228255104746337,0.4439994098113702,0.6085531368591479,0.8662764000438679,0.4002416530031453,0.6674867962755515,0.3313416171939104,0.7627477094107171,0.5694204193678352,0.5045270893877342,-0.09693217064081908,0.4378622573720414,0.32034816248460873,0.7252575909246295,0.508581133718295,0.5318535938932495,0.7526265227846058,0.6916349314097116,0.48871782799358865,0.7242943602591461,0.4231076764845112,0.38406371528065725,0.6765872618439237,0.5524421935756677,0.4949158267042934,2.735520325183355,-0.8945204904584052,-0.39862437351671837,1.30779540069971,0.49154668370068155,-1.6555037220557987
Gene,0.22198116347514807,0.026373865513192887,0.027594918044350478,0.1865859605268688,0.22614439394673572,-0.28781217245747354,-0.01774186477685892,-0.26374209774262963,0.5181199325663671,0.2964236489627969,0.016495433006998704,0.5703960478216483,0.22472968449413191,-0.2165095069694796,0.06203935412728964,-0.32487015078880294,-0.09874088147330175,-0.0998759555579708,-0.03503230591078153,-0.002091910123891409,-0.1360074059780626,-0.31326282974034186,-0.1514383379782359,-0.08894740271879735,0.25693561323622743,0.28346083673714156,-0.119161349281615,-0.015806796648349133,-0.07395420318725596,0.551066192063859,2.008669748948608,-1.7865034204906238,-1.0842323671718423,0.6857744199576821,0.19995424907657847,-2.3903116986857422
Dillon,0.04106261625420382,0.10907963054198366,-0.31673225479468814,-0.13016983990646427,-0.2458636892174625,0.01862422665619453,-0.10374611072746652,0.0008803900293450384,0.17187831948640414,0.37268614501930486,0.023320753515607823,-0.10801806947509873,0.15467471116917617,-0.5108549971731433,0.11826315667368893,-0.21201510212444208,-0.06410070968221401,0.0655901619940104,-0.09299200903450101,0.11972525834079897,0.2055443471261875,-0.058018436761736965,-0.08478855879869221,0.20766576421978017,0.28542992009655405,0.39712611233700906,-0.47867350102714173,0.15329854000246096,0.13099909953281694,0.17136505370502514,0.3968785198838733,-1.1376845462704117,-0.6520571708635946,0.31916082300400966,-0.06419371190263952,-1.8786598450108583
Marcia,-0.6454667719085504,-0.6887155037633763,-0.5646634910817209,-0.8895941196996486,0.0980484274010518,-0.1379262833302134,-0.07803703115366678,-0.18439218415412564,-0.8536596049927497,-0.5992327357212797,-0.47082432452869916,-0.2669186762329484,-0.16113418267280286,-0.5168272036302104,0.0941628566267538,0.09943133384230642,-0.3988833029535285,-0.14087884316047092,-0.44442776035062076,0.025320446576925063,-0.3353143099224134,0.24250345000869505,-0.4866910785901914,-0.03872347475387472,-0.6712993147046942,0.08280826289396284,-0.5053750377128244,-0.5127163973873377,-0.38095614551102813,-0.036820205525490445,0.8020361176240622,-1.123540907186538,-0.6715478162392584,0.6688989794771615,0.1725355274279305,-1.596744088392586
Annette,-0.7288837921400706,-0.7659351733104324,-0.6285278448264687,-0.977410967068577,-0.45945531889654184,-0.5709224919315011,-0.34961164870287376,-0.7873339904959054,-0.8313989990035595,-0.6563880339665912,-0.6894550162028432,-0.3313419827662822,-0.5355294419017566,-0.3023320758010965,-0.6668473303732324,-0.350390024297671,-0.8050834402123485,-0.24505767356925506,-0.23407646814295566,-0.30769823478874075,-0.839139560529227,-0.2708177402313337,-0.42180364070451515,-0.8096575015643453,-0.38286496953741644,-0.3594879979590375,-0.065740321200471,-0.4176372917530014,-0.597243304706159,-0.2818367184312783,1.89830917780668,-1.1535967718150106,-0.6097493252910818,0.11848912904101487,0.43140560415454693,-1.7710903966512033
Gail,0.16831459707679972,0.12637849340025786,0.11210673860712592,0.33281340525460207,0.4714933672656848,0.13611755549767177,0.3837670594622624,0.28533481295300156,0.3517315269532425,0.007259903304633385,0.19043038287250227,0.6158350477804171,0.5225272016514024,-0.02311984615507342,0.5030730670705338,0.28001864670448173,-0.02269975676779566,0.33848469205901277,0.11570698839894679,0.3103698838432676,0.3231932683448154,0.3050374062030228,0.10551936659616085,0.5235716142843779,0.4566697934736653,0.5730758543975127,0.3502722287049337,0.1574980657925269,0.2755281588599314,0.2935988989678321,-0.6448449459921561,-0.9772654498351725,-0.5221941893269998,0.10219044344604926,0.37658463731677927,-1.2879893711124142
Courtney,0.8841097837942842,1.3125411282485226,0.7804462823804906,1.031471910372383,1.0855945136110596,1.0577752809364867,0.8706404262612707,0.6716275403227576,1.184248212791985,0.6855545408689211,0.7712131078950691,0.9247235264323915,0.9400945106316739,0.7906388129122319,0.8658699688709719,0.1730247753476242,0.5297436093452363,0.699544550454239,0.856787752564844,0.7405604754107855,0.7266436866158914,1.0075789074918404,0.799131897051813,0.804994718526977,0.9490173853477322,0.7857302969261531,0.24258035974190623,0.836751351672186,0.9721646254304263,1.0954755724234213,0.5363006678923179,-0.9272406682604286,-0.729842097227564,-0.19795529639836698,-0.4873739920266482,-1.5502095269770133
Ruby,0.7582473858735506,0.9558600077226741,1.1150446589694278,0.8390548355146797,0.4116450821489985,0.4187269472452768,0.6450872585700469,0.3416755253058576,1.218400684855878,0.3879328431072708,0.6441548511879676,0.4576665847150028,0.7189381480959652,1.022845884586094,0.5936163838842287,-0.6038599735761766,0.05934689580610254,0.19875703210055518,1.6589344589426618,0.39343412402692896,0.6044063189340488,0.8113348907737158,1.023055320624398,0.47604383283871976,0.6702938969802109,0.19199589481044596,0.8763915105073804,1.0146820096574953,1.0092713875501294,0.8991232412015686,0.9838275811627364,-1.4543742005089373,-1.1357479578554934,1.640272837957136,0.30612912935750614,-2.0556739460859337
Jessie,0.044724478216006835,0.42337978732598264,0.1809740235728714,0.06407298600063258,0.2752887824796975,0.06920410669288732,0.14758693354917973,-0.07887372112685331,0.42969692050540087,0.31060807158796994,0.3365610421394442,-0.04146855412818565,0.23436129299556896,0.10059171629863252,0.021886521096889894,-0.25530440305143637,-0.24400903554050035,-0.10560277729797159,0.47433700979610344,0.16058283924577033,0.12158497202772715,0.47295266720037943,0.24147930880225996,0.3833340517249284,-0.1007066963999448,-0.050290674288653865,-0.13125578508555594,0.3474097427153865,0.13113339590970494,0.3658203671813497,1.5451252043590271,-0.48550840187607736,-0.37403166291984913,0.2654790366576426,1.0393574160417993,-1.5422817882085142
Victoria,0.48402770658250094,0.4079568546454981,0.8012550450064458,0.47465344200347226,0.5216355442729655,0.35942251752726223,0.43794872684310243,0.3602400555185034,0.4160994841950617,0.4125622357589785,0.4978786500528469,0.3068144094118703,0.5371863305466885,0.5907590227143067,0.3308694853188043,-0.1829750641306305,0.1739087290685237,0.2805840174603546,0.5553455683542778,0.19501163389806248,0.2746517745650864,0.44128529153807405,0.38236369059154945,0.1708175066882979,0.4975515221542423,0.09657124396762108,0.48264028378179963,0.2463697104389677,0.5585358344397237,0.24080659862107542,-0.7890570666177193,-1.5314561315719082,-0.44487548514449493,-0.8389237998723372,-0.6471891443457081,-1.7251395931714946
