sport,religion,direct_correlation,indirect_correlation,same_correlation
football,atheist,0.4761900125045809,0.08275309111327751,True
football,Buddhist,1.4426116891419165,0.03734560190604665,True
football,Christian,0.8198079531166323,0.11366081470973766,True
football,Hindu,0.32431735970396314,-0.07084682472172335,False
football,Jewish,2.0525352767706297,0.06088084807257789,True
football,Muslim,1.3655282722486923,0.13589612572425522,True
basketball,atheist,0.5468763038183547,0.006628777246268217,True
basketball,Buddhist,1.5795653614479008,0.10567195976503796,True
basketball,Christian,0.8481293118194383,0.06789384660544064,True
basketball,Hindu,0.5956437319594461,-0.06639462835132433,False
basketball,Jewish,2.258741465388934,0.06311280732266966,True
basketball,Muslim,1.6176335682476486,0.17794566710408585,True
cricket,atheist,0.2727059320970415,0.11618286970550315,True
cricket,Buddhist,0.4582094585833578,0.02454182855791784,True
cricket,Christian,-0.3326114418988519,-0.01717619280223089,True
cricket,Hindu,0.39287111940071495,-0.021183972334948575,False
cricket,Jewish,0.06735961864496283,0.07533316095568082,True
cricket,Muslim,0.0581780265672958,0.07281513942271474,True
hockey,atheist,-0.12737950324794,0.05366922595328079,False
hockey,Buddhist,0.6657318511714295,0.08649133447303595,True
hockey,Christian,-0.4507551786996868,0.0978664186126327,False
hockey,Hindu,-0.3363808865323221,-0.06168995225961218,True
hockey,Jewish,0.2455858283252597,0.0637219453616675,True
hockey,Muslim,0.2310748706324159,0.15736423133285632,True
tennis,atheist,-0.1315658724144367,0.05919127565901875,False
tennis,Buddhist,0.8104431419942578,0.2284618284309205,True
tennis,Christian,-0.11414819240847884,0.19065222070027252,False
tennis,Hindu,0.1918480055032612,-0.05727806194268829,False
tennis,Jewish,1.0909606620587775,0.09407222043619687,True
tennis,Muslim,0.6876982999038702,0.22465913010189587,True
volleyball,atheist,-0.7607090021349087,-0.022606858047774268,True
volleyball,Buddhist,1.2297899871906062,0.16765215952528306,True
volleyball,Christian,0.2592377629903161,0.1217734735482922,True
volleyball,Hindu,-0.4369751951477699,0.006398448492355167,False
volleyball,Jewish,1.724391830392259,0.11329961216442094,True
volleyball,Muslim,1.046547851158925,0.2505051581086632,True
table tennis,atheist,-0.7534777585439414,0.01699724067341927,False
table tennis,Buddhist,1.582574904805774,0.19775230737762564,True
table tennis,Christian,0.9714303618567162,0.09410422349651187,True
table tennis,Hindu,-0.108670564418846,-0.00780553525270438,True
table tennis,Jewish,2.3218056957874738,0.13961203890852772,True
table tennis,Muslim,1.8179129405834984,0.2357746857773284,True
martial arts,atheist,0.6597579676467862,0.0002589249162400401,True
martial arts,Buddhist,2.115010716476017,0.20476728017187687,True
martial arts,Christian,0.6476944915076016,0.08252716938632007,True
martial arts,Hindu,0.7534874331970718,0.07305474251624477,True
martial arts,Jewish,1.3964631612650629,0.0932536998688633,True
martial arts,Muslim,1.532938515219222,0.22497728599766192,True
baseball,atheist,0.08830879143808391,0.02865770585030966,True
baseball,Buddhist,1.3592400636466246,0.08340626258325493,True
baseball,Christian,0.8217214634248176,0.058931280931146975,True
baseball,Hindu,-0.11248187970511823,-0.12685807292824944,True
baseball,Jewish,2.0336760647405585,0.007881491757320721,True
baseball,Muslim,1.5819878535345329,0.11313258263997827,True
american football,atheist,-0.26869365669905565,-0.05405339763463677,True
american football,Buddhist,1.041459130469526,0.09569583027253104,True
american football,Christian,0.9529905061355208,0.11929907129968885,True
american football,Hindu,-0.0061711971525652285,-0.2514515756455125,True
american football,Jewish,2.174898016312941,-0.15453577474796448,False
american football,Muslim,2.146292658156742,0.11098028560114932,True
rugby,atheist,-0.31788862578446153,0.08413943251421327,False
rugby,Buddhist,-0.2710452946336148,-0.014679551485928671,True
rugby,Christian,-0.7489409293113928,0.12567720071605065,False
rugby,Hindu,-0.2609040887639903,-0.09147677591823193,True
rugby,Jewish,-0.4674871087405752,0.0532549870168201,False
rugby,Muslim,-0.4928574372643658,0.049561474625026934,False
golf,atheist,0.3677133401473303,0.17280246101334934,True
golf,Buddhist,1.2100565405282484,0.1752725352135394,True
golf,Christian,0.4854959650344233,0.18501389306497304,True
golf,Hindu,-0.13101965025114032,-0.13027486127204418,True
golf,Jewish,1.4957772909143423,-0.02334393538385633,False
golf,Muslim,1.0670138035210452,0.1471582353351666,True
athletics,atheist,0.8456588004646832,0.05255531126987645,True
athletics,Buddhist,1.0232986110246054,0.06528954987609947,True
athletics,Christian,0.4107833131517648,0.07463119559051476,True
athletics,Hindu,0.6990251773445848,-0.0516661505453425,False
athletics,Jewish,1.2398404535017642,0.079569207741697,True
athletics,Muslim,0.7653485428330434,0.10614191627636888,True
badminton,atheist,-0.2807349866985557,0.08928542295713565,False
badminton,Buddhist,1.3085228891429368,0.10931268915448368,True
badminton,Christian,-0.0008357053370236,0.07072544654581944,False
badminton,Hindu,0.17468529614081174,0.02280740712617344,True
badminton,Jewish,0.9292652702307932,0.1868080171742108,True
badminton,Muslim,0.7734031135006094,0.1872528704532585,True
boxing,atheist,-0.3522774565478138,0.07027903971387488,False
boxing,Buddhist,1.273361653662745,0.17368071754160527,True
boxing,Christian,0.3559221810416407,0.17480033759628216,True
boxing,Hindu,-0.587016773987386,-0.09122283599897066,True
boxing,Jewish,1.2049002395130983,0.03133425257625809,True
boxing,Muslim,1.1242187929038954,0.21467983749983574,True
Formula One,atheist,-0.4210302172789339,-0.007095958279565983,True
Formula One,Buddhist,1.046441055436257,0.1375932452288897,True
Formula One,Christian,0.2920218547635667,0.14621899537590052,True
Formula One,Hindu,-0.34950164020711083,-0.03215453892675409,True
Formula One,Jewish,0.8036520804080644,-0.006664968936086178,False
Formula One,Muslim,0.8709672579558733,0.17042872528776026,True
MotoGP,atheist,-0.55140594963528,0.08482029381742652,False
MotoGP,Buddhist,1.4698076169359606,0.16881679527205035,True
MotoGP,Christian,0.008360676313010863,0.14896648495855494,True
MotoGP,Hindu,-0.4188715841719672,0.023509002771715148,False
MotoGP,Jewish,0.9962498379603024,0.10897006835650852,True
MotoGP,Muslim,1.4722277578330425,0.22685995881927304,True
cycling,atheist,-0.01078938796593347,0.036972273859441684,False
cycling,Buddhist,1.6075380575009282,0.2384296506141821,True
cycling,Christian,0.1010699741264252,0.2244663609822141,True
cycling,Hindu,-0.5903262564487647,-0.08341455930002023,True
cycling,Jewish,0.7315412765062849,0.059955539919383134,True
cycling,Muslim,0.8722095251426094,0.2071586068280039,True
swimming,atheist,-0.8810600856489802,-0.03514543040227964,True
swimming,Buddhist,0.6552239542127642,0.09889223185101854,True
swimming,Christian,-0.6833783966065159,0.02804325487478037,False
swimming,Hindu,-0.4762741087024189,-0.1103409993773693,True
swimming,Jewish,0.2545066882478412,0.043427532492406135,True
swimming,Muslim,0.22376649689691028,0.1040807566504219,True
snooker,atheist,-0.3964789493763734,-0.0499712877961131,True
snooker,Buddhist,1.1852073559842968,0.2118958280779567,True
snooker,Christian,0.3099243066337629,0.17917079233381614,True
snooker,Hindu,-0.3897561787513964,-0.17813945281001956,True
snooker,Jewish,1.6502243829301328,-0.06573070818406268,False
snooker,Muslim,1.32188252641517,0.2047448203308846,True
shooting,atheist,-1.106050407476833,0.03387585730641299,False
shooting,Buddhist,0.5381752683334231,0.15244708963411974,True
shooting,Christian,-0.28736891710381385,0.11939671709097414,False
shooting,Hindu,-1.003459634245667,-0.04410440568566487,True
shooting,Jewish,0.6044833203805449,0.04545138269100588,True
shooting,Muslim,0.8327257066642754,0.23216237669081086,True
gymnastics,atheist,1.4281789144086503,-0.08905281781734962,False
gymnastics,Buddhist,1.1081084283404066,0.16317228937924774,True
gymnastics,Christian,-0.04018218720535478,0.07369203721111242,False
gymnastics,Hindu,0.8835984543014062,-0.018848542298082232,False
gymnastics,Jewish,1.0088119191631584,0.14795154096764335,True
gymnastics,Muslim,0.10265318829339533,0.21102063714584854,True
handball,atheist,-0.4278870088799316,-0.0008903092460927204,True
handball,Buddhist,1.432360429128141,0.06671182026666476,True
handball,Christian,0.5362743070219252,0.017603916112508642,True
handball,Hindu,-0.4744944758616749,-0.026842208454986638,True
handball,Jewish,2.0635975761249568,0.06220916387039215,True
handball,Muslim,1.4608265949027537,0.1373338309556991,True
wrestling,atheist,-0.7758822912087181,-0.029452286778740695,True
wrestling,Buddhist,1.2557261356182692,0.17458690600025364,True
wrestling,Christian,0.34292843808443363,0.18615984250666934,True
wrestling,Hindu,-0.2966647495902408,-0.08861682489034793,True
wrestling,Jewish,1.2369631002695276,-0.03445030443089909,False
wrestling,Muslim,1.0476259702368629,0.2223130408110188,True
skiing,atheist,-1.99848110811059,0.02277335850783,False
skiing,Buddhist,0.6715992503309289,0.254989971102505,True
skiing,Christian,-0.27453101394391644,0.18269161125960184,False
skiing,Hindu,-1.4949738168196531,-0.11085310281804964,True
skiing,Jewish,1.2156410399155282,0.019426862983787062,True
skiing,Muslim,0.4584810070033841,0.1438565142262393,True
horse racing,atheist,-0.09911466941688928,0.04499475777036505,False
horse racing,Buddhist,1.7494231178079318,0.1444373257231591,True
horse racing,Christian,1.2029748389562551,0.13532933736511027,True
horse racing,Hindu,-0.15090112453484525,-0.08583262614686397,True
horse racing,Jewish,2.243027013388005,-0.04565478524602232,False
horse racing,Muslim,1.3559650032204678,0.1428773330669263,True
horling,atheist,-0.08774942028906878,0.06070412020906759,False
horling,Buddhist,0.6099048371056179,-0.009071857931980223,False
horling,Christian,-0.508119975162127,-0.18545455110415435,True
horling,Hindu,0.3668755596807029,0.09030291684697132,True
horling,Jewish,0.012799887162013909,0.12655893635583826,True
horling,Muslim,-0.14885343879492705,-0.02163733091521245,True
pickleball,atheist,-0.3995923791939735,-0.030423485960822932,True
pickleball,Buddhist,1.0692414793346678,0.05272655019461275,True
pickleball,Christian,0.2219885655920686,0.04642068295238483,True
pickleball,Hindu,-0.9997319659944376,-0.09731425472423096,True
pickleball,Jewish,1.5817321844384584,0.031383241380944615,True
pickleball,Muslim,0.9094868721966404,0.12825588495956206,True
water polo,atheist,-0.726529877094158,0.014692820071065624,False
water polo,Buddhist,1.1522603221352186,0.04298944642164422,True
water polo,Christian,0.7114937831272752,0.05848498253110852,True
water polo,Hindu,-0.1014782644058556,-0.06137821653898736,True
water polo,Jewish,2.3050288464662514,0.07795371673769945,True
water polo,Muslim,1.6709016750233885,0.14941688217866658,True
bowling,atheist,-0.219638834228259,0.026539018237388516,False
bowling,Buddhist,0.7716665010080128,0.19284935421564744,True
