index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,Arab,Asian,Black,Hispanic,Latino,White
Evan,-0.042460411627877184,0.04608827650125351,-0.00149987068194547,0.09223696145861403,0.11577183626762859,0.17391321866214365,0.09244948529473616,0.07896259143561093,0.12080489429383313,0.011063693802395452,-0.08570428890168696,0.26701728440932193,-0.271896847612526,0.06772051607042444,0.08421505925860297,-0.07360800684535071,0.298922972433377,-0.15489812850707657,0.8525674835744472,0.7603331470893704,1.8459863917333224,0.6818992830190737,0.332262846009569,1.2644058363933255
Gene,-0.06865325346271234,0.013740803019015266,-0.20099452997955458,0.42689838071981073,0.28080818136074853,0.19106425539949823,-0.0007127601537356302,0.104843384106945,0.1877803078500483,-0.25482795781038076,-0.22390792909135576,0.05668100376207824,0.06384686120439256,0.19891556703062888,-0.4349527676119181,-0.09000273436187115,0.1772794792809558,-0.05387351240970156,0.7912030225402883,0.8756810013817371,1.8562864063939142,1.3941018003069132,0.7281745789934535,1.7303758267510458
Dillon,-0.5318655295096371,0.11886136166441694,-0.32792723974994303,-0.0383834221440283,-0.6548135545111342,0.42439149516614405,-0.3338906490146999,-0.0033933229039281657,0.16129078117925874,-0.07822718902472627,-0.04783230585914946,0.23866291621483854,-0.47095272949278444,0.14230021646907892,-0.4039762956395632,-0.11309250346156842,0.1951932267001808,-0.15470446081198294,0.7039090545526738,0.48700953193118457,0.6648001796480784,0.9664472186311185,0.6397442729048116,0.5702758921036719
Marcia,-0.5223944238354286,0.1267569994967883,-0.43172198315623217,-0.32997038950689445,-0.6521151229174693,0.10997790944173574,-0.15632689084724838,-0.1828651075156543,-0.09612556336678194,-0.03312747513617696,-0.25731889882576453,-0.2783945061673349,-0.23854001639333164,0.21079343656864447,-0.578632057015616,-0.22151071801326272,-0.29328212739932175,-0.1700869444803435,0.7872670994647157,0.9906291906293941,1.4656525852082465,1.5888899368347285,1.1548725666431645,0.9357741122009475
Annette,-0.5720220624778508,-0.33319715872358796,-0.3684501719796981,0.2981428257191544,-0.3558703889857178,0.01091688111819636,-0.44794629333555414,-0.13823619155340625,-0.07784867495831205,-0.44750845174869097,-0.45568088477815616,-0.36683327657555775,-0.35158100344948706,0.07381507977283644,-0.20237247433660216,-0.2512878377561642,-0.4916626593777356,0.2961747630849975,0.4787816025046546,0.5226729388633393,2.1071912244907796,1.2491096456579414,0.3379888643559282,1.7630127581318784
Gail,0.17316326356683834,0.2426204758860533,-0.01272513028706272,-0.4339730948555365,0.05425044205039044,0.524310673241981,0.15644942940513512,-0.011782603225128281,-0.2830380182969212,0.30813595248513453,0.27067248045820674,0.6741203326752875,-0.014999252644271172,0.23927712894231212,-0.23432868586784592,0.142056897050645,0.5168695406196253,-0.18682943419232054,0.5779740919422107,0.6146315534625733,1.6249738525171262,0.5301793538930716,-0.25803188310661973,1.7771401612389566
Courtney,0.41690488944702214,0.8261902270732029,0.46394461409529647,0.738540374566935,0.2920662552802277,1.1504628603824452,0.2366023787152694,0.785540976262404,1.0436574250201325,0.4413193182470695,-0.02845308185425059,0.6482710526310742,0.053362071052657875,0.2827012928260281,0.37980281164530344,-0.01810181955211997,0.4138647456891681,0.5207926171653847,0.7268022447770089,0.6494071050337114,1.1772076831666942,0.47873216681213066,0.17979799604759814,1.5676090288032927
Ruby,1.3825428072515873,0.6325236658336562,0.7068005454724278,0.7962269340084968,1.2700920646302338,0.7908220930352526,-0.21220545608915709,1.0468653118835802,0.4775054748635603,0.03380781500861395,0.28754858204975237,0.662890837912415,0.9027339120684407,0.6479324311807034,0.3870698374748026,0.17920201555601084,0.926911467095031,0.5518154491732121,0.9848180673758838,1.309818016156441,2.195942647004276,1.024515608340493,0.6593247135587332,1.6442470838650454
Jessie,-0.06361227649027358,-0.06876697482454094,-0.39224379744726356,0.6480394221328428,0.041420562165121445,0.2959095280971252,-0.1346445083084518,0.10134035000702812,0.2521411404317124,-0.20477878432523944,-0.36896712565610307,-0.06677406708327954,-0.49540981134718526,-0.032484635591693393,-0.46016329123653776,-0.5200601615517207,-0.33037215018605687,-0.6539734159293322,1.0601088019438172,0.9080042468611349,1.6042776409039288,1.274450500871293,0.8717491067559907,0.88142334158284
Victoria,0.3122296695216424,0.28858865230808667,0.36355331689992326,0.3348837801443841,0.5798882845958874,0.28903166375603917,-0.07490324424096179,0.6468623057760554,0.4359573632502149,-0.01041523498201142,0.02139713510972925,0.18785217945565263,0.2675737513428861,0.14080602444050838,0.3028125402892569,0.1717752747908885,0.38198800714142883,0.8857175361653227,-0.2742507792132745,0.3616981537242143,1.30667939775608,0.9566601921185522,0.10399453268970713,1.4118787289598123
Brenda,-0.7705808934497361,0.2822991118560094,-0.45982507940469114,0.09633378542701242,-0.6038936322906918,0.3281718057688256,-0.5807288924562475,-0.162803601756521,0.21706388203746887,-0.3446644265066259,-0.6502691318195715,-0.026453087471820676,-0.8156882403989267,-0.09414054901110472,-0.787572444763186,-0.4037351054947527,-0.7220527987231695,-0.6895099399177888,0.6778024034360701,0.9713300096536811,0.588573477225364,1.8963911888569736,1.4174529948336592,0.5498954848830371
Cameron,-0.28429717621022177,0.5083410032437621,0.335033581086418,0.331775350003263,-0.11850738102921043,0.3713117735600586,0.3673593402977593,0.47527674669984843,0.7404341077054182,0.07773262056155064,-0.2675384021436733,0.3301253163912213,-0.4129771196537135,0.059134704982595966,0.16805350572241165,0.013081824062837843,0.2758898897670376,0.4900920343344772,0.5461956366380079,0.6660236806816331,0.6850061306199797,0.7696898765748343,0.46991035515307245,0.6201362840337296
Joe,-0.06240202899572808,0.8065573833646928,0.16661658795096904,0.3391304543403074,0.4271704781339315,0.8938870576794281,0.13746927988406388,0.6510410266436025,0.5593121142099391,0.2011773349538216,0.06637973426630601,0.7449607749455207,-0.03116707310880215,0.32561769313728767,0.0741968654191316,0.2946377129107735,0.5739872433182158,0.2292838147836658,0.6001701522139615,0.6947299165344284,1.6594484570202148,0.8890951439282133,0.5221273255488168,1.1426108884524966
Kai,0.12344165964981457,-0.5791414148166113,-0.27014334859318917,0.2508822768480008,0.2745312951192585,-0.3125722075708125,-0.013737522843130257,0.027216351332141862,0.13585847603761622,-0.6088500712274861,-0.7978177940969555,-0.47306354240876275,-0.5646105825247598,-0.746252898642032,-0.40725550641805874,-0.7176343964042723,-0.9260728229823693,-0.8463897702613511,1.1201555577452786,2.3907789339065624,1.5036467280409913,0.9309600656106686,0.32910559318531707,1.2759142830156147
Isabella,-0.2056728683389556,-0.5819958612802338,-0.5407412592763764,-0.2491868157077571,0.25000154594550855,-0.5039715258723781,-0.821236828852537,-0.19369253301589848,-0.5963855760754789,0.0901118584978601,0.10270373142436662,-0.36940188227550513,0.46998591223996294,-0.09109972171801445,0.006490720768892841,-0.21683843259791988,0.2594399837841009,0.7775750012299607,0.7208375431788947,0.46281468505762535,0.9997347340713564,1.138694097895127,0.5236545004721815,0.6949444051798064
Adrian,-0.020999780667314623,0.3451610170227889,0.041395762146173534,-0.0783625737656012,-0.07574117755984801,0.05793840572595807,0.13229777652683636,0.051592733192462076,-0.11664713650476662,0.27120615291654054,0.08749642587785578,0.15491510770801048,0.23605385415816454,0.03133696203467322,0.24418360806678666,0.12977169028750424,0.048988761823758886,0.30683777261077744,0.8756628288111165,0.8155568730385266,1.5393207732888239,0.6808257289703635,0.17554095144466217,1.1594534272976793
Beatrice,-0.4126147873281856,0.10729869724899534,0.06807214059525525,-0.40419823134100497,0.093414017857999,-0.1334328344724093,-0.353051999530979,-0.30496274881883706,-0.42034054891636685,-0.445707625470618,-0.445267697460246,-0.6180188813399785,-0.05550506901913937,-0.3731271734599595,-0.6591234710619871,-0.3185836394814237,-0.5659494837007532,-0.3076536768072957,0.2082703157848938,0.49338337495134427,0.32520735278169643,0.039676979764230465,-0.1370071004379918,0.6349411510138552
Wesley,-0.1421875177639453,0.516179181873158,-0.21857581609123813,-0.034241118445780455,-0.46542952198891097,0.24517500979785173,0.4715130731973471,-0.04360537038388796,0.2795238558601675,0.14011626059991808,-0.2870666687032414,0.3340023068860842,-0.48603350359003217,-0.06672319689987358,-0.2983384829905918,-0.32936710699155775,0.11905062009986214,-0.42180559029618964,0.12069218294966594,0.3406950980505666,1.021254647055742,0.31390922943505695,-0.4868269247241035,0.545473934622578
Brooklyn,-0.14360233971880407,0.5681518187136191,-0.02136765553672018,0.13857771030742522,-0.33910074435587284,0.5972629370659485,-0.4448808569243934,0.5495738363988611,0.6049025743302221,-0.08627269472897182,0.06349860385818275,0.7365907394204974,-0.0609412012426215,0.5043220859559611,0.1723929541666707,0.21788223525139663,0.46563276137702486,0.5928610167719697,0.8019638876344286,0.05963401754718963,0.6577397215085886,0.7671151474372198,-0.08123224259636987,0.8849609867898331
Jason,0.008386399632534866,0.5290314680002607,0.0662519671499053,0.3425552392004905,-0.2440427381499243,0.6652968926515443,0.6578513501139425,0.21231287322719164,0.5130914509328061,0.3471543502379638,0.019923936866725833,0.7225754577501037,-0.011745796694689168,0.34948949008849506,0.2969962566853366,0.23265718485601208,0.44895635808314616,0.45316664650050437,0.9705217977222925,0.8096090892429544,2.1365167165478143,1.3094961587994758,0.7908906375913813,1.80510338307778
Jim,-0.1772131677811187,0.27502389263855637,-0.05709361285880853,-0.06645631654773813,-0.01891728842240863,0.4408462388310634,-0.48775600136833136,0.23636546533147873,0.053405077370666264,-0.2930140368794314,-0.11743805068260686,0.3413132612983613,-0.2937350484231557,0.24014416776511002,-0.35459346120926327,0.14654060807473032,0.6075057515405948,-0.11548828839911293,1.6560297256551102,1.3107707023965316,2.187877511183509,1.1101599179885089,0.6878361157155363,1.39557121836624
Penny,0.6126395590679719,0.5206514415490848,0.6186357715104961,0.7133694711889325,0.9922344070000342,0.9130259290865521,-0.04978286665551169,0.9782076762772433,0.5242825476303022,0.02947928855260995,0.12195168816051838,0.46198891211728693,0.17092626499657193,0.4766895336476515,-0.07144258780687864,0.15813058264870497,0.5551639842970889,0.7540395747758173,0.6971083911064138,1.3378414511814802,1.581561430469921,1.3949991612598662,0.34628795588336175,1.2694341064579782
Cecil,-0.6793245970545492,0.018666479702811673,-0.25577316997809496,0.38027864628648284,-0.24785541132860295,-0.22602632130110809,-0.34049050140156273,-0.6201430807535542,-0.15907118738226425,-0.6163175575637397,-0.5957744605448291,-0.3010578619674333,-0.5369735839106003,0.09062024682460501,-1.145052959199054,-0.09028919438136222,-0.3953621324818563,0.02703241034237825,0.6569294355570425,1.1314305377091183,1.1830220186313352,1.0516514678883648,0.5484013955166636,1.2097565740962413
Howard,-0.07496897156763166,0.2744506828066774,-0.02342627449358006,-0.2731653448322625,0.17091691955127056,0.2995190001789395,-0.331722075270256,0.0430280470294219,-0.17439556720546204,-0.10790467527386856,-0.10523051616542499,0.3083971560739434,-0.20083390641571686,0.06606083428226782,-0.3058860794974722,0.07923242841802415,0.5162197574956516,0.08995398179803613,0.392740444026167,0.7707719203533782,1.9222904199422708,0.7153250199883237,0.24586677589433714,1.3225265930346126
Paul,0.3727098212302139,0.23690700475489165,-0.10886587882676159,0.2982992737238523,0.49442122351788476,0.42350853816908696,-0.4273976381385179,0.39058396335934725,0.17283943414027025,0.10442017767847027,0.24227915728481175,0.519358629814916,0.5879620863600346,0.1879033011724612,0.1906920758808298,0.13450949546616964,0.4683667414538831,0.5327318370913362,0.6582805894395655,0.6516035614856199,2.2641653132795767,1.407364334804675,1.1601317003417002,1.7283460535365833
Levi,1.0715498074700467,0.06524430062508099,-0.22680464844475934,0.23564922072439065,1.1617073613257816,0.5558057761945908,-0.09665803786563125,0.2441069571722795,-0.158564335212633,0.17967092407370094,0.5661635449507477,0.33469077829535965,0.7338481307054407,-0.010808725949460451,0.5052896448106272,-0.45595508238872884,0.40670192447203174,-0.23834739549649894,1.2465444402288282,0.8246593625525902,1.4275195235852756,1.126769676705376,0.7374406380574163,0.9553404076369996
Kay,0.4347841818026969,-0.02508094757494004,0.04124012563842056,0.09806471871064688,0.5131107254308255,0.27591891611552727,-0.44166801235516373,0.2589777536432083,0.10566455401821671,-0.4343615432015671,-0.2418445784087875,0.11803166490847997,-0.09731402394691285,-0.22682535157061787,-0.3380004769751186,-0.43208838434879404,0.135240851072019,-0.23373712034487595,1.1303979552486012,1.9919122162344094,2.0887881654316818,1.3938479272315967,0.775822591007791,1.3094234023048414
Shirley,0.4579119182933042,0.03992958108699613,0.12937204875010527,0.03159056876290309,0.23122442151251713,0.3701578496767337,-0.9669681193023584,0.22817201160756162,-0.39027068206727855,0.18194943854492387,0.6031345814411574,0.20504943044677165,0.14789592041962915,-0.04590558210001208,-0.12783400071343035,-0.20116103517095127,0.43622076765586026,0.31071558794457466,0.5078712332842086,0.7846305242508789,1.607125805908266,0.8286937677921753,0.2577106892903648,1.3553022728105075
Sophie,-0.20605058298697576,-0.08883241213336726,0.1360534031798995,0.09370384776639866,0.37436827518919097,-0.19018586887586925,-0.3461865182432954,0.23509772884232433,0.12134295545611788,-0.0045199965997842146,-0.20399421692134226,-0.014876160581758039,0.22584524124354569,0.0622841732458649,0.05954568775445998,-0.10019973989258955,0.0765001365394204,0.6650289211009057,0.8165203007808811,0.9759608084733912,2.2035067061426066,1.5282981417057093,0.7615896742007454,1.9401764168226876
Chelsea,-0.1609925088421052,0.6565070505298918,0.21701126420938857,0.3344724341355468,-0.19281459182267358,0.4741785268146002,0.16901030455715754,0.4054820195372309,0.830357387669683,0.21556234819965958,-0.3753003207413924,0.5247359422250683,0.04989963363867651,0.03266666643113382,0.3086077434373606,0.02939650828035868,-0.07032623373700721,0.6821584099358728,1.3784902729832422,0.4477989722513024,0.8227857119687911,-0.0645258457663275,-0.8025928986181099,0.8480020543123454
Piper,0.49289150772183415,0.3113470490140515,0.06881306081873027,0.5323373236858887,0.7858023907770154,0.6507191740533133,0.4916650811117988,0.4010625467715784,0.17617769018313642,0.3652097263939466,-0.13813260518024517,0.1368163232827138,0.1541769959523269,0.2886424766373864,-0.2900069609751606,0.048562974572021016,0.14856963949081983,-0.04853972558254931,0.31172397384116496,0.7642507741669055,1.7913753474513905,0.8470788158337199,0.7750830387228573,1.3398596472400968
Audrey,0.11618089496843761,0.24861277498717696,0.5095524215511784,0.517155889236322,0.6023614976911802,0.3531714735712157,0.2210357194758363,0.3068787319818261,0.39912186997376503,-0.03539211992978695,-0.2456754862117005,0.09648381506683337,0.4350442622397743,0.21368320369364435,-0.3254614119448693,-0.23251545129526896,0.17221806739714993,0.8942277281422663,0.567598217463365,0.7386720002056044,1.7532268165955405,0.8829178412500814,0.35411505233557394,1.494281424659412
Kara,-0.06941336143165563,0.08254654390371267,-0.06348879835597132,-0.051650863805788504,0.10097020074632157,0.39335666435226563,0.03377075975638191,0.3290116082075797,0.15675851405734012,0.08433690097461748,0.12472676300493739,0.3494697442539083,-0.04761571828858237,0.15366122783719846,0.21800887569234023,-0.01379602990472086,0.09232281785139008,-0.02054508090031469,0.949730182141204,1.4362245749246325,1.8333668386917799,0.9040489517504077,0.20936144452016137,1.3483647608666625
Henry,0.4286199441461914,0.3332898235532892,0.3225387104098794,0.22307045143483292,0.9622040903159148,0.237181537517623,-0.5960647137244365,0.45821452458019385,0.11771432888650932,-0.2243017005024614,-0.057581470425454036,0.2618089392592158,0.6097191413048458,0.3095184462809756,-0.368993873602957,-0.19339647995185258,0.4529238345243039,0.41934117659192527,0.8087476574533617,0.667496545441579,2.3718009245349676,1.3680295335553825,0.3445630956357724,2.5382714850509958
Jasmine,0.5053965172996336,-0.025679438950585585,0.8016644604051842,0.360948692958923,0.4706868764825432,-0.2882818819757451,0.41632562316200794,0.1522652075825502,0.2370615087617269,-0.26565796657880364,-0.35670236374550945,-0.42338212425374144,-0.20149021069610423,-0.28223141271157837,-0.38040980528517904,-0.031119836448179724,-0.38592545902382835,0.11030315290403908,0.9495874131044764,1.0809955176062276,1.7567694166822385,0.7079680406715765,0.6938099348059716,1.2504041221577364
Keith,-0.27519738742245536,0.2256798261479634,0.046134210033973125,-0.25614124068694577,-0.1970162080805905,0.5262127154425525,-0.2467943032936162,0.07136603368491347,0.12794471657639125,0.1637841172380101,-0.020535621560533495,0.4938510497812469,-0.2847120449712582,0.1496269332379428,-0.12323534194205825,-0.046000423655408476,0.5393052215217148,-0.016562713265165716,1.0663253100390528,1.3509636540238372,2.1357503838170238,0.7871037039012124,0.14729307369709096,1.6613041078088728
Camden,-0.35784133741447705,0.48864177058302005,0.04959574053125257,0.2661514151641445,-0.4494740304350919,0.5304070055476663,-0.035741727455224935,-0.029907677417648267,0.41406432235405183,0.38801668445471466,0.11912008657846385,0.6913017529374004,-0.3322294025813567,0.33842730112756475,-0.3133396892853665,0.5501601042949315,0.0904671119395761,0.06017287036337567,0.7109475416468709,0.27823708752257936,0.6636816729367058,0.4597679910259966,0.04667110521034315,0.6953730680742556
Blake,-0.08042228875719387,0.40441140910406054,-0.18944909238191296,0.01399711980301493,-0.3412336501528575,0.37532439312511706,-0.07049859925561518,0.08466067741387061,0.17419311006340907,0.26838660647373863,0.11671936720743943,0.638131062862756,-0.25581309263827223,0.32208351370462585,0.38642124855121374,0.4014374073468757,0.5683295186458543,0.3338054494892265,0.03845035885913021,0.5997959370539555,1.6924425471228124,0.7264765199577444,0.703319569142483,1.328602514139755
Eddie,0.07826946087377551,0.1926371710721357,-0.2590859072948105,-0.029486697796414343,0.10334859827613771,0.9800866126496187,-0.15124253212699945,0.46878911567942616,0.2436329824758515,0.48466784544192587,0.4603203946537658,0.7353767643764836,0.12621045710640896,0.3976550657421173,0.08859943982236994,0.10301193611505231,0.7869322573846531,0.6503984565332893,0.7490483530480524,0.9498459162876834,2.0729656847303035,1.2214397936477432,0.5948489648372326,1.7594241899887884
Holly,0.6656677320487181,0.360289533324737,0.2306174802770706,0.4912200323619143,0.6616004579990187,0.6481777310406763,0.416464810780316,0.5515013632433177,0.46393763152914685,0.36557606740457355,0.21283370600958118,0.5266329682489069,0.23440466762720016,0.31096685413104275,0.4051122130542797,0.007452226398824999,0.8921695560507261,0.8277365786327223,0.194585647730638,0.34130297045368063,1.5503079817038432,0.7003016786732893,0.048927775622904006,1.1571533474044229
Chad,0.11263416416900403,0.5089736235374158,0.03692992353608357,0.5577685158675392,0.2574164907140149,0.4739295206369359,0.23999169585536226,0.29753119034379255,0.6779848027579753,-0.05667359165112065,-0.37328908081603096,0.221714467112883,-0.19711678706116276,0.40223558587080227,-0.18501545644875056,0.12225944873516383,0.0861497519555579,-0.31645457536274973,1.0825901920913237,0.9656064417845214,1.1955437959507373,0.8832610238312643,0.44583094630207043,0.9589043269146341
