index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
Nigeria,0.2621090152495271,0.2549895498859599,7.082351,-75.57742,-4.6294575,7.440873
Ethiopia,-0.22416935198549817,0.3409198032079823,49.275,-5.4184866,-1.4718401,0.013331938
Egypt,-0.31407625724567506,0.5055378426314937,51.44858,5.9484715,-1.1851755,-0.17524536
Congo,0.19536542718722322,0.009177805556975572,-30.654636,-73.586815,-4.7107615,6.9016285
Tanzania,0.3556444322883118,0.16960288311813376,6.155784,-119.442505,-4.6607804,8.06591
South Africa,0.24127578489800705,0.2883804801375262,23.985474,-85.05061,-4.5693207,7.6157537
Kenya,0.382378439516704,0.2840346644008944,9.933038,-108.66783,-4.4899435,7.9815464
Uganda,0.22143032147877179,0.3075360182177358,20.090845,-73.91197,-4.381392,7.5257525
Sudan,0.05592302103869628,0.426066548346841,44.885315,-24.913908,-1.7008133,0.034370113
Algeria,-0.47437552494695306,-0.1529911468458974,129.69293,147.89882,7.392151,3.7335682
China,0.6960972492221236,-0.025182334299092887,27.360537,-173.9793,-9.521559,9.05971
India,-0.2967134454783913,0.48277814144445824,83.17926,14.958953,-0.9136075,-0.8303227
Indonesia,0.5387733648171107,-0.0010621512856486286,10.634722,-169.35312,-9.082255,9.33625
Pakistan,-0.2875338094304037,0.5517300365897314,71.091255,21.606995,-0.7686909,-0.73093057
Bangladesh,-0.03290604028194833,0.4431540599752049,56.90353,-31.520636,-1.7172017,-0.14135477
Japan,0.5645007011725004,-0.0024889251488916997,13.447969,-185.30063,-9.345189,9.243949
Philippines,0.09957461575287611,-0.23313470741440942,-72.9551,-0.08834157,-4.0059166,5.8079166
Vietnam,0.7541414039280921,-0.03989210592629807,-48.90493,-197.17514,-9.124176,7.978704
Iran,-0.47386686111315124,0.48613420912346217,84.043045,27.40551,-0.68264884,-0.7388152
Turkey,-0.6465160376332644,-0.06301467278134999,111.23468,127.92307,7.9488087,3.4109242
Russia,-0.6544770777091564,-0.16210586257450163,123.25098,122.486046,7.9242105,3.4996836
Germany,-0.6162069444532469,0.15166711912412814,99.15818,154.80878,7.692284,2.913389
United Kingdom,0.5138080109703933,0.12016101586368169,-53.61917,-122.367004,-7.440558,8.411773
France,-0.6279482859167121,-0.10537636329470573,142.49893,139.39449,7.697504,3.5754075
Italy,-0.6607959034427183,-0.018501069791077074,64.82386,153.16345,6.9519105,2.2855134
Spain,-0.4853652799763313,-0.11813329280645181,49.53549,141.73611,6.587227,2.891578
