index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
Ukraine,-0.7234526627550124,0.13656459859857994,67.15299,168.9349,7.1702976,2.1700573
Poland,-0.6238432899937449,-0.0417208582827779,116.69773,139.24295,7.4758563,3.302757
Romania,-0.5131013821193138,-0.14480292816346985,61.743954,136.82312,6.869211,2.6685936
Netherlands,-0.6447437083684684,-0.03509496649006078,113.55228,163.01851,7.8543725,3.0907674
Austria,-0.6273715277629233,0.1787823988189371,84.3733,156.8338,7.1985574,2.4326766
United States,0.5884385824022373,-0.15050315921691515,-94.492226,-137.41942,-7.540596,7.9156923
Mexico,-0.26435281373985664,-0.2314083004119843,-95.45542,151.27931,4.73646,4.302693
Canada,0.7139623328585568,-0.055659365992941676,-88.166245,-146.62187,-7.7382927,7.9081583
Guatemala,-0.27950889005549556,-0.18223595265714035,-102.591675,141.19545,5.0851045,4.093907
Haiti,0.25594605278325766,-0.13141352367788783,-38.69763,-82.699066,-5.014926,6.7528825
Cuba,-0.08006935268074453,-0.28852428029795857,-91.668755,3.0526257,-3.8684738,5.727498
Dominican Republic,-0.288088979504957,-0.18452079030516935,-60.305767,135.22427,5.315361,4.6408978
Honduras,0.09280848720073198,-0.2349190190255144,-100.75332,-25.172167,-4.294889,6.2284718
Nicaragua,-0.013589673683333537,-0.2884447131110758,-101.79344,-9.116743,-4.2304125,5.981004
El Salvador,-0.19843202266752266,-0.22748192735238432,-84.96477,128.6737,4.8586183,4.6026464
Brazil,-0.2643923905579502,-0.18387331504000595,-58.478848,154.61305,5.1373386,5.0629034
Argentina,-0.31541258978652614,-0.19302795948227297,-32.27314,141.85875,5.8958397,4.5340304
Peru,-0.30086782373413334,-0.20983136829076388,-44.58213,140.40752,5.677639,4.9857554
Venezuela,-0.2939034176747647,-0.18100508403325494,-54.185265,119.95836,5.446412,4.8565807
Chile,-0.21497267305169399,-0.2146280707417571,-69.91675,158.72185,5.0969424,5.035637
Ecuador,-0.0470046104605067,-0.2782476178680858,-90.2815,-10.232479,-3.9622333,6.064775
Bolivia,-0.4122359542305367,-0.024895082684460376,-16.545513,115.851326,5.453663,3.9371011
Paraguay,-0.21314896628270263,-0.219406546810231,-73.62365,144.6364,4.9244943,4.704728
Uruguay,-0.40684032837924894,-0.12007086321580102,-18.245152,133.02908,5.858012,4.15925
Australia,0.5537658339145132,-0.01958243501875792,-61.767952,-131.90196,-7.712511,8.3805685
Papua New Guinea,0.7316001950726322,-0.03999223096315454,-62.925564,-178.51274,-8.830917,7.7988186
New Zealand,0.561330281634524,-0.012045293676062106,-60.968967,-144.66,-7.927387,8.326767
Fiji,0.6904862892337069,-0.03199170667630996,-50.863747,-184.65686,-8.9704685,8.242725
Solomon Islands,0.40636663204063117,0.015864894409780936,-0.7295313,-147.5044,-8.377457,9.053936
Vanuatu,0.5183085324725528,-0.002497915412300823,-3.432455,-161.48735,-8.772629,9.161929
Samoa,0.3957618079024766,-0.20129937336979573,-47.626762,-97.17329,-7.1919727,8.133162
Kiribati,0.5841535533240089,-0.00814021983042892,-13.151863,-174.29272,-8.996188,8.911681
Micronesia,0.6798810380334905,-0.028726148307540198,-26.94317,-180.94681,-9.079393,8.624715
Tonga,0.8664524707092279,-0.06520842087692168,-72.97474,-188.3611,-8.698988,7.8591104
