,occupation,sport,direct_correlation,indirect_correlation,same_correlation
0,accountant,football,0.24954606145960906,0.10905052662900336,True
1,accountant,basketball,0.2075966091514483,0.10465392487494428,True
2,accountant,cricket,-0.08905200611231524,0.07187887575059011,False
3,accountant,hockey,-0.2969506712182082,0.1861065976494182,False
4,accountant,tennis,0.4736769913715628,0.13063543554322024,True
5,accountant,volleyball,-0.10068049326102403,0.09351752752093884,False
6,accountant,baseball,-0.2666134111214497,0.10853749573363204,False
7,accountant,rugby,-0.21141932684621967,0.1570795719685387,False
8,accountant,golf,0.7991190645757921,0.2296601214203807,True
9,accountant,athletics,-0.8977195478476314,0.12588580907426572,False
10,accountant,badminton,-0.2818837059250907,0.16381050956902166,False
11,accountant,boxing,-1.080361983728812,0.21030379687006448,False
12,accountant,cycling,-0.937559311122806,0.2539349796773969,False
13,accountant,swimming,-1.3528163933685624,0.2127956411908944,False
14,accountant,shooting,-0.9379766900526304,0.23899199463114676,False
15,accountant,gymnastics,-0.940281106887798,0.1780592501002815,False
16,accountant,wrestling,-1.474637211601146,0.2105295328674502,False
17,accountant,skiing,-0.6984580298775775,0.2238626889404121,False
18,accountant,bowling,-1.339165187767528,0.2194167827852047,False
19,air traffic controller,football,0.2664542370970053,0.14223127003624922,True
20,air traffic controller,basketball,-0.09470111338433314,0.0686766633844819,False
21,air traffic controller,cricket,-0.17024699576924246,0.16303294600560453,False
22,air traffic controller,hockey,0.006762441368977606,0.1957557753230366,True
23,air traffic controller,tennis,-0.4624114704709249,0.12489033724395784,False
24,air traffic controller,volleyball,-0.4889602696456411,0.004319301092508753,False
25,air traffic controller,baseball,0.09540715873567382,0.0998532373303176,True
26,air traffic controller,rugby,-0.11835188010681348,0.18793401237469026,False
27,air traffic controller,golf,-0.028277090048573688,0.199542569885251,False
28,air traffic controller,athletics,-0.4224828046150421,0.10380500382329834,False
29,air traffic controller,badminton,-0.4370448216511854,0.09825151885242467,False
30,air traffic controller,boxing,-0.4638297822895059,0.14248079518117174,False
31,air traffic controller,cycling,0.6318535734701195,0.21615547187460613,True
32,air traffic controller,swimming,-0.6994626754732035,0.04868171795323142,False
33,air traffic controller,shooting,0.8420773528948512,0.18637404995085974,True
34,air traffic controller,gymnastics,0.15052332800847532,0.04304823897095752,True
35,air traffic controller,wrestling,-0.932608744781286,0.19425962492004056,False
36,air traffic controller,skiing,0.7452773704025535,0.11809182049335742,True
37,air traffic controller,bowling,-0.6615759251934998,0.16034541899438007,False
38,architect,football,-0.5775253810831564,0.07217654848346833,False
39,architect,basketball,-0.3835339610656827,0.033256931580911524,False
40,architect,cricket,-0.4905240966440193,0.003288959882967042,False
41,architect,hockey,-1.0022164251689352,0.09234938875887508,False
42,architect,tennis,-0.25339417649217105,0.09263518185384917,False
43,architect,volleyball,-0.5835917282783377,0.07525045650165102,False
44,architect,baseball,-0.9478344383170356,0.02647996720842844,False
45,architect,rugby,-1.0240819085503703,0.09991504928884078,False
46,architect,golf,0.2307169738108539,0.12225549282015576,True
47,architect,athletics,-1.7111840519981218,0.15303079457921118,False
48,architect,badminton,-0.9994602657180712,0.10136695420748597,False
49,architect,boxing,-2.9998400128970117,0.14852161223608346,False
50,architect,cycling,-1.6397398886367789,0.2074788643987739,False
51,architect,swimming,-2.4026043817745903,0.22928794795113386,False
52,architect,shooting,-0.7000956307238421,0.15040141704514393,False
53,architect,gymnastics,-1.4694327198436183,0.1651740386019762,False
54,architect,wrestling,-3.303173556498774,0.1627833194843381,False
55,architect,skiing,-2.394181005111657,0.19489428445756612,False
56,architect,bowling,-2.8179843208011817,0.1026937687002684,False
57,artist,football,-1.6827664237983408,0.0018719664411183915,False
58,artist,basketball,-1.699779252431603,-0.017499461621351606,True
59,artist,cricket,-1.474944736799335,0.007716247880919041,False
60,artist,hockey,-1.5109415788261695,-0.02961689436176232,True
61,artist,tennis,-1.2565331032450275,0.1703928868610401,False
62,artist,volleyball,-1.2023494216914852,0.21042985475134385,False
63,artist,baseball,-1.7499445357624883,-0.12844464920296805,True
64,artist,rugby,-1.7957801164556009,0.008078460369403795,False
65,artist,golf,-1.21152448408699,-0.06656266064577779,True
66,artist,athletics,-1.1837986681502537,0.14419684583731784,False
67,artist,badminton,-1.2715499336253957,0.09300077694068844,False
68,artist,boxing,-1.81086843386974,0.044262715856050884,False
69,artist,cycling,-1.40610183163375,0.08171530822895069,False
70,artist,swimming,-1.7424318014081297,0.10665821786359528,False
71,artist,shooting,-0.1464552840050801,0.05068879087567649,False
72,artist,gymnastics,0.06369137835312948,0.13814060421467889,True
73,artist,wrestling,-1.5161342982835069,0.08350310938941484,False
74,artist,skiing,-2.475615143757924,0.10314500711345527,False
75,artist,bowling,-2.600499581022808,-0.009131531106286915,True
76,attorney,football,0.03566978178879859,0.06591760298127282,True
77,attorney,basketball,-0.11607449783010748,0.073822691908524,False
78,attorney,cricket,-1.1437815214213891,0.09393191995899053,False
79,attorney,hockey,-0.4732497971583406,0.13918718240640784,False
80,attorney,tennis,-0.13230555909373848,0.024020478671707042,False
81,attorney,volleyball,-0.5695128792222924,-0.03411950875662813,True
82,attorney,baseball,-0.341411847155067,0.06338768222351776,False
83,attorney,rugby,-1.198095197704733,0.12605976786046902,False
84,attorney,golf,0.20131779304923653,0.14651153367751052,True
85,attorney,athletics,-2.0857908923965933,0.09083650469087873,False
86,attorney,badminton,-1.8318953669773024,0.07683130475304296,False
87,attorney,boxing,-0.7662821589232099,0.0977028708552641,False
88,attorney,cycling,-2.757633216880317,0.07182768253061904,False
