index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne
tall,0.33953237419736765,0.05901415539643815,-0.06632776645070645,-0.1103864644077615,0.24729668401624477,-0.1439693177970972,-0.2154638929817568,-0.17000443501303622,-0.3253526093290799,-0.5538699521653716,-0.4484458089892611,0.14506417644204542,-0.11963605979273036,0.015169923409085101,-0.04846158468452939,0.11548251431420427,-0.06544615014991684,-0.10122819944170207
shallow,-0.08946915228171531,-0.6589102251120396,-0.7419149258023663,-0.7157637547620775,-0.5893534552380464,-0.06662809933491338,-0.9455387661184365,-0.753531081554191,-1.2528403566149797,0.04997871045415222,-0.1938781304524612,-0.19828468630214263,-0.3530746391507317,-1.0826444308860377,-0.18849391042504432,-0.8675164517590173,-0.23224973641301175,-0.3540878634171457
humorous,-0.2216516599488081,0.38935653489943556,0.5545273933460064,-0.2198343223066699,-0.38542567125310667,-0.35724709452266695,-0.6392080627020706,-0.28015795124680276,-0.6317783565257404,-0.5010862132643966,-0.06182540719869764,0.09458243744836194,0.44618142439529695,-0.02904478778752218,-0.19909957274314743,0.12819407701439828,0.0679531085591066,0.2830766630110799
predatory,-0.8561062491863601,-1.06230818464284,-1.407085039972206,-0.8751108371580166,-1.0206843463682231,-0.8776584879204098,-0.7289238494064683,-1.2055101943506694,-1.6532294029613386,0.38050281073092773,0.26631610959194013,-0.5091578031098597,-0.826281919285129,-0.9129288780668217,-0.24365001608566522,-0.5315717842922478,-0.2108968813272625,-0.9077435748232183
anxious,-0.22616218800211482,-0.20820976075996456,-0.1350229022280477,-0.30166183735267055,-0.2722520011554453,0.022548949343931812,-0.04573830832469627,-0.031760162539045296,-0.4939066554954115,0.09339066119489184,-0.19675510210167024,-0.5018985005993063,-0.4579130625419757,-0.820239463241069,-0.2603371656448382,-0.6737874140836699,-0.26780846053679874,-0.5595853917510257
sporting,0.2662785389176259,0.4493654326182672,0.45178401575670796,0.8718202700021747,0.10820868073083516,0.33317426778863846,0.8823495318333282,0.40088101085374717,0.9618478253791464,-0.3769140377104935,-0.558870971598475,0.4070589268397041,0.07861357706088351,0.4576015746964509,-0.161217742059141,0.3295775028887466,-0.3166486193310296,0.5869163921103715
persuasive,-0.6161584040512654,0.1590096926006033,0.24049115893638967,-0.39508090071141677,-0.5175032709083811,-0.8015567895204717,-0.5126816954347956,-0.5317338906636147,-0.6068576817236032,-0.2971124892057419,0.050917109259046495,-0.3314017642083511,0.3471919407134873,-0.3737062172137368,-0.10762462904835933,0.18000470742272706,-0.09744043386928179,-0.043103332014699146
witty,-0.5352071019231014,0.6190636070014776,0.6062387751992806,-0.37252219799449904,-0.49014762067586976,-0.5222886517708498,-1.0656770865198861,-0.44154829296363257,-0.5457244297610483,-0.7744668650464849,-0.07544643306504857,0.12266453493093166,0.6536443386022547,-0.0951699761005567,-0.0856776562329198,0.1222910475894599,0.10024359059942217,0.8306700924636978
dishonest,-1.4546056735141366,-1.2335560718112344,-1.3802934332704686,-1.3845238788651704,-1.2646371393383022,-0.5247678795844559,-0.9887937629229762,-1.1740653412443272,-1.7895598683562253,0.5157548176073726,0.6352983681809361,-0.6400790631976347,-0.595304555814529,-1.043225273929329,-0.20460224995145926,-0.828173933765188,-0.05020535658554041,-0.9059038977849013
charming,-0.5767758903672633,0.5101844861807897,0.6992117787390952,-0.22349490671522246,-0.253138707225303,-0.36887926441533514,-0.7822246884694982,-0.07956808361453975,-0.19136476973479633,-0.4231178667574992,0.284315183058318,0.2916313085957875,0.9687103722166986,0.023911691507925256,0.22109017920633875,0.33915637667527343,0.2646847111962764,1.3533690700889176
sloppy,-0.5636773510947886,-0.29115808349645045,-0.6408099142449937,-0.176416053553464,-0.529953064748647,0.09954862499355124,-0.651514807685883,-0.41840901501853295,-0.3391266584533066,0.3054897190930314,0.05420124478504311,-0.008076742787669457,-0.4499863702445203,-0.5655500128269318,-0.0523101382946421,-0.46392452150546304,0.02402090825538646,-0.44454392267035
athletic,0.8502202231527649,0.3327005228419833,0.07396894467121551,0.8597691798165116,0.26530577664014,-0.043231382388703325,0.3602460525923586,-0.6175043443187157,0.15571045639475317,-0.5506504398816794,-0.6760698324774361,0.24728069526712468,0.07567637120873331,-0.44381726677013567,-0.6882045041376861,-0.30371302968428787,-0.6001760116804298,-0.16537109370748862
intelligent,0.45745875390480883,0.31632029645064713,0.3961752774024138,-0.35665253668680763,0.286694654757022,-0.6360478322926094,-0.35717926994338867,-0.5291988580398148,-0.5169442414506471,-0.40743773828413654,-0.24306712636657324,0.044812551521359316,0.30064759610528,-0.18999482811673607,-0.48060696502483113,-0.1689552397931131,-0.38334534068873066,-0.1708605994923621
