index,sexual_orientation_isomap_x,sexual_orientation_isomap_y,sexual_orientation_tsne_x,sexual_orientation_tsne_y,sexual_orientation_umap_x,sexual_orientation_umap_y
Nigeria,0.0521893588813521,-0.25342552575173866,74.99781,26.54137,6.2276955,7.790599
Ethiopia,-0.06115234717821071,-0.1373487748561338,53.58831,-17.780815,7.1760006,10.993395
Egypt,-0.1582358453153155,-0.001841883856051931,46.20639,-46.269398,7.381596,11.455949
Congo,0.05718047919577681,-0.17165753211368237,79.54059,4.472555,5.9660854,7.6435494
Tanzania,0.1965779074140738,-0.09544821094773386,160.74826,46.169342,5.1894174,7.2023087
South Africa,-0.05903836650796044,-0.1877497514209873,17.910343,63.366962,6.6825633,9.864543
Kenya,0.23579766215716508,-0.11879520660978979,187.94183,44.8984,5.077882,6.882643
Uganda,0.13363812706213898,-0.20202758453629402,94.675995,69.3155,6.092233,8.2154045
Sudan,0.05361863753982625,-0.20879869639873677,90.984955,42.322514,6.285824,7.824862
Algeria,-0.16988806719473867,0.17164433953082933,-171.63492,-16.004986,11.197554,11.764476
China,0.49244167335520644,0.07640130791010999,335.6946,16.16035,-0.5751713,7.3306975
India,-0.08138128101926717,0.13369690017834396,1011.5756,-713.09265,10.584469,10.186889
Indonesia,0.4307134308711641,0.06976751411661541,312.6862,14.94681,-0.4784323,7.452931
Pakistan,-0.2644793355306284,0.0226480683770182,-382.0213,-117.69006,10.054269,10.255248
Bangladesh,-0.1571521092379805,-0.07711471541482068,-18.337498,32.514626,7.5452256,10.390866
Japan,0.1604898930357947,0.11976511171874142,-144.77312,119.46817,12.22721,9.396539
Philippines,0.22391795787533875,0.04599272632591619,163.71268,16.656542,5.3026595,6.910891
Vietnam,0.4379922230803007,0.06972185389022399,314.212,34.96857,-0.6297981,7.2776833
Iran,-0.2126778126764419,0.12164902438749316,-845.3335,-69.33462,10.333545,10.381175
Turkey,0.0533470669605278,0.22892323082490923,-194.2465,72.562706,11.859923,10.137747
Russia,-0.1129241467262762,0.26550697508097354,-192.14406,-0.631162,11.328928,11.248583
Germany,0.07322263473067125,0.20980632503240976,-176.27492,82.535934,11.683074,9.923687
United Kingdom,-0.08032596272347237,-0.1613257245772114,4.2126865,48.92365,7.054029,9.969939
France,-0.039476291731957644,0.29252763320110436,-221.75049,37.535725,11.89114,10.514359
Italy,-0.17619235514204215,0.31749315777921255,-220.18959,-48.805103,11.014583,11.3882
Spain,-0.2434780517562693,0.16268325450647897,-168.30002,-43.38798,10.746918,11.759413
Ukraine,-0.23126047142722167,0.2824270886435524,-204.53119,-58.24746,10.80361,11.236331
Poland,-0.0009722202433613329,0.2550871244415237,-192.74898,51.386353,11.439361,10.440116
Romania,-0.0492524291500345,0.2551996781853533,-204.94867,25.373526,11.632096,10.87539
Netherlands,0.15518544620833644,0.1622848203732065,-163.35585,101.172554,12.065897,9.7141
Austria,0.006724049898508213,0.29940727920343757,-232.46423,61.092358,11.846478,10.434141
United States,-0.04302411981662442,-0.25485456343073654,16.239252,90.42232,6.848643,9.605604
Mexico,-0.220848286637736,-0.10745500808842214,-74.907005,-210.33252,9.777744,14.533766
Canada,0.06213843313848433,-0.20633631521091716,53.15597,126.388824,6.8164434,8.915614
Guatemala,-0.1864196301881324,-0.08225440854699084,-75.42834,-186.19981,9.447095,14.682367
Haiti,0.15548107313794896,-0.10791246376544202,142.12224,37.112286,5.6126423,7.177822
Cuba,-0.24982766436275136,-0.02383054505407692,-31.405766,-146.92654,9.484226,13.755232
Dominican Republic,-0.2694341173831447,0.0343733661850412,-42.65602,-84.68861,8.13221,12.077088
Honduras,-0.15068559555752997,-0.11753826942661959,-8.13817,-7.4060206,7.4970064,10.849494
Nicaragua,-0.21099678770805905,-0.039274942727222296,-34.625008,-45.09086,8.018101,11.541075
El Salvador,-0.22775036187381573,0.0069871194912288995,-28.25495,-67.51723,7.8885074,11.800006
Brazil,-0.2431863486375268,-0.09863845028238274,-33.70829,-205.37006,9.959783,14.337631
Columbia,0.07957603274037534,-0.29160949586591145,49.214546,149.31828,6.7738476,8.994367
Argentina,-0.3088102550755874,0.029958147088086584,-78.529854,-107.68153,8.9090395,12.701834
Peru,-0.2599414020512879,0.006708339669213214,-66.23529,-91.10838,8.323691,12.210659
Venezuela,-0.2878373178745304,-0.05514030297671248,-18.396381,-173.80795,9.736128,14.067864
Chile,-0.23410534595114985,-0.09554348006116377,-52.372173,-201.90175,10.063357,14.634146
Ecuador,-0.17238020406812202,-0.06161925195273432,-19.984735,-32.325535,7.806845,11.23908
Bolivia,-0.311834943452047,-0.1409164024592377,-31.254858,-234.09189,9.914002,14.699186
Paraguay,-0.2277357679080123,-0.07065525223679117,-48.745102,-179.7241,9.638159,14.647313
Uruguay,-0.3126466279608519,-0.01118354952070412,-85.05464,-134.95253,9.173235,13.214439
Australia,0.04743494439404975,-0.1692875394132056,67.11378,115.20652,6.684698,8.99775
Papua New Guinea,0.45891951330631164,0.004096954746643329,294.41446,79.685425,-1.3691891,7.613133
New Zealand,0.3522216725025418,-0.033639546676254,243.34013,62.104034,-1.3032482,6.990939
Fiji,0.44936806750064395,0.006778628927956698,284.87985,54.20784,-1.0347092,7.052563
Solomon Islands,0.2392855189016066,-0.012549452956746142,175.85735,63.285225,5.0082736,6.6912584
Vanuatu,0.3627466739184315,0.06308228774533613,291.17557,27.133005,-0.83502823,7.5342255
Samoa,0.04570018334704287,-0.16427979755842032,68.94512,90.94381,6.5130725,9.2252655
Kiribati,0.14262565606724115,-0.010390393442688873,-128.1109,130.74509,12.021808,9.516048
Micronesia,0.47732060620837885,0.07093013213859106,317.84982,73.305855,-1.1630328,7.6790442
Tonga,0.37949694663885175,-0.015105351562990104,272.69247,80.98355,-1.2737077,7.24151
